Band,Song,Url
Dré,Dez Only 1,/lyric/23664656/Dr%C3%A9/Dez+Only+1
Dré,Witchdoctor,artist/Witchdoctor/278905
Dré,Dré Baby,artist/Dré-Baby/287598
Dré,Big Boi,artist/Big-Boi/357098
Dré,Ride,/lyric/5836254/Juvenile/Ride
Dré,Juvenile,artist/Juvenile/92107
Dré,Dré Baby,artist/Dré-Baby/287598
Dré,Skip,artist/Skip/377565
Dré,Corey Cee,artist/Corey-Cee/824025
Dré,Girl I'm a Bad Boy,/lyric/6400412/Fat+Joe/Girl+I%27m+a+Bad+Boy
Dré,Fat Joe,artist/Fat-Joe/168622
Dré,Diddy,artist/Diddy/214335
Dré,Take Me Home,/lyric/7135145/Fat+Joe/Take+Me+Home
Dré,Fat Joe,artist/Fat-Joe/168622
Dré,Terror Squad,artist/Terror-Squad/366641
Dré,Armageddon,artist/Armageddon/558470
Dré,Remy,artist/Remy/672337
Dré,Lil Mama,/lyric/8389807/Dr%C3%A9/Lil+Mama
Dré,Trina,artist/Trina/282926
Dré,Shake,/lyric/8389797/Dr%C3%A9/Shake
Dré,Trina,artist/Trina/282926
Dré,Sum Mo,/lyric/8389795/Dr%C3%A9/Sum+Mo
Dré,Trina,artist/Trina/282926
Dré,Chevy Ridin' High [Instrumental],/lyric/33330485/Dr%C3%A9/Chevy+Ridin%27+High+%5BInstrumental%5D
Dré,Rick Ross,artist/Rick-Ross/736150
Dré,Blow,/lyric/9004723/Dr%C3%A9/Blow
Dré,Rick Ross,artist/Rick-Ross/736150
Dré,Boss,/lyric/9004727/Dr%C3%A9/Boss
Dré,Rick Ross,artist/Rick-Ross/736150
Dré,Hot Boy,/lyric/26709773/Dr%C3%A9/Hot+Boy
Dré,Christina Milian,artist/Christina-Milian/485272
Dré,So Amazing,/lyric/26711267/Dr%C3%A9/So+Amazing
Dré,Christina Milian,artist/Christina-Milian/485272
Dré,Just Relax,/lyric/10342461/Joe/Just+Relax
Dré,Joe,artist/Joe/39682
Dré,Brown Paper Bag,/lyric/13987565/Fat+Joe/Brown+Paper+Bag
Dré,Fat Joe,artist/Fat-Joe/168622
Dré,Lil Wayne,artist/Lil-Wayne/384397
Dré,Juelz Santana,artist/Juelz-Santana/471030
Dré,Young Jeezy,artist/Young-Jeezy/640485
Dré,DJ Khaled,artist/DJ-Khaled/672134
Dré,Rick Ross,artist/Rick-Ross/736150
Dré,Call Me,/lyric/23128155/Dr%C3%A9/Call+Me
Dré,Lloyd,artist/Lloyd/661069
Dré,Ace Hood,artist/Ace-Hood/1056083
Dré,Ghetto,/lyric/15177968/Dr%C3%A9/Ghetto
Dré,Ace Hood,artist/Ace-Hood/1056083
Dré,Ain't Sayin' Nothin',/lyric/13908944/Fat+Joe/Ain%27t+Sayin%27+Nothin%27
Dré,Fat Joe,artist/Fat-Joe/168622
Dré,Plies,artist/Plies/880573
Dré,Hot Revolver,/lyric/29159351/Dr%C3%A9/Hot+Revolver
Dré,Lil Wayne,artist/Lil-Wayne/384397
Dre,B**** I'm from Dade County,/lyric/10605988/Trina/B%2A%2A%2A%2A+I%27m+from+Dade+County
Dre,Trina,artist/Trina/282926
Dre,Trick Daddy,artist/Trick-Daddy/413655
Dre,DJ Khaled,artist/DJ-Khaled/672134
Dre,C-Ride,artist/C-Ride/736143
Dre,Rick Ross,artist/Rick-Ross/736150
Dre,Brisco,artist/Brisco/746934
Dre,Flo Rida,artist/Flo-Rida/923332
Dre,Brown Paper Bag,/lyric/10605982/Fat+Joe/Brown+Paper+Bag
Dre,Fat Joe,artist/Fat-Joe/168622
Dre,Lil Wayne,artist/Lil-Wayne/384397
Dre,Juelz Santana,artist/Juelz-Santana/471030
Dre,Young Jeezy,artist/Young-Jeezy/640485
Dre,DJ Khaled,artist/DJ-Khaled/672134
Dre,Rick Ross,artist/Rick-Ross/736150
Dre,I'm from the Ghetto,/lyric/10605985/Birdman/I%27m+from+the+Ghetto
Dre,Birdman,artist/Birdman/183871
Dre,Jadakiss,artist/Jadakiss/379194
Dre,Lil Wayne,artist/Lil-Wayne/384397
Dre,Trick Daddy,artist/Trick-Daddy/413655
Dre,DJ Khaled,artist/DJ-Khaled/672134
Dre,The Game,artist/The-Game/681397
Dre,The Crackhouse,/lyric/13973221/Fat+Joe/The+Crackhouse
Dre,Fat Joe,artist/Fat-Joe/168622
Dre,Lil Wayne,artist/Lil-Wayne/384397
Dre,Dez Only 1,/lyric/27178525/Dr%C3%A9/Dez+Only+1
Dre,Dré,artist/Dré/186231
Dre,Witchdoctor,artist/Witchdoctor/278905
Dre,Dré Baby,artist/Dré-Baby/287598
Dre,Big Boi,artist/Big-Boi/357098
Dre,Take Me Home,/lyric/27207374/Fat+Joe/Take+Me+Home
Dre,Fat Joe,artist/Fat-Joe/168622
Dre,Terror Squad,artist/Terror-Squad/366641
Dre,Armageddon,artist/Armageddon/558470
Dre,Remy,artist/Remy/672337
Dre,Ain't Sayin' Nothin',/lyric/14849446/Fat+Joe/Ain%27t+Sayin%27+Nothin%27
Dre,Fat Joe,artist/Fat-Joe/168622
Dre,Plies,artist/Plies/880573
Dre,Ghetto,/lyric/27019707/Dr%C3%A9/Ghetto
Dre,Dré,artist/Dré/186231
Dre,Ace Hood,artist/Ace-Hood/1056083
Dre,Brown Paper Bag,/lyric/29398228/Fat+Joe/Brown+Paper+Bag
Dre,Fat Joe,artist/Fat-Joe/168622
Dre,Lil Wayne,artist/Lil-Wayne/384397
Dre,Juelz Santana,artist/Juelz-Santana/471030
Dre,Young Jeezy,artist/Young-Jeezy/640485
Dre,DJ Khaled,artist/DJ-Khaled/672134
Dre,Rick Ross,artist/Rick-Ross/736150
Dre,Hot Revolver,/lyric/29141663/Lil+Wayne/Hot+Revolver
Dre,Lil Wayne,artist/Lil-Wayne/384397
Dré Baby,Dez Only 1,/lyric/23664656/Dr%C3%A9/Dez+Only+1
Dré Baby,Dré,artist/Dré/186231
Dré Baby,Witchdoctor,artist/Witchdoctor/278905
Dré Baby,Big Boi,artist/Big-Boi/357098
Dré Baby,Ride,/lyric/5836254/Juvenile/Ride
Dré Baby,Juvenile,artist/Juvenile/92107
Dré Baby,Dré,artist/Dré/186231
Dré Baby,Skip,artist/Skip/377565
