"Band","Lyrics","Song","Year"
"Da Hound","this goes out to all my thug niggas and bitches out there soldiers at ease solute see murder all the motherfuckin riders out there representin its motherfuckin no limit up bout it bout it rowdy rowdy slodiers soldiers soldiers soldiers huh nigga what im a soldier we soldiers huh nigga what we soldiers we soldiers huh nigga what we soldiers we soldiers im a soldier im a soldier huh nigga what im a soldier im a soldier huh nigga what im a soldier im a soldier huh nigga what im a soldier im a soldier all i want to be is a soldier im a soldier im a motherfuckin no limit soldier im a no limit soldier til im dead you cant worry me i represent the tank til a bitch nigga bury me tru on my back initiated in blood bout it niggas start fightin when i walk in the club you could tell im a soldier by my army fatigues and you could im a killer by the way a nigga bleed forever tru im gone roll to your motherfuckin city if i come to a show ive got a hundred thugs with me scream no limit cause im in it i represent it i never met a tank dawg that didnt business nigga we killers by niggas countin millions in paper luteinent of a label full of soldiers nigga huh nigga what we soldiers huh nigga what we soldiers nigga nigga nigga mercenary killers street hustlers and dealers nigga ghetto millionaires captains colonels luteinents we packin gs niggas stackin kis niggas m 16 45 aks niggas follow me dumpin niggas study humpin i aint donald trump but i keep the ghetto niggas and bitches jumpin huh nigga what we soldiers huh nigga what we soldiers lets get ready to fuckin rumble im a no limit soldier nigga thats who tank around my neck represent respect nigga bout it full of fuckin tattoos am i its the drugs and bud nigga clique for the common soldier drug dealers real niggas and thugs cause im bitch im a soldier fool i thought i told ya ammunition fully loaded camoflauged range rover against all odds tru niggas dont fall nigga we ball nigga army fatigue nigga weed up in my draws you dont want to take no poor wreck in my hand holdin your bag about throw up your soldier rag nigga when the tank come through put some depth in you motherfuckin step fuck the rep im a soldier toldja thats 211 war war in this fiend im a surviving soldier you could tell by my breed or my feed cause if i bleed its a color fatigues see my greed keep me hungry im a no limit spar want to get it on when your gone blows have the tank up on your lawn was born to bust out niggas protectin my people aint no sequel blastin and rappin and my fool and im lethal they gone understand how to keep us so planned and how the fuck we stay on billboards more than the marlboro man we soldiers huh nigga what we soldiers huh nigga what we soldiers and to them fake soldiers below the street lights we watch them die holdin their riches and they bitches diggin up ditches for the snitches in this ghetto will it happen makin some white rappin checkin out my toes tell my hoes i never rest til they murder my foes when a cop done shot when a cop done dug and i watched them bullets snatch me lookin at my camoflauge makin sure they didnt blast me when i die bury me in my camoflauge cause ill be down with my thug motherfuckers other niggas ride til its over we gone live and breath soldiers im still on more times tryin pay the bills with ryhmes criminal thoughts makes my nine in the picture much clearer its the biggest diva mama cat off the top open shot on your block and drop the shit your systems got what no limit soldiers kickin up dust in your face rowdy rowdy when we march in the place we face none nigga dont you ever come fucked up tryin stun off flex you get more hoes than a hair net miss x be the one tru soldiers call mama drama regulator lyrical lady alligator fade ya motherfuckers now whatcha whatcha want do bitch we comin through bout to run over you we tru huh nigga what we soldiers huh nigga what we soldiers steel toed boots camoflauged down with the soldier strut get out the way niggas duck nigga what guerilla warfare should of had your ass about there with this impact display rip through backs and still we get some where oh yea nigga what you gone do step to the tank have niggas fight on who gone shoot you big ed is a captain atain hut sloute carry on as you were gettin rowdy with the tank dawg troops when the tank roll up its like ten bombs blown up my military comrads dont give a single solitary fuck pull the gat off the shelf niggas gone shit on they shelf my warriors want more war mentality drug dealin fatality fuck your feelings use my gun for proficent killings p gave the order kane abel is willin spittin ammunition leavin loved ones missin come out this week we pistol whippin makin sure you listen we soldiers huh nigga what we soldiers huh nigga what we soldiers im a buffalo soldier smokin dolja 45 caliber armered pistol when i load i could stop a bull dozer march there with my army i get marched over before you disrepect me you better server a hundred octobers in angola who as you were bitch stay still lay low you better fuckin knock a hole in your a o im marchin with my ak one two three yall niggas want to be like us but it aint gone be huh nigga what we soldiers","Soldiers","2013"
"Da Hound","yo yo whats up nigga you know the streets is a jungle you gotta survive out here you need a strong mind to do the shit i do you ever seen something blown up before see that nigga cross the street in that cutlass check this out survival of the fittest respect my come up survival of the fittest you better not run up i remember back in 89 a nigga used to steal and now i got a navi with a mothafucking grill one time chase a nigga through the fucking alley mad cause i fucked up my only pair of ballys i used to smoke weed with the ballers after school mothafuckas wanted to hang cause i used to act a fool started slanging rocks because the shit was fun i used to bang at niggaz just to see them run people started hearing shit started recognizing me big timers fronted me some coke and a ride g dope became a business no longer a hobby i owed a nigga 5 gs so i started robbing i knew i had to move before i had to bang him up im a act a donkey if you dont respect my come up dumb niggaz die and real niggaz live the ghetto is so wicked i cant even trust my kids started in this game at the age of thirteen getting paid making money serving crack to the fiends hoes couldnt take me niggaz gave me jealous looks to the world i was a man to the feds i was a crook put my face up in the paper put my name in they books cause they see a nigga balling off the birds that i cooked as the years went by still survival of the fittest now im riding in the tank representing to the fullest putting bullets in you bitches jealous niggaz in disguise shooting niggaz til we die gambinos on the rise my nigga fiend up by my side my enemy bound to die got no mercy in my eyes label gotti one of the realest i was born a bastard my pops was a thug four years in the pen for transporting drugs i was known in the hood as a nigga with the weight bithces all up in my business shipping keys from state to state triple beams in the project calliope where i broke em down razor blades and baking soda pure white fuck the brown my clientele was growing started investing in some other shit barber shops on every block even had a weed spot moms and the kids put away up in the house a fellas cameras in the lawn to spook a nigga out pitbulls in the backyard trained to kill call my folks up on the phone before i made a deal im one step ahead of a nigga doing wrong thats why im still alive and been on top so fucking long i had to spank some busters to show em i mean business the ghetto is so wicked its survival of the fittest","Survival Of The Fittest","2013"
"Da Howg","big shady no doubt lil z somethin new the highway meets college park yeah yeah shorty a t l is officially locked down worldwide fuck with layaway this is how we do it to em well get a lady today this is how we do it to em believe that listen to this whyall no doubt come on college park got control of me cause one of these snake niggaz told on me seen me in the cut then he rolled on me thought i was gone but they was only holdin me then it was told to me playboy you only good as your team you gotta leak find or seek hem it at the seams i felt that held back went to the draft squeeze the juice from the peach when i pick my staff now im back with the slimiest grimiest niggaz who behind me is the ones who know what time it is red clay renegades violence is minute maid still thugged out hooked on alize and hennessey strictly in it til the day the game finish me honk your horn if you feelin me put your fists in the sky wave them deuces high nigga cause it aint nuttin but that fire rolled up i run with worldwide renegades violence is minute maid still thug livin hooked on alize and hennessey stayin down til the day the game finish me honk your horn if you feelin me i run with nothin but them woofer pushers sittin on gold things drats give you slow brains who look like they on soul train we run thangs from the yea game to trickin dont come and think you stickin below this mason dixon its rules born raised and die for it hands kept high for it make niggaz mother cry for it you know like i know respect these rules dont make don chilly lose his cool if its a nickel sold in the park i want two fifty and if you chief a blunt chief it with me respect my bankhead killaz mckennasville grave fillers others cross the city pushin pealers cause im a true atl ier southside villain er promise to check for shorty find out if they real or not come fake and get boxed sent home and watch the world spin like these twenty inch chromes im a have to slide with somethin all the money in this game chicks callin my name they want me bad but i dont stop im in my droptop v i got a lot of things to prove to niggaz and youll see by the way it looks a lot of niggaz gon be shook dont disrespect and no hard feelings took i profile while switchin styles in the crowd runnin wild have you niggaz home dottin your rhyme blowed out cause i showed out so whatchu know about you gettin money or you assed out you sip a drink until you passed out circle the chiefers with no reefer im in the corner where its dark preparin to spark niggaz screamin let me hit it like im or somethin it aint no limit when it come to how much niggaz puffin i mark the wall i dust em all its the hennessey in me thatll blow the wall","Worldwide Renegades","2000"
"Da Lata","tentei contar tentei cantar tentei just la la la ia tentei tocar tambem dancar assim so para deixar so quero te dar se te falar se te just la la la ia so quero estar com seu cantar com seu just la la la ia just like this rainstorm this august day song i dream of places far beyond ouvindo a chuva cair no cinza um brilho aqui fico sozinha distraida mesmo tom mesmo som como e bom tao bom just like this rainstorm this august day song i dream of places far beyond ouvindo a chuva cair no pe um pingo aqui fico sozinha tao distraida nao vou chorar quando lembrar do seu eterno olhar i like to sing and do these things with you just pra variar i hear your voice i sing for choice with you just la la la ia mesmo tom mesmo som como e bom tao bom mesmo tom mesmo som como e bom tao bom","August Day Song","2002"
"Da Lata","i cant believe that its true what man is planning to do trying to control the world in the end they lose their soul mankind is obsessed with misconceptions yeah still trying to find paradise in their disillusion i say life is what you make it some say but i know that jah has a role to play i say life is what you make it some say but i know that jah has a role to play some may get weary and down cause they are living without the teacher and master of all so one by one they will fall until they learn to respect and honor and work hands and heart with the creator i say life is what you make it some say but i know that jah has a role to play life is what you make it some say but i know that jah has a role to play life could be easier if we could learn to follow the footsteps of the father any way we go life is what you make it some say but i know that jah has a role to play life is what you make it some say but i know that jah has a role to play who makes the billows roll and who keeps the stars in control who makes the sun shine so bright who makes the ant crawl and bite only he the great one alpha and omega is it great and sustain us in this dispensation life is what you make it some say but i know that jah has a role to play life is what you make it some say but i know that jah has a role to play life is what you make it what you make it some say but i know that jah has a role","Life","2002"
"Da Lench Mob","listen now blind baby what we want to go for on this record is not just a blues record but we want a document an epic document depicting the struggle of da black people against the white devil slave masters sittin at the pad watchin cops trippin off the pigs keepin niggaz off the block but dont let a nigga get got out the ghetto cause you know gettin caught out the ghetto is a motherfuckin no no cause youll meet mr boot mr feet mr billyclub and who mr concrete face down on the pavement keepin niggaz out of crackerville they do it and they love it but vice verse the kicks and put the lench mob crew on the other end of the stick fee fie foe fum the niggaz overcome everything is numb and its filmed at eleven its like bustin caps at the bunny you get a buck buck buck buck shots in the tummy they didnt have a fuckin clue fuck you yeah its time to get the ankle blues he is the epitome of anti disestablishmentarism whats your latest hit brother we caught the punk pluggin on our block he looked like hes armed so i went for my glock call up the homies look like we got one lay on the ground paleface and thats when the fun begun we beat him down like we were loco and said fuck john lennon and his punk bitch yoko steady takin charge of the neighborhood we got a nine eleven call on another fuckin pecker wood we rolled up on him and he broke he looked like he was tryin to sell some fuckin dope nope we aint goin out like that thats when i let his ass have it with the gat shot him in his back stopped him in his tracks he will never sell dope to another fuckin black cause its like that its untraced without a clue fuck you yeah his ass caught the ankle blues nigga nigga nigga nigga nigga damn fool monkey see monkey do house made niggas on his way with a fat pay but the motherfuckers paid for his doomsday we laid in the cut for some days trippin off this nigga lookin like hes in a daze what do whitey what do whitey really want to know the outcome of a sellout is an oreo yo we hung him by his neck til it snapped thats when my homey woke me up out my nap wake up loc wakin back up to the signs of reality trippin off the shit that we watchin on tv them motherfuckers think im soft psych its a sign of the lench mob settin it off its untraced without a clue its the niggaz thats catchin the ankle blues whats your latest hit brother whats your latest hit brother","Ankle Blues","1992"
"Da Lench Mob","damn im sweatin like a nigga at a white woman funeral lench mob civilize a 85er grand puba huh break em off somethin lench mob civilize a 85er grand puba come again huh lench mob now we come to the pay off lench mob and here we go with verse one j dee civilize a 85er grand puba buck the devil buck the devil buck the devil boom give the nigga give the nigga give the nigga room must be a full moon here comes a tune bullets fly by your head zoom zoom zoom a to the k to the 4 to the 7 little devils dont go to heaven last night i shot eleven at the record shop most of em dropped when my 9 went pop damn see the fuckin cop with the flat top standin over niggaz face down on the blacktop that shits gotta stop so i kick the hip hop pop that devil in his ass and make him flip flop flip flop flip flop back when i talk back now his name is stucky mack tryin to fuck a black in fact i got the 411 so you can buy a gun lench mobs got the devil on the run down with king sun and we bring fun to all ages short dog got the motherfuckin gauges shootin through yellow pages thats why whitey want to catch us in cages but no no no i dont think so shorty joined the nation and he dont drink no mo show em how to eat the lip and how to beat the shit out of a devil see a brother hes agreed to give asalaam alaikum shake em and whitey cant fake em and if they try f o i will break em wu alaikum salaam and im ice cube drop the motherfuckin bomb there it is yo lench mob down with farrakhan chuck d gotta let em know the devils a conniver puba repeat all 2x the devil hates the devil hates the devil hates my skin because im original so please tell a friend yo but who will win in the end thats whiteys in the tryin to blend with the black men but well check the blue eyes contacts aint wise cause different color eyes get chastized so can i get a witness work on your fitness and be sure to put the devil on your shitlist yall cant miss this a brand new lp from the l e n see h m o be no im not your toby just like you told me just found out im the o g never caught the holy ghost sorta like you do just like x clan relyin on my voodoo who you one flew over the cuckoo nest now i guess that you think youre blessed get that fuckin cross off your chest can i kick it like a tribe called quest yes the devil hates the devil hates the devil hates my crew so let the nigga let the nigga let the nigga through but fuck you too and your red white and blue motherfucker you through so act like you knew shoot you with my twenty two i got plenty crew i take out white boys thats scary boo yeah im the nigga that said it and im sorry that i cant regret it but its a proven fact that jack is anti black so heres your fuckin payback im with the lench mob huh buck the devil ice cube gotta let em know the devils a conniver puba lench mob buck buck buck the devil ice cube gotta let em know the devils a conniver puba im comin im comin im comin im comin bullets hummin devils runnin niggaz gunnin many done in looks stunnin now to kick the fun in buck that devil come again black man buck that devil come again black man buck that devil buck that devil buck that devil fuck that devil armageddeon is a confrontation thats the information comin from the nation so whatcha gonna do with your crew or your boys will you just sellout or bring the noise keep your boys cause we got big toys with the one mile scope takin whiteys throat why cause he made me ride a boat a lot of us died at float and you can quote from the l m run run run run run and tell them with they devilish ways and they pale skin that the motherfuckersll never win yeahhhhh and its like that hahahahaha lench mob gotta let em know the devils a conniver puba lench mob gotta let em know the devils a conniver puba lench mob gotta let em know the devils a conniver puba lench mob gotta let em know the devils a conniver puba lench mob civilize a 85er ice cube civilize a 85er lench mob civilize a 85er j dee civilize a 85er lench mob civilize a 85er short dog civilize a 85er lench mob civilize a 85er t bone civilize a 85er lench mob","Buck Tha Devil","1992"
"Da Lench Mob","a to the k to the 4 to the 7 little devils dont go to heaven da lench mob an a k talks and bullshit runs i wish i had time to count all my guns cause a nigga is runnin out of funds but h rap says freedom got a strap i wish i was in dixie ak ak then shit wouldnt have been bad in the sixties no way no way i cant see the ogs standin in big lines holdin big signs tryin to get mine ill shoot ya ass 17 times cause this week we dont turn the other cheek do that shit and get stole on non violence gotta hold on plus we got a roll on the mayor of the whole fuckin city saw the lench mob and his draws got shitty so get the fuck out my way when i spray hey freedom got a ak a to the k to the 4 to the 7 little devils dont go to heaven a to the k to the 4 to the 7 little devils dont go to heaven freedom is the road seldom traveled by either be a book master buck masta or sit back and get fucked fasta than a horny assed rabbit dagna bit cause i gots to have it shoot em up shoot em up ah yeah talkin like thatll have em all scared dont come to me with no petition fool come to me with ammunition cause the bang bang buck buck boom boom pow pow used to be a trick but bitch how ya like me now cause the ak 40 dick hold a 50 clip and ill shoot till its empty bitch thats how you got filthy rich i know the game so ima do the same dont like when i play the same way and say hey freedom got an ak got a freedom got an ak freedom got an ak got freedom got an ak freedom got an ak freedom is the road seldom traveled by you better call nine one one the niggas got a gun and hes gonna have fun an a k 47 is the tool dont make me act a motherfuckin fool cause ill have to fuck around and point and fuck around and have to shoot the whole fuckin joint a is for apple k is for killin im killin 47 million civilians so if you wanna jump your ass in come on im buckin and blastin fuck with the l to the e to the n to the see to the h to the m to the o to the be and youll see one dead devil kick that shit to the level get my shovel cause i dont play motherfucker freedom got an a k a to the k to the 4 to the 7 little devils dont got to heaven a to the k to the 4 to the 7 check that","Freedom Got an A.K.","1992"
"Da Lench Mob","come down and beware of the black fist the guerrillas straight motherfucking killers is the mist take a shot buck buck but you cant forge never thought youd see south central niggas in the forest dont kick in the chorus just yet cause we aint made a mess yet lench mob produce the best yet coming real hard man bumping in your car man finally caught up with a devil named tarzan swinging on a vine sucking on a piece of swine jiggaboo come up from behind hit him with a coconut stab him in the gut push him out the tree he falls right on his nuts and just like epmd i dont like a bitch named j to the a to the n e cant wait to meet her im gonna kill er cause that little motherfucking cheetah cant hang with a guerrilla you try to pay me off with a banana but j d is blacker than a city called atlanta give me some elbow room i need some elbow room so i can boom shak a lak boom thats the sound of the twenty gauge lock us up and the lench mob can break out of any cage you never even hear of this im taking care of this lench mob environmental terrorists fuck great ape ammarilla im a killer but killer gorilla aint a killa white boys like godzilla but my super nigga my king kong played his ass like ping pong so everybody get the ding dong or the bozack whats that dick and nut sack so get your buts back from the black fist cap peelers the guerrillas in the mist va voom here comes a nigga from the dark side talking bout a brand new apartheid south central straight ghetto native gotta show these devil motherfuckers what im made of yes never smoke the sess only hit the buddha when im laying on my chest im laying in a cut im laying in a cut im laying in a cut bout to shoot me a mutt with what with the boom ping ping listen to the ill shit that i bring bring nappy head gorilla coming out the forest ice cube is my motherfucking dog yes kicking pumps smoking humps the guerrillas rolling from deep in the bumps short dog got the motherfucking pump and its true t bone got the twenty two thats how its done so you better run yo run your ass out the jungle cause hear the guns go and we dont miss the lench mob the guerrillas in the mist","Guerillas in Tha Mist","1992"
"Da Lench Mob","i dont know whats wrong with these children today nothin that a good ass kickin wouldnt help lord have mercy the devil he cursed me i heard you had the cup of life and im thirsty my niggaz keep fightin for a street the white man own so many died before they got full grown plus i got an ingrown toenail i sit back in the window and watch all the hoes sell a lot of ass for a blast thats right plus my litlte sister is gettin fast usin mo niggaz for financial aid what they pickin her up from the 10th grade in a jeep they try to creep takin her ass to lovers leap i admit im a sinner yeah did what i had to do just to get dinner but i was told you was the first g no shit l a is a war zone lord so could you have mercy you know who the fuck jesus is i admit i dont call too often i know i wonder why i dont live in a coffin cause i know a lot of my homeboys pray but when it was time they still got sprayed the grass is greener in my neighbors yard hes white so his house is barred up by the windows and the doors but my moms gotta clean his fuckin floors they wont let us in thats right even if we learn to act just like them word but if you dont learn you flunk on a road to sleep forever on a jail bunk all day but i aint no punk and i wont get punked by the system so i gotta diss em i was told you was the first g somethin aint right lord so could you have mercy you know who the fuck jesus is im dead so bury me alive six feet under all this bullshit and jive cause i know when you made south central shitty it wasnt done intentional cause i looked back before the crack before the macks in motherfuckin cadillacs it was the same old thing but nowadays niggaz mo brainwashed and i can tell everytime i see l a compton to long beach gangs talk i wish when my pops got the erection he woulda used protection and i wouldnt be a squirrel tryin to get a nut and i want the nut just to get some butt its like the battle of the sexes my head spins around like i needed a exorcist but if you blew up the world today it wouldnt matter nope just send down a ladder to the people who had it the worst g im askin you lord please have mercy","Lord Have Mercy","1992"
