"Band","Lyrics","Song","Year"
"Sarah McLachlan","make me a witness take me out out of darkness out of doubt i wont weigh you down with good intention wont make fire out of clay or other inventions will we burn in heaven like we do down here will the change come while were waiting everyone is waiting and when were done soul searching and we carried the weight and died for a cause is misery made beautiful right before our eyes mercy will be revealed or blind us where we stand will we burn in heaven like we do down here will the change come while were waiting everyone is waiting will we burn in heaven like we do down here will the change come while were waiting everyone is waiting","Witness [Live]","2013"
"Sarah McLachlan","give me release witness me i am outside give me peace heaven holds a sense of wonder and i wanted to believe that id get caught up when the rage in me subsides passion chokes the flower until she cries no more possessing all the beauty hungry still for more heaven holds a sense of wonder and i wanted to believe that id get caught up when the rage in me subsides in this white wave i am sinking in this silence in this white wave in this silence i believe i cant help this longing comfort me i cant hold it all in if you wont let me heaven holds a sense of wonder and i wanted to believe that id get caught up when the rage in me subsides in this white wave i am sinking in this silence in this white wave in this silence i believe i have seen you in this white wave you are silent you are breathing in this white wave i am free","Silence [Edit]","2013"
"Sarah McLachlan","you turn the radio on play your favorite song and cry cry you let it all disappear push back the doubt and fear they try try to hold your head under the waves but youre breathing all the same you are stronger than their hate time for you to walk out walk in your own shoes lay down your footprints wherever you choose leave it all behind and move on you are your own woman you never asked for trouble but youve got fire that burns so bright bright you turn and face the struggle when all the others turn and hide hide you hold your head above the waves above the war they try to wage you are stronger than their hate time for you to walk out walk in your own shoes lay down your footprints wherever you choose leave it all behind and move on cause you are your own woman ooh ah yeah ooh ah yeah ooh ah yeah time for you to walk out walk in your own shoes lay down your footprints wherever you choose leave it all behind and move on you are your own woman move on yeah time for you to walk out walk in your own shoes lay down your footprints wherever you choose say whats on your mind with pride cause you are your own woman ooh ah yeah youve got a light that always guides you ooh ah yeah you speak of hope and change as something good ooh ah yeah live your truth and know youre not alone you turn the radio on play your favorite song and sing out so loud","In Your Shoes","2014"
"Sarah McLachlan","one thing that i know it will get better each and every drought ends in the river if i were a diviner youd be awash in rain to cool your fire oh to cool your fire there could be winds of change in my auburn hair but ill tie it back for now and when the bitter breeze carries a trace of fear well persevere some how were gonna push on through pretty girl just like we always do beautiful girl i know the world can be cruel pretty girl youre gonna make it cause youve got love on your side the truth of letting go lies in the answer that when the storm subsides ill still be there to hold you theres beauty in your violence and the dissonant melody i hear you sing oh i love to hear you sing there could be winds of change in my auburn hair but ill tie it back for now and when the bitter breeze carries a trace of fear well persevere somehow were gonna push on through pretty girl just like we always do beautiful girl i know the world can be cruel pretty girl youre gonna make it cause you got love on your side pretty girl one thing that i know is it will get better","Beautiful Girl","2014"
"Sarah McLachlan","it would be if it could be so wonderful if we succeed your warmth and your words found a place in my world and breathed new life in we come from the brink of destruction we gathered ourselves from the floor we tried and we suffered and finally recovered and found a new way to live were two side by side with impossible dreams taking a chance to let love in storms come i learned to be strong i dont lean on anyone else but now i am so content here in your arms i dont want to be anywhere else with you im home with you im home i hold fast to my destination i know that the road will be long we light up the sky let the beauty define us and give give it all we got were two side by side with impossible dreams taking a chance to let love in storms come i learned to be strong i dont lean on anyone else but now im so content here in your arms i dont want to be anywhere else with you im home with you im home la da da da la da da da la da da da da","Brink of Destruction","2014"
"Sarah McLachlan","are we just drops of rain falling for a little while playing hard we lose and gain trying to hold on to what matters till the end i keep walking forward like i know where im heading how i wish you were here to see me trying to live up to my name till the end i should be thinking with my head not with my broken heart look to the future for all it can give and not to us being apart we trip and fall and stand again and go on with our heads held high we laugh and love as best we can trying to hold on to the wonder how long how long i should be thinking with my head and not with my broken heart look to the future for all its got and not to us being apart sometimes i feel i cant go on i let it get me down so hard to heal oh and i fall fall to my knees it hurts to survive the love thats gone but i should be thinking with my head and not with my broken heart look to the future for all its got and not to us being apart","Broken Heart","2014"
"Sarah McLachlan","desire is no cautious creature insatiable like raging fire a heat is rising all around my senses so alive it searches out the darkest places no fear of walls or ways concealed set alight my secret longings all revealed when im near you logic escapes me and i cant breathe cause you burn to my bones like youre all ive ever known let thunder crash let rivers flood if all we are is flesh and blood the fury of the storm confounds me violence and beauty all collide in all my animal emotions i cant fight this tide cause you are the wave that pulls me under ravage me from head to heart and all my careful calculations fall apart when im near you logic escapes me and i cant breathe cause you burn to my bones like youre all ive ever known let thunder crash let rivers flood if all we are is flesh and blood ooh ooh let thunder crash let rivers flood if all we are is flesh and blood cause you burn to my bones like youre all ive ever known let thunder crash let rivers flood if all we are is flesh and blood ooh ooh let thunder crash let rivers flood if all we are is flesh and blood ooh ooh let thunder crash let rivers flood if all we are is flesh and blood come together fall apart we build our towers with paper walls as if we have any control lets burn it all","Flesh and Blood","2014"
"Sarah McLachlan","i know now theres no one here to blame i could but what good would that do it wouldnt change a thing so i grew accustomed to the shame the sharp sting of your poison trying so hard to erase all the good in me if this is love beside me im working on forgiveness laying the past down behind me letting go the ways that ive been hurt let the rivers rise and rage ill try and stand with grace if everything is love in the end the war had left us broken mourning all the things id lost the debts i couldnt pay but i didnt want to disappear i was caught in tv static sinking into grey no more to give away if this is love beside me im working on forgiveness laying the past down behind me letting go the ways that ive been hurt let the rivers rise and rage ill try to stand with grace if everything is love if this is love beside me im working on forgiveness laying the past down behind me letting go the ways that ive been hurt let the rivers rise and rage ill try to stand with grace if this is love beside me this is love beside me this is love beside me","Love Beside Me","2014"
"Sarah McLachlan","when we were young there were always creatures lurking under the bed a thousand year old dragon lived deep in the lake and he said dont be afraid so you dove in he seemed so sweet and lovely he made you laugh and made you forget about the rain showed you new tricks on guitar hidden talents that erases the pain ah and dont you know that theres a wolf stalking in sheeps clothing tells me hes the real thing think what your life would be missing if you didnt have him to sing to sing about three headed monsters they want your money wanna be in the picture be your friend they fill your pool with alligators are they all just jokers or are they cruel they light up when they see you like theres no where else that theyd rather be than by your side then they promise you the stars but theyre really just along for the ride ah and dont you know that theres a wolf stalking in sheeps clothing tells me hes the real thing think what your life would be missing if you didnt have him to sing to sing about ah ah ah ah ah is it the sparkle in their eyes or the knowledge of the ways of the world the way they kiss the way they hold you has made you blind to the fangs and the fire theres a wolf stalking in sheeps clothing tells me hes the real thing think what your life would be missing if you didnt have him to sing to sing about ah ah ah ah ah ah ah ah ah ah","Monsters","2014"
"Sarah McLachlan","how i wish that i could tell you its to you that i would run you were the place that i could always rest my head when my world had come undone cause ive been wrestling with my demons theyre telling me i have no choice how i wish that i could lean upon you now amidst the chaos and the noise your light buried the dark a constant unwavering heart you were the well to cool my fury deep and calm your waters feel your quiet words a salve to soothe my wayward soul it was there i learned to heal your light buried the dark a constant unwavering heart oh i hope that you can hear me through the ravages of time you have carried me though more than you could know i still feel your hand in mine your light buried the dark a constant unwavering heart your light buried the dark a constant unwavering heart unwavering heart","Song for My Father","2014"
