"Band","Lyrics","Song","Year"
"Julión Álvarez y Su Norteño Banda","que no ves que no me importas que no vez que no te quiero yo siempre te fui sincero y no me ando con rodeos malamente te clavaste y eso si que no es mi pedo que no ves que no me importas quiero ser siempre soltero no me vengas con cositas y me digas embustero yo muy claro te lo dije y no quiero lloriqueos yo te adverti te puedo dar amor pero no quiero nada enserio no quiero tus reclamos esto no tiene remedio que quieres que yo haga si sali tan mujeriego mejor tumbate el royo y una vez mas te lo dijo yo no te quiero que no ves que no me importas la vida pa mi es un juego me divierto con plebitas agarramos cotorreo tu muy bien ya lo sabias asi que no estes jodiendo yo te adverti te puedo dar amor pero no quiero nada enserio no quiero tus reclamos esto no tiene remedio que quieres que yo haga si sali tan mujeriego mejor tumbate el royo y una vez mas te lo dijo yo no te quiero","Yo Te Advertí","2014"
"Julión Álvarez y Su Norteño Banda","que no le sorprenda a ese con el que andas que un dia de estos le intercambio unas palabras si esta fuerte o grande no me importa si se me pone rejego a ver de a como nos toca que no te das cuenta que me has enamorado y en el amor tengo fama de aferrado y si ese canijo me lo impide en un topon que yo lo mire ya le quitare lo bravo preparate porque a tu ventana te llevare serenata ganare tu corazon sin autorizacion y si aquel la hace de enredo dile que yo aqui lo espero afuera de tu casa estoy muero por tocarte aunque sea un poco tu pelo pues todo el dia te traigo en el pensamiento si quieres lo grito a cuatro vientos pa aquel el vaya sabiendo que me muero por tus besos tu duerme tranquila y no tengas pendiente yo me encargare muy bien de tu pretendiente mas vale que se haga para un lado porque si no en estos dias rezaran su novenario preparate porque a tu ventana te llevare serenata ganare tu corazon sin autorizacion y si aquel la hace de enredo dile que yo aqui lo espero afuera de tu casa estoy que se vaya acostumbrando porque yo sere tu dueno y que no me provoque que puedo ser muy violento puede que no me aguante las ganas que tengo desde hace tiempo de robarte algunos besos no me creas tan bravo ni un gallo de pelea pero en cosas del amor me la rifo con cualquiera cuando quiero algo yo lo obtengo y si alguien se me atraviesa se lo despacho a san pedro preparate porque a tu ventana te llevare serenata ganare tu corazon sin autorizacion y si aquel la hace de enredo dile que yo aqui lo espero afuera de tu casa estoy y preparate porque a tu ventana te llevare serenata ganare tu corazon sin autorizacion y si aquel la hace de enredo dile que yo aqui lo espero afuera de tu casa estoy","El Aferrado","2015"
"Julión Álvarez y Su Norteño Banda","puede que te digan tus amigas que muy mal la estoy pasando desde aquella tu partida que me la paso llorando y que no salgo ni a la esquina por temor a no encontrarte que mi vida es un fracaso puede que te digan que he guardado todas tus fotografias que me aferro como un loco a la esperanza que algun dia te despiertes recordando que a pesar de mis errores tuvimos hermosos dias tambien es probable que te cuenten que frecuento los lugares donde me abrazabas fuerte que no soy nada discreto cuando alguien te menciona no se quedarme callado y le digo a esa persona yo yo era el amor de su vida yo disfrute sus caricias y su primer beso fue mio y fue mia yo yo entre sus brazos dormia yo le arrancaba sonrisas mientras le cantaba canciones bonitas yo no supe lo que tenia me acostumbre a la rutina y la hice llorar ese maldito dia tambien es probable que te cuenten frecuento los lugares donde me abrazabas fuerte que no soy nada discreto cuando alguien te menciona no se quedarme callado y le digo a esa persona yo yo era el amor de su vida yo disfrute sus caricias y su primer beso fue mio y fue mia yo yo entre sus brazos dormia yo le arrancaba sonrisas mientras le cantaba canciones bonitas yo no supe lo que tenia me acostumbre a la rutina y la hice llorar ese maldito dia","El Amor De Su Vida","2015"
"Julión Álvarez y Su Norteño Banda","no me preocupa que una vez mas este molesta esta tranquila mi conciencia y se que nada pasara te atemoriza pensar que yo te dejaria pero mira que ironia es imposible terminar porque me amas tanto como te amo y aunque peleamos felices estamos una batalla de rutina unos minutos y la ira encontraras la salida y podremos conversar a un acuerdo llegar y como diario terminaras en mis brazos cada dia mas enamorados y hacer el amor sera el punto final de esta contienda una vez mas porque me amas tanto como te amo y aunque peleamos muy felices estamos una batalla de rutina unos minutos y la ira encontraras la salida y podremos conversar a un acuerdo llegar y como diario terminaras en mis brazos cada dia mas enamorados y hacer el amor sera el punto final de esta contienda una vez mas","Batalla De Rutina","2015"
"Julión Álvarez y Su Norteño Banda","ahi va el borrachito toma tequila toma conac toma charanda toma lo que hay una cerveza se va a empedar con una cubita se va a curar con un whiskyto va a rematar el borrachito ahi va el borrachito el borrachito ahi va el borrachito el borrachito quiere tomar cualquier pretexto pa festejar y luego luego quiere bailar se le traban las patas se le lengua la traba no tiene hierba para pistear el borrachito quiere tomar cualquier pretexto pa festejar empina todo y quiere mas borrachin borrachito amigo del pueblito le dicen el chupito me aguita el ah ahi va el borrachito toma tequila toma conac toma charanda toma lo que hay con cerveza se va a empedar con una cubita se va a curar con un whiskyto va a rematar el borrachito ahi va el borrachito el borrachito ahi va el borrachito el borrachito quiere tomar cualquier pretexto pa festejar y luego luego quiere bailar se le traban las patas se le lengua la traba no tiene hierba para pistear el borrachito quiere tomar cualquier pretexto pa festejar empina todo y quiere mas borrachin borrachito amigo del pueblito le dicen el chupito me aguita el ah","El Borrachito","2015"
"Julión Álvarez y Su Norteño Banda","te acuerdas que dijiste que en la vida tu jamas ibas a amarme y ahora rendida aqui entre mis brazos yo quisiera confesarte que nunca olvido ningun desprecio y menos humillarme ya para ti es demasiado tarde te lo aseguro te voy a utilizar y me voy a vengar y me voy a burlar cuando estes derrotada aunque condene al infierno mi alma con mis desprecios te voy a hacer llorar y me voy a vengar te vas a arrepentir de probar de mis besos vas a extranar mi caricia en tu cuerpo y aunque no quieras me vas a buscar que nunca olvido ningun desprecio y menos humillarme ya para ti es demasiado tarde te lo aseguro te voy a utilizar y me voy a vengar y me voy a burlar cuando estes derrotada aunque condene al infierno mi alma con mis desprecios te voy a hacer llorar y me voy a vengar te vas a arrepentir de probar de mis besos vas a extranar mi caricia en tu cuerpo y aunque no quieras me vas a buscar y me voy a vengar","Me Voy A Vengar","2015"
"Julión Álvarez y Su Norteño Banda","he contado mil historias muchos las identifican pero en ninguna de todas he sido el protagonista si ustedes me lo permiten les voy a contar la mia a mi no me causa chiste lo digo para el que se ria voy hablarles de mi vida soy un charro sin bigote que a su potro se aferraba ese que salia del monte con rayones en su cara siempre al lado de mi padre donde quiera me miraban si queria emborracharse yo era el que las destapaba tambien el que lo cuidaba asi fue pasando el tiempo y nosotros de arriba abajo luego llegamos al pueblo por cierto cuanto lo extrano segui pastoreando vacas tambien trabaje en el campo nadie me platica nada tengo callos en mis manos me salieron de temprano el reloj siguio su pulso y poco a poco fui creciendo aunque vague por el mundo nunca descuide a mis viejos tambien hay momentos duros a veces nos gana el tiempo en fraccion de unos segundos mi papa se me fue al cielo fue una navidad recuerdo un saludo a mis amigos y un beso para mi madre les aclaro soy el mismo que un dia se salio a buscarle la humildad anda conmigo esa la traigo en la sangre con orgullo siempre he dicho fue la herencia de mi padre creo que me heredero bastante soy un hombre afortunado no tengo la menor duda es muy cierto he batallado y eso es lo que mas me gusta tengo gente que me aprecia donde quiera me saludan una familia me espera y la pobreza no me asusta y mientras dios me de licencia seguiran mis travesuras","Mis Travesuras","2015"
"Julión Álvarez y Su Norteño Banda","no se no se porque mentiste con enganos respondiste al amor que te entregue sabias perfectamente que confiaba ciegamente y pensaba que eras fiel de mi te aprovechaste y mi alma destrozaste me duele demasiado que aun no lo puedo creer porque ven y explicame el motivo porque tantas falsedades si yo nunca te falle dedique todo mi tiempo mis caricias y mis besos pero no tu no valoraste y a pesar de tanto dano todavia lo estoy pensando pero la verdad no se si pueda perdonarte no se mi mente me traiciona me grita que te odia no quiere mas seguir me gana el coraje quisiera que te largues y dejes de existir pero por otra parte mi corazon te llora dice que te perdona y no se que decidir no se como pudiste lastimarme si eres lo mas importante y mi vida te entregue y aunque quiero perdonarte me cuesta mucho aceptarte a pesar de ser infiel pero voy a doblegarme porque te amo como a nadie y si te perdonare tu traicion jamas olvidare no se mi mente me traiciona me grita que te odia no quiere mas seguir me gana el coraje quisiera que te largues y dejes de existir pero por otra parte mi corazon te llora dice que te perdona y no se que decidir no se como pudiste lastimarme si eres lo mas importante y mi vida te entregue y aunque quiero perdonarte me cuesta mucho aceptarte a pesar de ser infiel pero voy a doblegarme porque te amo como a nadie y si te perdonare tu traicion jamas olvidare","No Sé","2015"
"Julión Álvarez y Su Norteño Banda","no estas en condicion de poner tus condiciones yo no estoy para dar ni para recibir sermones no estamos en hora de complacencias ahorita tengo ganas de acabar con tu paciencia tu guardas tu postura yo sigo en mi posicion tu ego esta en la luna y el orgullo entre los dos si para ti es juego de resistencia irremediablemente esto para mi es un adios pongamonos de acuerdo nos vamos a querer o ahi la vamos a dejar o de nuevo aparentar que aqui no a pasado nada o amargarnos las vida si se vive un dia a la vez mejor deja que mis pies me alejen de este camino que es la senda equivocada ya no te encuentro el lado no se por donde empezar si empiezo por el final creo que seria lo mas prudente a menos que por veinti unica vez tengas una idea coherente pongamonos de acuerdo nos vamos a querer o ahi la vamos a dejar o de nuevo aparentar que aqui no a pasado nada o amargarnos las vida si se vive un dia a la vez mejor deja que mis pies me alejen de este camino que es la senda equivocada ya no te encuentro el lado no se por donde empezar si empiezo por el final creo que seria lo mas prudente a menos que por veinti unica vez tengas una idea coherente","Pongámonos De Acuerdo","2015"
"Julión Álvarez y Su Norteño Banda","que daria por ganarme tu corazon moriria el cielo perderia y hasta pecaria por tener tu amor que te ha dado el que no pueda darte yo si tus manos se dieran el tiempo de tocar las mias anda intentalo aunque quieras por mas que te esfuerces en aparentar que el te quiere que por ti se muere no sabes mentir es mas que la verdad el no quiere ya saber de ti no le importa si te hace sufrir piensa que solo te hace feliz cuando te toca el solo quiere satisfaccion pero no le pone corazon no le duele si una lagrima provoca dudo que el te quiera como yo y que tenga la buena intencion de entregarte todo el corazon eso no hara nadie mas que yo eso no hara nadie mas que yo que daria por ganarme tu corazon moriria el cielo perderia y hasta pecaria por tener tu amor que te ha dado el que no pueda darte yo si tus manos se dieran el tiempo de tocar las mias anda intentalo aunque quieras por mas que te esfuerces en aparentar que el te quiere que por ti se muere no sabes mentir es mas que la verdad el no quiere ya saber de ti no le importa si te hace sufrir piensa que solo te hace feliz cuando te toca el solo quiere satisfaccion pero no le pone corazon no le duele si una lagrima provoca dudo que el te quiera como yo y que tenga la buena intencion de entregarte todo el corazon eso no hara nadie mas que yo eso no hara nadie mas que yo","Qué Daría","2015"
"Julión Álvarez y Su Norteño Banda","que ganas de darte un beso de abrazarte otra vez y que un detalle bonito volviera a enchinar tu piel yo siempre tengo presente lo mucho que yo te ame lo mucho que tu me amaste y hoy tan solo soy tu ex prometimos olvidar y no buscarnos jamas pero no pude evitar que aunque ya no somos nada me entro la curiosidad de saber que es de tu vida y saber con quien estas que aunque ya no somos nada yo te voy a recordar todos los dias de mi vida nunca te voy a olvidar ahora oi tu nombre y anoche te sone de escucharte tuve ganas y por eso te llame prometimos olvidar y no buscarnos jamas pero no pude evitar que aunque ya no somos nada me entro la curiosidad de saber que es de tu vida y saber con quien estas que aunque ya no somos nada yo te voy a recordar todos los dias de mi vida nunca te voy a olvidar","Qué Ganas","2015"
"Julión Álvarez y Su Norteño Banda","yo fue el que dijo que no me gustabas y no me importaba mirarte con el que yo podia vivir sin tus besos que ya no te extrano lo dije tambien ya no te quiero que nunca te quise y todo lo que ise fue una diversion ya no recuerdo todo lo que dije pero son mentiras regresa mi amor te quiero decir otra vez que te quiero decir que te quiero otra vez que te quiero te quiero te quiero otra vez que te quiero te quiero te quiero te quiero decir otra vez que te amo decir que te amo otra vez que te amo te amo te amo otra vez que te amo te amo y te amo yo fue el que dijo que no eras mi tipo que yo merecia algo mucho mejor contigo era mas aburrido que ver un partido de repetision ya no te quiero que nunca te quise y todo lo que ise fue una diversion ya no recuerdo todo lo que dije pero son mentiras regresa mi amor te quiero decir otra vez que te quiero decir que te quiero otra vez que te quiero te quiero te quiero otra vez que te quiero te quiero te quiero te quiero decir otra vez que te amo decir que te amo otra vez que te amo te amo te amo otra vez que te amo te amo y te amo te quiero decir otra vez que te quiero decir que te quiero otra vez que te quiero te quiero te quiero otra vez que te quiero te quiero te quiero te quiero decir otra vez que te amo decir que te amo otra vez que te amo te amo te amo otra vez que te amo te amo y te amo","Te Quiero, Te Amo","2015"
"Julión Álvarez y Su Norteño Banda","aqui les traigo la cumbia de tomasin el es un compa conocido por aqui quiere cerveza y algo para sonreir cada que le hace su lucha para vivir es enfadoso como cochi jabali cuando se enoja el es un chile chiltepin dice la gente cuando lo mira venir claven la cheve por que viene tomasin tomasin poner un peso llega con cualquier pretex y dice plebes denme un trago de eso recuerdo el dia cuando yo lo conoci abia una fiesta con mi amigo serafin estaba solo recargado en un barril nada de tonto la cerveza estaba ai y tomasin por el dinero hasta eso es muy sincero dice no se por que sere tan galletero wuero chaparro como el doctor chapatin canta bonito asta parece cepillin dicen los ninos miren los que viene ai ai que asustarlo y se pondra como piolin y tomasin por el desde lunes a domingo ahora mis plebes vamos a cambiar de ritmo","El Tomasín","2015"
"Julión Álvarez y Su Norteño Banda","hoy mi corazon que ya me partio no puedo creer el motivo porque me dejo y nuestro amor donde se quedo de aquella promesa de amarnos facil se te olvido que mala manera olvidarte de todo piensas que yo ignoro el porque estas con el por que te marchaste por que me olvidaste que tu me querias puras falsedades ayer te tenia ayer eras mia hoy solo el recuerdo los bellos momentos que juntos pasamos los dos corazones que tu y yo pintamos tu querias riqueza y no mi pobreza eso si me dolio y nuestro amor donde se quedo de aquella promesa de amarnos facil se te olvido que mala manera olvidarte de todo piensas que yo ignoro el porque estas con el por que te marchaste por que me olvidaste que tu me querias puras falsedades ayer te tenia ayer eras mia hoy solo el recuerdo los bellos momentos que juntos pasamos los dos corazones que tu y yo pintamos tu querias riqueza y no mi pobreza eso si me dolio","Eso Si Me Dolió","2015"
"Julión Álvarez y Su Norteño Banda","yo no quisiera que pensaras que aprovecho nuestra historia pa escribir una cancion y de lo triste hacer victoria pues si canto simplemente es para desahogar la herida tampoco quiero que imagines que fue facil despedirme los recuerdos se amontonan y me dejan cicatrices en el corazon se sienten como si fueran espinas ya no es justo que te quedes es mejor que te despidas te quite la soledad pero no te doy compania te mereces algo mas tu en el fondo se que sabes que no te lo puedo dar afuera eta lloviendo y no se si esto sea una senal si la decision tomada esta muy bien o esta muy mal yo lo unico que quiero es que no pierdas mas tu tiempo con mis besos me duele cuando escucho como se te esta partiendo el corazon hoy daria cualquier cosa por cambiar la situacion por poder mandar en mi y controlar esto que siento que llevo adentro pero no puedo aunque lo intento afuera esta lloviendo y no se si esto sea una senal si la decision tomada esta muy bien o esta muy mal yo lo unico que quiero es que no pierdas mas tu tiempo con mis besos me duele cuando escucho como se te esta partiendo el corazon hoy daria cualquier cosa por cambiar la situacion por poder mandar en mi y controlar esto que siento que llevo adentro pero no puedo aunque lo intento yo no quisiera que pensaras que aprovecho nuestra historia pa escribir una cancion y de lo triste hacer victoria pues si canto simplemente es para desahogar la herida","Afuera Está Lloviendo","2016"
"Julión Álvarez y Su Norteño Banda","aqui en el fondo de mi hay una intranquilidad dices que es culpa mia soy debil con el amor siempre doy el corazon yo me busque cada herida sabiendo que iba a doblar las manos con tu mirar sabiendo que ibas a huir de mi asi me fui a enamorar facilito me enamore completito nomas me hablaste bonito y me pusiste a sonar facilito por andar buscando nido mi corazon pajarito ya se a dejado enjaular sabiendo que iba a doblar las manos con tu mirar sabiendo que ibas a huir de mi asi me fui a enamorar facilito me enamore completito nomas me hablaste bonito y me pusiste a sonar facilito por andar buscando nido mi corazon pajarito ya se a dejado enjaular facilito me enamore completito nomas me hablaste bonito y me pusiste a sonar","Amor Pajarito","2016"
"Julión Álvarez y Su Norteño Banda","en esta noche te sueno en otros brazos y a mi tan solo me brindas tus desprecios y no te importan ni siquiera ya mis besos y mucho menos te importan mis fracasos tu siempre has sido mujer como mi vida y yo te quiero te quiero todavia yo te lo pido acabes con mi angustia o consentida arrancame la vida en estas noches tan negras y sin luna alla una estrella brilla como ninguna de sus destellos me mandan el consuelo mientras que tu no se por quien suspiras en otras veces te miro confundida que tu dolor por dentro lo mitiga y si es que ya tienes un nuevo amor pues que mas da arrancame la vida pues como ves me late tu partida y en estos dias te miro tan altiva pero si piensas hacer eso mujer pues de una vez arrancame la vida","Arráncame la Vida","2016"
"Julión Álvarez y Su Norteño Banda","porque me dices que no cuando voy contento a ti carinito carinito que no sabes que si no aqui muy dentro de mi casi me cuesta la vida no no me digas que no anda ven juntito a mi carinito carinito que no sabes que si no aqui muy dentro de mi casi me cuesta la vida carinito carinito no te niegues ya eres mia no te niegues ya eres mia carinito carinito porque llegada la noche este hombre se va de farra luego agarra la jugada y no vuelve hasta manana aunque el sermon de otro dia con la cruda de mi vida no me acuerdo si pedia pero si me la tomaba carinito carinito no te niegues ya eres mia no te niegues ya eres mia carinito carinito porque llegada la noche este hombre se va de farra luego agarra la jugada y no vuelve hasta manana aunque enfermo de otro dia con la cruda y de mi vida no me acuerdo si pedia pero si me la tomaba carinito carinito no te niegues ya eres mia no te niegues ya eres mia carinito carinito","Cariñito Cariñito","2016"
"Julión Álvarez y Su Norteño Banda","porque me dejaste dime vida mia sin decirnme nada dejandome solo triste y sin tu amor me clavaste un punal que acabo con mi vida lo clavaste en la espalda pues no me di cuenta de tu falsedad como iba yo a saber que ya no me querias como iba yo a saberlo si yo estaba ciego y loco por tu amor como iba yo a saber que ya no me querias como iba yo a saberlo si te sigo amando igual que el primer dia porque me dejaste dime vida mia sin decirnme nada dejandome solo triste y sin tu amor me clavaste un punal que acabo con mi vida lo clavaste en la espalda pues no me di cuenta de tu falsedad como iba yo a saber que ya no me querias como iba yo a saberlo si yo estaba ciego y loco por tu amor como iba yo a saber que ya no me querias como iba yo a saberlo si te sigo amando igual que el primer dia","Como el Primer Día","2016"
"Julión Álvarez y Su Norteño Banda","como le hare para olvidarte que voy a hacer si yo te quiero pobre de mi corazon sin tu amor se esta muriendo le juraste amor sincero para mi fe y lo mejor hoy me encuentro solo y triste me ha explotado el corazon tu jamas regresaras a mi y el dolor me matara sin ti nadie curara la herida que dejaste al partir tu jamas regresaras a mi y el dolor me matara sin ti nadie curara la herida que dejaste al partir tu jamas regresaras a mi y el dolor me matara sin ti nadie curara la herida que dejaste al partir","Como le Haré Para Olvidarte","2016"
