"Band","Lyrics","Song","Year"
"Miley Cyrus","hey i aint looking at you for no particular reason it doesnt inspire for me to be in i gotta open that door hey i gotta get it open hey im breaking way through just like the robber and smile for the camera damn i feel awesome but she doesnt know more gotta get it opened you never listen when i need someone to talk to so you switch the subject cause cause its beyond you when you talk about your dreams im never included i need to stop sleeping on myself wake up and do it on my own i found a way yeah and ill do it on my one hey i can do anything yeah and ill do it on my own cant you get it done with the help of no one i came to this word by myself so i dont need nobody else we have just begun so much to do so young dont be afraid of alone youll get it done on your own uh uh uh i know youre in there open up open up just like the feds looking for the stuff three knocks at the door i gotta get it open im so confused with all the traffic imma skip the line who cares what happens i gotta stay on that course i gotta get it open you never listen when i need someone to talk to so you switch the subject cause cause its beyond you when you talk about your dreams im never included i need to stop sleeping on myself wake up and do it on my own i found a way yeah and ill do it on my own i can do anything yeah and ill do it on my own cant you get it done with the help of no one i came to this word by myself so i dont need nobody else we have just begun so much to do so young dont be afraid of alone youll get it done on your own you never listen when i need someone to talk to so you switch the subject cause cause its beyond you when you talk about your dreams im never included i need to stop sleeping on myself wake up and do it on my own i found a way yeah and ill do it on my own i can do anything yeah and ill do it on my own cant you get it done with the help of no one i came to this word by myself so i dont need nobody else we have just begun so much to do so young dont be afraid of alone youll get it done on your own","On My Own [*]","2013"
"Miley Cyrus","when you wake in the morning and i can tell its not your best side no good morning today i stay to the right if i know youre mad youre on the left side stay out of your way just hold on in a minute itll be over and gone gone gone gone gone i know i know that you go through a lot i know i know that the pressure makes you hot see i know i know cause you still know what you got i know i know yea ooh ooh im rootin for my baby ooh ooh yea if you were here id get you a beer and i would hang your clothes you wanna behold so you roll up your sleeves and you sweat and breathe this is a long road so much more to go just hold on in a minute itll be over and gone gone gone gone gone i know i know that you go through a lot i know i know that the pressure makes you high see i know i know cause you still know what you got i know i know yea ooh ooh im rootin for my baby ooh ooh yea see ive been dreamcatchin i thought that this is everlasting life with you means love and laughter happily ever after so hold on in a minute itll be over and gone gone gone gone gone i know i know that you go through a lot i know i know that the pressure makes you high see i know i know cause you still know what you got i know i know yea ooh ooh im rootin for my baby ooh ooh yea im rootin for you baby yea im rootin for my baby yea but you go through a lot the pressure makes you high you still know what you got yea","Rooting For My Baby [*]","2013"
"Miley Cyrus","bangerz f in bangerz bangerz f in bangerz all the way in the back with a tree on my lap all the boys like to ask me what you doing with that yeah yeah you say you love me i aint fooling with that they ask me how i keep a man i keep a battery pack one day he wants me one day he wants me not i dont do chances cause time just aint what i got if hes like that i got a world tour that they need me at i cant be sitting round here waiting on a man to tell me where the f my seat be at where mike will at she be struttin that stuff that stuff that stuff bangerz she be struttin that stuff i be struttin my stuff she be struttin that stuff that stuff that stuff bangerz she be struttin that stuff that stuff that stuff f in bangerz she be struttin that stuff that stuff that stuff bangerz she be struttin that stuff i be struttin my stuff she be struttin that stuff that stuff that stuff bangerz she be struttin that stuff i be struttin my stuff flying high up on a bird like a phobiac i slick caught her eying down my purse where the dollars at i love when all the rents due on the first they can call a hearse cause if theres any violation i go off with that cat walk slick talk flirting with them big dogs why i need his millis when i got billy on the speed dial you know im on that meow quick to scratch your eyes out struttin on the court make them nervous call a timeout she be struttin that stuff that stuff that stuff bangerz she be struttin that stuff i be struttin my stuff she be struttin that stuff that stuff that stuff bangerz she be struttin that stuff that stuff that stuff f in bangerz she be struttin that stuff that stuff that stuff bangerz she be struttin that stuff i be struttin my stuff she be struttin that stuff that stuff that stuff bangerz she be struttin that stuff i be struttin my stuff the play boss the play got to get that big rocks sit that on my hand make that media big talk the playin boss the play sike that must be the purple got up in my brain had me a little bit dismal bangerz f in bangerz bangerz f in bangerz","SMS (BANGERZ)","2013"
"Miley Cyrus","if youre looking for love know that love dont live here anymore he left with my heart they both walked through that door without me if youre trying to find pity well you need to look somewhere else cause i surely cant help you im hurting myself ive turned into someone else i used to believe love conquers all thats what seen in movies come to find out its not like that at all you see real lifes much different i dont want to see you go only want to see you smile it hurts so much just thinking of felt like this for awhile i cant stand to see you there we cried we lied cannot pretend to change the fact that what we had could make us feel alive again hold me close dont let me go i hope tell me that now is not the end if youre looking for love know that love dont live here anymore he left with my heart they both walked through that door without me if youre trying to find pity well you need to look somewhere else cause i surely cant help you im hurting myself ive turned into someone else ive turned into someone else i used to believe love conquers all cause thats what i felt when you held me i thought youd catch me if i fall and fill me up when im empty i dont want to see you go only want to see you smile it hurts so much just thinking of felt like this for awhile i cant stand to see you there we cried we lied cannot pretend to change the fact that what we had could make us feel alive again hold me close dont let me go i hope tell me that now is not the end if youre looking for love know that love dont live here anymore he left with my heart they both walked through that door without me if youre trying to find pity well you need to look somewhere else cause i surely cant help you im hurting myself ive turned into someone else love is patient love is selfless love is hopeful love is kind love is jealous love is selfish love is helpless love is blind love is patient love is selfless love is hopeful love is kind love is jealous love is selfish love is helpless love is blind love is patient love is selfless love is hopeful love is kind love is jealous love is selfish love is helpless love is blind ive turned into someone else","Someone Else","2013"
"Miley Cyrus","we clawed we chained our hearts in vain we jumped never asking why we kissed i fell under your spell a love no one could deny dont you ever say i just walked away i will always want you i cant live a lie running for my life i will always want you i came in like a wrecking ball i never hit so hard in love all i wanted was to break your walls all you ever did was wreck me yeah you wreck me i put you high up in the sky and now youre not coming down it slowly turned you let me burn and now were ashes on the ground dont you ever say i just walked away i will always want you i cant live a lie running for my life i will always want you i came in like a wrecking ball i never hit so hard in love all i wanted was to break your walls all you ever did was wreck me i came in like a wrecking ball yeah i just closed my eyes and swung left me crouching in a blaze and fall all you ever did was wreck me yeah you wreck me i never meant to start a war i just wanted you to let me in and instead of using force i guess i shouldve let you in i never meant to start a war i just wanted you to let me in i guess i shouldve let you in dont you ever say i just walked away i will always want you i came in like a wrecking ball i never hit so hard in love all i wanted was to break your walls all you ever did was wreck me i came in like a wrecking ball yeah i just closed my eyes and swung left me crouching in a blaze and fall all you ever did was wreck me yeah you you wreck me yeah you you wreck me","Wrecking Ball","2013"
"Miley Cyrus","why did we go out of our way what do we do ooh went away dj drama mike will made it when the sun dies and the stars fade from view our love will remain real and true through the distant and cold depths of space the radio sings our song its a love real and true hold on hold on hold up future what the fuck you doin you can annihilate way more chicks than the chick you screwin you on top of your game homie man you a star you got real bitches they love that nigga that you are they say youre like jimi hendrix in his early twenties you in vegas you supposed to be with a snow bunny you a player huh you wanna come around and save her keep it trill you lovin her just as much as your career you mad ill i knew youd be the one to keep it real and i cant even lie dawg when i see yall it gives me chills and imma stand behind yall because i know the way you live aye just do me this favor give it time time reveals when the sun dies and the stars fade from view our love will remain real and true through the distant and cold depths of space the radio sings our song its a love real and true weve been in the same place for a long long time if our hearts go the wrong way i still know youre mine should we even try to fight it if our love is trapped in all ways i know that things been rough but when youre by my side its more than enough yeah for us to make it through the test of time when the sun dies when the sun dies and the stars fade from view oh yeah our love will remain real and true through the distant through the distant and cold depths of space the radio sings our song its a love real and true standin in the middle of humility cant nobody ever love you more than me cant nobody never love you more than me if love is all you need im all youll ever need i can never be scared of commitment i can prevail through life without bein malicious i cant hold you for responsible for your mischiefs i hope you are never huntin me with vengeance im not predictin anything im just listenin congratulations you made it you coulda missed it and im acceptin your past but forgiveness and with all the mistakes ive made youre still listenin when the sun dies when the sun dies and the stars fade from view from view our love will remain real and true through the distant through the distant and cold depths of space the radio sings our song yeah yeah its a love real and true","Real and True","2013"
"Miley Cyrus","tonight theres gonna be a whole lot of smoke in the air blow it high for the ones who aint here seems like every day we putting one six feet underground so bless what goes up must come down now my buzz is gone and i need to re up on reality cant let me see them weak i need to pause on it is there any possibility that everyone feels like me ashtrays and heartbreaks i lost some and since when so put em high and tell em this you cant aim but you never missed ashtrays and heartbreaks i lost some and since when so raise a glass to the memories and set em free and fill up all the ashtrays fill up all the ashtrays tomorrow when you wake up and realise life aint fair throw it back and make the whole world disappear you never miss what you had then its gone that is why something will always go wrong now my buzz is gone and i need to re up on reality cant let me see them weak i need to pause on it is there any possibility that everyone feels like me ashtrays and heartbreaks i lost some and since when so put em high and tell em this you cant aim but you never missed ashtrays and heartbreaks i lost some and since when so raise a glass to the memories and set em free and fill up all the ashtrays fill up all the ashtrays now my buzz is gone and i need to re up on reality cant let me see them weak i need to pause on it is there any possibility that everyone feels like me ashtrays and heartbreaks i lost some and since when so put em high and tell em this you cant aim but you never missed ashtrays and heartbreaks i lost some and since when so raise a glass to the memories and set em free and fill up all the ashtrays fill up all the ashtrays","Ashtrays and Heartbreaks","2013"
"Miley Cyrus","its our party we can do what we want its our party we can say what we want its our party we can love who we want we can kiss who we want we can see who we want its our party we can do what we want its our party we can say what we want its our party we can love who we want we can kiss who we want we can see who we want red cups and sweaty bodies everywhere hands in the air like we dont care cause we came to have so much fun now got somebody here might get some now if youre not ready to go home can i get a hell no cause we gonna go all night till we see the sunlight alright so la da da di we like to party dancing with molly doing whatever we want this is our house this is our rules and we cant stop whoa and we wont stop whoa cant you see its we who own the night cant you see it we who bout that life and we cant stop whoa and we wont stop whoa we run things things dont run we dont take nothing from nobody yeah yeah its our party we can do what we want its our party we can say what we want its our party we can love who we want we can kiss who we want we can see who we want to my home girls here with the big butts shaking it like we at a strip club remember only god can judge us forget the haters cause somebody loves ya and everyone in line in the bathroom trying to get a line in the bathroom we all so turnt up here getting turnt up yeah yeah yeah so la da da di we like to party dancing with molly doing whatever we want this is our house this is our rules and we cant stop whoa and we wont stop whoa cant you see its we who own the night cant you see it we who bout that life and we cant stop whoa and we wont stop whoa we run things things dont run we dont take nothing from nobody yeah yeah its our party we can do what we want its our party we can say what we want its our party we can love who we want we can kiss who we want we can see who we want its our party we can do what we want to its our house we can love who we want to its our song we can sing if we want to its my mouth i can say what i want to yea yea yeah and we cant stop whoa and we wont stop whoa cant you see its we who own the night cant you see it we who bout that life and we cant stop whoa and we wont stop whoa we run things things dont run we dont take nothing from nobody yeah yeah yeah yeah yeah yeah we can do what we want we can do what we want hey","We Can't Stop","2013"
"Miley Cyrus","decisions but i want it all so i get it all i wanna eat the whole cake im not sharing you should have learned how to bake yes i want it all so i get it all i wanna eat the whole cake im not sharing you should have learned bitches love cake decisions but i want it all so i get it all i wanna eat the whole cake im not sharing you should have learned how to bake yes i want it all so i get it all i wanna eat the whole cake im not sharing you should have learned how to bake decisions between a family or a porn star im alive for sports cars live it or die whole bar headache for my management gossip columns resident your mom and dad might hate me but in five years im the president i wanna girl i get her and i get her friend five girls singing in my bedroom start my own band they love me in my peak but this love is fake everydays my birthday cause bitches love cake decisions but i want it all so i get it all i wanna eat the whole cake im not sharing you should have learned how to bake yes i want it all so i get it all i wanna eat the whole cake im not sharing you should have learned bitches love cake","Decisions","2014"
"Miley Cyrus","baby baby yeah are you listening ah ha when you say you love me know i love you more and when you say you need me know i need you more boy i adore you i adore you boy i adore you i adore you baby can you hear me when im crying out for you im scared oh so scared but when youre near me i feel like im standing with an army of men armed with weapons hey oh when you say you love me know i love you more and when you say you need me know i need you more boy i adore you i adore you when you say you love me know i love you more and when you say you need me know i need you more boy i adore you i adore you","Adore You [Remix]","2014"
