"Band","Lyrics","Song","Year"
"Tony Williamson","it came upon the midnight clear that glorious song of old from angels playing near the earth to touch their harps of gold peace on the earth could will two men from heavens all gracious king the world in solemn stillness lay to hear the angels sing and i hear them singing sing i do hear them singing the first noel the angel did say was to certain poor shepherds in fields as they lay in fields where they lay they keeping their sheep on a cold winters night that was so deep","It Came Upon a Midnight Clear","1997"
"Tony Williamson","oh the weather outside is frightful but the fire is so delightful and since weve no place to go let it snow let it snow let it snow it doesnt show signs of stopping and ive bought some corn for popping the lights are turned way down low let it snow let it snow let it snow when we finally kiss goodnight how ill hate going out in the storm but if youll really hold me tight all the way home ill be warm the fire is slowly dying and my dear were still goodbying but as long as you love me so let it snow let it snow let it snow","Let It Snow! Let It Snow! Let It Snow!","1997"
"Tony Williamson","i just came back from a lovely trip along the milky way stopped off at the north pole to spend a holiday i called on dear old santa claus to see what i could see he took me to his workshop and told his plans to me so you better watch out you better not cry better not pout im telling you why santa claus is comin to town hes making a list and checking it twice gonna find out whos naughty and nice santa claus is comin to town he sees you when youre sleepin he knows when youre a wake he knows if youve been bad or good so be good for goodness sake oh you better watch out you better not cry better not pout im telling you why santa claus is comin to town with little tin horns and little toy drums rooty toot toots and rummy tum tums santa claus is comin to town and curly head dolls that toddle and coo elephants boats and kiddie cars too santa claus is comin to town then kids in girl and boy land will have a jubilee theyre gonna build a toyland all around the christmas tree so you better watch out you better not cry better not pout im telling you why santa claus is comin to town now santa is a busy man he has no time to play hes got millions of stockings to fill on christmas day youd better write your letter now and mail it right away because hes getting ready his reindeers and his sleigh so you better watch out you better not cry better not pout im telling you why santa claus is comin to town hes making a list and checking it twice gonna find out whos naughty and nice santa claus is comin to town he sees you when youre sleepin he knows when youre a wake he knows if youve been bad or good so be good for goodness sake oh you better watch out you better not cry better not pout im telling you why santa claus is comin to town with little tin horns and little toy drums rooty toot toots and rummy tum tums santa claus is comin to town and curly head dolls that toddle and coo elephants boats and kiddie cars too santa claus is comin to town then kids in girl and boy land will have a jubilee theyre gonna build a toyland all around the christmas tree so you better watch out you better not cry better not pout im telling you why santa claus is comin to town","Santa Claus Is Coming to Town","1997"
"Tony Wilson","i cant stop this feeling deep inside of me girl you just dont realize what you do to me your lips are sweet as candy the taste stays on my mind you just keep me thirsty for another cup of wine when you hold me in your arms so tight you let me know everythings all right i im hooked on a feeling im high on believing that youre in love with me ive got it bad for you darling but i dont need a cure ill just stay addicted and hope i can endure all the good love when were all alone keep it up boy yeah you turn me on i im hooked on a feeling im high on believing that youre in love with me when you hold me in your arms so tight you let me know everythings all right i im hooked on a feeling im high on believing that youre in love with me i said im hooked on a feeling","Hooked on a Feeling","1999"
"Tony Wilson","i cant stop this feeling deep inside of me girl you just dont realize what you do to me your lips are sweet as candy the taste stays on my mind you just keep me thirsty for another cup of wine when you hold me in your arms so tight you let me know everythings all right i im hooked on a feeling im high on believing that youre in love with me ive got it bad for you darling but i dont need a cure ill just stay addicted and hope i can endure all the good love when were all alone keep it up boy yeah you turn me on i im hooked on a feeling im high on believing that youre in love with me when you hold me in your arms so tight you let me know everythings all right i im hooked on a feeling im high on believing that youre in love with me i said im hooked on a feeling","Hooked on a Feeling","1994"
"Tony Wilson","when the twilight is gone and no songbirds are singing when the twilight is gone you come into my heart and here in my heart you will stay while i pray my prayer is to linger with you at the end of the day in a dream thats divine my prayer is a rapture in blue with the world far away and your lips close to mine tonight while our hearts are aglow oh tell me the words that im longing to know my prayer and the answer you give may they still be the same for as long as we live that youll always be there at the end of my prayer","My Prayer","1996"
"Tony Wilson","babys good to me you know shes happy as can be you know she said so im in love with her and i feel fine baby says shes mine you know she tells me all the time you know she said so im in love with her and i feel fine im so glad that shes my little girl shes so glad shes telling all the world that here baby buys her things you know he buys her diamond rings you know she said so shes in love with me and i feel fine baby says shes mine you know she tells me all the time you know she said so im in love with her and i feel fine im so glad that shes my little girl shes so glad shes telling all the world that her baby buys her things you know he buys her diamond rings you know she said so shes in love with me and i feel fine shes in love with me and i feel fine","I Feel Fine","1998"
"Tony Wilson","theres a light a certain kind of light that never shone on me i want my life to be lived with you lived with you theres a way everybody say to do each and every little thing but what does it bring if i aint got you aint got you dont know what its like baby you dont know what its like to love somebody to love somebody the way i love you in my brain i see your face again i know my frame of mind you aint got to be so blind and im blind so so so blind im a man cant you see what i am i live and i breathe for you but what good does it do if i aint got you aint got you dont know what its like baby you dont know what its like to love somebody to love somebody the way i love you you dont know what its like baby you dont know what its like to love somebody to love somebody the way i love you you dont know what its like baby you dont know what its like to love somebody","To Love Somebody","1998"
"Tony Wilson","i am he as you are he as you are me and we are all together see how they run like pigs from a gun see how they fly im crying sitting on a cornflake waiting for the van to come corporation t shirt stupid bloody tuesday man youve been a naughty boy you let your face grow long i am the eggman they are the eggmen i am the walrus goo goo g joob mr city policeman sitting pretty little policemen in a row see how they fly like lucy in the sky see how they run im crying im crying im crying im crying yellow matter custard dripping from a dead dogs eye crabalocker fishwife pornographic priestess boy youve been a naughty girl you let your knickers down i am the eggman they are the eggmen i am the walrus goo goo g joob sitting in an english garden waiting for the sun if the sun dont come you get a tan from standing in the english rain i am the eggman how do you do sir they are the eggmen the man maintains a fortune i am the walrus goo goo g joob goo goo goo g joob expert texpert choking smokers dont you think the joker laughs at you ho ho ho hee hee hee hah hah hah see how they smile like pigs in a sty see how they snide im crying semolina pilchard climbing up the eiffel tower elementary penguin singing hare krishna man you should have seen them kicking edgar allen poe i am the eggman they are the eggmen i am the walrus goo goo g joob goo goo goo g joob goo goo g joob goo goo goo g joob goo goo juba juba juba juba juba juba juba juba juba juba juba oh im tired servicible villain set you down father rest you","I Am the Walrus","2007"
"Tony Wilson","babys good to me you know shes happy as can be you know she said so im in love with her and i feel fine baby says shes mine you know she tells me all the time you know she said so im in love with her and i feel fine im so glad that shes my little girl shes so glad shes telling all the world that here baby buys her things you know he buys her diamond rings you know she said so shes in love with me and i feel fine baby says shes mine you know she tells me all the time you know she said so im in love with her and i feel fine im so glad that shes my little girl shes so glad shes telling all the world that her baby buys her things you know he buys her diamond rings you know she said so shes in love with me and i feel fine shes in love with me and i feel fine","I Feel Fine [*]","2001"
