"Band","Lyrics","Song","Year"
"Massimo Faraò","love is funny or its sad or its quiet or its mad its a good thing or its bad but beautiful beautiful to take a chance and if you fall you fall and im thinking i wouldnt mind at all love is tearful or its gay its a problem or its play its a heartache either way but beautiful and im thinking if you were mine id never let you go and that would be but beautiful i know","But Beautiful","1994"
"Massimo Faraò","for all we know we may never meet again before we go make this moment live again we wont say goodbye until the last minute ill hold out my hand and my heart will be in it for all we know this might only be a dream we come and we go like the ripples like the ripples in the stream so baby love me love me tonight tomorrow was made for some oh but tomorrow but tomorrow may never never come for all we know yes tomorrow may never never come for all we know","For All We Know","1994"
"Massimo Faraò","whether you are here or yonder whether you are false or true whether you remain or wander im growing fonder of you even though your friends forsake you even though you dont succeed wouldnt i be glad to take you give you the break you need more than you know more than you know girl of my heart i love you so lately i find youre on my mind more than you know whether youre right whether youre wrong girl of my heart ill string along you need me so much more than youll ever know ever know loving you the way that i do theres nothing i can do about it loving may be all you can give but baby i cant live without it oh how id cry oh how id cry if you got tired and said good bye more than id show more than youd ever know","More Than You Know","1994"
"Massimo Faraò","it begins to tell round midnight midnight i do pretty well till after sundown suppertime im feelin sad but it really gets bad round midnight memories always start round midnight havent got the heart to stand those memories when my heart is still with you and ol midnight knows it too when a quarrel we had needs mending does it mean that our love is ending darlin i need you lately i find youre out of my heart and im out of my mind let our hearts take wings round midnight midnight let the angels sing for your returning till our love is safe and sound and old midnight comes around feelin sad really gets bad round round round midnight","'Round Midnight","2005"
"Massimo Faraò","some enchanted evening you may see a stranger you may see a stranger across a crowded room and somehow you know you know even then that somehow youll see here again and again some enchanted evening someone may be laughing you may hear her laughing across a crowded room and night after night as strange as it seems the sound of her laughter will sing in your dreams who can explain it who can tell you why fools give you reasons wise men never try some enchanted evening when you find your true love when you hear her call you across a crowded room then fly to her side and make her your own or all through your life you may dream all alone once you have found her never let her go once you have found her never let her go","Some Enchanted Evening","2005"
"Massimo Faraò","and now the purple dusk of twilight time steals across the meadows of my heart high up in the sky the little stars climb always reminding me that were apart you wander down the lane and far away leaving me a song that will not die love is now the stardust of yesterday the music of the years gone by sometimes i wonder how i spend the lonely nights dreaming of a song the melody haunts my reverie and i am once again with you when our love was new and each kiss an inspiration but that was long ago and now my consolation is in the stardust of a song besides the garden wall when stars are bright you are in my arms the nightingale tells his fairytale of paradise where roses grew though i dream in vain in my heart it will remain my stardust melody the memory of loves refrain","Stardust","2005"
"Massimo Faraò","when i said i needed you you said you would always stay it wasnt me who changed but you and now youve gone away dont you see that now youve gone and im left here on my own that i have to follow you and beg you to come home you dont have to say you love me just be close at hand you dont have to stay forever i will understand believe me believe me i cant help but love you but believe me ill never tie you down left alone with just a memory life seems dead and quite unreal all thats left is loneliness theres nothing left to feel you dont have to say you love me just be close at hand you dont have to stay forever i will understand believe me believe me you dont have to say you love me just be close at hand you dont have to stay forever i will understand believe me believe me","You Don't Have to Say You Love Me","2005"
"Massimo Faraò","i left my heart in san francisco high on a hill it calls to me to be where little cable cars climb halfway to the stars the morning fog may chill the air i dont care my love waits there in san francisco above the blue and windy sea when i come home to you san francisco your golden sun will shine for me i left my heart in san francisco high on a hill it calls to me to be where little cable cars climb halfway to the stars the morning fog may chill the air i dont care my love waits there in san francisco above the blue and windy sea when i come home to you san francisco","I Left My Heart in San Francisco","2005"
"Massimo Faraò","love is a many splendored thing its the april rose that only grows in the early spring love is natures way of giving a reason to be living the golden crown that makes a man a king once on a high and windy hill in the morning mist two lovers kissed and the world stood still then your fingers touched my silent heart and taught it how to sing yes true loves a many splendored thing love is a many splendored thing its the april rose that only grows in the early spring love is natures way of giving a reason to be living the golden crown that makes a man a king once on a high and windy hill in the morning mist two lovers kissed and the world stood still then your fingers touched my silent heart and taught it how to sing yes true loves a many splendored thing","Love Is a Many Splendored Thing","2005"
"Massimo Faraò","the shadow of your smile when you have gone will color all my dreams and light the dawn look into my eyes my love and see all the lovely things you are to me our wistful little star it was far too high a teardrop kissed your lips and so did i now when i remember spring all the joys that love can bring i will be remembering the shadow of your smile","The Shadow of Your Smile","2005"
