"Band","Lyrics","Song","Year"
"Eric Clapton","im just a bad boy long long ways from home im just a bad boy long long ways from home but i aint got nobody to bury me when im dead and gone well im the cat that scratches and im like a dog that bites ill be your box of matches baby when you need a light i used to have a little girl only 16 years old but her mom and dad put me way out way out in the cold i cant stay here no longer my luck is running slow gotta keep on moving but i aint got no place to go","Bad Boy","1970"
"Eric Clapton","get up get your man a bottle of red wine get up get your man a bottle of red wine i cant get up out of bed with this crazy feeling in my head get up get your man a bottle of red wine get up get your man a bottle of red wine get up get your man a bottle of red wine you hear what i say gonna love you anyway get up get your man a bottle of red wine i went to an all night get together and everyone i knew was there had the love that would last forever everywhere i looked i saw you standing there get up get your man a bottle of red wine get up get your man a bottle of red wine i cant get up out of bed with this crazy feeling in my head i said get up right now oh oh i said get up right now feel so bad this morning got a terrible headache in my head do me a favor baby do me a favor please please get up get your man a bottle of red wine get up get up get your man a big big bottle of red wine","Bottle of Red Wine","1970"
"Eric Clapton","you say you want everything good for me but i know so well i can tell when youre lying making believe youre looking up to me and im just sitting here crying and i dont know why i dont know why i dont know why i dont care youll go on back to him hell take you in i know hes gonna love you but i still want you back again cause baby youre part of me its deep inside of you when hes done all he can youll come running to your other man oh yeah i know you wont soon forget last night your precious love was all over me but its all right go on and try again but you know nothings gonna change thats the way its gonna be oh yeah","Don't Know Why","1970"
"Eric Clapton","out on an open highway such a lovely day but somethings wrong something somethings gotta be wrong i just left home this morning this old road keeps rolling on and on rolling rolling on and on wont somebody help me wont somebody help me wont somebody help me ive never been so lonesome and long way from home never been lonesome and long way never been lonesome and long way from home","Lonesome and a Long Way from Home","1970"
"Eric Clapton","i am so in love for once in my life in my dreams ive known you many times before and i so want you to be my dear wife as only you can satisfy me any more and only you can love me more im lovin you lovin me lovin you its all the same when loving two together makes one everybody sing la la la la la la la la la la its all the same and we are one i will give you a world of your dreams if you want them i can feel the power when youre standing there someone sent me you oh lord i will thank him and all the rest it just dont matter and all the rest and all the rest loving you you know i love you","Lovin' You Lovin' Me","1970"
"Eric Clapton","well ive told you for the last time told you for the last time im gonna turn on my love light let it shine one more time let it shine shine shine for the last time theres gonna be a big change made and im gonna make it this time im gonna lay it on the line i got a lot to give when youre woman enough to take it oh yeah im gonna turn on my love light let it shine one more time let it shine shine shine for the last time i sure want to love you baby baby if youd only let me you only pick me up just to put me down i finally let my mind make a decision oh yeah im gonna start my wheels a spinnin let em turn one more time let em turn oh yeah for the last time well ive told you for the last time told you for the last time im gonna turn on my love light let it shine one more time let it shine shine shine for the last time","Told You for the Last Time","1970"
"Eric Clapton","im just a bad boy long long ways from home im just a bad boy long long ways from home but i aint got nobody to bury me when im dead and gone well im the cat that scratches and im like a dog that bites ill be your box of matches baby when you need a light im just a bad boy long long ways from home but i aint got nobody to bury me when im dead and gone i used to have a little girl only 16 years old but her mom and dad put me way out way out in the cold yeah i cant stay here no longer my luck is running slow gotta keep on moving but i aint got no place to go im just a bad boy long long ways from home im just a bad boy long long ways from home but i aint got nobody to bury me when im dead and gone","Bad Boy [Original Mix][#]","1970"
"Eric Clapton","you say you want everything good for me but i know you so well i can tell when youre lying making believe youre looking up to me and im just sitting here crying and i dont know why i dont know why i dont know why i dont care youll go on back to him hell take you in i know hes gonna love you but i still want you back again cause baby youre part of me its deep inside of you when hes done all he can youll come running to your other man oh yeah and i dont know why i dont know why i dont know why i dont care i know you wont soon forget last night your precious love was all over me but its all right go on and try again but you know nothings gonna change thats the way its gonna be oh yeah and i dont know why i i dont know why i dont know why i dont care i dont know why i dont care i dont know why i dont care i dont know why i dont care i dont know why i dont care i dont know why i dont care","Don't Know Why [Original Mix][#]","1970"
"Eric Clapton","well ive told you for the last time told you for the last time im gonna turn on my love light let it shine one more time let it shine shine shine for the last time theres gonna be a big change made and im gonna make it this time im gonna lay it on the line i got a lot to give when youre woman enough to take it oh yeah i sure want to love you baby baby if youd only let me you only pick me up just to put me down i finally let my mind make a decision oh yeah im gonna start my wheels a spinnin let em turn one more time let em turn oh yeah for the last time well ive told you for the last time told you for the last time","I've Told You for the Last Time","1970"
"Eric Clapton","well ive told you for the last time told you for the last time im gonna turn on my love light let it shine one more time let it shine shine shine for the last time theres gonna be a big change made and im gonna make it this time im gonna lay it on the line i got a lot to give when youre woman enough to take it oh yeah i sure want to love you baby baby if youd only let me you only pick me up just to put me down i finally let my mind make a decision oh yeah im gonna start my wheels a spinnin let em turn one more time let em turn oh yeah for the last time well ive told you for the last time told you for the last time","I've Told You for the Last Time [Olympic Studios Version][#][*]","1970"
"Eric Clapton","after midnight were gonna let it all hang down after midnight were gonna chug a lug and shout were gonna stimulate some action were gonna get some satisfaction were gonna find out what it is all about after midnight were gonna let it all hang down after midnight were gonna shake your tambourine after midnight its all gonna be peaches and cream were gonna cause talk and suspicion were gonna give an exhibition were gonna find out what it is all about after midnight were gonna let it all hang down after midnight were gonna let it all hang down after midnight were gonna shake your tambourine after midnight its all gonna be peaches and cream were gonna cause talk and suspicion were gonna give an exhibition were gonna find out what it is all about after midnight were gonna let it all hang down after midnight were gonna let it all hang down after midnight were gonna let it all hang down after midnight were gonna let it all hang down after midnight were gonna let it all hang down","After Midnight [Delaney Bramlett Mix]","1970"
"Eric Clapton","suckas be hatin when they know we makin cash i dont give a fuck im still down and ready to smash haters be sayin warren g fell off how is that when i put the beach and snoop on the map the only way they comin to jack you you better come right to save case and glocks on site aint know body i know checkin for you i got gold platinum look at my wrist fool its a million and one ways to what people say they gone say what they say but they fail to display where i went wrong cant i do right in the city i face snitches with no britches quick to judge and hold a grudge and all this time i showed them love hook this is something fo you to bounce to its for the summer time im a hit switches for you this is something for you to bounce to this is something for you to bounce to this is something for you to bounce to this is something for you to bounce to soopafly its them niggas from the lbc and we back with the stone cold mack cause the summer time bout to crack bud and the bitches come free its so lovely dippin wit the dub g gd up blazin weed up rollin wit a shooby doo a nine at least let alone die in peace on the eastside these niggas really keepin it g if they dont then they wount fuck a hater nigga i keep a heat i am p soopafly bond to go double plat fuck a rat im a show you where the trouble at step to close i let the duce go strut off wit two hoes look how the juice flows its a party and the eyes on me as i fall in with a small grin talkin with the tall kain in my hand im so cool i swear im do that damn thang so vicious with my champain bitches hook gd dub whats really crackin with you i just signed with universal this game so personal whats up with you and your boy snoop thats my dogg for life how you figure we aint tight whats up with 2 1 3 its comin so start your tape thats runnin they want to know is you keepin it gd as big lou dogg from 21st street its amazin how time flys some time i sit back and wonder why most people dont keep it tight and most gz dont g it right and me i always bounce it right make you wiggle that ass till you get it right baby what you perkin for mo bounce to the ounce if you want some more hook","Force of Nature [Remix]","1971"
"Eric Clapton","every street is choking looks like too much traffic on the road no fun in driving you wait in line forever just to go heavy roar of engines sitting in your prisons on the road everybodys rushing is it so important to be so wheres it going to lead to if all the rushing leads to moving slow heavy roar of engines sitting in your prisons on the road poison from your engine merges with the air weve got to breathe look at that congestion dont it make you want to pack and leave thoughts youve been having sitting in your prisons on the road","Prisons on the Road [Remix]","1971"
"Eric Clapton","television eye hypnotizing me in my bed ive got no time to sleep my eyes are getting blood shot red youve got me in your power staring at your many channeled head television eye before you got me hooked i used to read now youre by my bedside shining empty lights on me round the clock commercials trying to sell me things ill never need its hard to turn you off even though you never turn me on youre trying to slow my thinking feeling like my mind is nearly gone television eye had me in your power too long","Television Eye [Remix]","1971"
"Eric Clapton","some folk built like this some folk built like that but the way im built you shouldnt call me fat because im built for comfort i aint built for speed but i got everything all the good girls need i dont have no diamond and i dont have no gold but ive got a lot of lovin and i want you to know that im built for comfort i aint built for speed but i got everything all the good girls need some folk built like this some folk built like that but the way im built you shouldnt call me fat because im built for comfort i aint built for speed but i got everything all the good girls need some folk rip and roar some folk blieve in signs but if you want me you got to take your time because im built for comfort i aint built for speed but i got everything all the good girls need but i got everything all the good girls need i i love you baby i i love you baby but i got everything all of the good girls need and i dont got no diamonds dont have no gold got a lot of lovin to satisfy your soul im built for comfort i aint built for speed but i got everything all the good girls need","Built For Comfort","1971"
"Eric Clapton","well i know ive got a babe and i know her love is true but you aint seen nothing til you see her see her do the do do the do shake her shoulder take her time mover her body like i move mine when shes dancing youll love her too when you see her do the do do the do 34 bust 22 waist everything right in place cool disposition love her too when you see her do the do do the do well well there aint nothing like when you see her do the do do the do well i know ive got a babe and i know her love is true but you aint seen nothing til you see her see her do the do do the do","Do the Do","1971"
"Eric Clapton","well i aint superstitious black cat just cross my trail well i aint superstitious oh the black cat just cross my trail dont sweep me with no broom i might get put in jail when my right hand itches i gets money for sure when my right hand itches i gets money for sure but when my left eye jumps somebodys got to go well i aint superstitious black cat just cross my trail well i aint superstitious black cat just cross my trail dont sweep me with no broom i just might get put in jail well the dogs are howlin all over the neighborhood whoa the dogs are howlin all over the neighborhood that is true sign of death baby that aint no good well im not superstitious blow that black cat across my trail well im not superstitious a black cat across my trail dont sweep me with no broom i just might get put in jail thats bad luck for me","I Ain't Superstitious","1971"
"Eric Clapton","im a poor boy im a long way from home im a poor boy im a long way from home what the others do the world cant do me no harm im a poor boy a long way from home babe i cant stay here long babe i cant stay here long what the others do the world cant do me no harm im a poor boy im a long way from home well my babys dead and gone well my babys dead and gone well well well well im a long way from home im a poor boy im a long way from home and the world cant do me no harm and the world cant do me no harm oh no no no no im a long way from home world cant do me no harm world cant do me no harm world cant do me no harm","Poor Boy","1971"
"Eric Clapton","well i got a little red rooster too lazy to crow for day well i got a little red rooster too lazy to crow for day keep everything in the barnyard upset in every way well the dogs begin to bark hound begin to howl well the dogs begin to bark hound begin to howl oh watch out strange kind people little red rooster is on the prowl oh if you see my little red rooster please drag him home well if you see my little red rooster please drag him home there no peace in the barnyard since the little red rooster been gone i got a little red rooster too lazy to crow for day oh i got a little red rooster too lazy to crow for day keep everything in the barnyard upset in every way","The Red Rooster [False Start W/ Dialog]","1971"
"Eric Clapton","one summer day she went away she gone an left me she gone to stay but now she gone an i dont worry cause im sittin on top of the world works all the summer and worked all the fall i had to take my christmas in my over halls but now shes gone an i dont worry because im sittin on top of the world goin down to the freight yard just to meet a freight train im gon leave this town work has done gotten too hard but now shes gone and i dont worry because im sittin on top of the world one summer day she went away she gone an left me she gone to stay but now she gone and i dont worry because im sittin on top of the world","Sitting On Top of the World","1971"
"Eric Clapton","im gonna leave you woman before i commit a crime im gonna leave you woman before i commit a crime you tried so hard to kill me woman it just was not my time you put poison in my coffee instead of milk or cream you put poison in my coffee instead of milk or cream youre the meanest woman that i ever seen you mixed my drinks with a can of red devil lye you mixed my drinks with a can of red devil lye then you sit back and watch me hopin that i would die","What a Woman","1971"
