"Band","Lyrics","Song","Year"
"Roger Powell","see yourself as a child reaching out in search of a landmark to guide your way put yourself to the test the trial by fire cause its the only way the only way the future in balance on a high wire cross a valley of stars makes you dizzy so dont look down just keep on walking towards the other side after centuries of historys unfolding madness the force of nature tempering the human race we aint got it right yet but we can still turn the whole thing around get ready for the new crusade i will be your landmark show you the way when the path is lost secrets all revealed and if we band together the universe well measure knowledge that we hold in trust is our battle shield windows emergency splashdown warning light flashes emergency splashdown its every man for himself now too late to send out for help now cant find the horizon my thoughts are capsizing then the beam of truth shining clear cuts through cloudy skies of doubt and despair and the pathway beneath your feet will lead us on to solar mystique temperatures rising each moment its climbing strapped into this hot seat i cant take the heat now life chain unwinding with split second timing let the power return to my hands let it be in your own to command all illusions will melt like ice cubes when at last we master the past","Air Pocket","1980"
"Roger Quesnell","it came upon the midnight clear that glorious song of old from angels playing near the earth to touch their harps of gold peace on the earth could will two men from heavens all gracious king the world in solemn stillness lay to hear the angels sing and i hear them singing sing i do hear them singing the first noel the angel did say was to certain poor shepherds in fields as they lay in fields where they lay they keeping their sheep on a cold winters night that was so deep","It Came Upon a Midnight Clear","2007"
"Roger Reale","i cant stand still cause youve got me goin your slacks are low and your hips are showin i take you girl as youre standin there your low cut slacks and your long black hair dont want you goin round with no one else cause when im with you i cant control myself defenses down and you got me shakin you got me so that my nerves are breakin if you knew me like i know you girl your knees would bend and your hair would curl you make me move yea like no one else cause when im with you i cant control myself ive got this feeling thats inside of me it makes me think of how things used to be it makes me feel alright when im with you at night and we love and we love you thrill me so with this big temptation this kind of feelin could move a nation and im okay when im here with you i do the things that you want me to i do these things for no one else cause when im with you i cant control myself i cant control myself i cant control myself i cant control myself i cant control myself i cant control myself baby","I Can't Control Myself","2006"
"Roger Robinson","i am i am searching i am searching for faith beauty and hip hop i am searching for all those who died between hip hop and heaven and all souls set adrift and free from bedlam with headstrong lyrics that rise like smoke from silver incense burners i wonder who stole the thunder with the rasping edge and who banged for baptisms with butterflies serpentine roads and sunsets broken by cicadas have we really lost our century in an hour are we devoured by blind faith in the powers that be are these words as tense as drawn bow strings shall we rebuild the tears like sap from rubber trees answer me answer me you t s elliots in goose down jackets with your felt tip urban hieroglyphs spliff smoke and spray paint answer me you soliloquists with clenched fists round the mike answer me you angels in addidas tell me do m c s still howl rhymes into the purple black of midnight do they still fight to make arrangements with deities courting them with a jangle of gold and silver bangles on their wrist i need yearning voices of mangled passion i need rehearsed create those style of faith and fashion im searching for hip hop beats stomping feet to implore the ringing across the seagulls to muffle the sun im searching for perfumed cherry blossoms and you see there will be no toast to the future in the banquet table of no golden petals weaving a carpet of light no hint of arrogance on puckered lips no wind swept islands and dreams of sun lit silence no riot of flowers and beauty magnified through outmost attention and no free style incantations to save the souls of man im peeling off your straitjacket so you feel the sun my friend i want wings a feather and booms so we can fly like birds to better lands im wondering im wondering how temples are now smokestacks im up all night in silvery moonlight with palms of who stole my afro pick who licked my fingertips to sooth scratches from the vinyl groove has anybody seen faith beauty and hip hop i have to find faith beauty and hip hop","The Quest [Dixon's Not Released In 2001]","2004"
"Roger Rosenberg","i look at you and suddenly something in your eyes i see soon begins bewitching me its that old devil moon that you stole from the skies its that old devil moon in your eyes you and you glance make this romance too hot to handle stars in the night blazing their light cant hold a candle to your razzle dazzle youve got me flyin high and wide on a magic carpet ride full of butterflies inside wanna cry wanna croon wanna laugh like a loon its that old devil moon in your eyes just when i think im free as a dove old devil moon deep in your eyes blinds me with love","That Old Devil Moon","2003"
"Roger Rosenberg","theres a saying old says that love is blind still were often told seek and ye shall find so im going to seek a certain lad ive had in mind looking everywhere havent found him yet hes the big affair i cannot forget only man i ever think of with regret id like to add his initial to my monogram tell me where is the shepherd for this lost lamb theres a somebody im longing to see i hope that he turns out to be someone wholl watch over me im a little lamb whos lost in the wood i know i could always be good someone wholl watch over me although he may not be the man some girls think of as handsome to my heart he carries the key wont you tell him please to put on some speed follow my lead oh how i need someone to watch over me","Someone to Watch Over Me","2009"
"Roger Sanchez","we can get together now i dont usually do this but i aint myself tonight i wanna drink a lil mo mo forget it all all and dance till im dead dead dead on the floor floor e very one must shine together tonight tonight tonight tonight tonight tonight i i i been partying my whole life but something feels different tonight i been buzzin my whole life but something bout you buzzin me right right yo this is club is goin crazy youve got me goin crazy this djs goin crazy and now im elevated we havin fun in here so hands up in the air we havin fun in here so get your hands up in the air now i dont usually do this this this but i aint myself tonight night night i wanna drink a lil mo mo forget it all all and dance till im dead dead dead on the floor floor e very one must shine together tonight tonight tonight tonight tonight tonight i i i been lovin my whole life but somethin feels different tonight i been jumpin my whole life but you got me jumpin tonight yo this is club is going crazy youve got me goin crazy this djs goin crazy and now im elevated we havin fun in here so hands up in the air we havin fun in here so get your hands up in the air air air air tonight i dont care we waited all year everyone shine get yo hands in the air tonight i dont care get yo g g g get yo hands in the air everyone my shine together tonight tonight tonight tonight tonight tonight tonight","2gether","2010"
"Roger Sanchez","we can get together now i dont usually do this but i aint myself tonight i wanna drink a lil mo mo forget it all all and dance till im dead dead dead on the floor floor e very one must shine together tonight tonight tonight tonight tonight tonight i i i been partying my whole life but something feels different tonight i been buzzin my whole life but something bout you buzzin me right right yo this is club is goin crazy youve got me goin crazy this djs goin crazy and now im elevated we havin fun in here so hands up in the air we havin fun in here so get your hands up in the air now i dont usually do this this this but i aint myself tonight night night i wanna drink a lil mo mo forget it all all and dance till im dead dead dead on the floor floor e very one must shine together tonight tonight tonight tonight tonight tonight i i i been lovin my whole life but somethin feels different tonight i been jumpin my whole life but you got me jumpin tonight yo this is club is going crazy youve got me goin crazy this djs goin crazy and now im elevated we havin fun in here so hands up in the air we havin fun in here so get your hands up in the air air air air tonight i dont care we waited all year everyone shine get yo hands in the air tonight i dont care get yo g g g get yo hands in the air everyone my shine together tonight tonight tonight tonight tonight tonight tonight","2Gether (Chris Moody Remix)",""
"Roger Sanchez","i always thought that id prefer single blessed ness thought that id like to stay free i never thought my time would come to marry no wedding bells for me ive changed my mind after all you are the one made me fall for i used to smile at all the songs that were popular nothing but love in each song i used to think those kind of songs were foolish now i admit im wrong love songs are part of my plan show me the minister man for i never knew i could love anybody honey like im loving you i couldnt realize what a pair of eyes and a baby smile could do i cant sleep i cant eat i never knew a single soul could be so sweet i never knew i could love anybody honey like im loving you","I Never Knew","1999"
"Roger Sanchez","i get deep i get deep i get deep i get deeper into this thing the deeper i go the more knowledge i know what to sing what to bring wha i get deep i get deep i get deep i get deeper deeper deeper into the rhyme chillin in the corner at the shelter all by myself checkin it out im not dancin no more but why why why wha how on earth are you supposed to vibe around the fake ones the one the ones that say they know what is what but they dont know what is what they just strut what the fuck i get deep i get deep i get deep i get deep i get deeper into this thing and i pretend that theyre not there i just stare up in the booth at the dread man spinnin the song spinnin it strong playing things like we cannot house we can thats my shit what whoooooo i get deep i get deep i get deeper i get deeper when people start to disappear and its about six oclock whoo im feelin hot take off my sweater and my pants and i start to dance and all the sweat just goes down my face and i pretend that theres nobody there but me in this place i get deep oh i get deep i get deep i get deep i get deep i get deep he takes all the bass out of the song and all you hear is highs and its like oh shit ahh i get deeper i get deep i get deep i get deep i get deep and the rhythm flows through my blood like alcohol and i get drunk and i oh all over the place and i catch myself right on time right on line with the beat and its so sweet sweet sweet sweet i get deeper i get deeper i get deeper if the house music was ale and doctor love would be my song and i would only take deep breaths and fill my lungs with the rhythm or the bass i get deep now its about three and i see people goin spinnin jumpin and grindin as if they had wings on their feet raising both hands in the air as if jesus was the dj himself spinnin those funky funky funky house beats and in this temple we all pray in unity for the same thing with matic pause without cause bass from those high definition speakers sitting in the corner on each side of the room givin us the boom boom boom to our zoom zoom zoom the smell of a l lit while walking by but the music gets me high saint defy like and old lady in church we get happy we stomp our feet we clap our hands we shout we cry we dance and we say sweet lord speak to me speak to me speak to me speak to me because we love house music and on this planet it brings us together like a family reunion every week we eat we drink we laugh we play and we skate so for all you hip hoppers you do woppers name droppers you bill boppers come into our house to get deep you guys just keep it rollin you gotta just keep it rollin x19 sunday monday morning its backwards out under the big bright yellow sun x40","Song for Shelter","2000"
