"Band","Lyrics","Song","Year"
"Michael Virtue","the night seems to fade but the moonlight lingers on there are wonders for everyone the stars shine so bright but theyre fading after dawn there is magic in kingston town oh kingston town the place i long to be if i had the whole world i would give it away just to see the girls at play and when i am king surely i would need a queen and a palace and everything yeah and now i am king and my queen will come at dawn shell be waiting in kingston town oh kingston town the place i long to be if i had the whole world i would give it away just to see the girls at play yeah when i am king surely i would need a queen and a palace and everything yeah and now i am king and my queen will come at dawn shell be waiting in kingston town shell be waiting in kingston town right now shell be waiting in kingston town oh yeah shell be waiting in kingston town","Kingston Town","2016"
"Michael Virtue","many rivers to cross but i cant seem to find my way wandering i am lost as i travel along the white cliffs of dover many rivers to cross and its only my will that keeps me alive ive been licked washed up for years and i merely survive because of my pride and this loneliness wont leave me alone its such a drag to be in on your own my woman left and she didnt say why well i guess i gotta try many rivers to cross but where to begin im playing for time therell be times when i find myself thinking of committing some dreadful crime ive got many rivers to cross but i cant seem to find my way wandering i am lost as i travel along the white cliffs of dover many rivers to cross and its only my will that keeps me alive ive been licked washed up for my years and i merely survive because of my pride","Many Rivers to Cross","2016"
"Michael Virtue","i am the one in ten a number on a list i am the one in ten even though i dont exist nobody knows me even though im always there a statistic a reminder of a world that doesnt care my arms enfold the dole queue malnutrition dulls my hair my eyes are black and lifeless with an underprivileged stare im the beggar on the corner will no one spare a dime im the child that never learns to read cause no one spared the time im the murderer and the victim the licence with the gun im a sad and bruised old lady in an ally in a slum im a middle aged businessman with chronic heart disease im another teenaged suicide in a street that has no trees im a starving third world mother a refugee without a home im a house wife hooked on valium im a pensioner alone im a cancer ridden spectre covering the earth im another hungry baby im an accident of birth","One in Ten","2016"
"Michael Virtue","please dont make me cry you say you are going to leave me im begging you to stay my baby i cant get through any way no i cant and when i wake up in the morning you are gone little pretty thing you know ill be all alone chorus youll hear me crying mmmmmmm please dont make me cry mmm mmmm cos i cant say good bye mmmmm please dont make me cry because i know there will be nothing left for me all them good good times we spent together you said it was me and no other yeah and now you want to make me pain inside darlin i know you are going to make me cry chorus youll hear me etc all this pain i cant stand it youre going to leave youre going to leave this poor man on his own yes you are mmmmm chorus youll hear me etc all this pain i cant stand it youre going to leave youre going to leave this poor man on his own yes you are please dont make me cry baby im pleading","Please Don't Make Me Cry","2016"
"Michael Virtue","theres a rat in me kitchen what am i gonna do theres a rat in me kitchen what am i gonna go im gonna fix that rat thats what im gonna do im gonna fix that rat when you open your mouth you dont talk you shout and you give every body the blame but when they catch you up they will shut you up and you got no one to blame theres a rat in me kitchen when you out on the street you practice lies and deceit and you scandalize my name but when i catch you up im gonna pull you up im gonna check out inside your brain when yo deh pon the scene you make everyone scream because they know your so unjust but when they catch you up they will kick you up because you someone they cannot trust you invade my space make me feel disgraced and you just dont give a damn if i had my way if i had my say id like to see you hang","Rat in Mi Kitchen","2016"
"Michael Virtue","red red wine goes to my head makes me forget that i still need you so red red wine its up to you all i can do ive done but memories wont go no memories wont go id have thought that with time thoughts of you would leave my head i was wrong now i find just one thing makes me forget red red wine stay close to me dont let me be alone its tearing apart my blue blue heart id have thought that with time thoughts of you would leave my head i was wrong now i find just one thing makes me forget red red wine stay close to me dont let me be alone its tearing apart my blue blue heart","Red Red Wine","2016"
"Michael Virtue","appeal to the governor of louisiana you may get an answer the process is slow federal government too much to help him its been nearly five years and they wont let him go tyler is guilty the white judge has said so what right do we have to say its not so tyler is guilty the white judge has said so what right do we have to say its not so testify under pressure a racist jury government lawyers its all for show with rows of white faces false accusations hes framed up for murder they wont let him go police gun was planted no matching bullets no prints on the handle no proof to show but tyler is guilty the white judge has said so they show him no mercy they wont let him go appeal to the governor of louisiana you may get an answer the process is slow federal government too much to help him its been nearly five years and they wont let him go","Tyler","2016"
"Michael Virtue","you could meet somebody you never know from brief encounters habits grow into giant oaks that hide the sun life in the shadows aint no fun its easy getting up there never think of coming down not hard to say i want you when youre floating on a cloud but you know that lonely feeling when nothings going right cause its only the beginning of a cold and sleepless night you could meet somebody you never know from brief encounters habits grow into giant oaks that hide the sun your only chance is to turn and run its harder getting up there and its painful coming down and now you cant see clearly beneath the thunder cloud and the loneliness gets longer when nothings going right and things aint getting any better with another sleepless night you could meet somebody you never know from brief encounters habits grow into giant oaks that hide the sun your only chance is to turn and run","You Could Meet Somebody","2016"
"Michael Viruet","please dont stop the please dont stop the please dont stop the music music music music please dont stop the music music music music please dont stop the music music music music please dont stop the music music music music its getting late im making my way over to my favorite place i gotta get my body moving shake the stress away i wasnt looking for nobody when you looked my way possible candidate yeah who knew that youd be up in here lookin like you do youre making staying over here impossible baby i must say your aura is incredible if you dont have to go dont do you know what youve started i just came here to party but now were rocking on the dance floor acting naughty your hands around my waist just let the music play were hand in hand chest to chest and now were face to face i wanna take you away lets escape into the music dj let it play i just cant refuse it like the way you do this keep on rockin to it please dont stop the please dont stop the music i wanna take you away lets escape into the music dj let it play i just cant refuse it like the way you do this keep on rockin to it please dont stop the please dont stop the please dont stop the music baby are you ready cause its getting close dont you feel the passion ready to explode what goes on between us no one has to know this is a private show oh do you know what youve started i just came here to party but now were rockin on the dance floor acting naughty your hands around my waist just let the music play were hand in hand chest to chest and now were face to face i wanna take you away lets escape into the music dj let it play i just cant refuse it like the way you do this keep on rockin to it please dont stop the please dont stop the music i wanna take you away lets escape into the music dj let it play i just cant refuse it like the way you do this keep on rockin to it please dont stop the please dont stop the please dont stop the music please dont stop the music","Don't Stop the Music","2012"
"Michael Viruet","whip it wanna see you whip it sure could treat you right give me just a minute of your time tonight we both are here to have the fun so let it whip know youre into groovin love your body language baby let me know youve got me sort of anxious we both are here to have the fun so let it whip so let it whip lets whip it baby child lets whip it right get a grip lets whip it baby whip it all night well whats your trip oh no child come on let it whip now that you can see how you groove with me what else can i do to get close to you we both are here to have the fun so let it whip we have the natural feeling obviously revealing let me be your paper man id love to be your joker man we both are here to have the fun so let it whip so let it whip lets whip it baby child lets whip it right get a grip lets whip it baby whip it all night well whats your trip oh no child come on let it whip theres no time to lose there is no time to lose youre the one i choose youre so right youre the one i choose i only wanna be with you youre the one for me cant you see that i i wont waste your time i wont waste your time i sense something divine in you something divine in you yes i do oooh hoo let it whip","Let It Whip","2012"
