"Band","Lyrics","Song","Year"
"AM","i dont mean to tell you something about you but youre looking unsettled lone riders pulling all nighters but youre always nice and steady weigh stations got your troubles parading but the problems never seem to hang on unabated so you must have been hated everybodys got to clean up faking i dont wanna tell you cause youre looking that way fine tooth combing everyone that you know sit around and wonder how you keep up the mainstay take a look around can you fight this feeling youre fine looking but it seems youre undusted have you anything to say and roads traveled are desires unsaddled but youre going all the way and ive fallen so you say that im wasted but youre moving on and doing nothin youre losing faith in all the things that youve tasted dont you know what youre missing","Mainstay","2005"
"AM","give me something to talk about take your time tell me something to do without ill wait in line i dont know what to say move along anyway take it slow lonely road is the path that i seem to follow all i want to do is be true to my ways leaning back and forward were playing the game all this pain ive cause you i know it by name taking this ticket walking away taking all that has come and gone you know were wrong watching everyone hum along were still untold fall in love let it go i dont know what its for take a stand falling down dig on in cause its all that youve got now","Playing the Game","2005"
"AM","driving by the window where you work is when i shouldve let you know instead im only saying hello and waiting for your phone call meant the world to me but now its over and im through with all this running after you cause i know you found the one you want and i would never do so i dont wanna say im sorry cause that would mean im moving on id rather keep the story going so maybe it will come undone and i dont wanna say forever cause that would take out all the fun so how can someone be so lonely i guess that im the only one i bet if i were cool youd take me on thats what im trying not to see but see thats taking way too long and sitting in your driveway sunday afternoon is when i shouldve let you know if we could only be alone but i know you found the one you want so i will never do i wish i knew so i dont wanna say im sorry cause that would mean im moving on id rather keep the story going so maybe it will come undone and i dont wanna say forever cause that would take out all the fun so how can someone be so lonely i guess that im the only one im losing out on the way you looked at me im losing out i never wanted it any other way im losing out and all the things you said to me im losing out youre the one that ive been dreaming of driving by the window where you work is when i shouldve let you know instead of only saying hello so i dont wanna say im sorry cause that would mean im moving on id rather keep the story going so maybe it will come undone and i dont wanna say forever cause that would take out all the fun so how can someone be so lonely i guess that im the only one","So Lonely","2005"
"AM","lay it to rest you know my word aint the best its just another question of faith that i must take till its laid to waste laid to waste i stood and i watched you weep until im gone youre sure to cry some more i stayed and lit a cigarette i thought wed been here some time before booked and i got to hurry troubled times and worry will turn your head away swear to you now im learning troubled times are turning turn your head away she said that its five am i think its time for you to go got to hurry got to get on board and drink myself to sleep at home booked and i got to hurry troubled times and worry will turn your head away swear to you im learning troubled times are turning turn your head away shimmy on down baby x 4 booked and i got to hurry troubled times and worry will turn your head away swear to you im learning troubled times are turning turn your head away booked and i got to hurry troubled times and worry will turn your head away swear to you im learning troubled times are turning turn your head away shimmy on down baby x4 lay it to rest you know my love aint the best this is just another question of taste that i must take till its laid to waste","Troubled Times","2005"
"AM","its hard to come back when youre far from home up all night with all that ive ever known wish i could give you things that you need wish i could need you but i walk alone but i sit by the wayside feeling all that ive lost and found we re so incomplete but i know i know ill never come around but ive got you on my mind try to catch up but i fall behind too busy checking out whats on the side wish i could tell you what you want to hear wish i could tell you that its all a lie but i sit by the wayside feeling all that ive lost and found we re so incomplete but i know i know ill never come around but ive got you on my mind","Wayside","2005"
"AM","i dont know what youre saying dont bother explaining your reasons are old hoping somebodys listening cant you see that you missed them its taken its toll all good things have gone under continue to lumber so bright and so loud just forget all you wanted its time to move on here were lost in the sound wander wander backwards you wander think you know my name youre pulling triggers on anything bigger than yourself everyday window panes are all broken dont speak coz youve spoken i wont hear a thing all or nothing defeats you my god cant we please you its some kind of game wander wander backwards you wander think you know my name youre pulling triggers on anything bigger than yourself everyday yeah and all your troubles just blame them on your double as you walk away yeah wander wander backwards you wander wander wander backwards you wander wander wander backwards you wander think you know our name youre pulling triggers on anything bigger than yourself everyday yeah and all your troubles just blame them on your double as you walk away youre pulling triggers on anything bigger than yourself everyday","Pulling Triggers","2007"
"AM","i look at you all see the love there thats sleeping while my guitar gently weeps i look at the floor and i see it needs sweeping still my guitar gently weeps i dont know why nobody told you how to unfold your love i dont know how someone controlled you they bought and sold me i look at the world and i notice its turning while my guitar gently weeps every mistake we must surely be learning still my guitar gently weeps i dont know how you were diverted you were perverted too i dont know how you were inverted no one alerted you i look at you all see the love there thats sleeping while my guitar gently weeps i look at you all still my guitar gently weeps","While My Guitar Gently Weeps","2008"
"AM","id erase you only if i could my mind wont listen to everything it should even if i stick around will it ever take am i just living lies should i even wait cause i still believe you wont deceive you wouldnt hide what you need i cant decide what to perceive what to deny am i too late i may not succeed but i wont subside cause i still believe youll come back to me youll come back to me and i cant listen to what the others talk about but its getting so much harder to shut it out space will untie us unite us you say but it seems what you really want is to get away but i still believe you wont deceive you wouldnt hide what you need i cant decide what to perceive what to deny am i too late i may not succeed but i wont subside cause i still believe youll come back to me youll come back to me the signs are brighter to everyone but me but im still believing in every little thing i cant make a move maybe im afraid im still stuck in the middle cant go either way cause i still believe you wont deceive you wouldnt hide what you need i cant decide what to perceive what to deny am i too late i may not succeed but i wont subside cause i still believe youll come back to me youll come back to me youll come back to me youll come back to me youll come back to me","Come Back to Me","2013"
"Am","i dont mean to tell you something about you but youre looking unsettled lone riders pulling all nighters but youre always nice and steady weigh stations got your troubles parading but the problems never seem to hang on unabated so you must have been hated everybodys got to clean up faking i dont wanna tell you cause youre looking that way fine tooth combing everyone that you know sit around and wonder how you keep up the mainstay take a look around can you fight this feeling youre fine looking but it seems youre undusted have you anything to say and roads traveled are desires unsaddled but youre going all the way and ive fallen so you say that im wasted but youre moving on and doing nothin youre losing faith in all the things that youve tasted dont you know what youre missing","Mainstay (Original Version)","2005"
"Am 4","somewhere over the rainbow way up high theres a land that ive heard of once in a lullaby somewhere over the rainbow skies are blue and the dreams that you dare to dream really do come true someday ill wish upon a star and wake up where the clouds are far behind me where troubles melt like lemon drops high above the chimney tops thats where youll find me somewhere over the rainbow blue birds fly birds fly over the rainbow why then oh why cant i if happy little bluebirds fly beyond the rainbow why oh why cant i somewhere over the rainbow way up high theres a land that ive heard of once in a lullaby somewhere over the rainbow skies are blue and the dreams that you dare to dream really do come true someday ill wish upon a star and wake up where the clouds are far behind me where troubles melt like lemon drops high above the chimney tops thats where youll find me somewhere over the rainbow blue birds fly birds fly over the rainbow why then oh why cant i if happy little bluebirds fly beyond the rainbow why oh why cant i","Over the Rainbow","1991"
"AM Aesthetic","im too arrogant to tell a lie or fake the truth and act surprised by it shots hit mark from the hip but she didnt quite think it would come to this no back down the ledge is at my feet cool down its just not what it seems one look was all i had to see these lips will be the death of me all my hopes of running meet my fears of falling down and without purpose ready or not this is how the end gets told im too comatose to act a wreck or smile as if you failed to miss your mark head down braced for the hit but i didnt quite think it would get to this back down the ledge is at my feet cool down its just not what it seems one look was all i had to see these lips will be the death of me all my hopes of running meet my fears of falling down and without purpose ready or not this is how the end gets told","The End","2014"
"AM Radio","everyday youre so frustrated working hard is overrated take time take time to make right whats wrong everyday is like the last you never seem to get right past the same thing all the time and it gets you down so you want some time are you gonna say whats on your mind do you need some time maybe you will look and you will find do you ever feel like life is passing you and passing me its all just in your mind if you look youll find you can do just anything as long as you still have the means to just try you wont have to give up","Take Time","2003"
