"Band","Lyrics","Song","Year"
"Johnny Clegg","copper sun sinking low scatterlings and fugitives hooded eyes and weary brows seek refuge in the night chorus they are the scatterlings of africa each uprooted one on the road to phelamanga where the world began i love the scatterlings of africa each and every one in their hearts a burning hunger beneath the copper sun ancient bones from olduvai echoes of the very first cry who made me here and why beneath the copper sun african idea african idea make the future clear make the future clear chorus and we are the scatterlings of africa both you and i we are on the road to phelamanga beneath a copper sky and we are the scatterlings of africa on a journey to the stars far below we leave forever dreams of what we were","Scatterlings of Africa","1989"
"Johnny Clegg","you have to wash with the crocodile in the river you have to swim with the sharks in the sea you have to live with the crooked politician trush those things that you can never see ayeye ayeye jesse mfana ayeye ayeye its a cruel crazy beautiful world every time you wake up i hope its under a blue sky its a cruel crazy beautiful world one day when you wake up i will have to say goodbye goodbye its your world so live in it beyond the door strange cruel beautiful years lie waiting for you it kills me to know you wont escape loneliness maybe you lose hope too ayeye ayeye jesse mfana ayeye ayeye its a cruel crazy beautiful world every time you wake up i hope its under a blue sky its a cruel crazy beautiful world one day when you wake up i will have to say goodbye goodbye its your world so live in it when i feel your small body close to mine i feel weak and strong at the same time so few years to give you wings to fly show you the stars to guide your ship by its a cruel crazy beautiful world every time you wake up i hope its under a blue sky its a cruel crazy beautiful world one day when you wake up i will have to say goodbye goodbye its your world so live in it its your world so live in it","Cruel, Crazy, Beautiful World","1991"
"Johnny Clegg","beyond freedom and dignity beyond the dying of the light she takes me beyond reason and the trinity beyond the sun and out of sight oh no uh no oh she did it again oh no uh no she did it again chorus that girl is feeling trapped by that ring on her finger ushadile shes married some man thought he shot her down but he only winged her ushadile shes married trapped by the ring on her finger such a dangerous affinity in such a deadly disguise hot summer nights and other promises she carries in her married eyes oh no uh no oh she did it again oh no uh no she did it again chorus you just cant get enough so you come around here and you do it again you just cant get enough chorus","Ring on Her Finger","1991"
"Johnny Clegg","if you come to my house i will show you something to see its a picture of a man i used to be but these days im running through the dark like a blind man whats happened to me these days searching for a sign in the badlands oh give it to me african shadow man tell me the future if you can tell it to me theres magic in your hands touch my life and set me free african shadow man i am a refugee in a world that once was mine hunting my tomorrow on the edge of time but these days im running through the dark like a blind man whats happened to me there days im running from a tribe in the badlands oh set me free african shadow man tell me the future if you can tell it to me theres magic in your hands oh touch my life and set me free african shadow man tell me the future if you can tell it to me i dont need a cadillac to take me where i have to be oh it feels alright it feels alright to me oh it feels alright it feels alright to be an african an african an african an african an african an african african shadow man tell me the future if you can tell it to me theres magic in your hands oh touch my life and set me free african shadow man show me the future if you can tell it to me i dont need a cadillac to take me where i have to be oh shadow man a shadow man oh shadow man a shadow man oh shadow man a shadow man oh shadow man a shadow man oh shadow man a shadow man","African Shadow Man","1994"
"Johnny Clegg","oh no youve gone again i feel like daniel in the lions den stone cold in the afternoon so alone in the empty room they say that four walls do not a prison make im trying to find a way out but there seems no escape when i feel the hidden power that lies inside your sound like the ghost inside the atom that spins it round and round theres magic in some words some things you cant explain that conjures up that feeling of the sun inside the rain when the wind is blowing like a lonesome train i reach out and touch you and i call your name when the night is lonely and i fear the coming day i reach out and touch you and i call your name ngibiza igama lakho oh no dont let the sun go down im so low i feel underground theres no easy road and no easy way to say the things i have to say cause i know that time is a distance and distance is a space ive come so far to find you its you i cant replace when i feel the hidden power that lies inside your sound like the ghost inside the atom that spins it round and round theres magic in some words some things you cant explain that conjures up that feeling of the sun inside the rain","I Call Your Name","1994"
"Johnny Clegg","something broke the place where the rain is bornb something stole the promise from the light of dawn people people were everywhere struggling to get their share honest cruelty in the eyes of the innocent squeezing one more harvest from this tired earth they call to you but the wind just blows away their words didnt believe in miracles didnt believe youd come didnt see any reason to carry on chorus but in my african dream you touched my face raised up my children and gave them grace in my african dream you wiped away my tears and whispered the promise of a thousand years children with eyes like souls ready to fly looking at me for some kind of sacred sign who will teach the young the names of the ancient ones who will tell them from whence they come i have no answer dont even have a prayer all i can do is close my eyes and hope that you will be thre in my african dream you blessed the rain let me stand proud eased the pain you raised me up gave me love filled my cup old man sits in the shade of the thorn treee he says these thorns are all that are true life is suffering suffering is life be happy with the small things that come to you they will come to you come to you chorus","In My African Dream","1994"
"Johnny Clegg","shine a light shine a light oh youve got to careful in this world a little sister said to me beware of the silver tongue which hides a gun and a tyranny it will speak in words of water it will drown you in its lies you must be like the fish in the river ad learn to swim against the tide chorus some of de man give light in de darkness some of de man he give a cry some of de man he gonna live through the season some of de man he gonna die yo yo mam ye the wheel turn around give me no rest she want to hear me cry in the darkness shine a light i drop to the ground and hope for the best im going through the eye of the hurricane shine a light oh its such a sad feeling to see the swallows in the sky its like you leaving me behind without saying goodbye ive got to be like a bird in winter ive got to learn how to fly and if you ever leave ill also take to the sky chorus speak to me slow slow whats going on i dont know someones on the run speak to me slow slow has it all begun i dont know if hell make this one speak to me slow slow whats the time idont know can i save this life of mine chorus","Shine a Light","1994"
"Johnny Clegg","chorus take my heart away repeat to be the sound of wild geese calling to be ten seasons in a night to dance the sun beyond the tides of war and peace to put silence stained by crimes to flight i need to heart break loose the wind dedela umoya wami baba set my spirit free father chorus to see your eyes shine like two desert stars to see life burning with a mission to break the empty circle of living and dying to leave a child with a vision i need to heart break loose the wind dedela umoya wami baba set my spirit free father chorus sing me the songs that won the battle sing me the first and the last mans glory sing me the songs that taste of freedom thread me through with your sacred needle liyeza liyeza liyeza ilanga lami seliyeza its coming its coming my day is coming","Take My Heart Away","1994"
"Johnny Clegg","ithikiti esandleni ma wezibukeli zonke ezakithi twice tickets in your hands all you spectators of ours 0 narnhlanje sizoqeda zonke izinkulumo wezibukeli zonke zakithi this is the day when we will put an end to all the big talk chorus sibuz obani bengathint ibhola lethu we want to know who can beat us at our football lapha sihiangana khona bazokhala abanti where ever we clash with our opposition it is so spectacular that the crowd roars its approval sibuz obani bengathint ibhola lethu we want to know who will dare to touch our football lapha sihiangana khona bazodela inkani where ever we clash with another team their resistance just crumbles qina qina wezinsizwa usho unompempme webakithi two times the referee says to all the young players prepare yourselves anogijima ne bhol elihie zibukeli zishay amakhwele usho unompempe webakithi run well with the ball so that the spectators get so exited that they whistle loudly says the referee","Ibhola Lethu","1995"
"Johnny Clegg","rain falling like a symphony on the roof top of my heart theres a movement in the whispering deep before the new dream starts i see your eyes shining like a neon light smiling in the dark what made you so strong what made you so strong ive seen you dealing in the market place buying political regrets and youve been walking on the water again but your feet never ever get wet but you just say chorus afrika kukhala abangcwele africa your innocent weep i light a candle for the innocent ones i light a candle for our love say a prayer for peace on earth for the daughters and the sons and your life is like a cheap street fight and youre laughing in the dark what made you so strong repeat ive been waiting all my life for this to see how the deal gees down theres an ak 47 on the dashboard and mercys left this town and you say chorus afrika kukhala abangcwele africa your innocent weep thats the way it is what makes you so strong","Africa","1996"
"Johnny Clegg","long ago there was a sound in the night kwela man singing under the street light a cheap guitar he gave his sorrow a smile and he sowed his songs in the alley ways mile upon mile ye hum ho la lo kwela man ye hum ho la la kwela kwela ye hum ho la lo kwela man you gave it your life ye hum ho la lo kwela man ye hum ho la la kwela kwela ye hum ho la lo kwela man you gave it your life living low with the pennywhistle tea chest base gang i followed him home and he danced as he sang but now hes gone not even the slightest traces of a kwela song and the street is full of empty spaces ye hum ho la lo kwela man ye hum ho la la kwela kwela ye hum ho la lo kwela man you gave it your life ye hum ho la lo kwela man ye hum ho la la kwela kwela ye hum ho la lo kwela man you gave it your life nobody knows did he survive the winding road did he find a song that took him back to the heartland here i stand lost in the memory of a kwela man singing in the long gone twilight when i followed you home kwela man you filled my soul kwela kwela when you sang your song kwela man you gave it your life ye hum ho la lo kwela man ye hum ho la la kwela kwela ye hum ho la lo kwela man you gave it your life ye hum ho la lo kwela man ye hum ho la la kwela kwela ye hum ho la lo kwela man you gave it your life ye hum ho la lo kwela man ye hum ho la la kwela kwela ye hum ho la lo kwela man you gave it your life ye hum ho la lo kwela man ye hum ho la la kwela kwela ye hum ho la lo kwela man you gave it your life ye hum ho la lo kwela man ye hum ho la la kwela kwela ye hum ho la lo kwela man","Kwela Man","1996"
"Johnny Clegg","ngikhanyisele wedlozi lami two humans on the run repeat the autumn leaves have trooped their colours rumours of the battle to come intelligence says you have departed but my heart cannot give up its love im living through a war in peace time dying to get through to you baba noma living through a war in peace time to get through to you on your face love days and sorrow so long we struggled on baba noma the heart is a shattered province pockets of love still hold out in the ruins old memories sent me reinforcements but they were ambushed on high ground im living through a war in peace time dying to get through to you baba noma living through a war in peace time to get through to you why do you fight like this with me now you fill the days with such sad sounds baba noma ngikhanyisele wedlozi lami two humans on the run repeat im living through a war in peace time repeat","Two Humans on the Run","1996"
