"Band","Lyrics","Song","Year"
"Dré","deep in the steaming jungle the eerie sound of the voodoo drums tell us that this is the night my confess we sinners lord dez only 1 book you got cooked book you got cooked book you got cooked god sent you some warriors plus we tellers of the stories plus we tellers of the stories book you got cooked book you got cooked check it out uh if in this life i strive to please him in this day and night im not always right even when im wrong you should be afraid to anger him cause you could be gone him dont need us its the other way round do you know what im talking about when i say him clown you cant look at nobody and say thats him cause hes invisible yet visible this is critical relying on our own abilities you lose you need him to help make your bumpy ride a cruise ask magic about him or any strong believer hes the quarterback we the receivers catching blessings better than touchdowns i seek him when niggas want to buck me down him holds many holy titles him has many names him has many bibles the devil cant deal with him uh he tempted me but you see im still with him listen close all brothers are men him is responsible for all colors and kin i bust with him if only i can fully trust in him im glad to be stuck with him rather have him than money im serious hell get you once you become curious lord give me happy long life real good sex with the wife no traveling with bodyguards its just a real nigga godly entourage god sent you some warriors plus we tellers of the stories book you got cooked book you got cooked book you got cooked see my relationship with the god is kind of odd the nigga the b i g wont part feeling the presence up in my heart but never no chicken to the nigga in on that style like that talking about the way the lord be lifting these burdens up off my back better that i bust raps the way that i cut that ho you couldnt you trying too hard you better find him im hoping you understood it could it be what the niggas around the way dont really be thinking about the consequences under the circumstances until you pinch them then a nigga be one to listen why cause you woke that ass up yoke that ass up proving the man in the sky that holds that ass up but its over now he cut off some niggas done broke you clean off but got to get on your knees and praise the only now your soul lost now ok now the sun shines the moon glows the wind blows the rain falls but that aint all my heart thumps on a rhythm whyall and birds call and two can fall madly in love oh i think grow they stop and stare in awe because we in his likeness hoping and praying that one day in the lab they might just stumble on some kind of way to create human beings so far human kind is the only thing im seeing dez only 1 god sent you some warriors plus we tellers of the stories book you got cooked book you got cooked book you got cooked","Dez Only 1","1997"
"Dré","lets get it hype n lets get it crump yeah yeah yeah pa me them swisher sweets lets get it crump if a n disrespect me imma prove my s and dump blast ryhmes like i pump turn your belly to jelly veteran mc i dont think you rookies is ready three hundred and fifty pounds of pressure to deal wit i run with suave always packin something to kill with feel this b when i get rich imma still hustle go down in history paper taller then bill russel kilo flows i got em hid in the basement choppin boys up on some puttin it in they face s eight ball f a t m a see k known for layin it down and doin s the playa way callabos of the dough aint no secret space age pimpin means i dont do free s time waits for no one it aint gon wait for me yours truly signed eightball and mjg all my hard core n s what you want to do my real thug a n s what you want to do all my money making b es if you ride with me imma pimp till i die and imma ride for free now where them real b es at where them real b es at where they at where they at where they at huh and where my buck n s at where my buck n s at where they at where they at where they at come on i aint new to this damn nice b thats true to this money aint never been a thing to me always stack my dough holla back uh a fat thighs thick titties perfect inhale the cheese from here to tel aviv yall know it s i dont bluff and no dough i dont f em f imma fake for make mines imma take yours cause im no n like love be fore make b scream like gimme some more if a n broke whatd you f him for waste of time its like we playette minds dont stop get it get it b es take it from a real motherf in pro yall get that dough we dont trust these n s they gon pimp if you let them from ny to the dirty south and them b es dime tight i got my mind right and my ice got the shine right and if it dont blind b es when them lights hit the wrist you wont be sticking s you be lickin this im the pimp motherf er baby ice cold stories so high i pimp the whole village twice so tight fold crease right on the presidents nose pimp clothes drinkin straight henneyand buckstrum touch toed hoes take a centerfold pose break a treat make em pay to enter those pros slam those game tied tight like bows we never close three sixty five twenty four hand chose bithces a la mode gettin sold plus a load of killer as chronic gettin blowed keep it froze tucked up in a tupperware bowl stick of gold somethin from the school of the old forever flows i take it down as deep as it can go burn rolls braids tight blazed afros were pushin hoes dicks get erect like poles pay the toll mjg is in control peep dis you and them boys need to slow down up in the morning in the court its bout to go down theres no remorse now better expose rounds them jackets be on the lose until the dope is found juveniles my name b i represent it to the end the same s n s dont be wearin suits on theses blocks all you see is your boys and reeboks a thin hat to the back with a strap too willin to bust a n a if he had to if you feel the same my n yous a hot boy blocka blocka blocka better get up off the block boy call for the cops boy your mommy or pops boy cash wasnt a million never hit the spot boy you want props ha you sold to the cops ha you in a cell block ha cause you too hot ha where the real ones at be atch oh you know how we feel about all you want to be a ghetto super stars want to be like me a n s tryin to be like foxy brown b es i give a f about your intermureal status motha f a you aint nobody we been doing this been doin this s we go way back with this baby talkin about this real s on the mutha f in microphone pimps and hoes and gettin money tricks and hoes and f in mutha f in clothes and s ridin vogues and s n riding on 20s and s n what chu got brand new a ed n you dont know nothin about this game come on","Ride","2002"
"Dré","terror squad bad boy joey crack girl i gotta do what i gotta do change my life change my life make things right make things right and girl im a bad boy so i gotta do what i gotta do risk my life risk my life in the late night in the late night cause girl im a bad boy yeah i know at times you feel stressed out but im tryin to set you up so later i can buy you up this guest house but for now i gotta hug the block i know you sick of visits from undercover cops runnin to the kitchen tryin to hide the box just give me a minute and im gonna flood you with rocks i gotta wicked jump shot but lets be real aint no scouts gonna give a sad nigga a deal i gotta do what i gotta do thats whats up whats with this new attitude you know bitch that is whats up im a bad boy like mike lawry how you think you got that rainbow louis not with a legal jobs salary ma we got you stuck off the realness you know the infamous you heard of us its your bad boy business men me and joey crack gettin benjamins sittin in the vanquish the same color as cinnamon ma im tryin to be your knight and shinin to put you in the house on the cayman islands spend your whole life with stylin with that light that got me through it all you was right behind me and ma i know i gotta change but right now a nigga is dealing with a lot of things its not the same girl with me you can achieve whatever but i cant change im a bad boy forever now we livin up in jersey in the t v in the car got the game on starrin marbury and your ring gotta rock the size of strawberries everything that you want i got it dont worry and i know it aint about the chips just my way of sayin thanks for the years you put up with my shit i had to change like the chorus said and im reminded why every time we do our thing in the waterbed to me this is more than head its more than a crush its all about us its love and trust took the time out to make things right it may seem nice but im gonna be a bad boy for life joey crack they call me diddy cool and dre bad boys 2 the soundtrack good lookin joe terror squad baby bad boy collabo yeah and we wont stop","Girl I'm a Bad Boy","2003"
"Dré","chorus she want to take me home lay me up inside her home she want to turn me on breakfast in the mornin she said daddy let me take ya home papi let me take ya home and i said mami you can take me home if you let the whole crew get on bitch verse 1 i got this chick from cali profilin shes whilin shes gangsta she knows that shes got it like that we was drivin on crential and cruisin for food when she pulled up beside me sat off in the lap and i said damn girl you actin like you dont know never seen me before never see the crins on mtv video what you think ts stand for she said terrific sex yeah thats who and the diamonds is no vitar used to be a broke nigga from the bx now im rich got the world screamin terror squad think about it now everywhere we go every other city we tour they never say no seems like every other night i got a different chick beggin me verse 2 i was up in the club right as im remy in my cup right and thats when i peeped him he was lookin so fresh and so cleaned up from the fitted down to his sneakers i really do mean this i aint never seen this there was some people standin in between us i had to go over there so i could meet him i had him pimped up in the cut near the speakers if he got a girl i know shes heated cause right now im all he needin if he crush me then trust me its a guarantee that hes not leavin told me he heard of me but dont know me and i liked him for some reason invited him to my place sat on his face and i aint got a man so it aint cheatin think about it now i dont gotta stress i dont never really gotta press they always say yes it seems like every other night i got a different nigga beggin me yous a big girl eat it up now tell ya friend to hold your hair while you eatin up a little hot little drunk little weeded up we in the truck and freakin off while the speakers bump im steady speedin up swervin the bumps im trynna fuck but i aint trynna fuck the 23s up so i ease up drunk and focused trynna watch the road but yo the back seats heatin up and so im keepin them wish you could see them i know you hear them breathin like you been possessed by a demon i know you heated wish you was here but gotta go now have a good evening hang up the phone now have a good weekend shorty just called the boat the front seat and i think shes about to go down for a season i know the horn aint beep for no reason 3 in the mornin and actin indecent she so horny damn this shit seems like every other night i got a group of chicks beggin me","Take Me Home","2004"
"Dré","yeah look here trina i mean me and you we been friends for a minute but you know how we get down you know late night you know we do what we do we go our separate ways but shit lately i been feelin kinda different like i been catchin feelings for you and shit you know when you call me daddy and all that fuckin with my head for real i never knew that i would fall so deep in love with her call me lover friend girl we was just hushin it up you got me feenin for more when other niggaz used to call you after midnight it never bothered me girl we was only friends right so why does it hurt more and more girl i get excited whenever you call my phone i got a special ringer whenever you call me girl it goes i cant leave you alone remember that you got me feenin yeah feenin shit feenin so baby im pleading for you to bring your body home to me and let me lay you down bring your body home to daddy girl i love it when you call me daddy baby youre my sexy little mama step in my bedroom girl and we can get it on bring your body home to daddy girl i love it when you call me daddy baby youre my sexy little mama step in my bedroom girl and we can get it on im tired of the fightin the fussin and cussin late night discussions of who you think im fuckin you puttin me on guilt trips like i cant see you storin his name for hers in your caller id look im a queen the don diva we should just flee in the lime green seline two seater you and me my top down and yes my hair is blowin flashbacks of you and me got me moanin but who you lovin who you wanna be huggin i seen her in your six hundred and you claim its your cousin look i know we agreed to to see other people but those feelings were shallow like my lingerie see through we both played this game unfaithfully see me with the next man and now you wanna play with me yo im confused but i still wanna proceed without you im incomplete you make me so weak i love it when you say bring your body home to daddy girl i love it when you call me daddy baby youre my sexy little mama step in my bedroom girl and we can get it on bring your body home to daddy girl i love it when you call me daddy baby youre my sexy little mama step in my bedroom girl and we can get it on i remember late nights we would just kiss i remember wearin them girdles and takin them trips and i remember that we said it would never come to this never let something come between our relationship now how can i leave you to be with someone else without finding out how you truly felt all the ridin on horses and creepin and abortions thoughts of marriage all white playin organs it started from the rough sex on the deck of the yacht followed by don perion and the canary watch all the shoes from italy it was cool even a villa in sicily but it wasnt me but i should of made it crystal clear that i didnt really care whether you was dead broke or you was a millionaire from our first date to our anniversary my thoughts changed of leavin when i heard you say to me bring your body home to daddy girl i love it when you call me daddy baby youre my sexy little mama step in my bedroom girl and we can get it on bring your body home to daddy girl i love it when you call me daddy baby youre my sexy little mama step in my bedroom girl and we can get it on","Lil Mama","2005"
"Dré","yep gs up im back trina trina thats right i done stepped my game up and sexed my frame up shake the shake wit it dont be fake wit it shake the shake wit it dont be fake wit it shake it titties sit right ass sits better im mean in a thong behind its wooden leather you can catch me at south beach in a drop top careta im in the middle of somebodys dance floor like whatever drop i keep it hood for you baby cause on the down low mama knows what good for you baby whats good for me baby open a bottle of henny for ya me in a mini for ya show you some luv thats if i got any for ya i can it make from the dollars to the pennies for ya back tha tha back it up then i bend it for ya but i dont come cheap so you got to break trina off if you really want the right young freak pussy good couple pumps skeet skeet but first i need that new bentley it should be a crime being this fine and i get what i want when i let him see it from behind want me to do my little dance for ya okay k k k want me to do my little dance for ya make it clap like my hands for ya okay k k k want me to do my little dance for ya okay k k k want me to do my little dance for ya make it clap like my hands for ya shake it shake it hair stay fixed nails stay fixed keep niggas hotter than project bricks paparazzi want to know if im gay when im the reason why shaq came to m i a drop like its slow your old man would have fainted on me maybe because the jeans look like it was painted on me and my shoe game oh so vicious im what your taste buds need cause im so delicious diamond princess how you forget this slip and slide records and the hood be my witness im the baddest ting walking the block and you the saddest thing stalking the cop im miss 305 butter pecan thighs pretty brown eyes in the 745 if you can keep up with me im the diamond mommy drinking from a gold bottle grown women say im they role model swallow that want me to do my little dance for ya okay k k k want me to do my little dance for ya make it clap like my hands for ya okay k k k want me to do my little dance for ya okay k k k want me to do my little dance for ya make it clap like my hands for ya shake it shake it now wear my real bitches at that be taking it off and keep them playas straight breakin them off thats how you do that there and trina wont lie to ya and sugar coat it and its fly to ya its like smokin on tha crip lightin up a dip poppin one and puttin some of me up on your lips on your lips and aint no better high than me baby call me sunshine cause you can touch the sky with baby purses and shoes by louie gucci all from the pretty face and ghetto booty what you want baby for me and to you do a porn and tell you to beat till the morn baby im extra sexual and intellectual could to us both just so professional and i could wobble on it and take my phone calls like you cant bother me on it uh want me to do my little dance for ya okay k k k want me to do my little dance for ya make it clap like my hands for ya okay k k k want me to do my little dance for ya okay k k k want me to do my little dance for ya make it clap like my hands for ya shake it shake it shake the shake wit it dont be fake wit it shake the shake wit it dont be fake wit it shake the shake wit it dont be fake wit it shake the shake wit it dont be fake wit it i keep it hood for you baby cause on the down low mama knows what good for you baby and aint no better high than me baby call me sunshine cause you can touch the sky wit me baby","Shake","2005"
"Dré","woooooooooo cmon uhh clap one two three and to the fo girl drop ya body break it down to the flo whoa cool and dre yall did it again uh get naughty go hisp a lil mo wooooo whattup dre go grab somebody shake ya ass some mo listen grab somebody shake ya ass some mo i see you cali grab somebody shake ya ass some mo uh grab somebody shake ya ass some mo uh grab somebody shake ya ass some mo uh i dont know what youve been told but im back bitches yep im back niggaz yeah im hearin rumors that my house foreclosed so i pack a bag and build a crib with mo woo mo rooms with mo space you like dat mo shoes its okay go buy dat i been settin trends befo this rap shit and i been gettin bread befo you dont know nann bitch uhh now its so fine you know im always into somethin sittin on some crispy chrome right twenty fos like a strobe light your girl trina got a ninja that can go the whole night vrooooooooom uhh you hear that sound thats the bentley gt coupe stare that down doin a buck fifty shift the gear back down on my way to free{ } im fin to tear that down now one two three and to the fo girl drop ya body break it down to the flo whoa get naughty go hisp a lil mo go grab somebody shake ya ass some mo grab somebody shake ya ass some mo grab somebody shake ya ass some mo grab somebody shake ya ass some mo grab somebody shake ya ass some mo i know you like the way its goin down tonight the djs in the groove and shit it sounds so right hold up its amazin so so contagious im so impatient my bodys on fire so stop your pacin dont keep me waitin homey grab my waist set my body on fire i dont need to drink just to get loose all it takes a big woo and guess who ima stay witcha we can do it all night i aint playin witcha your girl got it bad got to work it out put you on your back its a fact yeah i could turn you out now roll it up we could burn it out get your stamina up cmon lemme hear you count woo motherfuckers love the way i swing my ass up and bitches hate to see me when i tip my glass up but i dont give a fuck im up in v i p drunk off v s o p you know how we stunt take the diamond princess for play play ill do you worser than they did that dumb bitch on dre day uhh the west coast call me yay yayyy im from miami dade where they sip the ye ye uhh trina best believe i keep a rubber band full of hundreds in between i hit the scene with a million dollar dream i triple the scene covers of the magazines fly overseas ride in the limousine try shittin on me ill put yo ass to sleep try findin a bitch that can go harder than me why try cause aint nobody hotter than me now","Sum Mo","2005"
"Dré","this is this is this is this is chevy ridin high ross chevy ridin high chevy chevy ridin high chevy chevy chevy ridin high today chevy ridin high boy chevy ridin high boy chevy ridin high bumpin gangsta music chevy chevy ridin high boy chevy ridin high boy chevy ridin high bumpin gangsta music im a real thug so my rims scrub no black and milds the blunt filled up i got a v 12 sweeter than the female it feels like intercourse bucklin the seatbelt picture all black down to the shoes man brought it from a don gave his ass two thangs know him as the boss i swerve two lanes picturing ricky ross me and dre do thangs listen up nigga i got an idea i aim this k at you and you come off the pies nigga i aint playing fool this aint x box but i can take you to the morgue and you pick out the best box the rover ridin dre the chevy speakin dre yo ho she vibin dre she gonna let dre hit it im from north miami aint no secret homey quit acting ho and walking like that chick naomi chevy ridin high boy chevy ridin high boy chevy ridin high bumpin gangsta music chevy chevy ridin high boy chevy ridin high boy chevy ridin high bumpin gangsta music chevy ridin high boy chevy ridin high boy chevy ridin high bumpin gangsta music chevy chevy ridin high boy chevy ridin high boy chevy ridin high bumpin gangsta music me and ross back at it yall ass backwards my homey dirt bag yes he got don status epidemic is an army triple c is a navy we combine and take over this state shit my partner d wade keep a heat jersey on em i just tote heat from haters that try to hurt me homie i got monopoly cheese i work the streets hard try to dodge the snitches with get out of jail free cards i sold food like ruby and genes im telling ya my whole crew rock rubies and gs put me in power when he threw me them thangs i came back money bags and louie in seams crystal rosy yeah i poe that we connected with khaled we back door that you see my wrist man keep your pink wrist bands she cant believe im in a chevy even though im rich man chevy ridin high boy chevy ridin high boy chevy ridin high bumpin gangsta music chevy chevy ridin high boy chevy ridin high boy chevy ridin high bumpin gangsta music chevy ridin high boy chevy ridin high boy chevy ridin high bumpin gangsta music chevy chevy ridin high boy chevy ridin high boy chevy ridin high bumpin gangsta music chevy ridin high boy chevy ridin high boy chevy ridin high bumpin gangsta music chevy chevy ridin high boy chevy ridin high boy chevy ridin high bumpin gangsta music chevy ridin high boy chevy ridin high boy chevy ridin high bumpin gangsta music chevy chevy ridin high boy chevy ridin high boy chevy ridin high bumpin gangsta music","Chevy Ridin' High [Instrumental]","2006"
"Dré","designer jeans and a hand full of dough yeah bottle of the jose pass me some more i got more cars more cars more clothes more clothes more money means more dough to blow blow more money means more dough to blow blow more money means more dough for blow way up in them cali hills burnin like the sun set a nigga with a attitude take it outta context riding with them big things lookin like a bomb threat bin laden beard afghan in a bomb vest ross stranded on the death row makavalis on the maybach kicks retro she wanna gaze at the stars through a panoramic view pullin haze out the jar rick ross im the best in the flesh getting blessed on the its a way to reflect hard work pays off im a boss you can tell by the bottles in the pail and the models that we share im in a realist state and a realist state of mind we came from trigger play kill a nigga for a dime im tryna chill today i got a million on my mind dice in my hand one roll i blow your mind more trips more whips more money im more rich more haters more clips more jewels more chris half a hundred grand and some rubber bands off fast in my other hand on the other hand im still pitchin underhand all soft balls all bases covered man more trucks more bucks more freaks more butts i see the vision from club vision to i get brain i bust nuts in each states soon as i see what im lookin for i sit up in that seat and cut em off on them 24s there it goes baby girl come talk with the boss i pop a jose bottle you can kick your shoes off ever seen a fat boy in a big body know you wanna sit by me all you do is think bout it lease apartments to get kicked out it next day buy a condo to get a kick out it we dont take you for the view this is what i do when im on the beach all my diamonds are water blue ross lets party like the pack jam pac man fifty grand stacked in my lap man get a lap dance and if you get my dick hard this your last chance to hop up in that big car with the fat man certified hood star but he a millionaire look bitch im going far this the movement a few niggas you wanna move with gucci on my feet see im only in that new shit ha they say lifes a bitch but close your eyes for a minute and just bite this dick its ross","Blow","2006"
"Dré","run how you want boss chill how you want boss floss how you want boss do whatcha like go rock your chain boss pour that champagne boss keep getting paid boss do whatcha like ross la la la la la la do whatcha like ross la la la la la la do whatcha like as im poppin my collar black on black antique impala she aint gotta speak cause my speakers let her know that im ballin they call me the boss i be calling the shots its ricky ross that boy be ballin a lot that boy be ridin big that boy be ridin rims not the flats but the fish cause they just swim new york to the west you a boss if you fresh scuff your shoes wipe em down now get back on your two step stunting is boss shining is boss grand daddy kush or the purt yellow diamonds is boss that dime a boss she fine as a house and she driving a porche she designed for a boss run how you want boss chill how you want boss floss how you want boss do whatcha like go rock your chain boss pour that champagne boss keep getting paid boss do whatcha like ross la la la la la la do whatcha like ross la la la la la la do whatcha like im ridin big im hoping lanes my chevy thang got this chickens all insane look at my stones tap dancing on the bezzle bad baby at the rollie lap dancing and wanna kiss me oh no cause of my chain cause of my bling like a peacock standing on my ring cause im a boss im a spend it im a floss im a winner you the loss all these niggas sprinkle soft cause im the pepper and the salt whatcha feel whatcha like whatcha want whats your type i done seen it done it twice bought it up the same night cause im a boss its ricky ross if you buy if you spend it fuck the cost yous a boss you a boss run how you want boss chill how you want boss floss how you want boss do whatcha like go rock your chain boss pour that champagne boss keep getting paid boss do whatcha like ross la la la la la la do whatcha like ross la la la la la la do whatcha like before the block got whipped and they pistol got ripped before you got any chips you got permission from the boss on a mission for the charts out smart my competition composition so sharp so dark so vivid 26s on the old school pro tools session got the old school hos acting brand new sweating brand new tennis chain fancy pockets on my jeans headed for the walk dude fore they win him on the stage two a day super pay stupid brain from a model triple see a hundred deep and everybody got a bottle got a bottle full of purp full of work no leachin blew 50 last weekend if you looking for a reason im the boss run how you want boss chill how you want boss floss how you want boss do whatcha like go rock your chain boss pour that champagne boss keep getting paid boss do whatcha like ross la la la la la la do whatcha like ross la la la la la la do whatcha like","Boss","2006"
