"Band","Lyrics","Song","Year"
"Ab-Soul","no chain tattoos where you cant see im the one im the man that you cant be decade and plus in the game i got a name while a lot of these commercial ass rappers should be ashamed sold your soul for that 15 minutes you was in you was on you was hot now you finished i represent the real hip hop for my homies that still sell pills and load glocks i told them young dudes clean your money up theres a recession and its the perfect time for comin up you can listen to these rappers if youre dumb enough or smile get money have fun be one of us why you acting tough for wouldnt throw a cream puff in a cupcake war its not real its all what you make it all you got is your word and youre fucked once you break it life is a myth and time is an illusion im a light shining through the confusion we sell frequencies designed as music all i do is kick rhymes have fun and do cool shit if it wasnt for this hip hop ish id probably lose it the real thinker dont confuse me with confucius cut on your blinker get it right im the prototype i spit like i mix chemicals in beakers way before i heard my words thumping out a speaker i knew i was too cool to play follow the leader everything i do goes over the head of overachievers we can discuss this over lunch its over when i dump my thesis fuckin punks runch of bitches yall should wear pumps square up run to orange county for a fair one im out your frequency dont speak to me reason be im like a deity im the elite murs bow our heads bon apetit lets turn paid dues into coachella and have a feast this rap game is full of lames driving themselves insane looking for a lane mayne life is a myth and time is an illusion im a light shining through the confusion we sell frequencies designed as music all i do is kick rhymes have fun and do cool shit this is grown man talk head up high with pride is how i walk take notes from the source its analog and the 2 inch you had to show and prove the skill to cop you a deal co signs was void shortcuts didnt exist you had to go hard in the paint to score testing time to separate the weak from those who had abilities to transcend beats in other words yo you had rappers and then you had emcees melly mel g rap and o c busy b starsky old varsity sideways talk nowadays larceny fast forward present time now its something called 360 deal idiots ask where do i sign bend over face down gettin dick from behind im shaking my head thinking you out your cotton picking mind life is a myth and time is an illusion im a light shining through the confusion we sell frequencies designed as music all i do is kick rhymes have fun and do cool shit","Life & Time","2011"
"Ab-Soul","i put my life on the line i roll them dice and im fine cause all i ever dreamt about was makin it they aint giving it im taking it im taking it taking it they aint giving it im taking it taking it they aint giving it im taking it taking it they aint giving it im taking it taking it i need all that shit if i just went in and stole it the police would of notice gotta be strategic creepin go in leave with that motive hold up my plan is forming alright caseing this building watch these rappers that rappin walk in and leave out with millions headed in sweatin open that front door interscope printed out right by the entrance door closes not a metaphor then i start towards that front thats right where you check in dressed in an uniform acting like a janitor all blue jumpsuit why shoot bloodthirsty for the money like a bull looking in the eyes of the matador fuck you carrying 2 cans of paint security looks at me awkward i say third floor im late paintin jimmy iovines office holding my breath bout to faint im scared to death that he stops me heart beating so loud you can hear the echo in that lobby and see im breaking down if i dont make it out then im leaving town with that contract and im spazzing out grabbin the a r out his chair and im taking him hostage i dont give a fuck step into the elevator press 3 now im headed up heist what they dont know is there is a gun in the paint can and im ready and willing to bust em im fucking desperate stuck in this recession now what you think if i could get signed my life is destined my future depends on ink and secretary at the front of the entrance staring right at me i walk up she whispers go ahead and then gives me a wink i put my life on the line i roll them dice and im fine cause all i ever dreamt about was makin it they aint giving it im taking it im taking it taking it they aint giving it im taking it taking it they aint giving it im taking it taking it they aint giving it im taking it taking it i need all that shit if i get past security the secretary the cubicals but its weird its like this room ive walked into is unusual thought it would be shiny and beautiful thought it would be alive and like musical but it feels like someone died its got the vibe of a funeral theres numbers on a chalkboard cds boxed in cardboard artists that flopped that got dropped and never got to be sophomores graphic designers are sitting around waiting for albums that never come out complainin that they have nobody in house wonderin what they make art for i start thinking am i in the right place just walk forward see plaques on the wall oh yea in a second those will be all yours finally see an office with a mounted sign heaven sent big block silver letters read it out loud president nice this was my chance to grab that contract and turn and jet right then felt a cold hand grab on the back of my neck he said weve been watching you so glad you could make it your music gets so impressive in this whole brand you created youre one hell of a band we here think youre destined for greatness and with that right song we all know that youre next to be famous now im sorry ive had a long day remind me now what your name is thats right macklemore of course today has been crazy anyway you ready well give you a hundred thousand dollars after your album comes out well need back that money that you borrowed so its really like a loan a loan come on no were a team 360 degrees we will reach your goals well get a third of the merch that you sell out on the road along with a third of the money you make when youre out doing your shows manager gets 20 booking agent gets 10 so shit after taxes you and ryan have 7 to split thats not bad ive seen a lot worse no one will give you a better offer than us hmm i replied i appreciate the offer thought that this is what i wanted rather be a starving artist than succeed at getting fucked","Jimmy Iovine","2012"
"Ab-Soul","acid rap i dont even talk to them on the phone again leave in the am on the road again so bitch lets fuck so i can smoke again i gotta smoke again i got shit to do i dont even talk to them on the phone again leave in the am on the road again so bitch lets fuck so i can smoke again i gotta smoke again i got shit to do who smokin in my car its that nigga chano aka mr bennett ak tony montano ive got some folks in low end i got some folks in c note ak hundred dinero you ever seen casino i just got back with bino i got a bitch but she know her friends done did the dino thats that chicago lingo flamin hots with cheese and a kiwi mistic my dick wont even call her cause she left all that lipstick niggas be on dirt thats why i stay on petty i know that bangers jam thats why my hands stay ready flip the candy yum thats the fucking bombest lean all on the square thats a fuckin rhombus i dont even talk to them on the phone again leave in the am on the road again so bitch lets fuck so i can smoke again i gotta smoke again i got shit to do i dont even talk to them on the phone again leave in the am on the road again so bitch lets fuck so i can smoke again i gotta smoke again i got shit to do i dont even talk to them on the phone again leave in the am on the road again so bitch lets fuck so i can smoke again i gotta smoke again i got shit to do i dont even talk to them on the phone again leave in the am on the road again so bitch lets fuck so i can smoke again i gotta smoke again i got shit to do whos sneaking in the club thats that youngster rapper un saran wrap the purple wrap that blunt under after smoke all out the window cops could eat a dick if you aint the hitter you just might be the lick flame on flame on im your bitchs ringtone she like when i rap raps but better when i sing songs no drake but i get my trey on killin in the hood like trayvon shoppin like i got a coupon savin like i got a cape on cookin crack in my apron dressed like a nigga had 8 proms tell shorty i may change and i made it and i napalm trippy shit to watch drugs while on the clock acid on the face thats a work of art i dont even talk to them on the phone again leave in the am on the road again so bitch lets fuck so i can smoke again i gotta smoke again i got shit to do i dont even talk to them on the phone again leave in the am on the road again so bitch lets fuck so i can smoke again i gotta smoke again i got shit to do i dont even talk to them on the phone again leave in the am on the road again so bitch lets fuck so i can smoke again i gotta smoke again i got shit to do i dont even talk to them on the phone again leave in the am on the road again so bitch lets fuck so i can smoke again i gotta smoke again i got shit to do soulo ho ho twerk somethin throw it back like you tryna hurt somethin im so def i aint ever heard nothin my name herb take herb smoke herb say word how bout you no dap but ill take a pound or two no doubt like gwen stefanis group let me put my mouth where you potty boo igh them niggas pissed need potty training they movement shit thats a potty train she aint left yet but she probably came we kicked it then i score soccer game she was a phony goalie i got great aim though dont insult me ill give it to ya straight this is what she told me my name solo cause im the one and only she only got you as a nigga on the side thats a nigga on the side of a side bitch homie then we got out a dodge like them dukes of hazzard music and tabs of lucy take your chance with this rapper acid rap n talk to them on the phone again leave in the am on the road again so bitch lets fuck so i can smoke again i gotta smoke again i got shit to do i dont even talk to them on the phone again leave in the am on the road again so bitch lets fuck so i can smoke again i gotta smoke again i got shit to do","Smoke Again","2013"
"Ab-Soul","bitch im way up here cant hear what youre saying gone with all that hating so its fuck you pay me bitch im way up here cant hear what youre saying gone with all that hating so its fuck you pay me bitch im way up here you a tattoo to a statue run a mic like michelangelo draw too while i turn this bitch into saw ii bitch im way up here and you down there on that totem pole im on the road and ill fuck your girl and ill put this dick up in a whirl bitch im way up here and you down there like a little nigga ill buy you up on that rent card you still around here you better thank god bitch im way up here i aint worry about whats down there ill take a step look on my shoe and youll be splattered everywhere bitch im way up here cant hear what none of yall talking about im on top of a mountain and you just started climbing rocks bitch im way up here cant hear what youre saying gone with all that hating so its fuck you pay me bitch im way up here dont care what down there doing cause up here up here down there down there and you dont moving how im movin bitch im way up here cant hear what youre saying gone with all that hating so its fuck you pay me bitch im way up here cant hear what youre saying gone with all that hating so its fuck you pay me bitch im way up here come on girls you down you with it im with it go on ahead go down uh bitch im way up here puffing pot on a mountain top dipping in that bag white girl on my counter top soulo bitch im way up here drop it like its hot ho i aint move no birds but she in love with my cock though bitch im way up here looking down on you little niggas got a 16 with a seal on it shot glass with a pill in it soulo bitch im way up here yall all under my telescope so much that im squintin you aint snitchin but you can tell em though bitch im way up here hah cant hear what you saying smoking on that strong strong like a super saiyan saiyan bitch im way up here hiiipower top dawgs all dogs go to heaven not yall","Way Up Here","2013"
"Ab-Soul","i am alice im in wonderland wheres the rabbit he is late again goodness gracious i cant wait for him who has got the time round and round and round and round we go its just like the same scenario good for nothing feels like somethin aint right i might i mightve got way too high i mightve got way too high i am trippin i keep slippin i cannot recognize whats the difference in pretending and living a real lie ha ha ha ha ha everything is spinnin now ha ha ha ha ha have you seen the ground i mightve got way too high i mightve got way too high break it down roll it up mountains and valleys seashells from sally ego removed but still in tune exactly pride to the side third eye winking at me my what a ride real trippy shit i glimpse with a squint but i can see a whole grip my retinas red my vision is crystal didnt use pencil but its true i led my way to this sedated state of mind i always dread my daddy did it this is the state of mind i always had im mad he died before we got to have a man to man i got two packs of sweet aromatics and 14 grams so i take a deep breath puff puff pass part of my paranoia im just a product of my past i show you how to let your soul sail sparking lala talking to allah might of got way too high i might i mightve got way too high","WTH","2013"
"Ab-Soul","ever since a nigga had recess motherfucker felt like a grown up soulo momma come and bitch about a curfew i was still playing round the corner 7 years old saw my first porno damn that fucked me up at 10 i bust my first nut on this older ho gut but so what lets recap the earth spinning too rapid im living too fast sin is a habit i cant hack fornicate act as rabid one bean short of an acid tablet security guards spark my cigarettes the old head go head and cop me a brew sometimes them koreans be cool these shades make me look 22 they say you learn when you get older i just say that that aint true that just means when you was younger you aint get turnt up like us fool just got ls so im riding high still in high school but i do everything i will do when im 25 no lie i was young with ambition fucked around with these hoes never needed permission went and lived the life that i chose premonition type visions see the world as it goes tell them all what they missing while i watch as it unfolds dodging my death confident kid i was trying to grow up with the best watching my step never know college but could find me nodding off always on test day i coulda been a great graduate woulda got one of those hoes from the bachelor coulda been smart coulda been a doctor life full of drama little soap opera falling in love like she woulda caughtcha almost got her knocked up woulda been a father all about energy make good memories im the fucking dalai lama only 18 but i got my own business then i got fame like what the fuck is this whole bunch of cameras fake ass bitches everyone around wanna treat me all different oh im cool cause i got money back in high school none of the hoes was tryna fuck me i thought it was a conspiracy sometimes my thoughts are scaring me you a parody hilarity that funny shit for the parakeets they they they was looking for somebody like me big bag of weed and a money heist scheme something brand new wonder what it might be coughing off them drugs moving at a nice speed if you 18 years and older 18 years and older if you 18 years and older 18 years and older i wanna rule the world take care of my family and take care of my girl plant a couple seeds blaze a gang of trees want to see a rated r movie about me they said you must be 18 years and older","Matches","2013"
"Ab-Soul","came thru doing them things that those who gone insane do im getting turnt like a page fool white girl on my table tde thats the label stallions in my stable fuck what them hoes say canseco we balling but this aint no ball game and i aint got no bat and all yall niggas small change and aint getting no change back saber tooth coldest cat she rode the dick i wrote a rap my lips black i look like eazy e soulo snapback to the back soulo yall cant fuck with me i do it easily if you saw me then you seein 3 still off of that p p but i trade patron for promethazine puff half a p in like half a week my face all in the magazines martin luther had a dream thats why my broad is european hiiipower bitch thats the team the cool kids up in this thing young mac and as for me i run rap easily came thru easily ab soul the new eazy e that mean mac is ice cube got lean on top of these ice cubes beat done by chucky did the show hit the door bagged your bitch easily and she aint never leavin me yo i came thru easily bitch trippin off dmt word of mouf thats dtp put yo ass in that ddt ab soul thats tde pass a blunt grab a cup keep it cold these hoes free your soul its mac and chuck high as hell resting on a window pane heath miller jersey on watch the steeler game got a couple homies out there who be dealing caine that really aint my thing i just fill my brain with all this information bitch my dick is waiting you gon suck it or not thats your invitation these bitches hatin while some sayin that this kids amazing keanu reeves hoes they leave then i get replacements me im shaded out in vegas in the latest shit only 20 funny ive been killin shit since 86 came thru easily and im livin so great popped molly back in 09 all yall bitches is late came thru easily ab soul the new eazy e that mean mac is ice cube got lean on top of these ice cubes beat done by chucky did the show hit the door bagged your bitch easily and she aint never leavin me im chuck inglish thats my name point fingers i do my thang shooters scooters cruisers who can get through there to you slingin chains swangin swingers something cleaner yall dont see it think im tweaking bruh for them features bruh fuck around with me and blow your re up cuz tryna keep up this aint yo game my g everything that you see is probably styled by me im rockin ogs with the nike air slightly rare fluffy ozs of the jack herer listen here we outta there the block in here cutting chopping broccoli spears real with the dishes like stockton here swish i gotta shoot my shot in here focused on the prize thats why i squint my eyes for real see it peoples eyes wide eyed like you popped a pill real deal bill with the highly skilled copped a deal came thru easily ab soul the new eazy e that mean mac is ice cube got lean on top of these ice cubes beat done by chucky did the show hit the door bagged your bitch easily and she aint never leavin me came thru easily ab soul the new eazy e that mean mac is ice cube got lean on top of these ice cubes beat done by chucky did the show hit the door bagged your bitch easily and she aint never leavin me","Came Thru/Easily","2014"
"Ab-Soul","dat sound good there im just a im just a dat sound good right here im just a regular chilling with thugs and legends i got deceased contacts in my phone i never delete i keep my cellular plugged into heaven somebody nudge the reverend tell him im selling a white girl like im starbucks uggs and leggings all of these hugs and kissy emojis killin my foe g all of these soldiers killin em for me i told her ima chill but still im a og wish i could go back in time and keep it real with my old lady i asked if shed rather deal with a dope tree or would she rather deal with my cold feet thats a wild question may the best man win and may i be the best man i can be everywhere im at but my wedding get live rounds from guns that are gigantic cause you wouldnt bow down like the front of the titanic youre gonna die dammit im bringin drama through your homicidio like im tryna say homicide in spanish my nigga joell ortiz said dat sound good there im in tip top condition with a hustlers ambition im sick of hip hop i should be in the damn kitchen whippin somethin potent for the chosen clientele all the smoke that i inhale im posed to be high as hell but thats a twisted figure of speech hell is below you im guaranteed heaven before im beneath the soil toyin with the squad thats how you get sent to god dog you know its backwards to go against god dog whoever gets a whiff of the base is loaded like the world series steve jobs died now the world siris i respect you and thats serious as a heart attack im an ancient artifact we question if your art is fact in fact you gassed up like youre hard to match leave you ablaze extinguish your remains im the leader of this game old school or new old soul but my shoes is new dat sound good there a bunch of poison in my blood stream now its gettin ugly i must be another junky how lucky am i to still be alive im goin crazy bought a mercedes with money i raised for haiti abducted brendas baby sold it to a gay couple take drugs too high enough to juggle with some space shuttles your worst nightmare breathin all the white air inhale exhale that sound good right there yeah the unforgettable walkin bicentennial mint born an idea was never a man im with ab soul the asshole nickel nine and primo shit larry fish he brought the technicolor dream coke im spittin on the face of evil you internet rappers with no matter i delete you i aint human more a movement of illusions live from confusion if you see em shoot em dat sound good there","Dat Sound Good","2014"
"Ab-Soul","24 7 365 motherfucker im still right on time oh you thought you had me all figured out take it from the horses mouth youll never understand me i told you my plan b is to you win your hearts before we win a grammy these days aint shit changed different toilet same shit and i drank a whole gallon of laxatives by accident just to shit on you has beens had it been for my past tense i wouldnt be rapping see these streets made me broke me down built me up drove me crazy made me hungry made you hate me but fuck love it dont make dollars it dont make sense nigga by the way thats dj quik nigga respect or check it these days im a little more focused cause yall cracked the door and i kicked it open yellin get the fuck down or i will shoot i told you not to motherfuckin move be another example ill take the whole industry hostage if i have to ill sabotage this game a good kid yeah thats only in my mamas eyes i seen a dead body at five and that shit made me traumatized so these days a little blood on my hands aint nothing compared to hopping out a minivan with a mini 22 3s and the homie tutu two more ygs aint nobody got time for that these days its only time for rap so herbet anthony stevens you make or break bread before we break even before they broke our records we broke records and wrote pieces of history so these days these accolades are meant for we its only truth that this shit was meant to be t d e lifes in a traffic jam shit what more did you expect hiiipower for the most part we go hard for the respect im obviously ominous to my competition and if i aint better than kendrick than nobody is then we shared our life with you shared our light with you even in the darkest of hours in hopes that one day just maybe one day the worldll be ours ha and now they look up to us like towers for rhyming like we had super powers they shouldve never let us in these offices knowing good and god damn well how well weve been ducking officers laughing at the scraps they offered us in the past and now we toast champagne to the thirst we never had i had my ups and downs but i always left right rest in peace alori joh topdawg for life and oh yeah soul i watch this fire that were gathered around and see that it burns similar to the fire that is inside you","Kendrick Lamar's Interlude","2014"
"Ab-Soul","all my life all my life i say all my life all my life all my life i knew i was tight i say all my life all my life all my life i knew i was sick i say all my life all my life all my life i knew i was ill i say all my life all my life all my life i knew i was ill be here ill be there everywhere tell the truth you wouldnt dare cross me like the gold you wear soulo flow like the solar flare in the open air so much smoke that im comatose but i still want mo tde generals she aint spiritual but she still want soul god bless god body no fear in nobody no thing can i proceed collect all of my proceeds dont i flow like i dont bleed every cut is just dumb after me there will be none i told you there is only one soul yeah and i just might be in your hood causin havoc with my bros and instill all to the good horse and carriage when i roll its sober hopin so its stood im in hollywood cause i remember when i had 50 cent up in da club all my life i knew i was major i dont need no major i dont even write rhymes i really shouldnt have to sign paper to dominate the game yall praise on hand and knee just waited till it came to me i just kept it real with yall keeping it real with me cause i aint got no fear under the atmosphere trying to stay high as long as we down here listen closely see what we bout here who really bout that youll see when the smoke clears cause we really out here we really out here we really out here we really out here we really out here we really out here yeah yeah yeah uh and it might not be such a bad idea if i never went home again fuck the same hoes again bumpin druggies wit hoes again with my bros again no i want the world chico and everything in it every beverage with codeine in it how the fuck you say i sold my spirit im still taking blows at the senate claims of illuminati im just tryna illuminate praise to the most high god jah allah yahweh selassie eye and im proud to say i never need a 9 by my waist niggas still respect my game so celestials respect my space and i just might be in your hood causin havoc with my bros and it is still all to the good horse and carriage when i roll its over ho its overstood i was overlooked i went overboard now im overbooked ab soul luke just my life is like an open book read between the lines nigga i did this shit legally blind nigga yeah soulo ho carson arson with del amo knock knock tell your folks i said hello i aint never scared cause i aint got no fear under the atmosphere trying to stay high as long as we down here listen closely see what we bout here who really bout that youll see when the smoke clears cause we really out here we really out here we really out here we really out here we really out here we really out here yeah yeah yeah all my life all my life all my life i knew i was tight all my life all my life all my life i knew i was sick all my life all my life all my life i knew i was ill all my life all my life all my life knew id be here all my life these days at this point in my life you know what i mean i kinda really wanna use music to help people get through their days instead of just staying in the dumps just keep going bring light to the situation maybe you know try to find your own personal message in that incident that experience and try to move forward yall got me everything good yall can hear me before we start lemme just say this lemme just say this im dating you day wait wait pause no gay shit hold your remarks whats the difference between a date and a day anyway day a date is a day thats marked im smart and just cause i know you love em so much i came with name flips for days tailored just for day im expecting day to base his verse on data based on turds my database said day the basehead that day to base head is he dope no who gave day the base ball is what we do best flock his projects thats a home run day the baseball is what we do best carpe diem thats how you say seize the day in french i stand behind these bars for the rest of my life i will never see the light of day again now witnessing this rare occasion i bear fruits of my labor this grape is green i gotta eat on the go day i hope they told you that everything that soul say dont go a long way what a ho in chipotle no this is food for thought from a dog on top we been nuts there was a fool who thought we was new to this but who knew this would end up a glow stick in a uterus thats light in a box and thats light thats light but light like to lick twat a lot so thats right thats what yall call street no tales from the crip this evening he slip seems he forgot what the c meant its yo dumbass that thought that last part was so concrete but i guess youd have to be ken to get that bar beat pardon me i bet right about now you feelin like jordan down in the jordan downs in fact its crazy that you even play ball to clear your thoughts before raw backwards and thats cool but for this round save the bull before you let the jordan downs and jordan down now as for the crew well uh the villain been itchin to skin a dog and this nigga bought what a hundred and three dalmations its safe to say your mob of dots wont make it and im a fan first but it wont take too many seconds to leave you in a damn urn you deserve this disservice i put this man in ers if he dont got no man nerves man word im expectin some etiquette in your segment kid i brought you to the stu to show how we do so all them antics and funny shit you do for the cameras dont get aired here they cant see you wave your title to this tidal wave we do and you dont appear to be a peer to me for real you should kneel to me or somethin fuck it to keep it 100 youre nil to me thats nothing heard they been raisin raisins down on grape street thats crazy right thats what happens when you expose them grapes to too much daylight so your chances of standin much smaller than my plan to defeat you wait what do i gotta put it in photosynthesis or somethin son shed some light on day til hes cropped out no not now i wont need a plant to defeat you the sequel this movie wont need to be continued you finally encountered somethin you cant counter coward youre counterfeit you aint gotta be in a walgreens pharmacy to see quill drug over the counter after your mother consumed you you were the fruit of the womb after you were born im sure you wore fruit of the looms now im tryna figure out is you from grape street crip or just another fruit in this room its crucial you choose im sure you dont want me to assume i should be against the law to run into cause we all know in la im double you all so true today is the day i split day in two what the fuck has battle rap turned day into are you from gotham or from watts are you batman spawn or davon did you really think paul walker was a dope song if so you were wrong hold on i got one more and dont lie to me do you really have a batmobile outside my g dont be so transparent this niggas light through if you dont know what transparent means let me enlighten you if its transparent that means that it lets the light through so i should smack this trans parents for lettin light through like he nerve of this cat lyin with a motionless emotion this nigga day all bitch somebody get quill a quilt before quill get kilt do quill got skill at all homie it was some braveheart shit all i heard was nas homie did you really expect to last day you know revelations say that we livin in the last days i mean i see you skimmed through genesis and timothy but did you get to that page you got gats you think your little armll get in the way of armageddon forget it day no really forget this day if i had a time machine id go back in time to see just how many people would say yes to day nobody fam nobody fam thats why im ahead to day no no body fam thats why im a head today no nobody fam thats why im ahead of day somebody check the clock i think im ahead a day send him to the choppin block off with the head of day its only right i be blunt to lyt i only gave lyt a match to light a blunt i see i should have used the lighter instead chill loc we aint smokin no purple we need the fire instead when i think of daylight i think of shit like breakfast morning birds singin kids playin see where im goin that means you better break fast or ill have your family mournin when that bird sings kid i aint playin and you know it but you know what hold on hold on let me get you right we have this shit take this 500 before you clap this shit up say this let me say this let me just say this these flashin lights got lyt flashin nigga for the glory youre buzz lightyears from here quill and you tellin toy stories you boys bore me thats why im hoggin all lanes all your bars haagen dazs thats on everything day a dairy queen deluxe bless king dearly beloved all first verse all first verse you know i brought a hearst for the sausage you brought worst dearly beloved here lies this little light of mine that tried to let it shine and i hate that we have to hear the lies from this little light of mine that tried to let it shine but im ill you men ate when i finished lyt you get it lyt thats how you ill u min ate and finish lyt good night hold on hold on hold on let me get you right you got that for me you got that for me brought you some complimentary tde ski masks question you know how many copies the matrix sold it dont matter the matrix old i double cats i ask em if they seen the glitch no no no face it i got it covered prevail they say the sail was a threat to hell the gravitational stitch cause some niggas seem down they come up with this perfectly clean round but i hope you not doin this cause of fear of the pen ima prove you pussy within but i guess its up to you to risk your career i retire niggas im the slow leak crew i could od too to even the odds some he thought he kelis get a baby victory but all he got was nas son check this out he not ready either you fight back or i ether you thought you could face what i hand you well this is impeccable soon as i took a peek at you you looked shocked peep at you put everything at stake well done this is beef right jesus holy cow cut the bull soul before you get meatsliced im from the third i gotta try you guy you play ryu you might lose a ken in a street fight night slow guiders with both sirens you still couldnt see lyt division i got it covered im so eye lit pilot fly i be the goblin we battle for a stack in fact they had to get a cataract cause i be the problem but its useless use less filler excuse this excuses but but but these ass cheek niggas dead you said you would fry day previously but thats what the last week nigga said but but but keep cool joe cause dog crazy get down we turn niggas vegetable if they dont let us up he know the heat blowers like daffy at the casino nigga you better duck but i tell them tails we never tuck we gon line that ass up i from the watts block for decision my profession is stompin squares the fuck out we played hopscotch for a livin but thats def thats just plain old def its funny how were all in here but bro dont listen have a seat picture this picture this photo this a soulo bizard hold up is it because he bout to get smoked common roll the physics so exquisite thought i was in here dolo no bro somebody tell soulo this not a solo mission the deal closed soho is it thought you could fuck wit miguel i gotta code tho split him look at your girl dead in her eyes and say fuck dorothy dog im toto dissin but at this moment everybody in the room should be scared as hell as i release bars they better bail objects that i process is parallel lets get this aligned minus sinus the stuffy nose flew overhead its cold redemption stay still as i apply dayquil cause you look like you need medical attention dont mind me see where mind be is a mine explosive interior is inferior this is a hobby probably yall see i got the drop on everybody thats why i reign superior whether you like or not its hell for you ice plate these blister niggas still cant overshadow a nice day remember you did say you were friday but you dont realize youre on the weak end to the streets preacher for they peeps you asshole you in the motion to grab toes youre reachin for defeat i tell em i got the foreign cut the sheep its all for the woolish game i play is death get sword for the hoodish actin its tinactin its all for the footage im dope im practical crack to you i need a lot of space the galactic crew the actors knew you feel it its felix see what the old cat could do but you got the roots stirred up gelatin dropped and slide this game is stormchasin based on whether you got the drive win rounds destroy their whole city will they get toured nay do you realize i still got a break brother when i quake in action think of blake and jackin take cover thats lyt work soul cut your lights switch see how the lyt works soul i cut the light switch off and your light switch off soul somebody get this nigga help i mean like soul assist him get him help im sendin this nigga out the solar system i mean its simple aretha franklin you a soul sister thats enough man imma have to throw one of these masks on man should i finish him off use the mask day i aint done and i told you once i gotta give em the quill and i gotta give em the skill i be on mytip like i tried to give em the bill new approach bull coach i tried to give em the phil for watts starvin gotta get us a meal bein modest this is modern astrology for the real you cant back up defeat but i try to get up the hill cold rack up the heat but im tired of niggas that grill chicago in my blood but i used to be the shyest cat form but now im back searchin for the highest platform see where i come from it was sirens blackboards eyelids see the violence what is that for 44 shoot they screamin whos that guy jesus his face they screamin whos that god we be on the top careers gettin too high they knew i would get a million dollars what i do buy that pink kid in the cup that majin buu fly tragic twin maggots i grew up too fly they askin who i in front of that they askin who i in front of that triangle black thats that guy that come with the side kangol hat we take it back from slangin packs to the stars mission older now im in the rover but its not a mars mission settle down one child marry feel like im marge pimpin bitches wanna eat my shorts feel like im bart simpson i feel this a full moon chocolate dreams puddin they be likin everything i do theyre teen wolfin but you got it you got it bad 2pac dont rock a sag two watches thats pocket change dude coppin that clock exchange credit good ima pull the card out better be hyesterectomy show em how to ball out cough they cant stomach em so they fall out whip double roof dog barkin on the dog house and i gotta give em the lyt my people in the struggle i gotta give em a fight aint no equal piece of puzzle hope godll give us the mic aint no sequel to this puzzle i gotta give us the life wow they say the bugatti went up in price wow thats a million im done que je suis je suis tres concentre","W.R.O.H","2014"
