"Band","Lyrics","Song","Year"
"Red Rider","so long so long so long hes been away so long so long so long hes back again when i turned seventeen we had passion we had dreams thought the love we were fighting for was something holy something more when i turned twenty one we were outside on the run when i walked out with my girl we went halfway around the world i dreamed i saw her standing there running for the boy inside the man i was hit hard by the light so bright it burned all at once i knew shed understand boy inside the man the boy inside the man when i turned twenty five we were hungry we had drive when i turned much older then when the boy was lost in pride now i just turned thirty one i have lost and i have won still ive kept my dreams alive cause the boy will never die i dreamed i saw her standing there running for the boy inside the man i was hit hard by the light so bright it burned all at once i knew shed understand boy inside the man the boy inside the man when i turned twenty five we were hungry we had drive when i turned much older then when the boy was lost in pride ah do you understand i dreamed i saw her standing there running for the boy inside the man i was hit hard by the light so bright it burned all at once i knew shed understand boy inside the man the boy inside the man when i turned twenty five we were hungry we had drive when i turned much older then when the boy was lost in pride the boy inside the man the boy inside the man so long so long so long you been away so long so long so long youre back again sister cool this face as if its carved in stone dont leave me in this place like a boy without a home like a boy without a home boy inside the man","Boy Inside the Man","2002"
"Red Rider","see her by the corner then she walks on by heads turn to meet her steely eyed shes her own girl her own design she holds her head high hides her scars just fine she makes it work out makes me feel makes me see the untouchable one look and see shes one the outside shes with me shes been through a lot you can tell as hard as it gets baby she holds it well dont try to change her no she will not bend but if you get close to her shell be your special friend she walks on by you know shes walking with me the untouchable one look and see shes on the outside shes with me make me feel make me see the untouchable one the untouchable one she hides her scars real fine shes her own design the untouchable one the untouchable one","The Untouchable One","2002"
"Red Rider","you want to be an actress and step down on the stage you are going to the school julliard to learn how to strut so high and proud make me stand up and notice that you are not afraid i believe in you and i believe youll have it made i cut out my heart and nail it away save it for your summer holiday youll forget about me when your name is on the marquee and the rich boys come out to play upon avenue a youve got your reasons and ive got mine ill nail your cards and letter on the wall to remind me that you are still out there because i wont know the girl on the screen at all cut out my heart and nail it away and save it for your summer holiday youll forget about me when your name is on the marquee and your up on avenue a cut out my heart and nail it away and save it for your summer holiday teach them how to laugh and feel when they put you to the test for there is something special in you that you must express dont forget about me when your name is on the marquee and the rich men come to stay up on avenue a up on avenue a","Avenue A","2007"
"Red Rider","when he was a kid hed be up at five take shots till eight make the thing drive out after school back on ice that was his life he was gonna play in the big league the big league not many ways out of this cold northern town you work in the mill and get laid in the ground if youre gonna jump it will be with the game real fast and tough is the only clear lane to the big league my boys gonna play in the big league my boys gonna turn some heads my boys gonna play in the big league my boys gonna knock em dead the big league all the right moves when he turned eighteen scholarship and school on a big u s team out with his girl near lake mcclean hit a truck doing seventy in the wrong lane to the big league my boys gonna play in the big league my boys gonna turn some heads my boys gonna play in the big league my boys gonna knock em dead never can tell what might come down never can tell how much you get just dont know no you never can tell sometimes at night i can hear the ice crack it sounds like thunder and it rips through my back sometimes in the morning i still hear the sound ice meets metal cant you drive me down to the big league my boys gonna play in the big league my boys gonna turn some heads my boys gonna play in the big league my boys gonna knock em dead never can tell what might come down never can tell when you might check out just dont know no you never can tell so do right to others like you do to yourself in the big league","Big League","2010"
"Red River Dave","theres something strange in the old corral theres a breeze though the wind has died though im alone in the old corral seems there is someone at my side empty saddles in the old corral where do you ride tonight are you roundin up the dogies the strays of long ago are you on the trail of buffalo empty saddles in the old corral where do you ride tonight are there rustlers on the border or a band of navajo are you headin for the alamo empty guns covered with rust where do you talk tonight empty boots covered with dust where do you walk tonight empty saddles in the old corral my tears will be dried tonight if youll only say im lonely as you carry my old pal empty saddles in the old corral there is no smoke still the fires burn theres no song still i hear guitars there is no dust still the ghosts return softly to vanish through the bars","Empty Saddles","2005"
"Red Roche","the love has gone the love has gone baby i didnt get it when he hung up the phone he said that hes all alone and thats when i heard her moan i get it its not a secret cause hes working till late but then he doesnt come home and now hes switched off the phone i get it tell me something baby tell me this aint true tell me something baby tell me this aint true i wont be crying for you no more baby the love has gone that took me higher now youve gone and left me boy youve wasted my time its breaking my heart you know this aint fair i deserve better but you dont even care im taking back my my heart from his hands hes got another lover so im taking a stand ive sat and watched our our love drift away i looked into his eyes and he had nothing to say tell me something baby tell me this aint true tell me something baby tell me this aint true i wont be crying for you no more baby the love has gone that took me higher now youve gone and left me boy youve wasted my time its breaking my heart you know this aint fair i deserve better but you dont even care where is the love that took me higher now youve gone and left me boy youve wasted my time its breaking my heart you know this aint fair i deserve better but you dont even care you had me baby and now were through youve been messin with my heart and yes you know its true i wont sit here waiting while youre out of town just look into my eyes and there must be something to say i wont be crying for you no more baby the love has gone that took me higher now youve gone and left me boy youve wasted my time its breaking my heart you know this aint fair i deserve better but you dont even care where is the love that took me higher now youve gone and left me boy youve wasted my time its breaking my heart you know this aint fair i deserve better but you dont even care the love has gone i wont be crying for you no more","Love Has Gone [Original Mix]","2008"
"Red Rockers","danced with wind and danced with fire killed the truth and called the liar bleeding in its mystery when the moon began to fall dreamers are not all they seem sleeping in her silent dream she locks it all inside and hides it all away china china calling out to history is that the way it will always be china china questions in my hand and then answers gone till i dont know when verse all you speak and all you hear hand thats strong and voice its clear an unforgotten memory when the moon begins to call called you right and called you wrong time the shadow sings your song dont lock it all inside and hide it all away china china 4x","China","1994"
"Red Rodney","this lovely day will lengthen into evening well sigh goodbye to all we ever had alone where we have walked together ill remember april and be glad ill be content you loved me once in april your lips were warm and love and spring were new im not afraid of autumn and her sorrow for ill remember april and you the fire will dwindle into glowing ashes for flames live such a little while i wont forget but i wont be lonely ill remember april and smile","I'll Remember April","1973"
"Red Rodney","it seems like a dream yet i know it happened a man a maid a kiss and then goodbye romance was the theme and we were the players i never think of this without a sigh lover one lovely day love came planning to stay green dolphin street supplied the setting the setting for nights beyond forgetting and through these moments apart memories live in my heart when i recall the love i found on i could kiss the ground on green dolphin street lover one lovely day love came planning to stay green dolphin street supplied the setting the setting for nights beyond forgetting and through these moments apart memories live in my heart when i recall the love i found on on green dolphin street","On Green Dolphin Street","1974"
"Red Rodney","if you could see me now youd know how blue ive been one look is all youd need to see the mood im in perhaps then youd realize im still in love with you if you could see me now youd find me being brave and trying awfully hard to make my tears behave but thats quite impossible im still in love with you youll happen my way on some memrable day and the month will be may for a while ill try to smile but can i play the part without my heart behind the smile the way i feel for you i never could disguise the look of love is written plainly in my eyes i think youd be mine again if you could see me now","If You Could See Me Now","1992"
"Red Rodney","star eyes that to me is what your eyes are soft as stars in april skies are tell me some day youll fulfill their promise of a thrill star eyes flashing eyes in which my hopes rise let me show you where my heart lies let me prove that it adores that loveliness of yours all my life ive felt content to stargaze at the skies now i only want to to melt the stardust in your eyes star eyes when if ever will my lips know if its me for whom those eyes glow makes no diffrence where you are your eyes still hold my wishing star oh star eyes how lovely you are","Star Eyes","1994"
