"Band","Lyrics","Song","Year"
"The Wailers","if you wanna live treat me good if you wanna live live i beg you treat me good im like a walking razor dont you watch my size im dangerous said im dangerous im like a walking razor dont you watch my size im dangerous dangerous if you are a bully treat me good if you are a bully a bully i beg you treat me good im like a stepping razor dont you watch my size im dangerous dangerous im like a stepping razor dont you watch my size im dangerous dangerous if you are a chucky nobody chucky from me if you are a chucky a chucky nobody chuck from me yeah im like a stepping razor dont you watch my size im dangerous im so dangerous im like a chopping razor dont you watch my size im dangerous dangerous if you eat asphalt i beg you treat me good if you drink lead soup you better treat me good im like a stepping razor dont you watch my size im dangerous dangerous im like a stepping razor dont you watch my size im dangerous dangerous if you are bull bukka nobody buk from me yeah if you are duppy you move away from me im like a stepping razor dont you watch my size im dangerous dangerous im like a stepping razor walking by im dangerous dangerous if you wanna live treat me good warning you if you wanna live you better treat me good im like a stepping walking cutting flicking jumping chopping walking im dangerous im dangerous im like a stepping jumping flicking bumping boring im dangerous im dangerous if you drink mortal treat me good and if you eat brick treat me good im like a flashing laser and a rolling thunder im dangerous dangerous im like a stepping razor dont you watch my size im dangerous im dangerous treat me good if you wanna live you better treat me good if you wanna live you better treat me good you could a drink lead soup im dangerous dangerous you could a eat asphalt im dangerous dangerous you could a eat brick crackers im dangerous dangerous and i dont know why im dangerous dangerous look at this father ooh hes dangerous dangerous i saw the sun ooh what a danger","Stepping Razor","2012"
"The Wailers","all gods children we got to come together and share the good feeling cause nothing ever gonna make this world better if we dont start believing that love really really really is the answer just like the wise men say let the night come to see us the music come free us and lets start drifting away leave all our problems behind now no worries everybody join hands cause its time now now its time to spread the love spread the love all over the world all gods people spread the love spread the love all over the world all over the world all my brothers and sisters aint nobody can tell us that this planet is falling apart no no no if we just love each other if we just love each other and lift up one another shout out loud from every heart leave all our troubles behind now no worries no worries everybody join hands cause its time now now its time to spread the love spread the love all over the world all gods people spread the love spread the love all over the world spread it all over the world spread it all over the world we got to spread the love we got to spread the love spread the love love is the ticket the train it will take us no one can stop us nobody will break us follow the rhythm that leads us to heaven tonight leave all our troubles behind now now everybody join hands cause its time now now now we got to spread the love spread the love all over the world all gods people spread the love spread the love all over the world all gods children spread the love spread the love all over the world weve got to spread the love yeah yeah yeah yeah yeah yeah love is the ticket the train it will take us no one can stop us nobody will break us follow the rhythm that leads us to heaven tonight","Spread the Love","2013"
"The Wailers","until the philosophy which hold one race superior and another inferior is finally and permanently discredited and abandoned everywhere is war me say war that until there no longer first class and second class citizens of any nation until the color of a mans skin is of no more significance than the color of his eyes me say war that until the basic human rights are equally guaranteed to all without regard to race dis a war that until that day the dream of lasting peace world citizenship rule of international morality will remain in but a fleeting illusion to be pursued but never attained now everywhere is war war and until the ignoble and unhappy regimes that hold our brothers in angola in mozambique south africa sub human bondage have been toppled utterly destroyed well everywhere is war me say war war in the east war in the west war up north war down south war war rumors of war and until that day the african continent will not know peace we africans will fight we find it necessary and we know we shall win as we are confident in the victory of good over evil good over evil yeah good over evil good over evil yeah good over evil","War","2014"
"The Wailers Band","could you be loved and be loved could you be loved and be loved dont let them fool ya or even try to school ya oh no weve got a mind of our own so go to hell if what youre thinking is not right love would never leave us alone a yin the darkness there must come out to light could you be loved and be loved could you be loved wo now and be loved the road of life is rocky and you may stumble too so while you point your fingers someone else is judging you love your brotherman could you be could you be could you be loved could you be could you be loved could you be could you be could you be loved could you be could you be loved dont let them change ya oh or even rearrange ya oh no weve got a life to live they say only only only the fittest of the fittest shall survive stay alive eh could you be loved and be loved could you be loved wo now and be loved you aint gonna miss your water until your well runs dry no matter how you treat him the man will never be satisfied say something could you be could you be could you be loved could you be could you be loved say something say something could you be could you be could you be loved say something could you be could you be loved say something say something say something say something say something could you be loved say something say something reggae reggae say something rockers rockers say something reggae reggae say something rockers rockers say something could you be loved say something uh say something come on say something could you be could you be could you be loved say something could you be could you be loved say something could you be could you be could you be loved say something could you be could you be loved","Could You Be Loved","1991"
"The Wailin' Jennys","where do you go little bird when it snows when it snows when the world turns to sleep do you know do you know is there something in the wind breathes a chill in your heart and life in your wings does it whisper start again start again where is the sun in the night is it cold is it cold does it feel left behind all alone all alone does it wander through the dark does it wait for the dawn wish on a star does it stray very far very far where is your home restless wind is it there is it here do you search for a place to belong search in vain search in fear or is your spirit everywhere is your voice every tree your soul of the air if theres no home is there no death is there no death","Arlington","2004"
"The Wailin' Jennys","oh all the money that eer i spent i spent it in good company and all the harm that eer ive done alas it was to none but me and all ive done for want of wit to memory now i cant recall so fill to me the parting glass good night and joy be with you all oh all the comrades that eer ive had are sorry for my going away and all the sweethearts that eer ive had would wish me one more day to stay but since it falls unto my lot that i should rise and you should not ill gently rise and ill softly call good night and joy be with you all good night and joy be with you all","The Parting Glass","2004"
"The Wailin' Jennys","take everything that weve had take it and burn it to the ground some things were never meant to last take it down down down take it down im still married to it all that aint no place to hand around my love is fifty feet tall take it down down down take it down and ive grown accustomed to the way you hurled us into space ill never make that trip tears all rusted on my face im just an empty place where your love used to fit south carolina where are you you were once lost now are found the war is over the battles through take it down down down take it down take it down down down take it down","Take It Down","2004"
"The Wailin' Jennys","imagine youre a girl on ten mile stilts you travel round the world taking it all in youll never touch the ground is it a blessing or a curse and if youre too high to be found are you lost or just rehearsed got a heart that opens clear in this cool september dark it rests on treetop leaves and bursts its little sparks and sometimes it sings its songs and it lets its secrets out except for one that sears inside that it cannot live without but if i tell you will you take it will you shine it up to me can you be strong to let me go on and set this freedom free the stars are out tonight up here theyre ripe to hold but i have learned what comes to those who get too close im no icarus in flight and im old enough to know that love is patient but still unyielding if you leave it long enough it lets you go but if i tell you wil you take it will you shine it up to me can you be strong to let me go on and set this freedom free","Ten Mile Stilts","2004"
"The Wailin' Jennys","the wind howls cross the ice floes send the frozen snow skimming a river on a river hardened over it doesnt know the way its going is it north or south or westward it just glides across the shoreline til its over you came for me in fast forward on a claim for something ordered a way through and past the history that held you id tell my own story through you tell it loud to never lose you a moth caught be the flame it could cannot measure and there we go again wishing something bolder trying to push and pull inside this moment trying to mold this life within our hands this is where the whole world keeps on turning this is where we come undone undone will they measure me by branches count the rings and take my ashes mark the ground where i fell and carry on or will we bite against the silence fill our days with noise and violence not recognize our hearts when we are done there well go again wishing something bolder trying to push and pull inside this moment trying to mold this life within our hands this is where the whole world keeps on turning this is where we come undone we dont know where its going is it north or south or westward it just glides across the shoreline til its over","This Is Where","2004"
"The Wailin' Jennys","oh sweet peace never have you fallen never have you fallen upon this town oh sweet peace never have you fallen never have you fallen upon this town the black crows are loaded with the call of things discarded the ribboned shard of battle and everything burned have they forgotten we live here do they think that we gave up lay down and grew over weeds at every turn oh sweet peace never have you fallen never have you fallen upon this town oh sweet peace never have you fallen never have you fallen upon this town i will not rest until this place is full of sunlight or at least until the darkness is quiet for a while and we will not wait for that murder to come calling the night will simply fall and the morning will rise oh sweet peace never have you fallen never have you fallen upon this town oh sweet peace when will you come calling when will you come calling upon this town","Avila","2006"
