"Band","Lyrics","Song","Year"
"Tall Jazz","if you could see me now youd know how blue ive been one look is all youd need to see the mood im in perhaps then youd realize im still in love with you if you could see me now youd find me being brave and trying awfully hard to make my tears behave but thats quite impossible im still in love with you youll happen my way on some memrable day and the month will be may for a while ill try to smile but can i play the part without my heart behind the smile the way i feel for you i never could disguise the look of love is written plainly in my eyes i think youd be mine again if you could see me now","If You Could See Me Now","2001"
"Tall Jazz","bless the beasts and the children for in this world they have no voice they have no choice bless the beasts and the children for the world can never be the world they see light their way when the darkness surrounds them give them love let it shine all around them bless the beasts and the children give them shelter from a storm keep them safe keep them warm light their way when the darkness surrounds them give them love let it shine all around them bless the beasts and the children give them shelter from a storm keep them safe keep them warm bless the beasts and the children give them shelter from a storm keep them safe keep them warm","Bless the Beasts and the Children","2004"
"Tall Jazz","long ago and far away i dreamed a dream one day and now that dream is here beside me long the skies were overcast but now the clouds have passed youre here at last chills run up and down my spine aladdins lamp is mine the dream i dreamed was not denied me just one look and then i knew that all i longed for long ago was you long ago and far away i dreamed a dream one day and now that dream is here beside me long the skies were overcast but now the clouds have passed youre here at last chills run up and down my spine aladdins lamp is mine the dream i dreamed was not denied me just one look and then i knew that all i longed for long ago was you just one look and then i knew that all i longed for long ago was you","Long Ago and Far Away","2005"
"Tall Paul","ill set you free who will love me now who will ever love me who will ever love me in the forest theres a monster and it looks so very much like me wont someone hear me singing please save me please rescue me in the forest theres a monster and it looks so very much like me wont someone hear me singing please save me please rescue me who will love me now who will ever love me who will love me now who will ever love me who will love me now who will ever love me who will ever love me","Please Save Me","2001"
"Tall Paul","let me show you what im capable of honey would you just give me the chance by doing something you wont ever believe let me show you what im capable of honey would you just give me the chance by doing something you wont ever believe","Let Me Show You","2002"
"Tall Sean","sittin in my lab lookin over formulas and fresh shit in bags oh yeah oh yeah yeah ooh gotta keep on pushin ooh gotta keep on pushin keep on pushin if i wanna make it now i realize i gotta get my eyes on the prize the road to success is a long ri ide yeah now i struggle and strive just to stay alive so i been told only the strong will survive only the strong will survive yeah ooh only the strong survive only the strong survive only the strong survive only the strong survive only the strong survive only the strong survive ooh only the strong will sur vive gotta keep on pushin keep on pushin if i wanna make it gotta keep on pushin keep on pushin if i wanna make it steele up early in the mornin take position on the streets of ny my state like bed stuy either do or i die do or you die so i try not to rely on godz in times of need and focus on my dough cause i must proceed must proceed mama used to say id make it and i take her advice she was on her 9 to 5 i was out on heists tryin to get mine how to commit crime only way ma dukes find out is if i get time jucks after jucks til i got hit with the book even though i hurt her ma dukes still looked out kept me strong ever since she let the seed out the womb wanna take it from em or take it to em whats the reason of life stack doe or live trife become a family man supportin kids and a wife like your pops who break his back to bring home likle scratch or black who pushed the ak ot with gpacs makin a killin by fulfillin dreams so by his man borne who says duke kasoffer hate the ground that he walk on or do i greez my steez purchase a 2 piece walk in some company talkin bout hire me watch your heart catch money bags with kids from nostrand ave poured out some liquor when i heard my nigga black passed pour out some liquor from multiple gunshots between 3 and 5 mama always told me only the strong survive and now i realize that i gotta keep my eyes on the prize the road of success is a long drive 2x so i struggle and strive cause im told only the strong survive only the strong survive only the strong survive only the strong survive only the strong survive only the strong survive now i realize i gotta get my eyes on the prize the road to success is a long dri ive yeah so i struggle and strive just to make it right so i been told only the strong will survive only the strong will survive tall sean ruck ladies and gentlemen in shoes sneakers timberlands get out your seat move your feet with more love than wimbledon for who sean price no relation to vincent probably seen my face up in the seventy third precinct or indecent exposure in possession the verbal weapons cause crews","Myah Angelow","1998"
"Tall Ships","say youll never think of me i was gone without a trace lost at sea i am simply moving on breaking down my chemical bonds and ill return everything ive borrowed back into the ground from which i was reborn so say youll never think of me as gone without a trace lost at sea this is the way its meant to be you cant stick around forever so please forget me and ill return everything ive borrowed back into the ground from which i was reborn ill fall apart filter down into the soil to be reused again all thats lost is found in the end all thats lost is found in the end and ill return everything ive borrowed back into the ground from which i was reborn dont fall apart a passing is no reason for sorrow its just the fusing of beginning again","Lost & Found","2017"
"Tall Ships","i heard the tv and it told me i shouldnt grieve there is something more if you believe in gods love but ive seen too many scenes in which the people i love fell to their knees with no cause at a loss only questions and gordian knots so as i am without faith tell me what should i dream of oh tell me why should i do anything at all cause im caught up in a race i dont know what im running from for or to so breathe in breathe out take note take count tell me honestly my friend what did you live for and would you make amends cause i wanted to believe but i cant see the wood for the trees its not long before your heart wont beat anymore and then youre gone the knot is cut meditations on loss so as i am without faith tell me what should i dream of oh tell me why should i do anything at all cause im caught up in a race i dont know what im running from for or to so as i am without faith tell me what should i dream of oh tell me why should i do anything at all cause im caught up in a race i dont know what im running from for or to","Meditations on Loss","2017"
"Tall Tale","you get me feelin crazy there always on my mind and i get to feelin lately if i never knew your name id love you all the same but i have you to myself wanting nothing else knowing that youre mine good time bad time all the time hands reachin cross a room and i know somewhere inside my mind if i never knew your name id love you all the same but i have you to myself wanting nothing else knowing that youre mine ba ba ba ba ba ba ba ba ba ba and i know somewhere inside my mind if i never knew your name id love you all the same but i have you to myself wanting nothing else knowing that youre mine have you to myself wanting nothing else knowing that youre mine","Never Knew","2008"
"Talla 2XLC","i always knew what i wanted to be i knew for sure i knew for sure always knew it was them or me i wanted more more and more its all right its o k none of them people gonna take it away they dont know like i know and i cant stop cause it drives them crazy it drives them crazy cause i wont be cool its too late baby its the same old desire nothing has changed nothings the same burning like fire dont you ever take my name in vain always moving somewhere else to be moving on moving on scream at you and you scream at me right or wrong right or wrong its all right its o k no ones ever gonna take us away cause they dont know like i know i gotta keep rockin cause it makes me crazy it makes me crazy who needs to be cool lifes amazing its the same old desire crazy train crazy train burning like fire dont you ever take my name in vain its the same old desire nothing has changed nothings the same burning like fire dont you ever take my name in vain","Desire","1997"
