"Band","Lyrics","Song","Year"
"John Legend","you know you ghetto boy when you got a face with a scar and yo highest aspirations is a place and a car shorties pull out and bust like a money shot now he on the run he hot and he hurtin his granny and she the only one he got the hood so shady you give up hope of ever even tryin to find a sunny spot light they caught him at the stop light but if he woulda run that yellow then he coulda run the globe but instead with speed they put one in the middle of his frontal lobe like a unicorn im just tryin to keep you informed to my little ghetto soldiers in they gold green red and blue uni forms chuuch but im feeling like the loneliest monk so i pull me a thelonius monk and blew the horn and we don the monikers of goons and gangsters and are trained to conduct ourselves true to form so we add a shorty a money a mack a lil a eazy or a young to our name so all the big ballers grab rims and hung in the game and theres a degree of difficulty to make it from the ghetto boy into the man hood especially when you know that yo fresh greens will help eliminated a canned good can good and bad co exist in a place with plenty of off ramps but no exits","Little Ghetto Boy (Prelude)","2010"
"John Legend","hope of the world is in our generation lets straighten it out its all left up to us to change this present situation lets straighten it out take caution from our elders dont make the same mistake lets straighten it out lets fill the world with love and get rid of all the hate our elders taught us one thing but practice another just look at what happened to the indian and the brother straighten it out straighten it out straighten it out hope of the world is in our generation lets straighten it out its all left up to us to change this present situation lets straighten it out our leaders make us fight and we dont know what for lets straighten it out if they want people killed let them fight the war its gotta end somewhere this killings got to cease if no one were to fight wed all live in peace our generation its all left up to us our generation lets do just what we must straighten it out straighten it out gotta straighten it out straighten it out straighten it out we can straighten it out yeah as long as theres a you theres a better me its why were together and stronger than they ever thought it could be a world motherless can health care cover this a love for all people no matter what the culture is our generation is makin huge strides a self empowering movement thats on the rise the more the door is open the more the youth can see a fair chance means a greater opportunity to have a brighter future deeper insight work hard to be anything you want in life its what its all about the longevity educated enough to know whats ahead of me need to straighten it out seek and youll find they can cage your body but not your mind we lay it all on the line in the struggle we grew but together heres what we gotta do our generation its all left up to us straighten it out our generation straighten it out lets do just what we must straighten it out our generation straighten it out lets straighten it out straighten it out our generation straighten it out yeah straighten it out cmon yeah our generation hey hey lets straighten it out lets straighten it out our generation lets straighten it out new york city our generation lets straighten it out atalanta our generation lets straighten it out los angeles our generation lets straighten it out","Our Generation (The Hope of the World)","2010"
"John Legend","they wait to plead their case unknown cast aside i love to see their face can we spare the light are we afraid to see the prisoners of history these beautiful minds trapped inside bring them back to life let em shine let em shine on let em shine let em shine on so dark but i see sparks if we dont snuff them out we gotta light them flame let them speak their name let them reach up to the clouds cant eat if we dont feed them cant read if we dont teach them theres no line if we just hide them dont just let em die let em shine let em shine on let em shine let em shine on let em shine let em shine on oh stars flicker in the distance lonely out in space they sing out when were not listening because we dont see their face we can let them die we can make them high hold the little miracles that live inside let em shine let em shine let em shine on let em live let em shine on let em read on let em shine on let em grow let em shine on come on let them love come on let them love come on let them love yeah yeah let them love hold them close let them know theyll get through the night ordinary people could be a hero dont blow out the light let em shine let em shine on let em shine let em shine on yeah yeah yeah let them shine on","Shine","2010"
"John Legend","wake up everybody no more sleepin in bed no more backward thinkin time for thinkin ahead the world has changed so very much from what it used to be there is so much hatred war and poverty oh yeah wake up all the teachers time to teach a new way maybe then theyll listen to whatcha have to say cause theyre the ones whos coming up and the world is in their hands when you teach the children teach em the very best you can oh yeah the world wont get no better if we just let it be the world wont get no better we gotta change it yeah just you and me wake up all the doctors make the ol people well theyre the ones who suffer an who catch all the hell but they dont have so very long before the judgment day so wontcha make them happy before they pass away wake up all the builders time to build a new land i know we can do it if we all lend a hand the only thing we have to do is put it in our minds surely things will work out cause they do every time the world wont get no better if we just let it be the world wont get no better we gotta change it yeah just you and me yeah yeah its the god hour the morning i wake up just for the breath of life i thank my maker my mom say i come from hustlers and shakers my mom buidin on skyscrapers and acres he said take us back to where we belong i try to write a song as sweet as the psalms though im the type to bare arms and wear my heart on my sleeve even when i fell in god i believe read the days that weave through the maze the seasons so amazing feed them and raised them seasons are aging earthquakes wars and rumors i want us to get by but were more than consumers we more than shooters more than looters created in this image so god live through us and even in this generation living through computers only love love love can reboot us wake up everybody no more sleepin in bed wake up everybody need a little help cant do it alone need a little help yall cmon cmon cmon cmon need a little help yall cant do it alone need a little help yall cant do it alone oh wake up everybody wake up everybody wake up everybody","Wake Up Everybody","2010"
"John Legend","wholy holy wholy holy come together wholy people we got to come together because we need this strength power and all the feeling wholy holy yeah wholy holy we still believe in each other dreams we got to come on get together because we need this strength power and all the feeling cmon wholy we can conquer we can conquer this thing called hate forever wholy holy wholy jesus left a long time ago and he said he would return left us with a book to believe in in this book in this book we gotta whole lot to learn wholy holy wholy holy do you know we can rock the worlds foundation wholy holy wholy yeah jesus left and he said that he would return but he lefts us a book to believe in in this book in this book we gotta whole lot to learn wholy holy wholy wholy holy we can conquer this thing called hate forever wholy holy cmon come together people we got to come together cause we need the strength power feel it come together we can rock the worlds foundation wholy holy we got to come together because we need the strength the power and all the feeling wholy holy","Wholy Holy","2010"
"John Legend","shake shake quiver quiver im awoken by a cold shiver wind blows change change sweet rushing through my veins no i just might die overtaken by the high tide feel the rain against my skin drown my soul in the water again move on me move on me move on me shake shake should have learned get that close and you might get burned sweet heat and the sweet lies so betrayed by the look in your eyes that look i know so well its a heaven with a taste of hell on your lips and down within drown my soul baby let it begin move on me move on me move on me give me two hands i can hold ill tell you things ive never told move on me if you move on me yeah baby timings everything nows the time to let you in move on me if you move on me yeah if you move on me if you move on me if you move on me if you move move on me","Move on Up","2010"
"John Legend","and i can see it with my eyes closed now feeling like my life froze im about to hit the ground sippin yak while i elevate my mind state hand by the burner in case a near try to violate never go down stay rising like andre cause my corner back every thing the don say long beach yeah i yell it out in every song erry day erry night till im carried home forever known big ballin try it in the city then yelling out swish way before it in the net and i aint knockin niggas hustle its all a game and when they mention the best will they call your name theres only winners and losers aint no in betweens we either hit the hall of fame or you fall to shame and you aint got to wonder where my place at pepsi blue rags sorta poppin bitch taste that one hit of the bong will blow ya face back lmfao to the bank boy asap and i can see it with my eyes closed now feeling like my life froze im about to hit the ground i do it cause i feel it live it like im talkin flow so straight but wont a nigga try and walk it im so high yeah the weed im still sparking it my bitch bad and my diamonds still sparkling got the competition shaking like parkinsons breads in the bag call it good marketin lifes a bitch but i dont caught again thats what a word to the third letter shot shot shots to me and my cheddar run these emcees im tougher than leather vietnamese eyes tighter than ever fuck with the dogg im biting whomever cause i didnt came from a long path only god knows how long left the dogg has cause like time we all pass so if you ever taste success just pray its from a tall glass and i can see it with my eyes closed now feeling like my life froze im about to hit the ground i sold my soul to the devil thats a crappy deal least it came with a few toys like a happy meal this game you could never win cause they love you then they hate you then they love you again get away from me misery get away from me loneliness get away from me fake bitches i cant take the phoniness get away from me whack tracks i can only make only hits im an only child lost in the world where did the lonely kids go when the bell rings its feeling like hell rings its bringing me back down hes checking my background its ironic whats happening imagine if i didnt have the ends i wouldnt have so many imaginary friends im spaced out dog i be on that moon talk wonder if god ask mike how to moon walk i swear to momma wish me and my father talk more i stopped visiting around the time i was a sophomore i guess everything i hate about me i see in him and we aint finna change so we wont agree again till then ill be pouring out my soul just a few things i see with my eyes closed and i can see it with my eyes closed now feeling like my life froze im about to hit the ground see you with my eyes closed","Eyez Closed","2011"
"John Legend","when the universe connects us i know this is karma stare at the sky cant get out my bed theres shadows circling my head wheres love your love in another life id i play this game leaving me alone with an empty frame i fear the worst in me but you know the best in me cause you see when im honest with honesty i will stumble trough the darkness til we see the morning is this karma can you hear me my heart is singin everything inside i wanna say i think about you every single day is this karma come and dance like we did before i lost you this is karma my heart is singing everything inside i wanna say every step im taking day by day when the universe connects us i know this is karma i cant get the image of you out of my mind the edges of your body pushing up against mine breathing breathing there is a silence in my beating heart a cause and effect that we cant discard is all of love a ploy an energy decoy cause you see when im honest with honesty that means crashing trough the mirror just to know what love is is this karma come and dance like we did before i lost you this is karma my heart is singing everything inside i wanna say every step im taking day by day when the universe connects us i know this is karma","Karma","2011"
"John Legend","real shit sometimes i dream bigger than i live sometimes i think better when im lit so goin and light it roll it up ignite it one time for all my niggas that dreamed it than real lifed it i swear ive been through everything in life but a coffin they saying skys the limit how bitch im moon walking and my middle name michael ho success is my idol and being broke is my rival but its cool because i got the title ho see i just want my fantasies in real life you got everything tell me what it feel like muthafuck the radio if i cant hear mine they give the wrong people more airtime than airlines is you feeling me if not you feel my energy see i know ima make it but even if i dont dont feel bad cause honestly all the times that i had those will be the best memories lets reminisce be the best memories over the good times and the bad i hope that you remember me reflect on everything we missed cause you know well never get it back these will be the best memories whoa the memories whoa the memories are you willing to give up what you love for who you love or lose your girlfriend to groupie love everywhere i go i get a group of hugs thats what happens when they need connections and you to plug how many trends you gotta set before you considered great how many missed calls before you considered fake how many dreams before its considered fate im eating in a world where im considered bait a workaholic addicted to bills people addicted to me cause they addicted to real my best friend got addicted to pills i cant look at him in his eyes you dont know how that shit feels mentally i aint trying to rock no shirts that say in memory im praying that he make it wishing we could go back cause honestly all the times that we had those be the best memories lets reminisce be the best memories over the good times and the bad i hope that you remember me reflect on everything we missed cause you know well never get it back these will be the best memories whoa the memories whoa the memories sometimes reality checks are too big to be cashed was mailed one when i heard nique had died in that crash seemed like yesterday i just seen him smile and laugh im stressing over little shit when i should be happy i can they say my music beating cause i follow my heart i always have faith like who swallows the darts and with my mama looking at cribs that we cant purchase houses bigger than a palace but she a queen so she deserve it so im focused they try to throw me off track but they just hurdles im marathoning to the money and you just running off in a circle man im huddled up with my team in other words my inner circle fast forward a few years later now we the fucking winners circle remember the first time i was rhyming for kan almost as nervous as the first time i rhymed for my mom sold out the theater downtown she said it was perfect but i already dreamed it so it felt like i rehearsed it much as my grandma took care of me since i was birthed sad i used to steal twenty dollar bill right out her purses no i aint perfect tryna make a gift out of a curse life out of a hearse and if i die first i have the memories lets reminisce be the best memories over the good times and the bad i hope that you remember me reflect on everything we missed cause you know well never get it back whoa the memories whoa the memories lets reminisce on the good times and the bad reflect on everything we missed cause you know well never get it back whoa the memories whoa the memories yeah","Memories, Pt. 2","2011"
"John Legend","take me to that old familiar place take me to memories we wont erase take me to all that we had good and the bad ill never forget you ill never let you go ill never forget you ill always remember i hope you know let the record reflect the records we set best foot forward with every step and lets push towards it never regress and lets remember if ever we get down the places that we came from round and all the good times on the bad side of town the upside of bad flip it upside down came from the bottom but we up high now believe and from this view we achieved we looked back at the rules we received and how we broke those dismantled and rewrote those and the ghost still alive in the photos sounds of the summer day and go wise cold wind blowin through a city on fire moments of the past came here to find you not to relive them just to remind you take me to that old familiar place take me to memories we wont erase take me to all that we had good and the bad ill never forget you ill never let you go ill never forget you ill always remember i hope you know yeah yeah yeah yeah and let the evidence show the futures so bright its never been more not like tonight we walk into the glow right into the light the past all around us the time of our life the first love kisses the broke heart disses this is just like a first class ticket back to the first written rap the crumbled up paper and the pen with no cap the hand me down clothes and the unturned hat the hookers on the corner and the kids sellin crack the needles in the yard where we used to play catch stories from the project we could never go at or to these are shades of my youth trials of a child everything truth moments of the past comin back to find us not to relive them just to remind us take to that old familiar place take me to memories we wont erase take me to all that we had good and the bad ill never forget you ill never let you go ill never forget you ill always remember i hope you know yeah yeah yeah yeah everything cherished remembered in my heart so you will never perish you will never part i tell em all about you drummin in the park we put you in the ground but i see you in the stars gon take a bow a round of applause the best that ever always ready we are love always shines thats how ill find you in case you forgot i hope this reminds you now take to that old familiar place take me to memories we wont erase take me to all that we had good and the bad ill never forget you ill never let you go ill never forget you ill always remember i hope you know yeah yeah yeah yeah","Never Forget You","2011"
