"Band","Lyrics","Song","Year"
"Cottonwood","give me one reason to stay here and ill turn right back around give me one reason to stay here and ill turn right back around because i dont want leave you lonely but you got to make me change my mind baby i got your number and i know that you got mine but you know that i called you i called too many times you can call me baby you can call me anytime but you got to call me give me one reason to stay here and ill turn right back around give me one reason to stay here and ill turn right back around because i dont want leave you lonely but you got to make me change my mind i dont want no one to squeeze me they might take away my life i dont want no one to squeeze me they might take away my life i just want someone to hold me and rock me through the night this youthful heart can love you and give you what you need this youthful heart can love you and give you what you need but im too old to go chasing you around wasting my precious energy give me one reason to stay here and ill turn right back around give me one reason to stay here and ill turn right back around because i dont want leave you lonely but you got to make me change my mind baby just give me one reason give me just one reason why baby just give me one reason give me just one reason why i should stay because i told you that i loved you and there aint no more to say","Give Me One Reason","2000"
"Coucheron","rain is good for the soul crazy how i feel the most warm when its cold drops hit the window and i drop down to the floor i assume this is when i would miss you the most im lying down ive got this notepad where you laid your head we use to go round and round making love in my bed we were in so deep we could barely tread but now i found a way to heal myself instead and damn i feel alive baby damn i feel alive its like something has to die to help you realize damn i feel alive we were in a weird place crazy how a person you love could just change now i am learning to realize we needed our space i could never hurt you we use to be great and you use to say what goes around comes around so fast now just look at the way im moving on and you stuck in the past i deserve a love that is gonna last but until then i will just raise this glass and damn i feel alive baby damn i feel alive its like something has to die to help you realize damn i feel alive i feel i feel turn this song up if you feel alive i feel you feel let it all go cause right nows the time let go live on so you can be free yeah free to fly i know its hard but its worth it and damn i feel alive baby damn i feel alive its like something has to die to help you realize damn i feel alive","Alive","2015"
"Count Basic","im speechless yeah speechless","Speechless [Kruder & Dorfmeister Session]","1996"
"Count Basic","late at night the lights rush by im on the road again another town another crowd to face but this feeling id never replace i got to do what i do but nothing lasts forever soon ill be back by your side i got to do what i do well be together until the end of time fear and doubts running through my mind what have i done with my life then i think of you and i know for sure i can take it all again i got to do baby hold on a little while i promise im gonna stay this time i need to know that you wait for me please try to understand why","Got to Do","1996"
"Count Basic","so far away doesnt anybody stay in one place any more it would be so fine to see your face at my door and it doesnt help to know youre just time away long ago i reached for you and there you stood holding you again would only do me good oh how i wish i could but youre so far away one more song about moving along the highway i cant say much of anything thats new but if i could only work this life out my way id rather spend it being close to you but youre so far away doesnt anybody stay in one place any more it would be so fine to see your face at my door and it doesnt help to know youre so far away so far away yeah youre so far away traveling around sure gets me down and lonely nothing else to do but close my mind and i sure hope the road dont get to own me theres so many dreams that ive yet to find but youre so far away doesnt anybody stay in one place any more it would be so fine to see your face at my door and it doesnt help to know youre so far away so far away yeah youre so far away","So Far Away","1996"
"Count Basic","give me your voice cause im too week lend me your tongue for i cannot speak help me to say what has to be heard i need your help to utter my words too much pain im speechless too much to take im speechless cant carry on im speechless is there hope for me a cry without voice no tears in my eyes life without hope dispair bur no sighs my hands are tied i cannot move show me a future to look into","Speechless","1996"
"Count Basic","im speechless yeah speechless","Speechless [Drum & Bass]","1998"
"Count Basic","if i could do what i want to if i had you by my side baby you could feel all my lovin if i showed you that i want you if i had the chance baby you would fall for me too all my life long ive waited for this moment now that its here i dont have the guts to say im loving you im loving you now if you would know how i feel if you could guess whats on my mind baby would you leave or would you stay and if i told you that i loved you if i gave my heart to you tonight tell me would it matter im yours if you want me too all my life long ive waited for my man now that youre here i dont have the guts to say theres no words to say that i want you to stay that im longing for your touch oh and how i pray you would be the first to say that you love me that you need me that you wantin me as much","I'm Loving You","2000"
"Count Basic","many weeks have passed since we broke up and you left no you didnt break my heart apart we just didnt give our best whats good is gone its over now you took it all and gave it up never thought about what we were losing with you i was so sure but now there aint no cure the rise and fall of love whatever it may take i surely want you back the rise and fall of love time and time again i asked myself if you feel it the way i do are you missin me like i miss you are you tryin to be cool i wonder why we couldnt make it we could have been so good together i just cant believe that its all over","Rise & Fall","2000"
"Count Basic","do you hear me when im talking to you are you listening to me can you see me when im passing you by do you notice me at all do you consider a little the deeds that you do when youre heading for your goal are you abusing or using the powers you hold are you sure youre doing right someday your time will come to pay mind what you do someday will be returned some way someday do you feel it when youre hurting someone does it matter at all can i trust you to decide what to do are you honest with me","Someday","2000"
