"Band","Lyrics","Song","Year"
"Beth Luscombe","honey dear want you near just turn out the lights and then come over here nestle close up to my side my hearts afire with loves desire in my arms rest complete never thought that life could ever be so sweet til i met you some time ago but now you know i love you so oh you beautiful doll you great big beautiful doll let me put my arms about you i could never live without you oh you beautiful doll you great big beautiful doll if you ever leave me how my heart would ache i want to hug you but i fear youd break oh oh oh oh oh you beautiful doll precious prize close your eyes now were goin to visit lovers paradise press your lips again to mine for love is king of evrything squeeze me dear i dont care hug me just as if you were a grizzly bear this is how ill go through life no care or strife when youre my wife oh you beautiful doll you great big beautiful doll let me put my arms about you i could never live without you oh you beautiful doll you great big beautiful doll if you ever leave me how my heart would ache i want to hug you but i fear youd break oh you beautiful doll oh oh oh oh","Oh, You Beautiful Doll","1997"
"Beth McDonald","love is funny or its sad or its quiet or its mad its a good thing or its bad but beautiful beautiful to take a chance and if you fall you fall and im thinking i wouldnt mind at all love is tearful or its gay its a problem or its play its a heartache either way but beautiful and im thinking if you were mine id never let you go and that would be but beautiful i know","But Beautiful",""
"Beth McDonald","it had to be you it had to be you i wandered around and finally found the somebody who could make me be true could make me feel blue and even be glad just to be sad thinkin of you some others ive seen might never be mean might never be cross or try to be boss but they wouldnt do for nobody else gave me a thrill with all your faults i love you still it had to be you wonderful you it had to be you it had to be you it had to be you i wandered around and finally found somebody who could make me be true could make me be blue and even be glad just to be sad thinkin of you some others ive seen might never be mean might never be cross or try to be boss but they wouldnt do for nobody else gave me a thrill with all your faults i love you still it had to be you wonderful you it had to be you","It Had to Be You","2008"
"Beth McDonald","wont you play the music so the cradle can rock to a lullaby in ragtime sleepy hands are creeping to the end of the clock play a lullaby in ragtime you can tell the sandman is on his way by the way that they play as still as the trill of a thrush in a twilight high so you can hear the rhythm of the ripples on the side of the boat as you sail away to dreamland high above the moon you hear a silvery note as the sandman takes your hand so rock a by my baby dont you cry my baby sleepy time is nigh wont you rock me to a ragtime lullaby so rock a by my baby dont you cry my baby sleepy time is nigh wont you rock me to a ragtime lullaby","Lullaby in Ragtime","2008"
"Beth Nielsen Chapman","i will pledge my heart to the love we share through the good and the bad times too ill forsake my rest for your happiness til my death i will stand by you with god as my witness this vow i will make to have and to hold you no other to take for rich or for poor under skies grey or blue til my death i will stand by you there are wars and there are rumors of wars yet to come temptations well have to walk through though others may tremble i will not run til my death i will stand by you i will put on the armor of faithfulness to fight for a heart that is true til the battle is won i will not rest til my death i will stand by you with god as my witness this vow i will make to have and to hold you no other to take for rich or for poor under skies grey or blue til my death i will stand by you til the battle is won i will not run til my death i will stand by you","The Battle Hymn of Love","1990"
"Beth Nielsen Chapman","charlies got a gold watch dont seem like a whole lot after thirty years of drivin up and down the interstate but charlies had a good life and charlies got a good wife and after tonight shell no longer be countin the days eighteen wheels and a dozen roses ten more miles on his four day run a few more songs on the all night radio and hell spend the rest if his life with the one that he loves theyll buy a winnebago set out to find america do a lotta catchin up a little at a time with pieces of the old dream theyre gonna light the old flame doin what they please leavin every other reason behind eighteen wheels and a dozen roses ten more miles on his four day run a few more songs on the all night radio and hell spend the rest if his life with the one that he loves eighteen wheels and a dozen roses ten more miles on his four day run a few more songs on the all night radio and hell spend the rest if his life with the one that he loves","Eighteen Wheels and a Dozen Roses","1990"
"Beth Nielsen Chapman","theres a lighthouse in the harbor giving guidance with its light but i had no one to return to as i wandered through the night from the first time that i saw you standing silent by the shore i knew my search was over and i would look for love no more deep in the waters of love i am falling sinking like a stone deep in my heart i can hear love callin goin once goin twice goin gone goin once goin twice goin gone theres a ship on the horizon makin its way against the wind from the place where i stand watching i swear my ship is coming in deep in the waters of love i am falling sinking like a stone deep in my heart i can hear love callin goin once goin twice goin gone goin once goin twice goin gone sinking like a stone deep in my heart i can hear love callin goin once goin twice goin gone goin once goin twice goin gone","Goin' Gone","1990"
"Beth Nielsen Chapman","you can say you love me and ill believe thats true trusting you is easy cause i believe in you there is nothing i would miss as long as were in love like this all i have is all i need and it all comes down to you and me how far away this world becomes in the harbor of each others arms i feel like ive known you forever and ever baby thats how close we are right here with you is where my life has come together and where love has filled my heart you know id go anywhere as long as i have you to care ooh and with the love you bring i never want for anything i found what ive been searching for in you","All I Have","1990"
"Beth Nielsen Chapman","shes wheeled into the hallway till the sun moves down the floor little squares of daylight like a hundred times before shes taken to the garden for the later afternoon just before her dinner they return her to her room chorus and inside her mind she is running she is running in the summer wind inside her mind she is running in the summer wind like a child again the family comes on sunday and they hover for awhile they fill her room with chatter and they form a line of smiles children of her children bringing babies of their own sometimes she remembers then her mama calls her home chorus playmate come out and play with me its raining its poring the old man is snoring and bring your dollies three bumped his head on the edge of the bed climb up my apple tree never got up in the morning slide down my rain barrel rain rain go away into my cellar door come again another day and well be jolly friends little johnny wants to play forevermore some more and inside her mind she is running she is running in the summer wind like a child again","Child Again","1990"
"Beth Nielsen Chapman","sometimes you wonder how much i care i get so distracted running nowhere and i take for granted our love is secure but if i started losing you one thing is sure id be down on my knees ready to pray darlin down on my knees making you stay id be begging you please dont take your love from me id be down on my knees i learned to be strong a long time ago and i can face any wind no matter how hard it blows but id have to be stronger than i want to be if i had to live without you loving me id be down on my knees ready to pray darlin down on my knees making you stay id be begging you please dont take your love from me id be down on my knees no one matters more in my life or makes me feel like you make me feel inside and ive come far enough to know loves worth never letting go of and love is not a matter of pride id be down on my knees ready to pray darlin down on my knees making you stay id be begging you please dont take your love from me id be down on my knees","Down on My Knees","1990"
