"Band","Lyrics","Song","Year"
"Syd Lawrence","when they begin the beguine it brings back the sound of music so tender it brings back a night of tropical splendor it brings back a memory ever green im with you once more under the stars and down by the shore an orchestras playing and even the palms seem to be swaying when they begin the beguine to live it again is past all endeavor except when that tune clutches my heart and there we are swearing to love forever and promising never never to part what moments divine what rapture serene till clouds came along to disperse the joys we had tasted and now when i hear people curse the chance that was wasted i know but too well what they mean so dont let them begin the beguine let the love that was once a fire remain an ember let it sleep like the dead desire i only remember when they begin the beguine oh yes let them begin the beguine please make them play till the stars that were there before return above you till you whisper to me once more darling i love you then we suddenly know what heaven were in when they begin the begin the begin the beguine when they begin the begin the begin the beguine when they begin the beguine","Begin the Beguine","2003"
"Syd Lawrence","when i hear that serenade in blue im somewhere in another world alone with you sharing all the joys we used to know many moons ago once again your face comes back to me just like the theme of some forgotten melody in the album of my memory serenade in blue it seems like only yesterday the small cafe a crowded floor and as we danced the night away i hear you say forever more and then the song became a sigh forever more became goodbye cause you remained in my heart but tell me darling in there still a spark or only lonely ashes of the flame we knew should i go on whistling in the dark serenade in blue","Serenade in Blue","2003"
"Syd Lawrence","i hate to see that evening sun go down i hate to see that evening sun go down cause my baby hes gone left this town feelin tomorrow like i feel today if im feelin tomorrow like i feel today ill pack my truck and make my give a way st louis woman with her diamond ring pulls that man around by her if it wasnt for her and her that man i love would have gone nowhere nowhere i got the st louis blues blues as i can be that mans got a heart like a rock cast in the sea or else he wouldnt have gone so far from me i love my baby like a school boy loves his pie like a kentucky colonel loves his mint n rye i love my man till the day i die","St. Louis Blues","2003"
"Syd Lawrence","pardon me boy is that the chattanooga choo choo track twenty nine boy you can gimme a shine i can afford to board a chattanooga choo choo ive got my fare and just a trifle to spare you leave the pennsylvania station bout a quarter to four read a magazine and then youre in baltimore dinner in the diner nothing could be finer than to have your ham n eggs in carolina when you hear the whistle blowin eight to the bar then you know that tennessee is not very far shovel all the coal in gotta keep it rollin woo woo chattanooga there you are theres gonna be a certain party at the station satin and lace i used to call funny face shes gonna cry until i tell her that ill never roam","Chattanooga Choo Choo","2004"
"Syd Lawrence","numbers ive got by the dozen everyones uncle and cousin but i cant live without buzzin pennsylvania six five thousand ive got a sweety i know there someone who sets me aglow there gives me the sweetest hello there pennsylvania six five thousand we dont say how are you and very seldom ask whats new instead we start and end each call with baby confidentially i love you maybe it sounds a bit funny when im away from my honey heres what i do with my money pennsylvania six five thousand numbers ive got by the dozen everyones uncle and cousin but i cant live without buzzin pennsylvania six five thousand ive got a sweety i know there someone who sets me aglow there gives me the sweetest hello there pennsylvania six five thousand we dont say how are you and very seldom ask whats new instead we start and end each call with baby confidentially i love you maybe it sounds a bit funny when im away from my honey heres what i do with my money pennsylvania six five thousand","Pennsylvania 6-5000","2004"
"Syd Lawrence","skylark have you anything to say to me wont you tell me where my love can be is there a meadow in the mist where someones waiting to be kissed skylark have you seen a valley green with spring where my heart can go a journeying over the shadows and the rain to a blossom covered lane and in your lonely flight havent you heard the music in the night wonderful music faint as a will o the wisp crazy as a loon sad as a gypsy serenading the moon oh skylark i dont know if you can find these things but my heart is riding on your wings so if you see them anywhere wont you lead me there oh skylark i dont know if you can find these things but my heart is riding on your wings so if you see them anywhere wont you lead me there","Skylark","2004"
"Syd Lawrence","and now the purple dusk of twilight time steals across the meadows of my heart high up in the sky the little stars climb always reminding me that were apart you wander down the lane and far away leaving me a song that will not die love is now the stardust of yesterday the music of the years gone by sometimes i wonder how i spend the lonely nights dreaming of a song the melody haunts my reverie and i am once again with you when our love was new and each kiss an inspiration but that was long ago and now my consolation is in the stardust of a song besides the garden wall when stars are bright you are in my arms the nightingale tells his fairytale of paradise where roses grew though i dream in vain in my heart it will remain my stardust melody the memory of loves refrain","Stardust","2004"
"Syd Lawrence Orchestra","pardon me boy is that the chattanooga choo choo track twenty nine boy you can gimme a shine i can afford to board a chattanooga choo choo ive got my fare and just a trifle to spare you leave the pennsylvania station bout a quarter to four read a magazine and then youre in baltimore dinner in the diner nothing could be finer than to have your ham n eggs in carolina when you hear the whistle blowin eight to the bar then you know that tennessee is not very far shovel all the coal in gotta keep it rollin woo woo chattanooga there you are theres gonna be a certain party at the station satin and lace i used to call funny face shes gonna cry until i tell her that ill never roam","Chattanooga Choo Choo",""
"Syd Lawrence Orchestra","a b c d e f g h i got a gal in kalamazoo dont want to boast but i know shes the toast of kalamazoo zoo zoo zoo zoo zoo years have gone by my my how she grew i liked her looks when i carried her books in kalamazoo zoo zoo zoo zoo zoo im gonna send a wire hoppin on a flyer leavin today am i dreamin i can hear her screamin hiya mr jackson everythings o k a l a m a z o oh what a gal a real pipperoo ill make my bid for that freckle faced kid im hurryin to im goin to michigan to see the sweetest gal in kalamazoo zoo zoo zoo zoo zoo kalamazoo k k a a l a m a z o oh oh oh oh what a gal a real pipperoo were goin to michigan to see the sweetest gal in kalamazoo zoo zoo zoo zoo zoo zoo zoo zoo zoo kalamazoo","I've Got a Gal in Kalamazoo",""
"Syd Lawrence Orchestra","numbers ive got by the dozen everyones uncle and cousin but i cant live without buzzin pennsylvania six five thousand ive got a sweety i know there someone who sets me aglow there gives me the sweetest hello there pennsylvania six five thousand we dont say how are you and very seldom ask whats new instead we start and end each call with baby confidentially i love you maybe it sounds a bit funny when im away from my honey heres what i do with my money pennsylvania six five thousand numbers ive got by the dozen everyones uncle and cousin but i cant live without buzzin pennsylvania six five thousand ive got a sweety i know there someone who sets me aglow there gives me the sweetest hello there pennsylvania six five thousand we dont say how are you and very seldom ask whats new instead we start and end each call with baby confidentially i love you maybe it sounds a bit funny when im away from my honey heres what i do with my money pennsylvania six five thousand","Pennsylvania 6-5000",""
