"Band","Lyrics","Song","Year"
"Héctor Lavoe","vamos todos a bailar al estilo africano si no lo sabes bailar yo te ensenare mi hermano a ti te gusta la bomba y te gusta el baquine para que goces ahora africano es el bembe che che cole que bueno e che che cofriza muerto e la risa oye tu sentado alla pareces venezolano ven aqui vamo a bailar que todos somos hermanos lo bailan en venezuela lo bailan en panama este ritmo es africano y donde quiera va acabar che che cole que bueno e che che cofiza muerto e la risa ya yo se que te gusto quieres bailarlo otra vez bailalo en la punta del pie y veras que bueno es ya yo se que te gusto quieres bailarlo otra vez pues ponte bien los zapatos que los tienes al reves che che cole que bueno e che che cofiza muerto e la risa","Che Che Colé","1973"
"Héctor Lavoe","senores voy a contarles lo que le paso a vicente el era un carterista y le robaba a toa la gente pero un dia metio la mano adentro de una cartera y en vez de encontrar dinero se encontro una ratonera ay que guiso ta guisando sigue guisando que vas muy bien hoy encontraste una ratonera que vendra despues vicente no escarmentaba siguio robando y robando pero ya la policia a vicente lo estaba velando y dicen que en la 110 y la esquina lexington alli estaba el escondido adentro de un zafacon ay que guiso te agarraron sigue guisando que vas muy bien hoy te cogio la policia y manana el juez sigue guisando sigue robando","Guisando","1973"
"Héctor Lavoe","no hay problema en el barrio que quien se llama el malo si dicen que no soy yo te doy un puno de regalo quien se llama el malo no hay ni discusion el malo de aqui soy yo porque tengo corazon echate palla que tu no estas en nano hay problema en el barrio que quien se llama el malo si dicen que no soy yo te doy un puno de regalo quien se llama el malo no hay ni discusion el malo de aqui soy yo porque tengo corazon echate palla que tu no estas en na","El Malo","1973"
"Héctor Lavoe","que problema caballero en el que me encuentro yo decia ramon puntilla cuando a su mama llamo tengo un pollo sabrosito con el que quiero casarme pero acaban de informarme que no que no me puedo casar porque es novia de mi amigo y eso si da que pensar odio a todos los que aman y que felices estan porque yo no puedo tener un amorcito que me comprenda y que me diga papi y que me quiera bien mami dios mio ayudame quiero olvidar ayudame ayudame ayudame a olvidarla te lo pido ayudame ay que yo la quiero tanto y no y no la quiero perder que problema con mariana el que se encontro mi pana y yo que me la pasaba gozando de la noche a la manana que problema con mariana el que se encontro mi pana ramon puntilla la queria ramon puntilla gritaba que problema con mariana el que se encontro mi pana ayudame ayudame ayudame ayudame a olvidarla que problema con mariana el que se encontro mi pana y se pasaba prendiendo velitas toditita la manana que problema con mariana el que se encontro mi pana fuera willie que lio hee chico chico chico chico chico chico que lio hee chico chico chico chico chigo chigo que lio hee chico chico chico chico chico chico que lio hee chico chico chico chico chico chico que problema con mariana el que se encontro mi pana","Que Lio","1973"
"Héctor Lavoe","aqui ya tienes el amor que prefieres aqui ya tienes el amigo que quieres aqui ya tienes tu ilusion buen carino y un sincero amor aqui ya tienes la ilusion de tu vida busca lo mismo dale tu calor esa pasion que yo se que enloquece dame amor dame amor mucho amor encontraras alegrias y tendras felicidad tambien sabras de lo bueno el tiempo te lo dira yo se que piensas que todo es mentiras puras promesas solo falsedad borra en tu mente esa tonteria y veras que todito es verdad","Mucho Amor","1975"
"Héctor Lavoe","yo era un muchachito cuando murio mi viejo fue tanta la miseria que mi viejita y yo comiamos llorando el pan mugriente y duro que horas de miseria mi mano mendigo mi pobre viejecita lavando ropa ajena quebraba su espinazo al pie del tinajon por miseras monedas con que calmar las penas las crueles amarguras de nuestra situacion fui creciendo a la bartola y en mis anos juveniles agarre por el camino que mejor me parecio me codie con milongueras me acode con copetines y el mejor de mis amigos cuando pudo me vendio engreido me hice el guapo y me encerraron entre rejas y de preso ni un amigo me ha venido a visitar solo el rostro demacrado y adorado de mi vieja se aplasto contra las rejas para poderme besar por eso companeros con tantos desenganos no me convence nadie con frases de amistad y hoy vivo con mi madre quiero endulzar sus anos y quiero hacer dichosa su noble ancianidad me siento tan alegre junto junto a mi madrecita que es el mejor carino que tiene el corazon ese si que es un carino que nadie me lo quita carino que no engana ni sabe de traicion a usted amigo que es tan joven le dare un consejo de oro deje farras y milongas que jamas le han de pesar cuide mucho a su viejita que la madre es un tesoro un tesoro que al perderlo otro igual no encontrara y no haga como aquellos que se gastan en placeres y se olvidan de la madre ni le importa su dolor que la matan a disgusto y recien cuando se muere se arrepienten y le lloran no comprenden su valor su valor","Consejo de Oro","1976"
"Héctor Lavoe","las horas que a tu lado yo pasaba eran las horas mas felices de mi vida son horas que en mi mente van grabadas y son horas que jamas nunca se olvidan la muerte con su poder podra alejarnos y con ella bajaria yo hasta la tumba pero mientras en mi ser viva mi alma y mi corazon mis ilusiones bella existencia seran tuyas la muerte con su poder podra alejarnos y con ella bajaria yo hasta la tumba pero mientras en mi ser viva mi alma y mi corazon mis ilusiones bella existencia seran tuyas seran tuyas seran tuyas oye mamacita linda oye lo que estoy cantando te estoy diciendo te quiero te quiero mamita tu me estas matando si dios un dia cegara ay toda fuente de luz el unicerso se alumbraria con esos ojos lindos que tienes tu tu nombre sigue viviendo y vivira en mi recuerdo me acuerdo que te queria me recuerdo que te quiero mami mami esperame en el cielo esperame vida mia pues si en la tierra sufrimos en el cielo todito sera alegria ay hace tiempo que queria cantarte esta inspiracion nacida del alma linda nacida del corazon si amar es un pecado quiero ser pecador si querer es sacrilegio pues sacrilego soy yo ay mami dime lo que quieres no te puedo dar mas na si ya tu tienes mi vida que mas te puedo yo dar toma mamacita linda mira que te entrego aqui mi vida mi corazon mi alma soy todito para ti titi mami amor como el que me das a mi nunca me habian dado este amor es tan sincero mas de lo que habia deseado mia nama mia nama","Felices Horas","1976"
"Héctor Lavoe","seguro firme y decidido buscando u na mejor sonoridad agrupamos el sabor con el ritmo dandole vida a este conjunto musical unidos en una sola pieza modernos los rumberos nos vamos a tocar rechazando a aquel que nos combate y respetando a quien no sepa respetar pa lante alta la frente de frente vamos a demostrar que no nuestro no fue un golpe de suerte somos hacha y machete y esta es la verdad fuerte fuerte hacha y machete","Hacha y Machete","1976"
"Héctor Lavoe","salome no esta llorando los martirios de sus penas es mentira nunca ha sido mujer buena con humano corazon mujer falacia impostora de caricias tu beso es virus que al alma envenena sobre tus ansias un corazon de piedra con las maldades que encierra la codicia mujer falacia impostora de caricias tu beso es virus que al alma envenena sobre tus ansias un corazon de piedra con las maldades que encierra la codicia mentira ay salome te quiere a ti salome no te engana nunca el siente tus penas siente sus delirios dice que te quiere ay salome ay salo salome salome no te engana mami mentira mentira son ay mentira mentirosa salome te adora a ti escucha lo que te digo para que puedas pensar cuando se puede asi amar a un ser que sea bien querido y viene con la mentira oye como me has venido ay mentirosa mujer mala y traicionera eh que no te quiero mas vete a mentir a otro lado ay por estar mintiendo siempre un dia a ti te va a pasar que sola vas a quedar eh te lo digo desde ahora escuchame salome mujer mala y traicionera ay que no te quiero mas por mi madre no te adoro mas que sola te vo a dejar con la mentira ay el dia que quedes sola solita te quedaras y asi tu comprenderas que aquel que a ti te ha querido que ha sido tu buen amigo en el que tu has de confiar eh mentirosa mujer mala paquetera","Mentira","1976"
"Héctor Lavoe","tu amor es un periodico de ayer que nadie mas procura ya leer sensacional cuando salio en la madrugada a medio dia ya noticia confirmada y en la tarde materia olvidada tu amor es un periodico de ayer fue titular que alcanzo pagina entera por eso ya te conocen donde quiera tu nombre ha sido con reporte que guarde y en el album te olvido lo pegue tu amor es un periodico de ayer que nadie mas procura a leer el comentario que nacio en la madrugada y fuimos ambos la noticia propagada y en la tarde materia olvidada tu amor es un periodico de ayer y para que leer un periodico de ayer oye noticia que todos saben ya yo no quiero leer y para que leer un periodico de ayer tu no serviste pa nada mami y al zafacon yo te eche y para que leer un periodico de ayer echa camina apartate de mi vera apartate de mi lado y para que leer un periodico de ayer tu eres el diario la prensa radio bemba radio bemba y para que leer un periodico de ayer para que voy a leer la historia de un amor que no ni puedo creer y para que leer un periodico de ayer te quise te tuve te mantuve pero ya no te quiero y para que leer un periodico de ayer a tu casa yo no voy polito va y tumbe la chaveta la chaveta y para que leer un periodico de ayer en el album de mi vida en una pagina escondida ahi te encontre y para que leer un periodico de ayer anda vete de mi vera cosa buena ya no te quiero ni ver y para que leer un periodico de ayer que te pasa estas llorando tienes alma de papel y para que leer un periodico de ayer y como el papel aguanta todo asi mismo te trate y para que leer un periodico de ayer analizate tu historia y asi podras comprender","Periódico de Ayer","1976"
