"Band","Lyrics","Song","Year"
"Galileo","ive paid my dues time after time ive done my sentence but committed no crime and bad mistakes ive made a few ive had my share of sand kicked in my face but ive come through and i need just go on and on and on and on we are the champions my friends and well keep on fighting til the end we are the champions we are the champions no time for losers cause we are the champions of the world ive taken my bows and my curtain calls you brought me fame and fortune and everything that goes with it i thank you all but its been no bed of roses no pleasure cruise i consider it a challenge before the whole human race and i aint gonna lose and i need just go on and on and on and on we are the champions my friends and well keep on fighting til the end we are the champions we are the champions no time for losers cause we are the champions of the world we are the champions my friends and well keep on fighting til the end we are the champions we are the champions no time for losers cause we are the champions","We Are the Champions","2003"
"Galileo","buddy youre a boy make a big noise playin in the street gonna be a big man some day you got mud on yo face you big disgrace kickin your can all over the place singin we will we will rock you we will we will rock you buddy youre a young man hard man shoutin in the street gonna take on the world some day you got blood on yo face you big disgrace wavin your banner all over the place we will we will rock you sing it we will we will rock you buddy youre an old man poor man pleadin with your eyes gonna make you some peace some day you got mud on your face big disgrace somebody better put you back into your place we will we will rock you sing it we will we will rock you everybody we will we will rock you we will we will rock you alright","We Will Rock You","2003"
"Galileo","theres no time for us theres no place for us what is this thing that builds our dreams yet slips away from us who wants to live forever who wants to live forever theres no chance for us its all decided for us this world has only one sweet moment set aside for us who wants to live forever who dares to love forever when love must die but touch my tears with your lips touch my world with your fingertips and we can have forever and we can love forever forever is our today who wants to live forever who wants to live forever forever is our today who waits forever anyway","Who Wants to Live Forever","2003"
"Galimatias","i only miss you when the sun goes down oh your voice is my favorite sound swaying like the palm trees you and me were poetry painting stories with our lips youre like a wave washing over me pulling me underneath sinking slowly youre like a wave washing over me ill stay underneath drifting slowly hey he he hey hey he he hey oh hey he he hey hey hey hey foreign feelings that i cant ignore oh i never felt like this before whats a king without a queen you could be my everything cant you see youre like a wave washing over me pulling me underneath sinking slowly youre like a wave washing over me ill stay underneath drifting slowly hey he he hey hey he he hey oh hey he he hey hey hey hey hey hey he he hey hey he he hey oh hey he he hey hey hey hey","Drift","2013"
"Galimatias","you looked at me with certainty i couldnt look away took your jacket off like like you were here to stay chasin your pretty thoughts and your plastic love there goes my mind let it go youre that lace trimmed danger one day youll be the face of a stranger stranger stranger i couldnt look away chasin your pretty thoughts youre mine youre sinking in my soul chasin your pretty thoughts i cant look away chasin your pretty thoughts youre mine youre sinking in my soul chasin your pretty thoughts chasin your pretty thoughts in intervals youre sinkin in youre sinkin in my soul thought to myself dont dont you lose control started to undress you with my wandering eyes told myself youd be gone by sunrise cause youre that lace trimmed danger one day youll be the face of a stranger stranger stranger i cant look away chasin your pretty thoughts youre mine youre sinking in my soul chasin your pretty thoughts i cant look away chasin your pretty thoughts youre mine youre sinking in my soul chasin your pretty thoughts i cant look away chasin your pretty thoughts your pretty thoughts","Pretty Thoughts","2014"
"Galimatias","so you say you wanna get away we dont need a plane i could be your escape take you to a place where theres no time no space i could be your private island on a different planet anything could happen listen to the waves let them wash away your pain i could be your fantasy i could be your fantasy underneath the palm trees you could leave your worries listen to the waves say you wanna get so high breathe me in like air tonight listen to the waves listen to the waves i could be your fantasy so you say you wanna get so high breathe me in like air tonight let yourself unwind get lost in the garden of my mind i could be your private island underneath the palm trees you could leave your worries listen to the waves let them wash away your pain i could be your fantasy i could be your fantasy underneath the palm trees you could leave your worries listen to the waves say you wanna get so high breathe me in like air tonight listen to the waves listen to the waves","Fantasy","2016"
"Galinha Pintadinha","meu pintinho amarelinho cabe aqui na minha mao na minha mao quando quer comer bichinhos com seus pezinhos ele cisca o chao meu pintinho amarelinho cabe aqui na minha mao na minha mao quando quer comer bichinhos com seus pezinhos ele cisca o chao ele bate as asas ele faz piu piu mas tem muito medo e do gaviao ele bate as asas ele faz piu piu mas tem muito medo e do gaviao meu pintinho amarelinho cabe aqui na minha mao na minha mao quando quer comer bichinhos com seus pezinhos ele cisca o chao meu pintinho amarelinho cabe aqui na minha mao na minha mao quando quer comer bichinhos com seus pezinhos ele cisca o chao ele bate as asas ele faz piu piu mas tem muito medo e do gaviao ele bate as asas ele faz piu piu mas tem muito medo e do gaviao","Pintinho Amarelinho",""
"Galinha Pintadinha","e natal como sempre penso em voce e na alegria que e viver com o futuro que sorri pra nos e natal encha o coracao de fe e paz mostre todo amor que voce traz e o mundo vai ser bem melhor po po po po po po po po po po po po po po po po po po po po po po po po po po po po po po po po feliz natal","Natal da Galinha Pintadinha","2013"
"Gallagher & Lyle","i wear my heart on my sleeve im not afraid to say what i mean mean what i say i set myself up let myself down i may be a fool to spread it around but i just wanna let you know sometimes i find it so hard not to show so i sigh and i let my feelings go i wear my heart on my sleeve dont count the cost if i cant live in love then surely ive lost you tend to get burned tend to get bruised but its my life whatever i choose oh i just wanna let you know sometimes i i find it so hard not to show so i sigh and i let my feelings go i wear my heart on my sleeve i wear my heart on my sleeve you tend to get burned tend to get bruised but its my life whatever i choose oh i just wanna let you know cause sometimes i find it so hard not to show so i sigh but baby youre not alone you wear your heart on your sleeve you wear your heart on your sleeve i wear my heart on my sleeve i wear my heart on my sleeve i wear my heart on my sleeve i wear my heart on my sleeve i wear my heart on my sleeve mm my heart on my sleeve baby you know i wear my heart on my sleeve oh my heart on my sleeve you wear your heart on your sleeve i wear my heart on my sleeve","Heart on My Sleeve","1976"
"Gallagher & Lyle","inside outside up and around love set me up and love let me down again feel like a weatherman one day sun next day rain you ask me if i really care dont you know the answer rainy day blues never felt this way i wanna stay with you for the rest of my life i wanna live with you for the rest of my life i wanna stay with you for the rest of my life when i gave my loving to you it meant little to me somehow somewhere you changed my point of view good times bad times happy or sad being in love is better than being out i might have had my doubts but nothing to write home about","I Wanna Stay With You","1976"
