"Band","Lyrics","Song","Year"
"Cy Coleman","you went away i let you we broke the ties that bind i wanted to forget you and leave the past behind still the magic of the night i met you seems to stay forever in my mind the sky was blue and high above the moon was new and so was love this eager heart of mine was singing lover where can you be you came at last love had its day that day is past youve gone away this aching heart of mine is singing lover come back to me when i remember every little thing you used to do im so lonely every road i walk along i walk along with you no wonder i am lonely the sky is blue the night is cold the moon is new but love is old and while im waiting here this heart of mine is singing lover come back to me when i remember every little thing you used to do i grow lonely every road i walk along i walk along with you no wonder i am lonely the sky is blue the night is cold the moon is new but love is old and while im waiting here this heart of mine is singing lover come back to me","Lover, Come Back to Me","1955"
"Cy Coleman","skylark have you anything to say to me wont you tell me where my love can be is there a meadow in the mist where someones waiting to be kissed skylark have you seen a valley green with spring where my heart can go a journeying over the shadows and the rain to a blossom covered lane and in your lonely flight havent you heard the music in the night wonderful music faint as a will o the wisp crazy as a loon sad as a gypsy serenading the moon oh skylark i dont know if you can find these things but my heart is riding on your wings so if you see them anywhere wont you lead me there oh skylark i dont know if you can find these things but my heart is riding on your wings so if you see them anywhere wont you lead me there","Skylark","1955"
"Cy Coleman","here i go again i hear those trumpets blow again all aglow again takin a chance on love here i slide again about to take that ride again starry eyed again takin a chance on love i thought that cards were a frame up i never would try now im taking that game up and the ace of hearts is high things are mending now i see a rainbow blending now well have a happy ending now takin a chance on love here i slip again about to take that trip again i got that grip again takin a chance on love now i prove again that i can make life move again um im in the groove again takin a chance on love i walk around with a horse shoe in clover i lie and brother rabbit of course you better kiss your foot good bye on that ball again im ridin for a fall again im gonna give my all again takin a chance on love","Taking a Chance on Love","1955"
"Cy Coleman","when a girl has the heart of a mother it must go to someone of course it cant be sister or brother and so i love my horse but horses are frequently silly mine ran from the beach of okhala and left me alone for a filly so i have picked you up im a sentimental sap thats all whats the use of trying not to fall i have no will youve made your kill cause you took advantage of me im just like an apple on a bough and youre gonna shake me down somehow so whats the use youve cooked my goose cause you took advantage of me im so hot and bothered that i dont know my elbow from my ear i suffer something awful each time you go and much worse when youre near here i am with all my bridges burned just a babe in arms where youre concerned so lock the doors and call me yours cause you took advantage of me im a sentimental sap thats all whats the use of trying not to fall i have no will youve made your kill cause you took advantage of me im just like an apple on a bough and youre gonna shake me down somehow so whats the use youve cooked my goose cause you took advantage of me im so hot and bothered that i dont know my elbow from my ear i suffer something awful each time you go and much worse when youre near here i am with all my bridges burned just a babe in arms where youre concerned so lock the doors and call me yours cause you took advantage of me you took advantage of me","You Took Advantage of Me","1955"
"Cy Coleman","ive got your number i know you inside out you aint no eagle scout youre all at sea oh yes you brag a lot wave your own flag a lot but youre unsure a lot youre a lot like me oh ive got your number and what youre looking for and what youre looking for just suits me fine well break the rules a lot well be damn fools a lot but then why should we not how could we not combine when ive got your number and ive got the glow youve got ive got your number and more so go ahead and pick a number from 1 to 10 youre losing streak is over i cant win again and heres the punchline youve got mine","I've Got Your Number","1963"
"Cy Coleman","the colors of my life are bountiful and bold the purple glow of indigo the gleam of green and gold the splendor of a sunrise the dazzle of a flame the glory of a rainbow i put em all to shame no quiet browns or grays ill take my days instead and fill them til they overflow with rose and cherry red and should this sunlit world grow dark one day the colors of my life will leave a shining light to show the way the colors of my life are softer than a breeze the silver gray of the dappled green of trees amber of a wheat field hazel of a seed crystal of a raindrop are all ill ever need your reds are much too bold in gold i find no worth i fill my days with brown the colors of the earth and if from by my side my love should roam the colors of my life will shine a quiet light to lead her home","The Colors of My Life","1980"
"Cy Coleman","come follow the band wherever its at let both of your feet beat time to the drum and let your heart go rat a tat tat a flag in your hand a plume in your hat battalions of brass pass and catch the light is there a sight thats sweeter than that see the pretty lady toss that baton high aint she cute as a daisy watch the fella with the big base drum go by aint you glad that you stayed hear the tuba play that oom pah pah oh my aint it driving you crazy dont you be so darn lazy better hurry and join that big parade up outta your seat down off a the stand step out to the sweet beat the bugle plays a sound that youll remember all your days and when you see that leader proudly raise his hand just follow the band hear the trumpet blast heat the cornet blare hear the boom of the bass and the rattle of the snare with the sweetest burst of melody i know goes the piccolo hear the silver tone of the xylophone hear the glide and the bellow of the slide trombone then a burst of crystal listen to it peel its the glockenspiel with the most majestic manner youll remember all your life comes mellophone comes saxophone comes sousaphone comes fife then the brass sings out the woodwinds sigh the trumpets shout and the drums reply with a crash and a bang as the whole she bang goes by see the pretty lady toss that baton high aint she cute as a daisy watch the fella with the big base drum go by aint you glad that you stayed hear the tuba play that oom pah pah oh my aint it driving you crazy dont you be so darn lazy better hurry and join that big parade up outta your seat down off a the stand step out to the sweet beat the bugle plays a sound that youll remember all your days and when you see that leader proudly raise his hand just follow the band","Come Follow The Band (bonus track) [#][*]","2002"
"Cy Coleman","out of the tree of life i just picked me a plum you came along and everythings startin to hum still its a real good bet the best is yet to come best is yet to come and babe wont that be fine you think youve seen the sun but you aint seen it shine wait till the warm ups underway wait till our lips have met and wait till you see that sunshine day you aint seen nothin yet the best is yet to come and babe wont it be fine best is yet to come come the day youre mine come the day youre mine im gonna teach you to fly weve only tasted the wine were gonna drain the cup dry wait till your charms are right for these arms to surround you think youve flown before but baby you aint left the ground wait till youre locked in my embrace wait till i draw you near wait till you see that sunshine place aint nothin like it here the best is yet to come and babe wont it be fine the best is yet to come come the day youre mine come the day youre mine and youre gonna be mine","The Best Is Yet to Come","2002"
"Cy Coleman","those fingers in my hair that sly come hither stare that strips my conscience bare its witchcraft and ive got no defense for it the heat is too intense for it what good would common sense for it do cause its witchcraft wicked witchcraft and although i know its strictly taboo when you arouse the need in me my heart says yes indeed in me proceed with what youre leading me to its such an ancient pitch but one i wouldnt switch cause theres no nicer witch than you cause its witchcraft that crazy witchcraft and although i know its strictly taboo when you arouse the need in me my heart says yes indeed in me proceed with what yourre leading me to its such an ancient pitch but one that id never switch cause theres no nicer witch than you","Witchcraft","2002"
"Cy Coleman","i was a stranger in the city out of town were the people i knew i had that feeling of self pity what to do what to do what to do the outlook was decidedly blue but as i walked through the foggy streets alone it turned out to be the luckiest day ive known a foggy day in london town had me low had me down i viewed the morning with much alarm british museum had lost its charm how long i wondered could this thing last but the age of miracles hadnt past for suddenly i saw you there and through foggy london town the sun was shining everywhere for suddenly i saw you there and through foggy london town the sun was shining everywhere everywhere everywhere everywhere","A Foggy Day","2004"
"Cy Coleman","im a very ordinary man trying to work out lifes happy plan doing unto others as id like to have them doing unto me when i find a very lonely soul soon be kinda comes my only goal i feel so much better when i tell them my philosophy i want to be happy but i wont be happy till i make you happy too lifes really worth living when we are mirth giving why cant i give some to you when skies are gray and you say you are blue ill send the sun smiling through i want to be happy but i wont be happy till i make you happy too when skies are gray and you say you are blue ill send the sun smiling through i want to be happy but i wont be happy till i make you happy too","I Want to Be Happy","2004"
"Cy Coleman Trio","stars in the sky were dancing one night perfect for romancing the night a sinner kissed an angel he wanted thrills she wanted love oh but his sighs were tender as he begged her to surrender the night a sinner kissed an angel and she believed that it was love how was she to know that every lovely vow was part of the game he was playing but to his surprise he realized somehow he meant every word he was saying yes miracles can happen i know cause i saw what happened that night a sinner kissed an angel that was the night i fell in love","A Sinner Kissed an Angel","1996"
"Cy Feuer's Orchestra","goodnight my love the tired old moon is descending goodnight my love my moment with you now is ending it was so heavenly holding you close to me it will be heavenly to hold you again in a dream the stars above have promised to meet us tomorrow till then my love how dreary the new day will seem so for the present dear well have to part sleep tight my love goodnight my love remember that youre mine sweetheart goodnight my love your mommy is kneeling beside you goodnight my love to dreamland the sandman will guide you come now you sleepyhead close your eyes and go to bed my precious sleepyhead you mustnt play peek a boo goodnight my love your little dutch dolly is yawning goodnight my love your teddy bear called it a day your doggys fast asleep my but hes smart sleep tight my love goodnight my love","Goodnight My Love","1999"
"Cy Feur","goodnight my love the tired old moon is descending goodnight my love my moment with you now is ending it was so heavenly holding you close to me it will be heavenly to hold you again in a dream the stars above have promised to meet us tomorrow till then my love how dreary the new day will seem so for the present dear well have to part sleep tight my love goodnight my love remember that youre mine sweetheart goodnight my love your mommy is kneeling beside you goodnight my love to dreamland the sandman will guide you come now you sleepyhead close your eyes and go to bed my precious sleepyhead you mustnt play peek a boo goodnight my love your little dutch dolly is yawning goodnight my love your teddy bear called it a day your doggys fast asleep my but hes smart sleep tight my love goodnight my love","Goodnight My Love","2006"
