"Band","Lyrics","Song","Year"
"Clarence Williams","yeah everybody loves my baby but my baby dont love nobody but me nobody but me oh everybody wants my baby but my baby dont want nobody but me thats plain to see yes she got a foam like venus honest i aint talking greek no one can come between us shes my sheba i am her sheik yes everybody loves my baby but my baby love nobody but me yeah nobody but me","Everybody Loves My Baby","1993"
"Clarence Williams","i hate to see that evening sun go down i hate to see that evening sun go down cause my baby hes gone left this town feelin tomorrow like i feel today if im feelin tomorrow like i feel today ill pack my truck and make my give a way st louis woman with her diamond ring pulls that man around by her if it wasnt for her and her that man i love would have gone nowhere nowhere i got the st louis blues blues as i can be that mans got a heart like a rock cast in the sea or else he wouldnt have gone so far from me i love my baby like a school boy loves his pie like a kentucky colonel loves his mint n rye i love my man till the day i die","St. Louis Blues","1994"
"Clarence Williams","mandy mandy make up your mind preacher man is handy mandy easy to find marching down the aisle with you well make them all stare with a little black eyed susan stuck in your hair mandy mandy wont you decide everything is dandy mandy once you are my bride in a year or two there may be three of a kind listen to me mandy make up your mind","Mandy, Make up Your Mind","1995"
"Clarence Williams","since the day i lost you girl i just cant face the world i cant help feelin kinda small i let you go one day but now i aint ashamed to say i need you i know that i need you for without your love im just no good at all oh i need you to confide in yes i do i need you to take pride in yes i do i need your shoulder to cry on yes i do youre all ive got to rely on and thats why i need you baby baby baby take me back again i couldnt admit to you the its sad how much i need you i need you i guess i lost my head cause i know i must have said a lot of things to make you cry ive made myself a lonely man but now ive come to understand how much i need you i tell you i need you and im gonna keep needing you till the day i die oh i need you to confide in yes i do i need you to take pride in yes i do i need your shoulder to cry on yes i do youre all ive got to rely on and thats why i need you baby baby baby take me back again i couldnt admit to you the its sad how much i need you i need you","I Need You","1998"
"Clarence Williams","jeannine i dream of lilac time your eyes they beam in the lilac time your winning smile and cheeks blushing like the rose yet all the while you sigh when nobody knows jeannine my queen of lilac times when i return ill make you mine for you and i our love dream can never die","Jeannine (I Dream of Lilac Time)","1998"
"Clarence Williams","cake walkers may come cake walkers may go but i wanna tell you bout a couple i know high steppin pair debonair when it comes for busness not a soul can compare here they come look at em demonstratin goin some aint they syncopatin talk o the town teasin brown pickin em up and layin em down dancin fools aint they demonstratin theyre a class of their own now the only way to win is to cheat em you may tie em but youll never beat em strut your stuff theyre cake walkin babies from home oh here they come look at em syncopatin goin some aint they demonstratin talk o the town teasin brown they pickin em up and layin em down dancin fools aint they syncopatin they in a class of their own oh the only way to win is to cheat em you may tie em but youll never beat em strut your stuff strut your stuff cake walkin babies from home","Cake Walking Babies from Home","1999"
"Clarence Williams","ive been blue all day my mans gone away he has left his mama cold for another gal im told i tried to treat him kind i thought he would be mine that man i hate to lose thats why mamas got the blues the man i love he has done left this town the man i love he has done left this town and if it keeps on snowing i will be gulf coast bound the mail man passed but he didnt leave no news the mail man passed but he didnt leave no news ill tell the world he left me with those gulf coast blues some of you men sure do make me tired some of you men sure do make me tired youve got a mouthful of gimme a handful of much oblige","Gulf Coast Blues","2001"
"Clarence Williams","there aint nothing i can do or nothing i can say that folks dont criticize me but im goin to do just as i want to anyway and dont care if they all despise me if i should take a notion to jump into the ocean t aint nobodys bizness if i do do do do if i go to church on sunday then just sing the shimmy down on monday aint nobodys bizness if i do if i do if my friend aint got no money and i say take all mine honey t aint nobodys bizness if i do do do do if i give him my last nickel and it leaves me in a pickle t aint nobodys bizness if i do if i do id rather my man would hit me than to jump up right and quit me t aint nobodys bizness if i do do do do i swear i wont call no copper if im beat up by my poppa if im beat up by my poppa t aint nobodys bizness if i do if i do","'Tain't Nobody's Bizness If I Do","2003"
"Clarence Williams","gee but its hard to love someone when that someone dont love you im so disgusted heartbroken too ive got those down hearted blues once i was crazy bout a man he mistreated me all the time the next man i get has got to promise to be mine all mine trouble trouble ive had it all my days trouble trouble ive had it all my days it seems that troubles going to follow me to my grave i aint never loved but three men in my life i aint never loved but three men in my life my father my brother and the man that wrecked my life it may be a week it may be a month or two it may be a week it may be a month or two but the day you quit me honey its coming home to you i got the world in a jug the stoppers in my hand i got the world in a jug the stoppers in my hand im going to hold it until you didnt come under my command","Downhearted Blues","2003"
"Clarence Williams","papa de da da hes a ladys man papa de da da sweetest in the land papa de da da watch him clap his hands he can play piano grand papa de da da hes a ladys man papa de da da always plays the blues neat and keen thats what i mean got all the gals in new orleans papa de da da da da hes the hottest man in town hes nice and soft never scoffs red hot mamas he cools them off","Papa-De-Da-Da","2005"
"Clarence Williams","once i lived the life of a millionaire spending my money i didnt care i carried my friends out for a good time buying bootleg liquor champagne and wine then i began to fall so low i didnt have a friend and no place to go so if i ever get my hand on a dollar again im gonna hold on to it till them eagles grin nobody knows you when you down and out in my pocket not one penny and my friends i havent any but if i ever get on my feet again then ill meet my long lost friend its mighty strange without a doubt nobody knows you when you down and out i mean when you down and out mmmmm when youre down and out mmmmm not one penny and my friends i havent any mmmmm well i felt so low nobody wants me round their door mmmmm without a doubt no man can use you wen you down and out i mean when you down and out","Nobody Knows You When You're Down and Out","2006"
