"Band","Lyrics","Song","Year"
"The Animals","you must leave now take what you need you think will last but whatever it is you think you need you better grab it fast yonder stands your orphan with his gun crying like a fire in the sun look out the saints are comin through and its all over now baby blue the highway is for gamblers you better use your sense take what ever youve gathered from coincidence the empty handed painter from your streets is drawing crazy patterns on your sheets the sky too now is falling upon you and its all over now baby blue all your seasick sailors they are rowing home your empty handed armies is all going home the lover who just walked out your door has taken all his blankets from the floor the carpet too is moving under you and its all over now baby blue leave your stepping stones behind if someone calls for you forget the dead youve left behind they will not follow you the vagabond whos rapping at your door is standing in the clothes that you once wore strike another match lets go start anew cause its all over now baby blue its all over now baby blue its all over baby blue its all over baby baby blue baby baby blue its all over baby baby blue","It's All Over Now, Baby Blue","1977"
"The Animals","many rivers to cross but i cant seem to find my way over wandering i am lost as i travel along the white cliffs of dover many rivers to cross and its only my will that keeps me alive ive been licked washed up for years and i merely survive because of my pride and this loneliness wont leave me alone its such a drag to be on your own my man he left me but he wouldnt say why well i guess i have to try many rivers to cross but just where to begin im playing for time therell be times i find myself thinking of committing some dreadful crime and this loneliness wont leave me alone its such a drag to be on your own my man he left me but he wouldnt say why well i guess i have to try yeah yeah rivers rivers to cross yeah yeah rivers to cross","Many Rivers to Cross","1977"
"The Animals","for your love for your love id give you everything and more and thats for sure for your love id bring you diamond rings and things right to your door for your love to thrill you with delight id give you diamonds bright double takes i will excite make you dream of me at night for your love for your love for your love for your love for your love i would give the stars above for your love for your love i would give you all i could for your love for your love id give the moon if it were mine to give for your love id give the stars and the sun for i live for your love","For Your Love","1977"
"The Animals","bury my body lord i dont care where they bury my body lord i dont care where they bury my body cause my soul is gonna live with god oh oh oh yeah bury my body lord i dont care where they bury my body lord i dont care where they bury my body cause my soul is gonna live with god oh oh oh yeah lead me jesus lead me why dont you lead me in the middle of the air and if my wings should fail me wont you provide me with another pair please god i dont care where they bury my body lord i dont care where they bury my body cause my soul is gonna live with god oh oh oh yeah i said alright you know its alright alright bury my body lord i dont care where they bury my body lord i dont care where they bury my body cause my soul is gonna live with god oh oh oh yeah lead me jesus lead me why dont you lead me in the middle of the air and if my wings should fail me wont you provide me with another pair please god i dont care where they bury my body lord i dont care where they bury my body cause my soul is gonna live with god oh oh oh yeah i said alright my soul my soul my soul is gonna live with god","Bury My Body","1983"
"The Animals","well youve been gone for fourteen long days yes youve been gone for fourteen long lonely days and im prayin to the lord please dont take my love away come back home all i want is you hey hey hey hey hey come back home baby you know all i want is you you know youll never find another boy to treat you like i used to treat you oh baby baby why dont you come back home to me hey baby baby why dont you come back home to me i want you to come back home baby baby please set me free","For Miss Caulker","1983"
"The Animals","she cant help it the girl cant help it she cant help it the girl cant help it if she walks by and the menfolks get engrossed she cant help it the girl cant help it if she winks an eye and bread slices turn to toast she cant help it the girl cant help it if shes got a lot of what they call the most she cant help it the girl cant help it the girl cant help it if she was born to please she cant help it the girl cant help it and if shes got a figure made to squeeze she cant help it the girl cant help it wont you kindly be aware the girl cant help it the girl cant help it if she mesmerizes evry mothers son she cant help it the girl cant help it if she smiles and rare steaks become well done she cant help it the girl cant help it if she makes grandpa feel like twenty one she cant help it the girl cant help it the girl cant help it if she was born to please she cant help it the girl cant help it and if i go to her on bended knees she cant help it the girl cant help it wont you kindly be aware that i cant help it i cant help it because im hopin obviously that someday the answer will be the girl cant help it if shes in love with me she cant help it the girl cant help it if she walks by and the menfolks get engrossed she cant help it the girl cant help it if she winks an eye and bread slices turn to toast she cant help it the girl cant help it if shes got a lot of what they call the most she cant help it the girl cant help it the girl cant help it if she was born to please she cant help it the girl cant help it and if shes got a figure made to squeeze she cant help it the girl cant help it im hopin obviously that someday the answer will be the girl cant help it if shes in love with me she cant help it the girl cant help it","The Girl Can't Help It","1983"
"The Animals","there is a house in new orleans they call the rising sun and its been the ruin of many a poor boy and god i know im one my mother was a tailor she sewed my new blue jeans my father was a gamblin man down in new orleans now the only thing a gambler needs is a suitcase and trunk and the only time hes satisfied is when hes on a drunk oh mother tell your children not to do what i have done spend your lives in sin and misery in the house of the rising sun well i got one foot on the platform the other foot on the train im goin back to new orleans to wear that ball and chain well there is a house in new orleans they call the rising sun and its been the ruin of many a poor boy and god i know im one","The House of the Rising Sun","1983"
"The Animals","oh how ive loved you since the day you first told me your name yes i have loved you thinking you all the while felt the same ohhh how ive loved you but your kisses dont taste the same oh how ive loved you since the day i first walked you from school yes i have loved you breaking all of loves precious rules you know i still love you even though i feel like a fool oh how ive loved you since the day you first told me your name yes i have loved you thinking you all the while felt the same and i i still love you even though i know youve changed","How You've Changed","1983"
"The Animals","yes it means im in love again had no lovin since you know when you know i love you yes i do and im savin all my lovin just for you need your lovin and i need it bad just like a dog when hes goin mad hoo ee baby hoo ee baby wont you give your love to me eeny meeny miney mo told me you didnt want me round no more hoo ee baby hoo ee baby dont you let your dog bite me yes its me and im in love again had no lovin since you know when you know i love you yes i do and im savin all my lovin just for you need your lovin and i need it bad just thinkin of you makes me feel so glad hoo ee baby hoo ee baby wont you give your love to me eeny meeny miney mo you know its you that i love so hoo ee baby hoo ee","I'm in Love Again","1983"
"The Animals","i had a friend one time at least i thought he was my friend for he came to me said i aint got no place to go i said take it easy man you can come home to my house ill get you a pillow where you can rest your head took him home with me let him in my house let him drive my cadillac that i could not afford when i found out hed been messin around with my baby you know im mad like al capone im burnin up i said im mad im burnin up like sonny liston yeah im burnin up you know baby im mad im burnin up like cassius clay im burnin up you know im mad im burnin up you know im mad yeah baby alright baby im burnin up im mad come on im burnin up took him home with me introduced him to my baby he began to talk to her made her think the moon was blue you know i think i ought to tell you daddy im mad i said im mad with you i dont know what im gonna do to you i might drown you i might shoot you i just dont know because im mad i said im mad im burnin up you know im mad im burnin up i dont have to tell you im mad im burnin up im mad with you yeah im burnin up i said im mad im burnin up yeah yeah yeah im burnin up i said im mad im burnin up you know im mad oh baby im mad oh i said im mad you know im mad oh baby im mad","I'm Mad Again","1983"
