"Band","Lyrics","Song","Year"
"Busta Rhymes","one two one two one wa wa one one two one two one wa wa one one two one two one wa wa one one two one two yo its the q tip you know i get down yes i rock to the rhythm of a funky sound it go one wa wa one one two one two one wa wa one one two one two and its the phife dawg and i do the same and when it comes to rippin mics aiyyo it aint no games one wa wa one one two one two one wa wa one one two one two aiyyo you know its busta rhymes every time oh yes im comin wicked with the new design im sayin one wa wa one one two one two one wa wa one one two one two mcs aint coming equipped with the rhymes dont do the crime if you cant do the time the time is eternal when you play with the miser soul is in my body and the health make me wiser the tantalizing wordplay yeah thats the joint sometimes i have to cuss just to prove my damn point brothers need to come with better compositions i write and recite to make good position in this rap game here we engineer stabbin up the jam yeah son shits clear and i be kickin rhymes in my own damn way beatin niggaz to the punch like sugar ray got the cool ass style thats cooler than the cool my lyrics is the bullet and the mic is the tool peace to see seventy three and see seventy fo do a little somethin when im out on tour comin through like narcotics for the antibiotics flappin shortys stockings to the space like sprockets what you really need to do is just boogie your ass its not gassed we got to make the good times last let the good times roll cause we in control take you out on your high less you payin a toll let the good times roll let the good times roll take you out on your high less you payin a toll question why is that mcs be wack and major labels wanna sound like crap aiyyo funk dat word to life im comin rugged cause once you add the hip to the hop kid it equals out to love if the beats fat i use it some wack shit i lose it refuse it how could you chose it it stinks renuse it put down the mic kid cause you gets no dap how long did it take for you to see you cant rap the name is phife dawg and i got nuff style it doesnt take long for me to get buckwild so bust what im swingin what im swingin when i swing i rap when i rap cause i never wanna sing go ask the last mc what happened when he said battle i bust his ass in cleveland now hes sleepless in seattle rude bwoy official comin with the ill grammar comin back on kids like joey montana we be the three mcs to make your mind go batty mad play on wkrp in cincinnati so lord send a hon if ya kyant send a han sen a man an if ya kyan sen a man come yaself cause all deez bitin mcs lawd dem somethin else see i kick the styles thatll make ya ass melt money on my mind so never mind a trick new york is the town and the team is the knicks worlds greatest five footer rippin parties apart here comes shaheed with the big green shark never had to rhyme about feelin what with lead never mind dat mon here come de dread we comin far far far busta rhymes is comin far far far ya know ya hear me star bet your bottom dollah right after this jam about one million one two niggaz go follow whether it be today or tomorrow niggaz be collaboratin sickening you beat them like they father oh shit check out what i saying ah hah ah hah oh ah hah ah hah you know my niggaz dont be playing once upon a mah hah hacking time i received the opportunities to represent my first rhymes to define lyrical sensations black masons blowin up the spot just to represent the nations three dimensions tri clops mr busta rhymes three eyes fat like a burger and fries mama so mama saa mamma ma kosah go back to the country to go check my grand mama eeeyah bring it to the table at the meetings gathering large receivings delivering intellectual ass beatings as i carry on with my proceedings greetings watch a nigga debut on premier movie screenings but before i be face to face with my eternal resting place i hope you find civilized every soul and every race sit dog sit busta rhymes forever on that ultrasonic shit","One Two Shit","1998"
"Busta Rhymes","go go what be going on over here coming through top speed you better stand clear oh you better beware or step somewhere we bout to blast outta here excitement yes i hope you know we come through to cause chaos like darth vader turn on your radar on the downhill racing im holding my head the situation that we parel on the torset i am reptar hear me roar i am reptar the king of dinosaurs oh ya but sure i done but dirty still racing downhill like we doing a buck thrity ha oh my name is herby herby the race car going inside the demolition derby derby reptar you must be really losing a screw because i think we losing control so what we gonna do tell me what we gonna do check it what are we doing and where we gonna go so fast its gonna blow dry your ass hole get out the fast dreamer says your moving to slow on your marks get set ready go i told panic we dont get no static from downhill crazy rides running through 50 traffic ha made it dramatic plus im not really had it with situations like these i better make it a habit i am reptar the perfect childrens toy for every girl every boy i know they overly joyed so fast i hear the wind whistling faster than a missile then ha is you listening no in a minute well be soon to be arriving strive to put an end to all this reckless drinving i dont mean to bore you but i am reptar and i will destroy you just like an image before we end up diminished i hope that we can slow the pace down before the ride finish reptar you must be really losing a screw because i think we losing control so what we gonna do hold it where we going whats happening here where we going whats going on reptar whats going on reptar im losing control here what happening everybody put on your seat belts we need to angle this situation the right way so that we can handle the situation the right way what does it take wonder what will happen if we press this button press the stop reptar he started shooting fire how many things are there around for us to destroy maybe fire isnt the best idea for a childrens toy reptar i think you really losing a screw cause we losing control again so what we gonna do check it on your marks get set ready go on your marks get set ready go on your marks get set ready go","On Your Marks, Get Set, Ready, Go","1998"
"Busta Rhymes","uh ah uh uhh hahaha check it out flipmode squad raw deluxe shit 98 check it out i be the street shit the nigga your mama freak with put yall niggas on it yall know how to keep a secret when i get money you know i like to keep it how i get money niggas you try to peep it flipmode be niggas you wanna form a team with them get money niggas the ones to plot the scheme with them niggas that be used to getting money frequent the ones that would always measure my triple beam with until they start taking my niggas to the precinct thats all back in the day yo that aint nothing recent cause now a days it be bitches we like to speak with eat with lay them down and sleep with type of pussy make a nigga wanna keep it shorty be so exotic she looking decent lot of corny niggas be offering wack free shit i cant hold the heat no more yo i gotta release it what yall wanna do dont you know we always coming through me and my crew let me hear you say fire it up fire it up say fire it up fire it up to all my dogs thats straight blunted run around in the 500 all day let me hear you say fire it up fire it up say fire it up fire it up cmon now every time that i meet a nigga who fronting its alright cause you getting money and everybody want it smoke a big sliff get myself for a blunted fall on the floor and i gotta call my s500 iceburg 5 where you at no need for alarm right now im cruising to the sounds of my enhancing song hurry up 5 ayyo you know its about to get thick i see this cat a way behind my back about to do a stick tell me where you at i will be there in 10 seconds flat you know i got your back ill be there just in time to counteract sometimes im unforget cooth my s5 bulletproof i turbo boost and blast right through your motherfucking roof coming through hitting you knocking out a niggas tooth full speed ahead like we running a toll booth produce more flavor than very fine juice call a truce before me and my niggasll let loose all my ladies in the place to be getting money while they next to me let me see let me hear you say fire it up fire it up say fire it up fire it up all my people just wave your hand getting money all across the land one time let me hear you say fire it up fire it up say fire it up fire it up cmon bleach the heat youre letting loose to the extreme me and the iceburg s5 bounce from the scene recline my seat rock to the beat leaning so hard its like my whole squad up in the jeep blowing up the spot or we hit them know what i mean got you open we keeping you niggas up like caffeine flying ghetto team seeing everything on my little computer screen from here to philippine keep it moving we never run out of gasoline gas me you ossen a nigga with kerosene me and my 5 be running some mission youve never seen hot shit making you niggas forever feen anyone of you coming you better come clean hit you with an overdose of more rhyme and phetamine got your eye blood shot you need physine niggas is wyling i think you need to read the sireen what yall wanna do dont you know we always coming through me and my crew lemme hear you say fire it up fire it up say fire it up fire it up to all my dogs thats straight blunted run around in the 500 all day lemme hear you say fire it up fire it up say fire it up fire it up to all my ladies in the place to be getting money while they next to me let me see lemme hear you say fire it up fire it up say fire it up fire it up to all my people just wave your hand getting money all across the land one time lemme hear you say fire it up fire it up say fire it up fire it up cmon","Turn It Up (Remix)/Fire It Up","1998"
"Busta Rhymes","when i through my uh in it i split it mess around make you ask who did it forget your pride go admit my stank butt make you wonder who shitted whoa there kitty got a fitty from the city got a minute now im chillin talk to me now no time you silly fakin me like you milli vanilli when they play this in the club they go nuts sweat all night till it smell like must so busta whats to discust i dont know but boy whats up throw it up throw it up girl boy you pretty i got a bitty from the city and my hair looking pretty oh you didnt no bullshit and you gonna get it yo im a get it and give it to all whyall hopin you niggas is ready for another free fall overall niggas need to get up off the wall if they want to brawl missy give me a call yo not at all everytime i raid the rift before we bust yo ass better plead the 5th shut your mouth you niggas talk to much in my house me and missy lets get this money thats what im talkin about then you come nigga want to be down shootin your load i hope you know we got the rebound real quick break fool know we blow your mind off the hook nigga fix your telephone line when we come through tell me what you gonna do give me my money quick so then i can thank you word is born you knowin i only get better everytime supafly dangerous elements get together 2x shes mrs supafly hes mr dangerous and if you bust then they gonna bust and one of us gonna have to duck when i play this in my jeep youll see how this beat rumble under my feet under my feet yeah go ahead you cute if you cute then i get cute too go ahead missy i got many so many men i got plenty what what i aint kindin dance alone why dont you come dance wit me when i bumped this one the left they go deaf bust yo ear drums until none left till none left whoa there busta they dont like us they dont love us well fuck em oh you silly you dont kill me you dont feel me boy you illin we aint dealin if no drinks then we aint chillin yo miss supafly let me hit me and missy we gonna get all up in it all in a minute get wit it when i was young gettin babysitted a nigga blow the spot up make you ask who did it contact everytime i touch a track freak out wiggle your funny bone and bounce back yo nigga see me in the back who dat you dont know my name im knowin motherfucker true dat you wack you better improve your shit when i bounce on beats lyrics might abuse your shit make music so i can lose your mind so hide when i finish make you want to press for wine nigga see the dj cuttin it up bringin it back rippin the track you know we fuckin it up got you suckin it up my nigga chill out make you ill out and watch all of the moet spill out","Get Contact","1998"
"Busta Rhymes","for real though who really got sent flown on the edge got the ledge hangin out of the window bird chest niggas with you wondrous fearaf fuck around youll be hemps meat inside of a meal sack puny little bucks better hit the jake but that doesnt mean nothing to the heart within you cramped up you and your team im amped up and you asses cant dib me bead my shine what the fuck is on your mind little weakling rappers better hit the grind other brothers aint motivated they cant do it not only did i penetrate it i ran through it my music comes on and we march at the dance inside of your mind or inside of my pants musical intention that we have is vast you sick drink a nyquil well im dead on your ass oh well then here comes the gelatin tips on some sugars but you yap on your selling friends now your party is completely blown real name is kamal im in completely zone its rap time for you that means nap time preaching from my joint what the fuck ima clap mine singing songs of 6 pence its intense surprise your ass at the end like the sixth sense heavy hitters knocking shit out the park you couldnt even really play tell me why did you start spitting sharp blades laced with bleach you wanna play around kid im not a walk at the beach a stroll in the park or your fucking playground put on your headphones tell me how grenades sound put on your walkmase and go underneath the town q tip abstract how i gets down all my bitches dance if you know that you dam sure let your pussy drip on the dance floor if you wanna get down fuck that niggas that bust gats better let em in fore they rush that cause they wanna get down blick shit piano sick shit get down chill you can get off my dick and get down while im on the hook get on your good foot and blow up the spot for all of you niggas cause thats how we get down coming with the brand new quickly we pan to the young black man with intentions to ban you seems that people need an aid today so many fade away so many fiend to stay i really rhyme cause i feel i should say things while the fraudulent act raps just so they cop rings or maybe because when they was young they was fronted on and left alone to have they own fun now theyve all grown up to be assholes im giving you the rope will you tie up the lassos you swing dangling from peach trees while i sip my daiquiris in the south west breeze writing so exciting the pen it keeps dripping out gems thats converted to hems and then people be humming it from now to they next to kin my family is starving you know they want me to win me forfeit nigga please get off it send a check in my name to my office mutombo in the lane yo i toss it abstract coming through witness the bullshit hey yo hey yo engineer cut the fucking beat off","N.T.","1999"
"Busta Rhymes","back up back up back up back up back up back up back up back up ease off this goes out to all area crew yes yes to my bk crew to my qb crew my li crew my shaolin crew my dirty south crew what yall niggas about the dirty south atlanta north cakalak for all my fam all area crew yeah man yes the first cut should be the deepest to penetrate beyond the muscle walls inner regions first you was icing me connect with the staring at the speakers heard the rhyme head high what ya staring at ya sneakers you shy now got a lot of things on your mind now you dont feel fly now you hunting the exit sign down fuck what you heard cause i snatch the grapevine down yea yeah dont understand how i ran the line down rewind now yo we be the most magnetic so athletic leave your peeps on the side so they can watch you and your mans get it take the arch rivalry stance up on the podium and give the flavor to niggas but keep it low on sodium possess shit that got you wondering how we holding em things thatll lay you out like a piece of linoleum bring who ever you want we bout to bug son and bounce down to henry hudson after i bust one yo mos def alright okay how you feel feeling great what ya want i wan do it to death whats up wit you you know my steez true indeed say it loud black and proud aint no time to hesitate at the gate do it now bust a bus what a gwan how you feel feeling great what you want i want to do it to death what up with you you know my steez true indeed say it loud black and proud aint no time to hesitate at the gate do it now hay dios mio me and bustarimo the hottest negroes en los estados unidos hotter than reno when discovered by bugsy siegal im black like don cheadle shouting power to the people my rhymes dipping like the lifeline on the e boat the raw sugar cane nutrasweet never equal if you in a benzito or your mothers buick regal i get up like chino shouting power to the people yo me and the mighty mos shine like a light post live nigga shit be straight fucking up the white folks thats why they with it now because niggas like me and you we did it now brought it to that level so they get it now we graduated saturated the game now infatuated with the fame now let me explain how we doing this at any time or any place ready willing and able lets get the dough secure the food on the table yo mos def alright okay how you feel feeling great what ya want i wan do it to death whats up wit you you know my steez true indeed say it loud black and proud aint no time to hesitate at the gate do it now bust a bus what a gwan how you feel feeling great what you want i want to do it to death what up with you you know my steez true indeed say it loud black and proud aint no time to hesitate at the gate do it now from east west north and south i got joints for all of those heavy aquatic water flows keep them on they toes tell them thugs that want to be ceos to be derobed fore i wear your little dumb ass out like easter clothes yo yo yo yo yo its like a freak show soon as my heat blow sometime i speak slow so people understand my street flow and while we keep it hot we got the most shine up in this whole shit me and mos spit and blow the show quick watch out your pussy sound get bucked souf mos n bussa rhymes too bad man a shutout watch out give a damn what fancy car ya hop owt shut down your game like the nba lockout ya better watch out im bout to black on niggas like im blowing on a sax blowing my gats on niggas blowing my raps on niggas now let me mash out we fatter than the biggest ass chicks poking they ass out hey mos def magnetism how you feel feeling great what ya want i wan do it to death whats up wit you you know my steez true indeed say it loud black and proud aint no time to hesitate at the gate do it now bust a bus woo hah how you feel feelin great what you want i want to do it to death what up wit you you know my steez true indeed say it loud black and proud aint no time to hesitate at the gate do it now","Do It Now","1999"
"Busta Rhymes","yeah ninety six for my nordstrom ave niggas my fulton street niggas hardcore for ninety six dangerous mcs uhh check it out uhh diamonds on my neck chrome drop top chillin on the scene smokin pounds of green oooh wee you see the ugliest money hungriest brooklyn loch ness nine millimeter cock test wan fi test and the winner is yall niggas know the rules i blast on niggas so my fist never bruise land still cruise frank white paid his dues ask whos the raw bet they say poppa very look forward to me like commissary all of a sudden now every body big willie done did it come widdit get yo head splitted or get your neck slitted admit it you overdid it your shit it just aint got that loud gold tooth shine like taa dow biggie smalls the illest and how frays raise your eyebrow by now you figure he talkin bout that nigga but your weak ass assumptions lead lead to dumpin iv to pump in youre feeling something catch my drift or catch my four fifth lift at least six inches above project fences turn meat to minces jumps turn to flinches when i rain i drenches cleared your park benches hah missed you by pinches hoo your talk is senseless rruff actor needs chiropractor hah hoo for cracked jaw yes i rocked your chatterbox hah dangerous youre not i gets down hoo twist your body round and round upside down cmon yo throw your hands cmon bitch grab your tits cmon let me know you in the spot bump your fists cmon thugs tote yo shit we bout to get mo rich cmon lets close the club cmon fuck the place up cmon shake yo nasty ass and make it swing all around cmon yo make this money throw yo loot on the ground cmon bounce in your whips cmon bitch lick yo lips cmon dangerous mcs my nigga this be the shit cmon dangerous mcs my nigga this be the shit cmon uh huh make money hand over fist the bo vines roam where chickenhearts dont exist settin up shop its hands on in the hustle fakes dont kill nuttin but time and dont tussle the process of elimination fresh rotation come and go and they death be starvation in the heat of battle its no rest for the weary snooze and you lose is the theory the theory of a patient man is wild beyond belief be afraid you dont want beef with us chief your talk is cheap and the supply meets demand everything you can imagine is real man and revenge be the dish i serve to cats cold stay up on about ten folds you know how it goes you know the streets and its real as shit cmon niggas grab your dicks cmon bitches rub your tits cmon cmon yo throw your hands cmon bitch grab your tits cmon let me know you in the spot bump your fists cmon thugs tote yo shit we bout to get mo rich cmon lets close the club cmon fuck the place up cmon shake yo nasty ass and make it swing all around cmon yo make this money throw yo loot on the ground cmon bounce in your whips cmon bitch lick yo lips cmon dangerous mcs my nigga this be the shit cmon aww nah big snoop dogg slap you with my paw all across your jaw break fool on these bitches while im breakin the law you come up in my room look bitch you takin it off follow me i slip em slide em rip em ride em provide em with that west coast g shit l b c shit we dips to this make chips to this and buy brand new whips and shit uh huh beyotch i bet you didnt know that yo bitch was suckin dick say what who you think she fuckin with what look here my eastside lifestyle is way foul move the crowd point a pistol at you bitch niggas blaa dow how you like me now what what what you got stuck and fucked doggystyle 100 spokes day tonas bendin the corner all up in crooklyn bad bitches are lookin cmon yo throw your hands cmon bitch grab your tits cmon let me know you in the spot bump your fists cmon thugs tote yo shit we bout to get mo rich cmon lets close the club cmon fuck the place up cmon shake yo nasty ass and make it swing all around cmon yo make this money throw yo loot on the ground cmon bounce in your whips cmon bitch lick yo lips cmon dangerous mcs my nigga this be the shit cmon so you lovin us so much this shit is bleedin through you if i worked in a resteraunt id shit in the food and feed it to you most of my niggas cuckoo easy to gas to shoot you even all of them haitian niggas wont believe this voodoo can yo pussy be chaka dont let me speak in pat ois and kick you in your face like we playin a game of soc cer i love to cock the glock a stack up on loot and vod ka and fuck your crew because all of yall niggas full of ca ca the way we doin damage tell me how the fuck you manage with my niggas who marinate on foul thoughts and think savage them niggasll throw you in a manhole and push they hand in yo ass and pull yo head right out yo asshole parkay nigga we rugged all day nigga you ready to fuck bitch fuck the foreplay nigga this me for all consumers my nigga fuck the rumors three in the worst way of pure coke for all you drug abusers yo throw your hands cmon bitch grab your tits cmon let me know you in the spot bump your fists cmon thugs tote yo shit we bout to get mo rich cmon lets close the club cmon fuck the place up cmon shake yo nasty ass and make it swing all around cmon yo make this money throw yo loot on the ground cmon bounce in your whips cmon bitch lick yo lips cmon dangerous mcs my nigga this be the shit cmon yo throw your hands cmon bitch grab your tits cmon let me know you in the spot bump your fists cmon thugs tote yo shit we bout to get mo rich cmon lets close the club cmon fuck the place up cmon shake yo nasty ass and make it swing all around cmon yo make this money throw yo loot on the ground cmon","Dangerous MC's","1999"
"Busta Rhymes","yeah ninety six for my nordstrom ave niggas my fulton street niggas hardcore for ninety six dangerous mcs uhh check it out uhh diamonds on my neck chrome drop top chillin on the scene smokin pounds of green oooh wee you see the ugliest money hungriest brooklyn loch ness nine millimeter cock test wan fi test and the winner is yall niggas know the rules i blast on niggas so my fist never bruise land still cruise frank white paid his dues ask whos the raw bet they say poppa very look forward to me like commissary all of a sudden now every body big willie done did it come widdit get yo head splitted or get your neck slitted admit it you overdid it your shit it just aint got that loud gold tooth shine like taa dow biggie smalls the illest and how frays raise your eyebrow by now you figure he talkin bout that nigga but your weak ass assumptions lead lead to dumpin iv to pump in youre feeling something catch my drift or catch my four fifth lift at least six inches above project fences turn meat to minces jumps turn to flinches when i rain i drenches cleared your park benches hah missed you by pinches hoo your talk is senseless rruff actor needs chiropractor hah hoo for cracked jaw yes i rocked your chatterbox hah dangerous youre not i gets down hoo twist your body round and round upside down cmon yo throw your hands cmon bitch grab your tits cmon let me know you in the spot bump your fists cmon thugs tote yo shit we bout to get mo rich cmon lets close the club cmon fuck the place up cmon shake yo nasty ass and make it swing all around cmon yo make this money throw yo loot on the ground cmon bounce in your whips cmon bitch lick yo lips cmon dangerous mcs my nigga this be the shit cmon dangerous mcs my nigga this be the shit cmon uh huh make money hand over fist the bo vines roam where chickenhearts dont exist settin up shop its hands on in the hustle fakes dont kill nuttin but time and dont tussle the process of elimination fresh rotation come and go and they death be starvation in the heat of battle its no rest for the weary snooze and you lose is the theory the theory of a patient man is wild beyond belief be afraid you dont want beef with us chief your talk is cheap and the supply meets demand everything you can imagine is real man and revenge be the dish i serve to cats cold stay up on about ten folds you know how it goes you know the streets and its real as shit cmon niggas grab your dicks cmon bitches rub your tits cmon cmon yo throw your hands cmon bitch grab your tits cmon let me know you in the spot bump your fists cmon thugs tote yo shit we bout to get mo rich cmon lets close the club cmon fuck the place up cmon shake yo nasty ass and make it swing all around cmon yo make this money throw yo loot on the ground cmon bounce in your whips cmon bitch lick yo lips cmon dangerous mcs my nigga this be the shit cmon aww nah big snoop dogg slap you with my paw all across your jaw break fool on these bitches while im breakin the law you come up in my room look bitch you takin it off follow me i slip em slide em rip em ride em provide em with that west coast g shit l b c shit we dips to this make chips to this and buy brand new whips and shit uh huh beyotch i bet you didnt know that yo bitch was suckin dick say what who you think she fuckin with what look here my eastside lifestyle is way foul move the crowd point a pistol at you bitch niggas blaa dow how you like me now what what what you got stuck and fucked doggystyle 100 spokes day tonas bendin the corner all up in crooklyn bad bitches are lookin cmon yo throw your hands cmon bitch grab your tits cmon let me know you in the spot bump your fists cmon thugs tote yo shit we bout to get mo rich cmon lets close the club cmon fuck the place up cmon shake yo nasty ass and make it swing all around cmon yo make this money throw yo loot on the ground cmon bounce in your whips cmon bitch lick yo lips cmon dangerous mcs my nigga this be the shit cmon so you lovin us so much this shit is bleedin through you if i worked in a resteraunt id shit in the food and feed it to you most of my niggas cuckoo easy to gas to shoot you even all of them haitian niggas wont believe this voodoo can yo pussy be chaka dont let me speak in pat ois and kick you in your face like we playin a game of soc cer i love to cock the glock a stack up on loot and vod ka and fuck your crew because all of yall niggas full of ca ca the way we doin damage tell me how the fuck you manage with my niggas who marinate on foul thoughts and think savage them niggasll throw you in a manhole and push they hand in yo ass and pull yo head right out yo asshole parkay nigga we rugged all day nigga you ready to fuck bitch fuck the foreplay nigga this me for all consumers my nigga fuck the rumors three in the worst way of pure coke for all you drug abusers yo throw your hands cmon bitch grab your tits cmon let me know you in the spot bump your fists cmon thugs tote yo shit we bout to get mo rich cmon lets close the club cmon fuck the place up cmon shake yo nasty ass and make it swing all around cmon yo make this money throw yo loot on the ground cmon bounce in your whips cmon bitch lick yo lips cmon dangerous mcs my nigga this be the shit cmon yo throw your hands cmon bitch grab your tits cmon let me know you in the spot bump your fists cmon thugs tote yo shit we bout to get mo rich cmon lets close the club cmon fuck the place up cmon shake yo nasty ass and make it swing all around cmon yo make this money throw yo loot on the ground cmon","Dangerous MC's [Featuring Mark Curry/Snoop Dog/Busta Rhymes]","1999"
"Busta Rhymes","hear the words of the rastaman say babylon you throne gone down gone down babylon you throne gone down said i hear the words of the iyaman say babylon you throne gone down gone down babylon you throne gone down and i hear the angel with the seven seals say babylon throne gone down gone down babylon throne gone down i say fly away home to zion fly away home i say fly away home to zion fly away home one bright morning when my work is over man will fly away home one bright morning when my work is over man will fly away home one bright morning when my work is over man will fly away home say one bright morning when my work is over man will fly away home","Rastaman Chant","1999"
"Busta Rhymes","flipmode the imperial you know you love it when you hear us on the radio go cop the joint and play the shit up in your stereo or in the streets up in your jeeps or in the disco and if you want the fly shit my nigga here we go you know its digga lookin pretty in the video with bus a bus up in the cut but you dont hear me though just when you think we done we hit yall we got plenty mo blow it bes the little mama lip gloss and eyeliner the only shit poppin like white castle or the donna rah digga make the joints that the djs blast ghetto diva in the source with the three page ad watch as the hood rat messiah climb swiftly labels scared to death to let their artist bomb with me cause you can send your thuggest mc and watch me son em the ruggedest bitch dont even rhyme about gunnin got joints circulating like them old karate flicks buncha rah digga shirts on some big body chicks throw my shit in your hoopty or your luxury trucks and make the quickest turn around like dro for twenty bucks and ill still be the greatest if this rap shit fail me back to jackin bootleg flicks from out the deli livin off the interest sippin on tequila with my logo on the side of fuckin eighteen wheelers ay yo yo yo raze and dazzle niggas like yall spread niggas like you and dismantle niggas like yall i got the thing thatll majorly handle niggas like yall fight yall bust a semi and cancel niggas like yall i know some joke niggas who love to hassle niggas like yall talk and fix and simply dance on niggas like yall trample niggas like yall make examples outta niggas like yall grit their teeth and cock the hammer up inside the dance hall thugs heres another sample for niggas like yall or for the ones who pass and light a roman candle for niggas like yall fight for niggas like yall grab the mic from motherfuckers like yall blow the spot in the night for all my niggas like yall my get high niggas i blaze for niggas like yall stink the spot up with dro now spray the fuckin lysol you know we be the ultimate we fuckin with some other shit and when we hit yall yes we sit and watch yall niggas ride the dick aiyyo clap and slap up a nigga for talkin lots a whack shit while i roll around with the harriet tubman of this rap shit black chick with intellect who want to match wits write my own rhymes so cant no nigga tell me jack shit master shit flipmode exclusive across the map and shit presenting the first lady of the squad so give me dap and shit sayin peace when you see me play the role like ally sheedy and i aint gon join ya cipher if the weeds too seedy yo make sure you see what we doing now put on your binoculars then i gas ya like a paid latino down at banco popular rah digga underground and gon always blow the spot for ya longest runnin shit since the phantom of the opera bus a bus going down as one of the greatest spoken philosophers holding a 12 shot semi with a little red dot for ya first and only female unmatched by anyone rip it from old school to the next millennium","Imperial","1999"
