"Band","Lyrics","Song","Year"
"Antonio Serrano","esta tarde vi llover vi gente correr y no estabas tu la otra noche vi brillar un lucero azul y no estabas tu la otra tarde vi que un ave enamorada daba besos a su amor ilusionada y no estabas tu esta tarde vi llover vi gente correr y no estabas tu el otono vi llegar al mar oi cantar y no estabas tu ya no se cuanto me quieres si me extranas o me enganas solo se que vi llover vi gente correr y no estabas tu","Esta Tarde Ví Llover","2001"
"Antonio Sol","ay de mi llorona llorona de azul celeste ay de mi llorona llorona llorona de azul celeste y aunque la vida me cuesta llorona no dejare de quererte me subi al pino mas alto llorona a ver si te divisaba me subi al pino mas alto llorona a ver si te divisaba como el pino era tierno llorona al verme llorar lloraba como el pino era tierno llorona al verme llorar lloraba la pena y la que no es pena llorona todo es pena para mi la pena y la que no es pena llorona todo es pena para mi ayer lloraba por verte llorona hoy lloro porque te vi ayer lloraba por verte llorona hoy lloro porque te vi ay de mi llorona llorona de azul celeste ay de mi llorona llorona de azul celeste y aunque la vida me cueste llorona no dejare de quererte y aunque la vida me cueste llorona no dejare de quererte no dejare de quererte no dejare de quererte ay ay ay","La  Llorona","2017"
"Antonio Sol","i have to sing i have to play the music its its not just in me it is me when life gets me down i play my guitar the rest of the world may follow the rules but i must follow my heart you know that feeling like theres a song in the air and its playing just for you the feelings so close you can reach out and touch it i never knew i could want something so much but its true you must have faith sister oh but padre he will never listen he will listen to music only a song only a song has the power to change a heart never underestimate the power of music but my father he will never give me permission i am done asking permission when you see your moment you mustnt let it pass you by you must seize it senor de la cruz what did it take for you to seize your moment ive had to have faith in my dream no one was going to hand it to me it was up to me reach for that dream grab it tight and make it come true","Much Needed Advice","2017"
"Antonio Sol","senoras y senores buenas tardes buenas noches buenas tardes buenas noches senoritas y senores to be here with you tonight brings me joy que alegria for this music is my language and the world es mi familia for this music is my language and the world es mi familia for this music is my language and the world es mi familia for this music is my language","The World Es Mi Familia","2017"
"Antonio Tarrago Ros","sentado solo en un banco en la ciudad con tu mirada recordando el litoral tu suerte quiso estar partida mitad verdad mitad mentira como esperanza de los pobres prometida andando solo bajo la llovizna gris fingiendo duro que tu vida fue de aqui porque cambiaste un mar de gente por donde gobierna la flor mira que al rio nunca le falto el color carito suelta tu pena se haga diamante tu lagrima entre mis cuerdas carito suelta tu piedra para volar como el zorzal en primavera en buenos aires los zapatos son modernos pero no lucen como en la plaza de un pueblo deja que tu luz chiquitita le hable en secreto a la cancion para que te ilumine un poco mas el sol cualquier semilla cuando es planta quiere ver la misma estrella de aquel atardecer que la salvo del pico agudo refugiandola en lo oscuro de la gaviota arrasadora de los surcos carito yo soy tu amigo me ofrezco arbol para tu nido carito suelta tu canto que el abanico en mi acordeon lo esta esperando","Canción Para Carito",""
"Antonio Tarrago Ros","mirar rasgado patitas chuecas maria va pisando penas la arena ardiente maria va calcina el monte un sol de fuego maria va temor pombero palmar estero maria va quiso la siesta ponerle un nino a su soledad de trigo y luna y de su mano maria va por el tabacal tu paso maria va y se bebe el sol que huele a duende maria va andando el verano de sol y chicharra a flores del monte maria olia tu pueblo un tren perezoso resuello y resuello a calle regada maria olia tu pueblo a pura inocencia de nino pueblero a calle regada a flores del monte maria olia tu pueblo mirar rasgado patitas chuecas maria va pisando penas la arena ardiente maria va calcina el monte un sol de fuego maria va temor pombero palmar estero maria va quiso la siesta ponerle un nino a su soledad de trigo y luna y de su mano maria va por el tabacal tu paso maria va y se bebe el sol que huele a duende maria va maria va maria va maria va maria va","Maria Va","1987"
"Antonio Vega","donde nos llevo la imaginacion donde con los ojos cerrados se divisan infinitos campos donde se creo la primera luz germino la semilla del cielo azul volvere a ese lugar donde naci de sol espiga y deseo son sus manos en mi pelo de nieve huracan y abismos el sitio de mi recreo viento que en su murmullo parece hablar mueve el mundo y con gracia le ves bailar y con el el escenario de mi hogar mar bandeja de plata mar infernal es un temperamento natural poco o nada cuesta ser uno mas de sol espiga y deseo son sus manos en mi pelo de nieve huracan y abismos el sitio de mi recreo silencio brisa y cordura dan aliento a mi locura hay nieve hay fuego hay deseos alli donde me recreo","El Sitio de Mi Recreo","1994"
"Antonio Vega","soy un completo incompleto incompleto por amor la costilla que me falta cuelga de tu corazon un seguro inseguro media persona en el mundo un amante incompleto cada vez que te deseo soy un completo incompleto si me giro y no te veo como una persona a medias sabes a que me refiero soy un acorde incompleto menor y desafinado que va persiguiendo notas sin lograr una cancion un rosal sin hojas secas un perfume sin olor una pelicula de cine sin final en el guion soy un completo incompleto si me giro y no te veo como una persona a medias sabes a que me refiero soy un completo incompleto si me giro y no te veo como una persona a medias sabes a que me refiero sabes a que me refiero soy un completo incompleto se me para el corazon si me giro y no te veo sabes a que me refiero un seguro inseguro media persona en el mundo un amante incompleto sin ti en mi corazon","Completo Incompleto","2005"
"Antonio Vega","antonio vega esperando nada cortesia de merlin voy a revelar una historia que es a veces mentira why otras no es verdad me quede sentado esperando la llegada de la suerte no podia tardar why paso tanto tiempo que llegue a ver sombras en color why paso tanta gente por delante que nadie me vio esperaria de pie que el anochecer se fundiera con la tarde why el amanecer como un vendaval a mi paso se revuelven los trozos de un quemado papel why crecio a mi lado como un arbol toda una ilusion why crecio a su lado monstruosa toda una obsesion en plena noche a eso de las tres algo se acerca why no se deja ver abre mi puerta quiero entrar why salir why refrescarme antes de repetir vivo en la calle estudio de aprendiz con libros que en la escuela nunca vi abre mi puerta quiero entrar why salir why refrescarme antes de repetir me perderia de pie esa sensacion de encontrarme con las cosas por segunda vez la oportunidad de buscar en los cajones un recuerdo que amar why paso tanto tiempo que llegue a ver sombras en color why crecio a mi lado como un arbol toda una ilusion en plena noche a eso de las tres algo se acerca why no se deja ver abre mi puerta quiero entrar why salir why refrescarme antes de repetir vivo en la calle estudio de aprendiz con libros que en la escuela nunca vi abre mi puerta quiero entrar why salir why refrescarme antes de repetir","Esperando Nada","2005"
"Antonio Vega","se dejaba llevar por ti ketama antonio vega azul lineas en el mar que profundo why sin domar ya acaricia una verdad why tu no lo pienses mas o te largas de una vez o no vuelves nunca hacia atras se dejaba llevar se dejaba llevar por ti no esperaba jamas why no espera si no es por ti nunca le oyes hablar solo habla contigo why nadie mas nada puedes sufrir que el no sepa solucionar temor alcohol de quemar pon tus manos a volar o en tus ojos el temor azul vuelve a reflejar why fundido con el sol reina un sueno del sonido amar se dejaba llevar se dejaba llevar por ti no esperaba jamas why no espera si no es por ti nunca le oyes hablar solo habla contigo why nadie mas nada puedes sufrir que el no sepa solucionar se dejaba llevar se dejaba llevar por ti no esperaba jamas why no espera si no es por ti nunca le oyes hablar solo habla contigo why nadie mas nada puedes sufrir que el no sepa solucionar letras transcritas por diego vanegas","Se Dejaba Llevar Por Ti","2005"
