"Band","Lyrics","Song","Year"
"Eduardo Galeano","oriol vall que se ocupa de los recien nacidos en un hospital de barcelona dice que el primer gesto humano es el abrazo despues de salir al mundo al principio de sus dias los bebes manotean como buscando a alguien otros medicos que se ocupan de los ya vividos dicen que los viejos al fin de sus dias mueren queriendo alzar los brazos y asi es la cosa por muchas vueltas que le demos al asunto por muchas palabras que le pongamos a eso asi de simple se reduce todo entre dos aleteos sin mas explicacion transcurre el viaje","Intro: El Viaje","2014"
"Eduardo Gatti","tu silueta va caminando con el alma triste why dormida ya la aurora no es nada nuevo pa tus ojos grandes why pa tu frente ya el cielo why sus estrellas se quedaron mudos lejanos why muertos pa tu mente ajena nos hablaron una vez cuando ninos cuando la vida se muestra entera que el futuro que cuando grande ahi murieron ya los momentos sembraron asi su semilla why tuvimos miedo temblamos why en eso se nos fue la vida cada uno aferrado a sus dioses producto de toda una historia los modelan why los destruyen why segun eso ordenan sus vidas en la frente les ponen monedas en sus largas manos les cuelgan candados letreros why rejas","Los Momentos","2005"
"Eduardo Reyes","hector y tito haciendo la diferencia a la reconquista en una disco nos conocimos tu estabas sola yo estaba solo en una disco nos conocimos y asi bailando como locos nos quisimos tu estabas sola yo estaba solo y entre las sombras de la noche nos perdimos tu querias bailar aqui te traigo yo mi ritmo mueve las caderas y se desata un cataclismo bien pegadito junto a juntito para quedarnos tu y yo abrazaditos tu piel canela con sabrosura me va llevando poco a poco a la locura en una disco nos conocimos y asi bailando como locos nos quisimos tu estabas sola yo estaba solo y entre las sombras de la noche nos perdimos oye mi cancion que tiene crema de la buena sobate mi amor porque te quema que te quema te di mi trago y tu bebistes y los secretos de mi vida conocistes bese tu boca mordi tus labios lo que paso despues mejor sin comentarios en una disco nos conocimos tu estabas sola yo estaba solo bailalo bailalo baila baila bailalo bailalo bailalo baila baila bailalo bien pegadito junto a juntito para quedarnos tu y yo abrazaditos tu piel canela con sabrosura me va llevando poco a poco a la locura en una disco nos conocimos y asi bailando como locos nos quisimos tu estabas sola yo estaba solo y entre las sombras de la noche nos perdimos oye mi cancion que tiene crema de la buena sobate mi amor porque te quema que te quema te di mi trago y tu bebistes y los secretos de mi vida conocistes en una disco nos conocimos y asi bailando como locos nos quisimos tu estabas sola yo estaba solo y entre las sombras de la noche nos perdimos en una disco nos conocimos y asi bailando como locos nos quisimos tu estabas sola yo estaba solo y entre las sombras de la noche nos perdimos en una disco nos conocimos y asi bailando como locos nos quisimos tu estabas sola yo estaba solo y entre las sombras de la noche nos perdimos","En Una Disco","2003"
"Eduardo Tancredi","bewitched bewitched youve got me in your spell bewitched bewitched you know your craft so well before i knew what i was doing i looked in your eyes that brand of woo youve been brewin took me by surprise you witch you witch one thing is for sure that stuff you pitch just hasnt got a cure my heart was under lock and key but somehow it got unhitched i never thought that i could be had but now im caught and im kinda glad to be bewitched","Bewitched","1998"
"Edurne","ven y abrazame otra vez que no puedo dormir me cuesta ser feliz se que nada volvera que nos falto escuchar es tarde para hablar ves aquello que se va es nuesto amor que esta cansado de esperar no se porque te quiero sin querer me asusta verte bien arrastrame esta vez hablo de amores dormidos un album de fotos que sigue vacio de frio en la cama de frio contigo y un sordo paseo por el boulevard hablo de amores dormidos que sienten de besos prohibidos y se hacen mil trampas que no juegan limpio que miran sentados la vida pasar tu prefieres dibujar y yo quiero pintar el mismo despertar se que todo esto paso porque lo tuve yo tuvimos mas valor asi que ven y dime que esta vez me quieres proteger del sueno que te hable hablo de amores dormidos un album de fotos que sigue vacio de frio en la cama de frio contigo y un sordo paseo por el boulevard hablo de amores dormidos que sienten de besos prohibidos y se hacen mil trampas que no juegan limpio que miran sentados la vida pasar te di mi voluntad las ganas de luchar aunque con dormido a mal amigo mio ese miedo a despertar hablo de amores dormidos un album de fotos que sigue vacio de frio en la cama de frio contigo y un sordo paseo por el boulevard hablo de amores dormidos que sienten de besos prohibidos y se hacen mil trampas que no juegan limpio que miran sentados la vida pasar hablo de amores dormidos que solo acarician sus hijos que fueron tan buenos amigos que ya no podran despertar","Amores Dormidos","2006"
"Edurne","estas a punto de explotar se te escapa la vida en un abrir y cerrar llego la hora de poner cada cosa en su lugar y no mirar hacia atras porque no es facil dejarse la piel y saber que te volvera a ocurrir otra vez dices que el amor te enloquecio se acerco a ti y te contagio con su dolor silencioso como pudiste ocultarmelo no he parado de pensar porque razon es tu dolor tan silencioso no te escondas eso no te ayudara a reconstruir tu valor date prisa porque no hay tiempo que perder y debes continuar tu rumbo porque es mas facil desaparecer y saber que te volveras a hacer dano dices que el amor te enloquecio se acerco a ti y te contagio con su dolor silencioso como pudiste ocultarmelo no he parado de pensar porque razon es tu dolor tan silencioso ahora las palabras se las lleva el viento y no te cansas de correr pero aunque te duele no me dejes de querer de querer dices que el amor te enloquecio se acerco a ti y te contagio con su dolor silencioso como pudiste ocultarmelo no he parado de pensar porque razon es tu dolor tan silencioso silencioso","Un Dolor Silencioso","2006"
"Edurne","five hundred twenty five thousand six hundred minutes five hundred twenty five thousand moments so dear five hundred twenty five thousand six hundred minutes how do you measure measure a year in daylights in sunsets in midnights in cups of coffee in inches in miles in laughter in strife five hundred twenty five thousand six hundred minutes how do you measure a year in the life how about love how about love how about love measure in love seasons of love seasons of love five hundred twenty five thousand six hundred minutes five hundred twenty five thousand journeys to plan five hundred twenty five thousand six hundred minutes how do you measure the life of a woman or a man in truth that she learns or in times that he cried in bridges he burned or the way that she dies its time now to sing out though the story never ends lets celebrate remember a year in the life of friends remember the love remember the love remember the love measure in love seasons of love seasons of love","Seasons of Love [From Rent]",""
"Edurne","se fue sin saber que yo si lo ame se fue sin creer en mi perdi la razon sangre tanto amor que aun hoy siento el vacio me lleva contigo mi corazon me susurro a mi no vuelvas sin su amor camino al ayer alla donde estes hoy reto al olvido se fue sin saber que yo no me rindo mi corazon me susurro a mi no vuelvas sin su amor devuelveme el alma en pie devuelveme el amanecer hoy vuelves conmigo mi corazon me susurro a mi no vuelvas sin su amor devuelveme el alma en pie devuelveme el amanecer","Amanecer","2015"
"Edward","i am lost in your garden pulling and plucking up all of your flowers i am lost in your eyes trying to figure out all the right moves this time i have no place to fall love has piled up us all i have no distance to fall because im right here stuck in my heart again im right here stuck in my mind again im right here wasting my time again im stuck on you i could dream all day of a perfect love dream out a perfect fantasy spend all my time in its delusion but someday well all know the pain of reality i want to tear up your garden and plant my love in a seed i have no place to fall love has piled up us all i have no distance to fall because im right here stuck in my heart again im right here stuck in my mind again im right here wasting my time again im stuck on you","Stuck on You","2004"
"Edward","sitting here thinking about the treasures you bring the way i feel like a king sapphire eyes and golden hair fairy stories of a lady fair br when love hits you in the morning youll give up all your care drift off with heavens treasures land of fairy gardens share ch you are there no greater love can we make through each others eyes we partake giving our lives away creating our love new every day br ch br 2 our love it is alive we own the night fairies take flight we are the way the truth and the life br ch","You Are There","2004"
