Band,Lyrics,Song,Year
Young Jeezy,"All brown paper bag (Uh-oh)
All brown paper bag (Uh-oh)
All brown all brown 
Fi-fi-fill (Ha ha) it up wit' more

All brown paper bag 
Fill it up wit' ones (Like father, like son bitch!)
All brown paper bag (what they gon' do)
Fill it up wit' ones (Angel on the beat)
Fill it, fill it up wit' ones (I tell 'em I tell 'em)

I got that paper bag full of paper
Bag full of kush
Big choppa I can hit you from a hundred foots
What's happenin' wodie?
How you want it buddy?
Dem bitches checkin' for me
Tell 'em I'm wit' Swizz Swizzy
They call me Wizzy fizzy
Holla back right now I'm busy
I am the president
You jus' play your position
And I hope that door don't hit ya
Get up outta my office crawfish
Don't let them sharkys get ya
This beat's a car collision
Check out my car collection
Yea look at my rims hoe
Mercedes wit' them kidneys
Naw that's a Benzo
I don't pop them pills no
But I pop them rubber bands
Man I can get like fifty thousand in that brown bag

All brown paper bag 
Fill it up wit' ones 
Fill it, fill it up wit' ones 
All brown paper bag 
Fill it up wit' ones 
Fill it, fill it up wit' ones 
All brown paper bag 
Fill it up wit' ones 
Fill it, fill it up wit' ones 

Yea, nigga
Cook a whole, make it out a whole and a half bitch!
Yea, Birdman in a Benz wit' the duffel stuffed
Gotta chopper wit' a drum and one iced up
Them people hot around my way but we don't give a fuck
We on the grind for the shine tryna come up
A black mack, black six, and a black Hummer
Them thirteen hundreds fourteen hundreds
We be gettin' money
Drop it off, get to work nigga keep it runnin'
Garbage bag full of cash nigga keep it comin'
In my hood Red Phantom nigga we be stuntin'
Got the block blocked off nigga we be hustlin'
Brown duffel bag filled up wit' cash
Sixteen years old wit' a brand new Jag bitch!

All brown paper bag 
Fill it up wit' ones 
Fill it, fill it up wit' ones 
All brown paper bag 
Fill it up wit' ones 
Fill it, fill it up wit' ones 
All brown paper bag 
Fill it up wit' ones 
Fill it, fill it up wit' ones 
All brown paper bag 
Fill it up wit' ones 
Fill it, fill it up wit' ones 

N, n, n, now money cars clothes hoes
All a nigga know so
I'm from the ghetto so
Gimmie my pesos
All brown paper bag
Sucka' fill it up wit' ones
Nigga fill it up wit' ones
Hey fill it up wit' ones
I think that she's a strip
Dancer dancer dancer dancer
Hey hey stuff it in the thang dog
Damn right I be poppin' my collar
In a all black Impala
Makin' fiends wanna holla
Got the suede on my headrest
Gold on my damn rims
Hey triple gold paint
Sucka I ain't ridin' thin
You want me come and get me
I'm in three sixty (Ferrari man)
Cash Money's wit' me!

All brown paper bag 
Fill it up wit' ones 
Fill it, fill it up wit' ones 
All brown paper bag 
Fill it up wit' ones 
Fill it, fill it up wit' ones 
All brown paper bag 
Fill it up wit' ones 
Fill it, fill it up wit' ones 

(Like father, like son)",Brown Paper Bag [Flow],2008
Young Jeezy,"Yeah! Yeah! (ay!)
These n****s ain't talking bout s***! (ha ha!)
Cause I got money (I got money n****)(That's right!)(ha ha!)
Get your motherf***ing hands in the air!

All I know is, the sky is blue and the coupe is new (jeah!)
And if your money right, then the coke is white (yeah!)
The birds fly south every year in the night (ey!)
Gotta get it how you live, mother f*** them haters (jeah!)
Get 'em in Get 'em off, like hot potatoes (ha  ha!)
(Good morning Vietnam) Yeah we trying to earn stripes
Get jammed up with what it cost you your whole life (damn!)
So say goodnight to the bad guy (jeah!)
Fresh pair of eighty-seven jeans I'm so fly (ha  ha!)
My seats is suade, my luggage is Louie (true!)
And every b**** in the projects wanna do me (ey!)
Snowman's the name
Hundred grand on the chain
What's up!

[Chorus]
My seats is suede, my luggage is Louie (ey!)
And every b**** in the projects wanna do me
Cause I got money (Cause I got money, Cause I got money) (ha  ha!) (Yeah!)
(I'm telling the truth n**** I got money)(No, I'm serious n****)
Remember when I couldn't afford no clothes (ay!)
But nowadays a n**** hit the baddest hoes (yeah!)
Cause I got money (Cause I got money, Cause I got money) (ha  ha!) (Yeah!)
(No, I'm serious n**** I got money)

The Chevy sitting so high but the rims sit low
I got 'em from ballas (jeah!)
C-T-E that's the label that pays me
I own that so I pay myself (ha  ha!)
Being broke's bad for my health (ey!)
NyQuil green (green!), 26 inches (jeah!)
Greenbrier mall pull twenty-six b****es (that's right!)
Make a quick stop, serve 9 o's (these are my confessions)
I'm a sucker for clothes (ha  ha!)
That paper stack up, if you let it (jeah!)
But I keep f***ing up, I gotta shoe fetish (naw!)
Bad habits, I'm at Walter's every week (week!)
50 pair of new Nike airs ain't cheap (damn!)
You know I gotta get the cap to match (match!)
New era s***, I A-towned that (A-town!)
Throw the bags in the trunk, right back to the trap
What's up!

[Chorus]

Ay! ay!
Say Jeezy man lets show these sucker n****s 
How to f*** up some money right quick man
Let me tell you some funny s*** that happen to me

She seen me in a drop, 4:30 downtown evening Houston (OK!)
Caught a flat tire, I had to leave it in Houston
And then I ran out of gas in the blue GT
(Ay f*** it) The next week I went and cop a new GT
So naw ballin' what they call it, they call it living the life
And you can't help to spend it pimpin' if you getting it right
Ey listen, if you was getting what I be getting tonight
You too would be high as kite blowing dro on a flight
Oh I'm G4'ing it myself, but ey commercial aight
Just security be a b****
Can't get in with this (ha  ha!)
Bought everything a hundred million will get
I'm in a vanguish, tell that b**** 'fore she begin to sit
You know that!

[Chorus]",I Got Money [Flow],2008
Young Jeezy,"Last Time I checked Bk was the hood
Last Time I checked Bankhead was the hood
Last Time I checked Harlem was the hood
But them rappers don't live there they live in Hollywood
Last Time I checked Long Beach was the hood
Last time I checked ColliPark was the hood
Last time I checked Compton was the hood
But them rappers don't live there they live in Hollywood

It ain't about where you at it's about where you from
If you ever go back they might hit you with a drum (bah)
You a g somewhere else but at home you's a bitch
You cant go back to the hood 'cause they know you a snitch
Pusy ass rappers fake ass niggas
Metaphorical gangsta studio killas
Everybody know you been lame
Tryna hide behind a chain and a nickname
That's a damn shame
Shoot ya videos goin' fuck ya groupie hoes
Talk dat shit like da hood don't really know da hood despise you
I kick it wit da same niggas use to bully you in high school nigga
Who you lyin' to man, nigga we ca' see straight through you like a x-ray nigga
Me I'm Gorilla you'd be me if you could
But I don't think you can 'cause they say you Hollywood

Last Time I checked North Philly was hood
Last Time I checked Carol City was hood
Last Time I checked Uptown was hood
But them rappers dont live there they live in Hollywood
Last TIme I checked H-town was the hood
Last time i checked Chi-town was the hood
Last time i checked Detroit was the hood
But them rappers dont live there they live in Hollywood

What if the same dude you looked up to was a rapper
And you realized he wasn't nothing like you (damn)
He ain't watch the shit bubble
He ain't see the same struggle
He ain't never go what you went through (aight I'm finna keep it real wit him now)
Real niggas don't feel dem nigga
And on some real nigga shit man I feel you niggas
We like we miss Pac we need to hear Dre we miss Big N.W.A
Well what do they say ""well here go this and listen to that""
Man somebody tell these labels that they artists are whack
ya cd's are Frisbees we call em drink coasters
Wastin' all ya money on these flyer's and posters
Try to make it look good buy you a sound scan
Is that the damn plan well here's a helping hand
You want some real sells you need the damn hood
If you don't want to sell wood then don't go Hollywood

Last Time I checked Carolinas was hood
Last Time I checked Little Rock was hood
Last Time I checked Nap town was the hood
But them rappers don't live there they live in Hollywood
Last Time I checked Alabama was hood
Last time i checked Mississippi was hood
Last time i checked North Philly was hood
But them rappers don't live there they live in Hollywood

Oh surrounded by security and police
But you claim gangsta bullshit pussy nigga show me
Nobody told me I don't see you run
You ya whole entourage and all them damn guns
I ain't never seen a bunch of pussy niggas
Run around like they was killas when they know that they hoes
All you niggas scary I can tell how you be lookin' when you see a real nigga fa sho
We don't play games that's y'all punk niggas
And if the shit was a game we'd skunk you niggas
Keep playin' make pump me Mossberg pump you niggas
let your record label pump you niggas
I ain't never seen a bunch of pussy niggas run around wit dat sack
When they homeboys broke
They respected in the hood cause you goin' Hollywood
You cant have dat man and everybody knows

Last Time I checked Little Haiti was hood
Last Time I checked Zone 3 was the hood
Last Time I checked The whole Bay was the hood
But them rappers don't live there they live in Hollywood
Last Time I checked Indiana was hood
Last time i checked man Savanna was hood
Last time i checked Louisiana was hood
But them rappers don't live there they live in Hollywood",Last Time I Checked,2008
Young Jeezy,"I would, never violate the codes of the streets
And I would never make a promise, that I know I couldn't keep
And I would, never testify, cop out for a plea
Or surrender information on my boys to the police
And you could, never catch me on the block without a strap
And I would, never pull it out unless I'm bouts to black
And I could, never forget my homies dyin' for they scratch
Forever pourin' out liquor for 'em, God send me back
And I'll, never shed tears, my heart is like a stone now
Never thought I'd live to see 21 look I'm grown now
Never say never they tell me all the time
Cause never means it's forever, but it's never crossed my mine
And I'll, never go broke, I promise I'm a shine
Never come short on my issue, I'm on it every time
And I'll, never be past it, you better gimme me mine
It's my money, and I want it, every motherfuckin' dime
No I, never forgot all my struggles in the past
And I could, never forget how to hustle for my cash
And I will, never forget how I felt when I saw Brad
Take that first breath and from then, I knew I had to mash
And it could, never be said I went out like a hoe
Never been punked, I'll never let it slide, never let it go
Never ever, never ever ever no
Get on my level hoe, or get a shovel hoe
It's never any question for my manhood I get down
I'll never switch, never snitch, never sit down
I'll never hesitate to squeeze a nigga six rounds
I'll never squat to take a piss, who's the bitch now
I never ran, I never will, I ain't never scared
It's in my bloodline, the realest nigga ever bred
And that's some of the realest shit that I done ever said
And I can die but through my lyrics, I ain't never dead
I'll never disrespect my momma, never disrespect her momma neither
I'll never turn my back on Jesus
I'll never get caught off in the system, cause I believe a
Man that follows man, ain't no man, and I'm a leader
Never go turncoat my nigga, I could never trade
I'll never cross my homies out, that I ain't how I'm made
And I never had not one regret, on how I was raised
I'm from the ghetto, where I slung and rapped it every day
Never knew no other way, this ain't gon' never change
Never gon' bite my tongue, FUCK what nigga say
100 with myself I swore to God I'd stay the same
And when I finally got my paper, I was on my game
I'll never talk a nigga down, do yo' thang dawg!
Never hate a dude for tryin, that's insane dawg
Get yo' motherfuckin' money, that's the thang dawg
Too many homies dyin' young, feel my pain y'all",Never,2008
Young Jeezy,"Yea
Let her go
Let her go
Let her go
Let her go
Chamilitary-mayne
Yea
Pimp mode
U kno I stay in pimp mode
U kno I stay in pimp mode
Ya let her go
Let her go
Let her go
Yea pimp mode
Pimp mode
She don't wanna leave, u gotta let her breath baby
U wanna stay, make sure u wipe yo feet on the flo fo u step thru the door
Chamilitary mayne
Lez go

[Chorus]
Let me hop right in the pimp mode
Got the top down on a fresh set of 4's
And I push it real slow,slow,slow
I pimp the caddy real slow,real slow,real slow
Let me hop right in the pimp mode
Put the game on em u know how the rest go
U know how the rest go,go,go
U know I be in pimp mode,pimp mode,pimp mode,pimp mode

[Verse 1]
Picture me listenin while she beggin
That ain't even my style
Thats a penalty or a foul
Hit the sideline and sit down
I ain't even trippin bout how
Many my numbers that she gon dial
U'll get ejected from the game now
Watch reality hit ya like pow
U know my stacks will stay stackin
Knowin they hate so Ima stay packin
Knowin Chamillionaire got what they lackin
Havin them ladys showin they back in
Continental lincoln jus stretchin
Stash is hot and my weapon
Baby flashin her fleshin
Hopin its her that im sexin
Yes im stayin fresh jus like Mannie
Bout to go hit my spot in Miami
Now that I won im puttin my Grammy
On the grill and hood of my candy
She talkin bout can we can we what
Please take anotha vacation
And I'm like take another vacation
U gon have to sit and stay patient
I control her and remote her
She doin just wat I told her
Got a fonebook in my fone yea
Somewhere up in my folder
I stay choosin em like a voter
Told her ill promote her
Pinky shinin like its solar
Game colder than a polar

[Chorus]
Let me hop right in the pimp mode
Got the top down on a fresh set of 4's
And I push it real slow,slow,slow
I pimp the caddy real slow,real slow,real slow
Let me hop right in the pimp mode
Put the game on em u know how the rest go
U know how the rest go,go,go
U know I be in pimp mode,pimp mode,pimp mode,pimp mode

[Verse 2]
Well its a sunny day in the city
Wit syrup and sunny d
Flippin thru sunny side
Tryin to get me some money g
Down south on the south side
Where carseats is super-soft
If u trill we can conversate


If u aint ill blow ya off
From me the king of the trill
The one and the only mayne
My roof linin is swade
My seats is pony mayne
My air-forces is crocodile
Candy and dodo mayne
So when I step out
I step and im fly
Thats fa'sho tho mayne
Now cadillac cars
The machine 26's
Sittin clean cup
Full of promethazine for the lean
Naw mean
Sittin taller than yao-ming
Cut the corna them hatas
Fall back and start bawing
Lookin regal in the regal
Presidential in the lincoln
A balla in the beama
Man what the fuck was u thinkin
Me and koopa wouldnt shine
We got u boyz sweatin
Playa texas is the gind-house
Ask Robert and Quentin we be pimpin

[Chorus]
Let me hop right in the pimp mode
Got the top down on a fresh set of 4's
And I push it real slow,slow,slow
I pimp the caddy real slow,real slow,real slow
Let me hop right in the pimp mode
Put the game on em u know how the rest go
U know how the rest go,go,go
U know I be in pimp mode,pimp mode,pimp mode,pimp mode

[Hook]
U in the presence of a playa
In the presence of a playa
I ain't gon be the one to save ya
I ain't gon be the one to save ya
U in the presence of a playa
In the presence of a playa
I ain't gon be the one to save ya
I ain't gon be the one to save ya

[Chorus]
Let me hop right in the pimp mode
Got the top down on a fresh set of 4's
And I push it real slow,slow,slow
I pimp the caddy real slow,real slow,real slow
Let me hop right in the pimp mode
Put the game on em u know how the rest go
U know how the rest go,go,go
U know I be in pimp mode,pimp mode,pimp mode,pimp mode


What u mean u ain't gon save me
I don't need nobody to save me
Oh yea
And u talkin about pimp
P-I-m-p
In the flesh
U know what that mean to me
What
Paper in my pocket
Haha
Now pull out ya credit card
Lets see if u can make my bank account pregnant
Man u krazy
Wat color is yo card
O is it black
American express
Cuz if it ain't
U need to step ya game up
Rookie
Man who u callin a rookie
Get up out my car
Uh I was jus playin baby
You know I love you
Yea aight
I hope u love to walk
Get out",Pimp Mode,2008
Young Jeezy,"By: Boe Araya ,Yeah, I come through sippin pepsi blue, booo
I go better than Maya Angeluo and skip to my lou, skip on these nuts fo show kid, while I blind you wit my ice on my wrist, 'cause I gotsa go grind so much ice on me no Wonder Stevies blind, look at my watch it goes tic toc my chain swang like a granfather clock.Big Beezy comin through sippin lemon line yo edge up look like a drunk person tryin to walk in a straight line.Still dropipin dimes I got beef wit jay-z 'cause he sux and he's lazy, his rhymes are weak and crazy, like mike jones on 24's I still tip, I go bigger than Jay-z's and Fantasia's lips. Yeah Jay-z I'm callin you out, you suck, you hang out wit 50 cent 'cause you're not worth a dollar buck. And for chammillionaire you horrible and even worse, you similar to Jay-z's album, God gave me the GIFT, and gave you the CURSE.



",Flow,2008
Young Jeezy,"I put on, I put on, I put on, I put on 
I put on for my city, on on for my city
I put on for my city, on on for my city
I put on for my city, on on for my city
I put on for my city, on on for my city

When they see me off in traffic, they say ""Jeezy on some other shit""
Send them pussy niggas runnin' straight back to the dealership
Me I'm in my spaceship, thats right I work for N.a.s.a
This 7H is not a fraud, call that bitch my bodyguard
Call that bitch your bodyguard? Yeah, that's my bodyguard
Wear a lot of jewelry, Young don't do security
What's whiter than a napkin, harder than a dinner plate
If you want it come and get it, you know I stay super straight
Ran up in my spots and now I'm workin' Out the Super 8
Know you niggas hungry, come and get a super plate
Y'all sing happy birthday, yeah I got that super cake
Hundred karat bracelet, I use it like some super bait

[Chorus: x2]
I put on for my city, on on for my city
I put on for my city, on on for my city
Put on (east side) Put on (south side) Put on (west side) Put on

[Verse 2: Young Jeezy]
Half bag, top back,
Ain't nothin' but a young thug
HKs, AK's, I need to join a gun club
Big wheels, big straps,
You know I like it super sized
Passenger's a red-bone,
Her Weave look like some curly fries
Inside fish sticks, outside tartar sauce
Pocket full of celery,
Imagine what she tellin' me
Blowin' on asparagus,
The realest shit I ever smoked
Ridin' to that Trap or Die,
The realest shit I ever wrote
They know I got that broccoli,
So I keep that glock on me
Don't get caught without one,
Comin' from where I'm from
Call me Jeezy Hamilton,
Flyin' down Campbellton
So fresh, so clean,
On my way to Charlene

[Chorus: x2]

I put on, I put on, I put on
I put on for my city, I put on for my
I put on for my city, I put on for my city, on

I feel like there's still niggas that owe me checks
I feel like there's still bitches that owe me sex
I feel like this but niggas don't know the stress
I lost the only girl in the world that know me best
I got the money and the fame and that don't mean shit
I got the Jesus on a chain, man that don't mean shit
Cause when the Jesus pieces can't bring me peace
Sure I need just at least one of Russell's nieces on
I let my nightmares go I put on,
Everybody that I knew from the go
I know hoes that was frontin' when they knew he was broke
They say damn, Yeezy Yeezy, you don't know us no more
You got that big fame homie, and you just changed on me
You can ask big homie, man the top so lonely
I ain't lyin', so lonely I ain't lyin'
Let me see what we have tonight (what we have tonight)
I'm high as a satellite (satellite)
I see those flashin' lights (flashin' lights)
Cause every night (every night) I put on

[Chorus: x2]

Let me see what we have tonight (what we have tonight)
I'm high as a satellite (satellite)
I see those flashin' lights (flashin' lights)
Cause every night (every night)
Let me see what we have tonight 
I'm high as a satellite 
I see those flashin' lights",Put On [Remix],2008
Young Jeezy,"Dj khaled, we're the best, nigga we're the best man
Whoo we nikka (listen)

Just got a hundred of that brown paper bag money
You niggas really wanna talk money?
Shit real that's all I could tell 'em
Just rap 'em up good so the dogs can't smell 'em c'mon

Brown paper bag (thank god for that)
Brown paper bag (yo khaled I'm so focused homie I can see clearly now you all ready know what it is)

Thank god for those days, thank god for those nights
Though it might seem wrong thank god for that white
They use to call me the pirex kid, aka young arm and hammer
In the kitchen with the pots yeah work the glass
Hard on 'em pimp yeah I work the task
And when they came in we unpacked 'em all
Broke 'em all down and unwrapped 'em all
Just two words nigga duffel bags I just know it so well
I can't help but brag, old man got 10 mail man got 3
And just your luck the rap game got me hold up

Here we go again just spent a hundred of that brown paper
Bag money all on timbs, and that bad bitch is all on him
'Cause the cars that he drives are all foreign
The game is mine I'm so far in I'm speaking with an accent
Just cartwin, can't even relax in my room,
That brown paper bag money push my mattress through the roof
This for my niggas getting brown paper bag money
This for my strippers getting black plastic bag money
We're talking that bad money, that i.r.s can tax money you dig me

Just made a hundred of that brown paper bag money
I thank god for the meal he prepared for me
Taking my fam and my li'l dog money
Thank god for that brown paper bag that

Brown paper bag (thank god for that)
Brown paper bag (c'mon)
Brown paper bag (thank god for that)
Brown paper bag (we the best)

Just pulled over in my 7-5
Big bottle on the dash, hope he let me slide
Got 20 in the trunk you can bet me 5
20 minutes in they dump I'm gonna let these slide
We're the best
Look at what we drive got picnic tables on my lap getting high
In the back of that maybac and it cost five hundred thou
When the nigga, spent then with a smile
Stacking numbers that alarm and race
White house still moving bricks alarm today
I'm that bin lading boi I'll bomb the state
I ain't come to stay I gotta post bond today
2 million in the bag, I ain't wanna brag
You don't know the feeling when the villain peeling in the jag
Just staring at the ceiling 10 women that you had
I was at the center now I see you feeling just a (fag?)

Just spent a 100 of that brown paper bag money
It feel good to be young money cash money
Rehab I'm addicted to fast money
I got stacks and rubber bands up in that

Brown paper bag (you're dig)
Brown paper bag (my name is weezy you all)
Brown paper bag (I'm here on behalf of young money cash money)
Brown paper bag (I represent 17 road of new orleans let's go)

Practice makes perfect I'm relaxing at rehearsal
I'm gonna motherfucking professional like Hershel
Falker, the talk of the game is I, but I wonder if he'll still be talking after I die
But that's not important
Money's more important
And understand I been in that water like I was snorkeling
Understand I been in that water like I'm a dolphin
Miami Khaled took me in like a orphan
Why did they start him?
Now they can't park him
I go into the booth and just change like clark kent
Lamborghini dark tint
Philly blunts cigar scent
I'm by myself and niggas run they mouths like auctions
To streets my brother
Fefe's my brother
And we stay on point like a fucking box cutter
You heard what I said motherfucker did I studder
With my brown paper bag, here to represent the hustle I'm out

Coka baby man you know I already had money
Definition of that brown paper bag money
Try and front as if you in the jag money
For the cash I'll blast anybody that

Brown paper bag (that that that that)
Brown paper bag (thank god for that)
Brown paper bag (coka baby cribs mania)
Brown paper bag (we are simply the best the very best)

You all niggas want coka music
The costra nostra flow show you how to do this
Pen it so easy, a caveman can do it
Nigga we simply the best don't confuse it
I confuse it, critics be hating
Best album yet but give me the same rating
I'm waiting top of rap Rushmore
Etched in stone runt top puns war
Unsure anythings possible
4mil spent bought out the art possible, I'm Picasso in the Versace suit, don't worry my nigga
Khaled I got you, not just 'cause I want to 'cause I got to, put the squad on your back did the impossible
It's only logical I spit from the heart, brown paper bag who else for Joe 2 guard that

Brown paper bag
Brown paper bag


[thanks to melody for correcting these lyrics]",Brown Paper Bag/Flashing Lights [Remix],2008
Young Jeezy,"It's M.C. And Y.J.
Another hit, okay
We lookin' fine, takin' off
Saw us on a runway
On any given Sunday
Monday, Tuesday (haha)
They try to confuse me
I never let 'em use me

I was a girl, you was a man
I was too young to understand
I was naive, I just believed
Everything that you told me

Said you were strong, protecting me
Then I found out that you were weak
Keeping me there under your thumb
'Cause you were scared that I'd become much

More than you could handle
Shining like a chandelier
That decorated every room
Inside this private hell we built
And I dealt with it like a kid
I wished I could fly away but instead

I kept my tears inside 'cause I knew if I
Started I'd keep cryin' for the rest of my
Life with you I finally built up the strength
To walk away don't regret it
But I still live with the side effects

Wakin' up scared some nights
Still dreamin' 'bout the violent times
Still a little protective 'bout the people
That I let inside
Still a little defensive
Thinkin' folks be tryin' to run my life
Still a little depressed
Inside I fake a smile and deal with the

Side effects
Side effects
Side effects
Side effects

Vacant inside no one was there
Couldn't be real, had to keep quiet
Once in a while put up a fight
It's just too much night after night

After a while I would just lie
You were dead wrong said you were right
Did what I could just to survive
Couldn't believe this was my life

Flickering like a candle
Doin' my best to handle
Sleepin with the enemy
Aware that he was smothering
Every last part of me
So I broke away and finally
Found the strength to breathe

I kept my tears inside 'cause I knew if I
Started I'd keep cryin' for the rest of my
Life with you I finally built up the strength
To walk away don't regret it
But I still live with the side effects

Wakin' up scared some nights
Still dreamin' 'bout the violent times
Still a little protective 'bout the people
That I let inside
Still a little defensive
Thinkin' folks be tryin' to run my life
Still a little depressed
Inside I fake a smile and deal with the

Side effects
Side effects
Side effects
Side effects

Hey Magnifico or should I say Magnificent?
Ain't nothing worth your happiness
And I ain't caring who you're with
Misery love company so we ain't tryin' to hang with y'all
Hurt you if you let 'em in
Gotta keep your circle small
Keep tryin' to play
I tell him I ain't blowin' tho
Think they want me outta here
I tell 'em I ain't goin' tho
Side effects be drowsiness
Loneliness
How is this?
I think the call it hateration
What can you prescribe for this? 

Forgive but I can't forget it
Everyday I deal with this
I live with the side effects
But I ain't gon let them get the best of me
Forgive but I can't forget
Everyday I deal with this
I live with the side effects
But I ain't gon let them get the best of me

I kept my tears inside 'cause I knew if I
Started I'd keep cryin' for the rest of my
Life with you I finally built up the strength
To walk away don't regret it
But I still live with the side effects

Wakin' up scared some nights
Still dreamin' 'bout the violent times
Still a little protective 'bout the people
That I let inside
Still a little defensive
Thinkin' folks be tryin' to run my life
Still a little depressed
Inside I fake a smile and deal with the

Side effects
Side effects
Side effects
Side effects",Side Effects,2008
Young Jeezy,"Rubbing on that Italian leather
'Dem Konvict jeans on!
Ay yo Weezy! You Ready, yeah!

I get it in 'till sunrise
Doing ninety in a sixty five
Windows rolled down screaming ah!
Hey-ey-ey' I'm so paid
Number one hustla' gettin' money
Why do you wanna count my money
I'm a hustla' and I don't need them! One of them y'all see! I'm so paid

I see police on the crooked I
Doing a hundred on the Interstate 95
My shawty leanin' blasting that Do or Die
Pushin' that motherfuckin' wood cause we certified
Got a system that'll beat and knock your wall off
Got a pump under my seat, the sawed-off
Got a bunch of goons, hoping they never call off
I'm a sniper sitting on the roof already saw y'all
It ain't too much to put a strain on me
That's the reason why I had to put the blame on me
I rather have them dollar bills rain on me
Then let them haters come and make the name of me that's why

I get it in 'till sunrise
Doing ninety in a sixt five
Windows rolled down screaming ah!
Hey-ey-ey' I'm so paid
Number one hustla' gettin' money
Why do you wanna count my money
I'm a hustla and I don't need them! One of them y'all see! I'm so paid

She said young why ya voice so hoarse
I just sound like money
Baby I should've been a Porsche (Vroom)
Paint lookin' like a sugar free Redbull
I'm so paid ya know I keep a pocketful
And that's before the taxes
Took my whole gross net and hid it under my mattress
I use to get bored count 20's for practice
Paper therapy we let the money relax us
Gold chains round my neck just like Michael Phelps
I made a killin' in the water killin' with da water
Against all odds and I will not stop
They try and keep me on bottom but I prefer the top
And my project chick I moved her next to Joc
She said the house was too small I moved her next to block
So baby get ya ass up I need an extra block
I told her do the speed limit and no extra stops and that's why

I get it in 'till sunrise
Doing ninety in a sixty five
Windows rolled down screaming ah!
Hey-ey-ey' I'm so paid
Number one hustla' gettin' money
Why do you wanna count my money
I'm a hustla' and I don't need them! One of them y'all see! I'm so paid

I am the boss it only takes one call
For a driver to hit you up and drop you off that's all
Guess what I won't be taking that fall
Homie I got cake that's what I'm paying them for (aha!)

Ain't that funny
Cause niggas want war but ain't got money
Cause I've seen them all talking 'till they start gunnin'
Quicker than Usain Bolt the fastest thing running

Yeah! Akon! Weezy! Jezzy!
Block oil holdin' down Jersey
Devine making sure we gettin' it up front
My little brother Boo got that vision baby-y!

I get it in 'till sunrise
Doing ninety in a sixty five
Windows rolled down screaming ah!
Hey-ey-ey' I'm so paid
Number one hustla' gettin' money
Why do you wanna count my money
I'm a hustla' and I don't need them! One of them y'all see! I'm so paid

Oh-oh, big money Weezy
White wife beater with the sig underneath it
How do I feel bitch I feel undefeated
Snap my fingers disappear from the precinct yea!
I'm ballin' we ball out
Thoughts of we fallin' 'til the ball bounce
I send some niggas with guns at y'all house
Only to find out you live in a doll house damn!
But I thought you was tough though
We carry choppers on our necks call it cut throat
We bury cowards on the set that they come from
We know magic turn weed smoke to gun smoke
We, ride first when we ride
You, in a hearse when you ride
I put my shoe down baby
And I'm holding down Young Mula baby! That's why

I get it in 'till sunrise
Doing ninety in a sixty five
Windows rolled down screaming ah!
Hey-ey-ey' I'm so paid
Number one hustla' gettin' money
Why do you wanna count my money
I'm a hustla' and I don't need them! One of them y'all see! I'm so paid",I'm So Paid,2008
