Band,Lyrics,Song,Year
Methods of Mayhem,"Are you tired of hanging out in your 
car and getting sweated by the boys in blue? Tired 
of getting shot by your best friend and not recieving 
any medical attention cause of lack of insurance? 
If these are a few problems that plague you and 
your friends, this november when you go up that 
ballid box and you see the proposition marked 
""fuck you"", you know what to do.. 

Tired of the boyz in blue, running up 
on your crew, you know what to do...
Tell em FUCK YOU! 
Its a proposition, FUCK YOU FUCK YOU, its a proposition 

hangin' on back in the streets wit 
your peeps smokin' weed, drinkin' brew, you ain't 
got a clue, fuck you, Its a proposition, 
FUCK YOU FUCK YOU, its a proposition 

Step in to ballid box, 
blowing up the mutha fuckin' spot, tired of 
these cops, tired of these judges, tired of the rules, 
waitin' til the day to tell em all FUCK YOU! 
Playin' two, because it ain't enough, got the boyz in blue, 
still roughin' me up, on the T.V. news still talking it up, 
never thought Tommy Lee could be fuckin' it up 
Methods of Mayhem, filthy and dutch, I walk up in your 
party and im spikin' the punch, if you've had enough, you 
know what to do, VOTE YES! On proposition fuck you! 

Tired of the boyz in blue, running up 
on your crew, you know what to do...
Tell em FUCK YOU! 
Its a proposition, FUCK YOU FUCK YOU, its a proposition

Filthee, Tommy Lee, steppin' casually, 
middle finger in the air for everybody to see, obviously 
you havent read over my proposition, fuck you collectivly 
be runnin' the opposition, opposition, proposition upon exposure, 
our prediction, stop your bitchin' we takin' over, I told ya, 
we more like pottery, stop the monopoly, we turn around 
nigga's that burn learn to do it properly 

 Tired of the boyz in blue, running up 
on your crew, you know what to do...
Tell em FUCK YOU! 
Its a proposition, FUCK YOU FUCK YOU, its a proposition 

Go on take away wellfare, medicare, start riots 
everywhere, my style she could need some healthcare 
Well prepared, proposition fuck you, ammunition fuck you, 
gotta bud a crew, who da farmers? house senate takin' over congress, 
show em how to keep it on this passive judgement, passin' on 
the government, no paper-greencard, by law we rock hard, 
HIP HOP rock stars, collauge, i borrow street, hoods and guns, 
take em goods and run, gettin' naked for fun, give ya food to bluff, 
so spark another blunt, FUCK YOU FUCK YOU, Its a PROPOSITION! 

Tired of the boyz in blue, running up 
on your crew, you know what to do...
Tell em FUCK YOU! 
Its a proposition, FUCK YOU FUCK YOU, its a proposition

Tired of the boyz in blue, running up 
on your crew, you know what to do...
Tell em FUCK YOU! 
Its a proposition, FUCK YOU FUCK YOU, its a proposition
",Proposition Fuck You [Featuring Filthee Immigrants],1999
Methods of Mayhem,"Theory of relativity times spirituality adrift 
back in my memory searching for something sig-a-nificant 
deep with enemy i want to travel the world and the 7 seas 
adventure to the desert with some water and plant a seed 
kick down some of my energy 
and now i can see things that before i could never see 
a new dimension filled with knowledge and harmony 
one brotha 2 anotha kick back and play a drum 
Realize what lies deep within your mind
between you and me look inside and you'll find 
realize what lies deep within your mind 
between you and me let the blind lead the blind 
Who the hell cares where the fuck you come from 
who the hell cares where the fuck you come from 
who the hell cares where the fuck you come from 
who the hell cares where the fuck you come from 
Make  your moves get your dibs 
nigga fuck them kids talkin shit about you dog, 
they don't know how it is on the up yo you know what? 
Mutha fuck yo cause i'm the top dog big dog big ball on the block 
gettin money fuckin hos and rockin hiphop 
methods of mayhem with d-o-double g-y and we ride, 
slidin to a whole different beat on the street bang-bang chitty chitty 
i'm a crazy nigga from the mad ass long beach city. 
I'm not your neighbor i'm a gangsta with the flava and ill behavior. 
",Who the Hell Cares,1999
Methods of Mayhem,"Power to the positive people
Please push your panic buttons
Stop the press, it's those hypocritical judge
And condemning preacher, with pens behind the desk

We protest against their negative stress, time time
Time to get that shit off our chest, I know that violence
Don't fix drama, if you wanna have that good karma
Go ask your mama, did you uncover your third eye?

Yeah and utilized my mental telepathy to get them away
From T-Lee and the rest of the posse

Click, click camera flash, freeze, frame a time
From the past or if I had a gat, I probably would blast
But livin' life like that, probably would not last

'Cause somebody one day onto them leave you left
Deep in the ground, your last tour date in a casket
With quadro sounds

Who sets the standards? Who sets the lines?
Who you? Or do they rule yer minds?

The snitches, the bitches be takin' advantages
Of the chances that they be giving confidentiality
T-Bone gave a brotha love and he turned that shit into 10 gs

And now it's he who sails the seven seas
Left us in the studio trackin' our tracks
And we're getting freaky-o
Paparazzi got a satellite 24-7 on my home-o

Uh-oh, with a direct line that goes directly live to the
Tonight show, where they prep like chefs
Cuttin' and choppin' with their fake ass voice-o's

Yeah and supporting a low life sucka
Who stole a video tape of my brotha
And his wife without they clothes

Now they pack that shit in the publics nose
But ironically, my fellow peeps burn the trash up at our shows

Who sets the standards? Who sets the lines?
Who keeps feeding us ethnic separation tax
Levels n levels of occupation were all
Significant parts in this universal creation

Who sets the standards? Who sets the lines?
Who you? Or do they rule yer minds?

See, we sick and tired of they tricks, we use in Voodoo
On the whole rag-mag click and that hardcopy shit here
We're gonna give 'em a real topic for the new millennium real quick

Who sets the standards? Who sets the lines?",Hypocritical [Rage Against Mix],2000
Methods of Mayhem,"Over again it plays
I'm not scared to face the wreckage of my younger ways
Every little thing you do
It's measured by the damage that it does to you

You can screw me around
You can swallow me down
Well I don't really know why
All we do is get high
Guess I'd rather just save my breathe
The world is just a time bomb
Everyone is dead wrong
And all this weight is on my head My head

Everyone you think you know
It turned to something different only yesterday
All of us need to choose
It's easier to give in than it is to lose

They can blow up our head
They can leave me for dead
But I don't really know why
All is said is goodbye
Guess I'd rather just save my breathe
The world is just a time bomb
Everyone is dead wrong
And all this weight is on my head My head My Head

Everything takes so long
Everyone waits so long
I don't really know why
All we did is get high
Guess I need save my breathe
The world is just a time bomb
Everyone is dead wrong
And all this weight is on my head My head",Time Bomb,2010
Methrone,"If you looked in my life
And see what I've seen...
If you looked in my life
And see what I've seen...
If you looked in my life
And see what I've seen...
If you looked in my life
And see what I've seen...

Life can be only what you make it
When you're feelin down
You should never fake it
Say what's on your mind
And you'll find in time
That all the negative energy
It would all cease

And you'll be at peace with yourself
You won't really need no one else
Except for the man up above
Because He'll give you love

If you looked in my life
And see what I've seen...
If you looked in my life
And see what I've seen...
If you looked in my life
And see what I've seen...
If you looked in my life
And see what I've seen...

Take your time
Baby don't you rush a thing
Don't you know, I know
We all are struggling
I know it is hard
But we will get by
And if you don't believe in me
Just believe in ""He""

Cause He'll give you peace of mind
Yes He will
And you'll see the sunshine
For real, yes you would
And you'll get to free your mind
And things will turn out fine
Oh, I know that things will turn out fine
Yes they would, yes they would

If you looked in my life
And see what I've seen...
If you looked in my life
And see what I've seen...
If you looked in my life
And see what I've seen...
If you looked in my life
And see what I've seen...

All you gotta do is take your time,
One day at a time
It's all on you
what you gonna do?

Oh you will see I'm so down and out
Cryin' every day
Don't know what to do or to say",My Life,2000
Methrone,"I used to go out to parties and stand around; 
'cause I was too nervous to really get down.
But my body yearned to be free.
I got up on the floor, boy,
so somebody could choose me.
No more standin' upside the wall.
I have got myself together, baby, 
now I'm havin' a ball.
Long as you're groovin' theres' always a chance 
somebody watchin' might wanna make romance.
 
Move your body, move baby, and dance all night,
To the groovin', I feel all right.
Havin' a party, ooh, invite all your friends;
But if you see me stop by, let me in.
Baby, just party all night long.
Let me slip into your erotic zone.
(We heard that!)
 
Move it up, 
Turn it around, ooh, shake it down
Ooh, you can bump me when you want to, babe.
This is such a groovy party, baby.
Dancin' face to face and everybody's screamin' 
this is such a groovy place.
All the young ladies are so fine.
You're movin' your body leaves me no doubt;
know what you're thinkin', baby, you want to turn me out.
Think I'm gonna let you do it?
 
Keep on dancin' oh, Keep on dancin' oh.
Ooh, look so good, yeah, keep on dancin'
Oh, now sugar, got to give it up.
Keep on dancin', gotta give it up.
Keep on dancin' . . . . .",Got to Give It Up,2001
Metisse/Terminalhead,"Earth in shadow, restlessly hold
Labour's waiting, in silent hope
For the promise, it longs to know
What heaven holds

Then the angels, in holy haste
Lift their anthem, Your Saviour lays
In a manger, in humble form
Your King is born

Hail the prince of heaven comes
Angel choirs sound the call
For this babe wrapped in a cloth is
The incarnate word of God
All the kingdom and its power
Resting now in this child
Prince of heaven
Jesus, hope of the world

This means mercy in fullest form
Loving-kindness forevermore
Son of David and Son of God
He is Christ, the Lord

Hail the prince of heaven comes
Angel choirs sound the call
For this babe wrapped in a cloth is
The incarnate word of God
All the kingdom and its power
Resting now in this child
Prince of heaven
Jesus, hope of the world

King of glory, we gladly greet
Born in wonder and majesty
Forever worthy, the earth will sing
Oh, prince of heaven, we worship Thee

King of glory, we gladly greet
Born in wonder and majesty
Forever worthy, the earth will sing
Oh, prince of heaven, we worship Thee

We can know Him, this prince of peace
In light of mercy, confess our sin
Lay our burdens at Jesus' feet
And with gladness sing

Hail the prince of heaven comes
Angel choirs sound the call
For this babe wrapped in a cloth is
The incarnate word of God
All the kingdom and its power
Resting now in this child
Prince of heaven
Jesus, hope of the world",Boom Boom Ba,2017
Metric,"Can't stand by myself
Hate to sleep alone
Surprises always help
So I take somebody home
To find out how I feel
Feel like just a baby
Portrait of a lady
Poster of a girl

Satisfy myself
Avoid beginners
Who long to shut my mouth
'Til I take one of them home
'Cause I know how it feels
Filling in the blanks
Looking on the bright side
When there is no bright side
Coming in your pants
For the off chance
With a poster of a girl",Poster Of A Girl,
Metric,"And we keep speeding
And we keep speeding
And we keep crashing
And we keep crashing
And we keep reaching
And we keep reaching
And we keep crying
'Til we start laughing

Long before my fall from grace
For a piece of me, they appeared
From the throat, I'm tied to you
All of us, we're cracked in two

And the ones in the back cry ""wait for me""
And the ones in the front cry ""you're too slow, you're too slow""
And the ones who are weak cry ""carry me""
And the ones who are strong cry ""let me go, let me go""

We reach for the things we idolize
But the rings are just for show
Her beauty is a form of charity
Dressed to suppress all kinds of sorrow

Dressed to suppress
Dressed to suppress
Dressed to suppress
Dressed to suppress all kinds of sorrow
Dressed to suppress
Dressed to suppress
Dressed to suppress
Dressed to suppress all kinds of sorrow

(Na na na na na)

Long before my fall from grace
For a piece of me, they appear
From the throat, I'm tied to you
All of us, we're cracked in two

And the ones we ignore cry ""come to me""
(Come to me)
Are the ones we adore cry ""give me space, give me space""
And the ones who are cruel cry ""beg for me""
(Beg for me)
Are the ones that possess, they love the chase, love the chase

We reach for the things we idolize
(Idolize)
But the rings are just for show
Her beauty is a form of charity
(Charity)
Dressed to suppress all kinds of sorrow

Dressed to suppress
Dressed to suppress
Dressed to suppress
Dressed to suppress all kinds of sorrow
Dressed to suppress
Dressed to suppress
Dressed to suppress
Dressed to suppress all kinds of sorrow
Dressed to suppress
Dressed to suppress
Dressed to suppress
Dressed to suppress all kinds of sorrow
Dressed to suppress
Dressed to suppress
Dressed to suppress
Dressed to suppress all kinds of sorrow

And we keep speeding
And we keep speeding
(Na na na na na)
And we keep crashing
And we keep crashing
(Na na na na na)
And we keep reaching
And we keep reaching
(Na na na na na)
And we keep crying
'Til we start laughing",Dressed to Suppress,
Metric,"It hurts to turn the radio on
Stamina's gone
My spirit is weak
Because every time I start to move on
Keep hearing that song
I'm brought to my knees
To permanently see in reverse
Take the remorse out of defeat
Because everything that's under my skin
Where I end and begin
Still belongs to me

I'm fine to sit and stare at the door
Can't run anymore
Too weary to stand
I'm bound in the effect with the cause
My life is on pause
It's out of my hands
To perfectly perform in reverse
There's no way to rehearse
There's nothing to plan
Because everything that's under my skin
Where I end and begin
That's who I am

Oh, only silence can restore
The sense of place I had before
Oh, only silence can repair
My sense of self I lost somewhere
Oh oh, oh, only silence can restore
The sense of place I had before
Oh, only silence can repair
My sense of self I lost somewhere

Because the last time I let myself feel this way
It was a long, long time ago
And now we get so scared, and we get so scared
To be nowhere left alone
Because the last time you let yourself feel this way
It was a long, long time ago
And now we get so scared, and we get so scared
To be nowhere left alone

Because it's now or never now
It's now or never now, now, now
Because it's now or never now
It's now or never now, now, now
Because it's now or never now
It's now or never now, now, now
Because it's now or never now
It's now or never now, now, now, now, now, now, now",Now or Never Now,
