Band,Lyrics,Song,Year
Sheryl Crow,"He's got a smile that it seems to me
Reminds me of childhood memories
Where everything
Was as fresh as the bright blue sky

Now and then when I see his face
He takes me away to that special place
And if I stared too long
I'd probably break down and cry

Sweet child o' mine
Sweet love o'mine

He's got eyes of the bluest skies
As if they thought of rain
I hate to look into those eyes
And see an ounce of pain

His hair reminds me
Of a warm safe place
Where as a child I'd hide
And pray for the thunder
And the rain
To quietly pass me by

Sweet child o' mine
Sweet love o'mine
Sweet child o' mine
Sweet love o'mine

Where do we go
Where do we go now
Where do we go
Where do we go
Where do we go now
Where do we go
Where do we go
Sweet child
Where do we go now

Where do we go
Where do we go sweet child
Where do we go now [Repeat until end]",Sweet Child O' Mine,1998
Sheryl Crow,"Hey let's party, let's get down, let's turn the radio on 
This is the meltdown 
Get out the camera, take a picture 
The drag queens and freaks are all out on the town 

And Cowboy Jane's in bed 
Nursing a swollen head 
Sunshine Sally and Peter Ustanov 
Don't like the scene anyhow 

I dropped acid on a Saturday night just to see what the fuss was about 
Now there goes the neighborhood 
The photo chick made to look sickly is standing in her panties, in the shower 
She plays guitar in the bathroom while the police dust her mother's plastic flowers 

And Schoolboy John's in jail 
Making a killing through the U.S. Mail 
Sunshine Sally and Peter Ustanov 
Don't like the scene anyhow 

I dropped acid on a Saturday night just to see what the fuss was about 
Now there goes the neighborhood 
Neighborhood
Now there goes the neighborhood 

This is the movie of the screenplay of the book about a girl who meets a junkie 
The messenger gets shot down just for carrying the messages to a flunky 
We can't be certain who the villains are 'cause everyone's so pretty 
But the after party's sure to be a wing-ding as it moves into your city, oh 

Sunshine Sally and Peter Ustanov 
Don't like the scene anyhow 
I dropped acid on a Saturday night just to see what the stink was about 

Sunshine Sally and Peter Ustanov 
Don't like the scene anyhow 
I dropped acid on a Saturday night just to see what the fuss was about 
There goes the neighborhood 

Oh, 
Now there goes the neighborhood",There Goes the Neighborhood,1998
Sheryl Crow,"[Part I]

I am strong
I am able
I spill milk on your table
Then I crawl like a baby
Just to see if you save me

I am sweet
I am ugly
I am mean if you love me
I'll try hard just to please you
When I say I don't need you

I dress up with a conscience
When I think you'll be watching
I say all the right things
I don't know what I mean

[Chorus]
Am I
Am I
Getting Through
Am I
Am I
Getting Through

I am ignorant and rude
I am fashionably crude
And sometimes when it's quiet
I'm an angel in white

When I pose in the mirror
I want everyone near me
I am scared that I'm weird
I'm afraid I am queer

I am lovely and weak
I am foul when I speak
I am strange when I'm kind
I am frying my mind

[Chorus]

I don't care, I don't care

Jesus loves me I know
For my mom told me so
I'm a loser at love
I'm a flower in the mud

[Chorus: x 2]

[Part II]

Don't you hate it
When the money starts to running out
Your esoteric rants
Were made to twist and shout

I heard you moved
Now you're hangin on the Moulin Rouge
Don't you know no matter where you go
Somebody's always watching you

That's what they say
That's what they say
When the pages fade the love you made
Will seem one hundred light years away

That's what they say
That's what they say","Am I Getting Through, Pts. 1 - 2",1998
Sheryl Crow,"Every night I dream you're next to me 

Tenderly 

You say my name 

You stay close enough to keep me here 

Then disappear 

When we're face to face 

Chorus: 

And if you carry me tonight 

I would be strong enough to fight 

And when you're weak and can't go on 

I'd be the bed you lay upon 

And blue is blue 

And so am I 

'Cause I want to be with you tonight 

And you're not the only one in need 

You know everybody's watching me 

And what they see 

Is me watching you 

In the middle, time is creeping by 

And I wonder why 

You're so removed 

Bridge: 

Come on baby 

Life is just a net into which you dive 

And I'm getting 

Closer to you now 

If I love you 

Will you run away 

And if you stay 

Will I disappear 

Chorus",In Need,1998
Sheryl Crow,"Every night I dream you're next to me 

Tenderly 

You say my name 

You stay close enough to keep me here 

Then disappear 

When we're face to face 

Chorus: 

And if you carry me tonight 

I would be strong enough to fight 

And when you're weak and can't go on 

I'd be the bed you lay upon 

And blue is blue 

And so am I 

'Cause I want to be with you tonight 

And you're not the only one in need 

You know everybody's watching me 

And what they see 

Is me watching you 

In the middle, time is creeping by 

And I wonder why 

You're so removed 

Bridge: 

Come on baby 

Life is just a net into which you dive 

And I'm getting 

Closer to you now 

If I love you 

Will you run away 

And if you stay 

Will I disappear 

Chorus",In Need [Non LP Track],1998
Sheryl Crow,"One less bell to answer
One less egg to fry
One less man to pick up after
I should be happy

But all I do is cry
(Cry, cry, no more laughter)
I should be happy
(Oh, why did he go)

I only know that since he left
My life's so empty
Though I try to forget
It just can't be done

Each time the doorbell rings
I still run
I don't know how in the world
To stop thinking of him

'Cause I still love him so
I spend each day the way I start out
Crying my heart out
(One less bell to answer)

I should be happy
(One less egg to fry)
One less man to pick up after
No more laughter, no more love

Since he went away
(One less bell to answer)
(One less egg to fry)
One less man to pick up after

No more laughter, no more love
Since he went away
He went away...",One Less Bell to Answer,1998
Sheryl Crow,"Short circulated 
Sleeping through the dopamine 
When you've got nothing to fear 
Too low to notice 

Superman in disco jeans 
Having a good time 
Just wish I was here 
Resuscitation 

Bring me around 
Resuscitation 
Bring me down 
So separated 

Under watergun ballet 
When you've got no map 
You've got no place to go 
Some sexy killjoy 

Bring everybody down 
Well I eat confusion 
And spit it out slow 
Resuscitation 

Bring you 'round 
Resuscitation 
Bring you down 
The road is paved with hope and glory 

But my shoes are hiding under the bed 
I need a little evaluation 
Rejuvenation 
Of soul and head 

So underneath 
Hanging on the bathroom rug 
Holding it together 
With rubber bands and chewing gum 

This mansion's crashing 
I'm just the butler's maid 
What do we care 
We just need our own parade 

Resuscitation 
Bring me down 
Resuscitation 
Bring me 'round",Resuscitation,1998
Sheryl Crow,"[Part I]

I am strong
I am able
I spill milk on your table
Then I crawl like a baby
Just to see if you save me

I am sweet
I am ugly
I am mean if you love me
I'll try hard just to please you
When I say I don't need you

I dress up with a conscience
When I think you'll be watching
I say all the right things
I don't know what I mean

[Chorus]
Am I
Am I
Getting Through
Am I
Am I
Getting Through

I am ignorant and rude
I am fashionably crude
And sometimes when it's quiet
I'm an angel in white

When I pose in the mirror
I want everyone near me
I am scared that I'm weird
I'm afraid I am queer

I am lovely and weak
I am foul when I speak
I am strange when I'm kind
I am frying my mind

[Chorus]

I don't care, I don't care

Jesus loves me I know
For my mom told me so
I'm a loser at love
I'm a flower in the mud

[Chorus: x 2]

[Part II]

Don't you hate it
When the money starts to running out
Your esoteric rants
Were made to twist and shout

I heard you moved
Now you're hangin on the Moulin Rouge
Don't you know no matter where you go
Somebody's always watching you

That's what they say
That's what they say
When the pages fade the love you made
Will seem one hundred light years away

That's what they say
That's what they say","Am I Getting Through, Pts. 1-2",1998
Sheryl Crow,"I watched the sun come up on Portland 
I waved goodbye to all my friends 
I packed my car and headed to LA 
I gave away all my loose ends 

Somebody said you gotta get away 
To want to go back home again 
I left my universe standing there 
Holding the hand of my best friend 

And it's laughter that I feel when I think of you 
It's one more dusty rose about to turn 
I'll see you when I reach New Mexico 
If I'm in the mood to crash and burn 

I wrote a letter that I never mailed 
I rehearsed a dialogue in my head 
In case you ever wanted to track me down 
I'll take my cell phone to bed 

And it's laughter that I hear when I close my eyes 
And it's one more punchline I forgot to learn 
I call you up when my bottle's dry 
I'm on my way to crash and burn 

Antigone laid across the road 
And let a mack truck leave her there for dead 
Just because her lover split the scene 
Well love might be great but why lose your head 

Well, it's laughter that comes up when I cry for you 
And my heart may break again before it learns 
And I might be stupid enough to want to fall again 
'Cause I've gotten use to the crash and burn 

I say I've gotten use to the crash and burn",Crash and Burn [Work in Progress][Mix],1998
Sheryl Crow,"[Part I:]
I am strong
I am able
I spill milk on your table
Then I crawl like a baby
Just to see if you save me

I am sweet
I am ugly
I am mean if you love me
I'll try hard just to please you
When I say I don't need you

I dress up with a conscience
When I think you'll be watching
I say all the right things
I don't know what I mean

[Chorus]
Am I
Am I
Getting Through
Am I
Am I
Getting Through

I am ignorant and rude
I am fashionably crude
And sometimes when it's quiet
I'm an angel in white

When I pose in the mirror
I want everyone near me
I am scared that I'm weird
I'm afraid I am queer

I am lovely and weak
I am foul when I speak
I am strange when I'm kind
I am frying my mind

[Chorus]
I don't care, I don't care
Jesus loves me I know
For my mom told me so
I'm a loser at love
I'm a flower in the mud

[Chorus Twice]
[Part II:]
Don't you hate it
When the money starts to running out
Your esoteric rants
Were made to twist and shout
I heard you moved
Now you're hangin on the Moulin Rouge
Don't you know no matter where you go
Somebody's always watching you
That's what they say
That's what they say
When the pages fade the love you made
Will seem one hundred light years away

That's what they say 
That's what they say","Am I Getting Through, Pt. 1-2",1998
