Band,Lyrics,Song,Year
Mick Lloyd,"Well, I woke up this morning, stumbled out of my rack.
I opened up the paper to the page in the back.
It only took me a minute for my finger to find 
my daily dose of destiny under my sigh.
My eyes just about popped out-a my head. 
It said,""The starts are stacked against you, girl. Get back in bed.""
 
I feel lucky,
I feel lucky, Yeah.
No Professor Doom gonna stand in my way.
Mm, I feel lucky today.
 
Well, I strolled down to the corner, gave my numbers to the clerk.
The pot's eleven million, so I called in sick to work.
I bought a pack of Camels, a burrito and a Barq's 
crossed against the light made a beeline for the park.
The sky began to thunder, the wind began to moan.
I heard a voice above me sayin', ""Girl, you'd better get back home.""
 
I feel lucky, 
I feel lucky, yeah.
No tropical depression gonna steal my sun away.
Mm, I feel lucky today.
 
Now Eleven million later, I was sittin' at the bar.
I bought the house a double, then the waitress a new car.
Dwight Yoakim's in the corner, try'n' to catch my eye.
Lyle Lovett's right beside me with his hand upon my thigh.
The moral of this story, it's simple but it's true:
Hey, the stars might lie, but the numbers never do.
 
I feel lucky, 
I feel lucky, yeah.
Hey Dwight, hey Lyle, boys, you don't have to fight.
Hot dog, I feel lucky tonight.
 
I feel lucky, 
I feel lucky.
Think I'll flip a coin I'm a winner either way.
Mmmmm I feel lucky today
",I Feel Lucky,1997
Mick Lloyd,"Spent forty-eight dollars last  night at the county fair
I threw out my shoulder but I won her that teddy bear
She's got me saying sugar-pie, honey, darlin', and dear
I ain't seen the Braves play a game all year
I'm gonna get fired, if I don't get some sleep
My long lost buddies say I'm gettin' in to deep

But I like it, I love it, I want some more of it
I try so hard, I can't rise above it
Don't know what it is 'bout that little gal's lovin'
But I like it, I love it, I want some more of it

My Mama and Daddy tried to teach me courtesy
But it never sank in 'til that girl got a hold of me
Now I'm holding umbrellas and openin' up doors
I'm taking out the trash and I'm sweepin' my floors
Crossin' my fingers, and countin' every kiss
Prayin' that it keeps goin' on like this

But I like it, I love it, I want some more of it
I try so hard, I can't rise above it
Don't know what it is 'bout that little gal's lovin'
But I like it, I love it, I want some more of it

Got to wash my truck and dress up
To pick her up to watch TV
And she sits down on the sofa
She'll move a little closer
She can't get enough of me

But I like it, I love it, I want some more of it
I try so hard, I can't rise above it
Don't know what it is 'bout that little gal's lovin'
But I like it, I love it, I want some more of it","I Like It, I Love It",1997
Mick Lloyd,"Yes, I admit I've got a thinkin' problem
She's always on my mind
Her memory goes round and round
I've tried to quit a thousand times
Yes, I admit I've got a thinkin' problem
Fill the glass up to the top
I'll start with lovin' her
But I don't know when to stop

I wake up and right away
Her name is on my lips
Once the memories start to flow
I can't stop with just one sip

Yes, I admit I've got a thinkin' problem
She's always on my mind
Her memory goes round and round
I've tried to quit a thousand times
Yes, I admit I've got a thinkin' problem
Fill the glass up to the top
I'll start with lovin' her
But I don't know when to stop

I keep on remembering
How good it used to be
Gettin' stoned all alone
On my favorite memory

Yes, I admit I've got a thinkin' problem
She's always on my mind
Her memory goes round and round
I've tried to quit a thousand times
Yes, I admit I've got a thinkin' problem
Fill the glass up to the top
I'll start with lovin' her
But I don't know when to stop

I'll start with lovin' you
But I don't know when to stop
",Thinkin' Problem,1997
Mick Lloyd,"Have you ever been down to Texas
Down around San Antone
They love to go all night and treat you right
And party till the cows come home
 
I love it when the let their hair down
And dance real close to you
You know I'm a sucker baby for what the cowgirls do
What the cowgirls do

They ain't no different up in Oklahoma
They ain't afraid to stay up til dawn
They love to cut a run and chug a lug
Longnecks til their money's all gone

I love it when the let their hair down
And dance real close to you
You know I'm a sucker baby for what the cowgirls do
What the cowgirls do

There's cowgirls all across the country
From Baton Rouge to Bangor Maine
It ain't hard to see they'll be the death of me
They're gonna drive my little heart insane

I love it when the let their hair down
And dance real close to you
You know I'm a sucker baby for what the cowgirls do
What the cowgirls do
",What the Cowgirls Do,1997
Mick Mars,"Oh, one thing I miss
Is cold Ethyl and her skeleton kiss
We met last night
Making love by the refrigerator light

Ethyl, Ethyl
Let me squeeze you in my arms
Ethyl, Ethyl
Come and freeze me with your charms

Oh, one thing, no lie
Ethyl's frigid as an Eskimo pie
She's cool in bed
She's oughta be 'cause Ethyl's dead

Ethyl, Ethyl
Let me squeeze you in my arms
Ethyl, Ethyl
Come and freeze me with your charms

c'mon baby
Ow, freeze me
Oh, I'm so cold
Oh, that's nice
Oh, freeze me, freeze me
Oh, yeah, wow

One thing, it's true
Cold Ethyl I am stuck on you
And everything is my way
Ethyl don't have much to say

Ethyl, Ethyl
Let me squeeze you in my arms
Ethyl, Ethyl
Come and freeze me with your charms

Oh, come here, cold Ethyl
Oh, what makes you so damn cold
So damn cold
Ahh, so cold

Cold Ethyl, cold, cold Ethyl
Cold Ethyl, cold, cold Ethyl
Cold Ethyl, cold, cold Ethyl
Cold Ethyl, cold, cold Ethyl

If I live to be 97
She'll be waiting
In refrigerator heaven
Cause you're cool, you're ice
Cold Ethyl, you're my paradise, ow
",Cold Ethyl,2001
Mick Mars,"Speed on up
S-S-speed on up
To the limit, come on

She's got a body I can barely believe
She's indeed the devil,
But on another level
Her kind of curves are k-killing me
There'd be nothing better than riding her forever

Gotta grab hold
When I'm ready to roll she's got some get up and go

Speed on up, take it to the limit
Only live once, live it fast for a minute
Speed on up, take it to the limit
Go and get some, gotta fight to the finish
And take it to limit yeah yeah

Zero to 60 in 4.3
She gets me into trouble and then she makes it double
Takes all my money she's a spending machine
But baby I ain't hurting I love the way you work it

Gotta grab hold
When I'm ready to roll she's got some get up and go

Speed on up, take it to the limit
Only live once, live it fast for a minute
Speed on up, take it to the limit
Go and get some, gotta fight to the finish
And take it to limit yeah yeah

Her kind of curves are k-killing me

Speed on up, take it to the limit
Only live once, live it fast for a minute
Speed on up, take it to the limit
Go and get some, gotta fight to the finish
And take it to limit yeah yeah

Speed on up, take it to the limit
Only live once, live it fast for a minute
Speed on up, take it to the limit
Go and get some, gotta fight to the finish
And take it to limit
Speed on up,
T-take it to the limit
Only live once
Gotta fight to the finish
So take it to the limit, yeah yeah",Take It to the Limit,2008
Mick Mars,"You're like a bad, bad
Movie on a Saturday night
And somehow I can't close my eyes
The demons were screaming and you
And me were meant to be

You're like a car crash that I
Can't look away
Cheers to the dead with some
Cheap champagne
Put an arrow through my heart, I
Swear I'll feel no pain

L-O-V-E, I love the way
You possess me
The bloody evidence is left
At the crime scene

I could have brought you roses
Or a diamond ring
That's just material things
This day I want you to be mine
I'm your blood-stained valentine

I could have brought you roses
Or a diamond ring
That's just material things
This day I want you to be mine
I'm your blood-stained valentine

You're like a bottle of poison
That I can't resist
Connect the dots with a razor blade
On my wrist
And watch the blood as it drips
From my finger tips

L-O-V-E, I love the way
You possess me
The bloody evidence is left
At the crime scene

I could have brought you roses
Or a diamond ring
That's just material things
This day I want you to be mine
I'm your blood-stained valentine

I could have brought you roses
Or a diamond ring
That's just material things
This day I want you to be mine
I'm your blood-stained valentine

L-O-V-E, I love the way
You possess me
The bloody evidence is left
At the crime scene

I could have brought you roses
Or a diamond ring
That's just material things
This day I want you to be mine
I'm your blood-stained valentine

I could have brought you roses
Or a diamond ring
That's just material things
This day I want you to be mine
I'm your blood-stained valentine",Blood Stained Valentine,2010
Mick Mars,"Sobriety's so far away from me
I don't want no part of it
I'm following my dreams

I've got no reason for the things that I do
Don't care what's right or wrong
Or care about you
I need a fix to fuel my appetite
The boulevard of drugs is the path I walk tonight

So drug me baby, drug me baby
So drug me baby, drug me to hell
So drug me baby, drug me baby
So drug me baby, drug me to hell

Cocaine, Meth, Xanax, and Ecstasy
Get used to my abuse now motherfucker
I'm following my dreams

I've got no reason for the things that I do
Don't care what's right or wrong
Or care about you
I need a fix to fuel my appetite
The boulevard of drugs is the path I walk tonight

So drug me baby, drug me baby
So drug me baby, drug me to hell
So drug me baby, drug me baby
So drug me baby, drug me to hell

I've got no reason for the things that I do
Don't care what's right or wrong
Or care about you
I need a fix to fuel my appetite
The boulevard of drugs is the path I walk tonight

So drug me baby, drug me baby
So drug me baby, drug me to hell
So drug me baby, drug me baby
So drug me baby, drug me to hell

So drug me baby, drug me baby
So drug me baby, drug me to hell
So drug me baby, drug me baby
So drug me baby, drug me to hell",Drug Me to Hell,2010
Mick Mars,"Not easy enough
The way I am makes it tough
Come get your phone
Don't wanna be here alone
Someday I will be fine
Be able to see the sunshine
Appreciate what's mine
Appreciate that I'm one of a kind

I still believe
Though I'm on my knees
Yeah, I still believe

You're the outcast
You cry when we all laugh
I'll be the one that you want to be the outcast
You're the outcast
I cry when you all laugh
Outcast!

Someday we will be fine
Be able to see the sunshine
We won't go into it blind
We'll appreciate that we're one of a kind

I still believe
Though I'm on my knees
Yeah, we'll still be free

You're the outcast
You cry when we all laugh
I'll be the one that you want to be the outcast
You're the outcast
I cry when you all laugh
Outcast!

You're the outcast
You cry when we all laugh
I'll be the one that you want to be the outcast
You're the outcast
I cry when you all laugh
Outcast!

You're the outcast
You cry when we all laugh
I'll be the one that you want to be the outcast
You're the outcast
I cry when you all laugh
Outcast!

You're the outcast
You cry when we all laugh
I'll be the one that you want to be the outcast
You're the outcast
I cry when you all laugh
Outcast!",Outcast,2011
Mick Mars,"That girl, she's a loaded gun
Gonna take 'em out, take 'em one by one
She knows when she's dressed to kill
She'll put a bullet in your heart
Just to feel the thrill

She walks like she's walking on water
She moves like the boss's daughter
She rides like a '67 Chevy
And a drive-top red, white and gold

Oh, what she does to me
With her long dark hair
And her sexy thighs
Baby let me come inside

'Cause she's hell on heels
And she turns my wheels
With the devil smile and her angel eyes
She got me all hypnotized
And she's hell on heels

That girl needs somebody like me
A real man born with sex degree
I was raised by the devil's own kin
Told me that a good time was never a sin

She walks like she's walking on water
She moves like the boss's daughter
She rides like a '67 Chevy
And a drive-top red, white and gold

Oh, what she does to me
With her long dark hair
And her sexy thighs
Baby let me come inside

'Cause she's hell on heels
And she turns my wheels
With the devil smile and her angel eyes
She got me all hypnotized
And she's hell on heels

I love the way she moves those lips from hell
At lunch brings me the drinks that she prepares

I am just another guy she brought inside of her
Add summer soul for her desire

With her long dark hair
And her sexy thighs
Baby let me come inside

'Cause she's hell on heels
And she turns my wheels
With the devil smile and her angel eyes
She got me all hypnotized
And she's hell on, hell
And she's hell on heels
She's hell on heels

Ooh you got me got me
With your devil smile
And her angel eyes
She got me all hypnotized
She's hell on heels",Boss's Daughter,2011
