Band,Lyrics,Song,Year
Rock Kills Kid,"This feels like another dream
Trapped underneath my own routines
I tried to lift it off of me
I give up, I give up
I just sit and bleed

I'm paralyzed, I'm paralyzed
Stuck in the middle
And I'm paralyzed

Arms and legs in between
Caught inside a stupid dream
Look for her, but cannot see
I give up, I give up
There's no time to believe

I'm paralyzed, I'm paralyzed
Stuck in the middle
And I'm paralyzed
I'm paralyzed, I'm paralyzed
The only way to cope
Is to realize

This feels like another dream
Everyone grabbed ahold of me
Pulled from every side of me
I give up, I give up
There's nothing left of me

Arms and legs inbetween
Caught inside a stupid dream
Look for her, but cannot see
I give up, I give up
There's no time to believe

I'm paralyzed. I'm paralyzed
Stuck in the middle
And I'm paralyzed
I'm paralyzed. I'm paralyzed
The only way to cope
Is to realize

I'm paralyzed...
I'm paralyzed...

I'm paralyzed, I'm paralyzed
Stuck in the middle
And I'm paralyzed
I'm paralyzed, I'm paralyzed
The only way to cope
Is to realize

I'm paralyzed
Stuck in the middle and I'm paralyzed
I'm paralyzed
The only way to cope is to realize",Paralyzed,2006
Rock Kills Kid,"
Song lyrics 
Well I'm waking up again
Waking up to all of your sorrow
Your eyes possessing me
Everywhere I turn, they follow
Turn away, cause I have you to thank
For all the hatred that I feel
Cause I've become so dead and hollow

Why don't you raise your hands
You gotta be so proud
Raise your hands
And let me know
Why don't you raise your hands
I wanna hear it loud
Raise your hands
And let me know, you care

When will all this end
When will all this go away
You were always testing me
Just another game you play
Your eyes possessing me...

Why don't you raise your hands
You gotta be so proud
Raise your hands
And let me know
Why don't you raise your hands
I wanna hear it loud
Raise your hands
And let me know, you care

Why don't you raise your hands
You gotta be so proud
Raise your hands
And let me know
Why don't you raise your hands
I wanna hear it loud
Raise your hands
And let me know, you care

Oh, oh, oh...
Why don't you 
Why don't you
Oh, oh, oh...
Why don't you

Oh, oh, oh...
 
 ",Raise Your Hands,2006
Rock Kills Kid,"Bend my head in cellophane
Come on baby, ease the pain
Don't sit there, all tied up
In your regret, regret
Live your life, and think for yourself
So, don't hold back because of me
Be the things you wanna be
But you still want, to stick around
Oh you should, oh you should

All around, things are moving
And lying's such a waste
Turn around, face the world
And you will find your place
And you will, run like hell
And you will, run like hell

There's nothing you can say to me
That wouldn't make me wanna see you
Out there, taking a chance on the world
The world, spending your life wanting to see
What's, just around the corner for
You and all the open doors
That pass you by, you stick around
Oh you should, oh you should

All around, things are moving
And lying's such a waste
Turn around, face the world
And you will find your place
And you will, run like hell
And you will, run like hell

Ooh...
Ooh...

All around, things are moving
And lying's such a waste
Turn around, face the world
And you will find your place
And you will, run like hell
And you will, run like hell

And you will (Run like hell)
And you will (Run like hell)
",Run Like Hell,2006
Rock Kills Kid,"This feels like another dream
Trapped underneath my own routines
I tried to lift it off of me
I give up, I give up
I just sit and bleed

I'm paralyzed, I'm paralyzed
Stuck in the middle
And I'm paralyzed

Arms and legs in between
Caught inside a stupid dream
Look for her, but cannot see
I give up, I give up
There's no time to believe

I'm paralyzed, I'm paralyzed
Stuck in the middle
And I'm paralyzed
I'm paralyzed, I'm paralyzed
The only way to cope
Is to realize

This feels like another dream
Everyone grabbed a hold of me
Pulled from every side of me
I give up, I give up
There's nothing left of me

Arms and legs in between
Caught inside a stupid dream
Look for her, but cannot see
I give up, I give up
There's no time to believe

I'm paralyzed. I'm paralyzed
Stuck in the middle
And I'm paralyzed
I'm paralyzed. I'm paralyzed
The only way to cope
Is to realize

I'm paralyzed... 
I'm paralyzed...

I'm paralyzed, I'm paralyzed
Stuck in the middle
And I'm paralyzed
I'm paralyzed, I'm paralyzed
The only way to cope
Is to realize

I'm paralyzed
Stuck in the middle and I'm paralyzed
I'm paralyzed
The only way to cope is to realize",Paralyzed [Claude le Gache Remix],2006
Rock Kills Kid,"I turn my camera on
And I cut my fingers on the way, yeah

It hit me like a tom
Keep on blowin' up
Keep on blowin' 'em off
Get up, roll it out
Keep on showin' 'em out

You hit me like a tom
Keep on blowin' up
Keep on blowin' 'em off
Get up, roll it out
Keep on showin' 'em out

When I turn my feelings on
I turn my feelings on inside
I saw them stars go off
I saw stars go off at night

It hit me like a tom
Keep on blowin' up
Keep on blowin' 'em off
It hit me like a tom
Get up, roll it out
Keep on showin' 'em out

You hit me like a tom
Keep on blowin' up
Keep on blowin' 'em off
You hit me like a tom
Get up, roll it out
Keep on showin' 'em out

I turn my feelings off
And you, you weren't so polite

It hit me like a tom
Keep on blowin' up
Keep on blowin' 'em off
You hit me like a tom
Get up, roll it out
Keep on showin' 'em out

I don't know where it's from
Keep on blowin' up
Keep on blowin' 'em off
You hit me like a tom
Get up, roll it out
Keep on showin' 'em out

It hit me like a tom
Keep on blowin' up
Keep on blowin' 'em off
You hit me like a tom
Get up, roll it out
Keep on showin' 'em out

I don't know where it's from
Keep on blowin' up
Keep on blowin' 'em off
You hit me like a tom
Get up, roll it out
Keep on showin' 'em out
",I Turn My Camera On,2006
Rock Mafia,"I got a fast pass to the front of the line
And I'm rolling out with some friends of mine
I got the Midas touch wherever I go
It's gold, it's gold yeah wherever I go

Out! Let it out tonight
Pour another shot of whatever you like
Can't feel better than this
If I play the lottery I'll probably win

I'm on a roll, I'm hittin' every every green light
I'm on a roll, I couldn't lose a hand if I tried
I'm on a roll, my ex wants sex tonight
I'm on a roll (I must be doing somethin' right)
I'm on a roll

I'm gonna live tonight like it's the best night of my life
Like it's the best night of my life
Like it's the best night of my life
I'm on a roll
I'm on a roll

Life's good you know I ain't gonna lie
I'm gonna light it up like the fourth of July
If I can keep it up I ain't sleeping tonight 'cause up till now
It's been a hell of a ride

I'll let it out tonight
Pour another shot of what ever you like
Can't feel better than this
If I play the lottery I'll probably win

I'm on a roll, I'm hittin every every green light
I'm on a roll, I couldn't lose a hand if I tried
I'm on a roll, my ex wants sex tonight
I'm on a roll (I must be doing somethin' right)
I'm on a roll

I'm gonna live tonight like it's the best night of my life
Like it's the best night of my life
Like it's the best night of my life
I'm on a roll
I'm on a roll

I'm gonna live tonight like

I'm gonna roll like dice in Vegas, say hi to the one I made it
Couldn't do it without the haters, no counts it makes
No habla ingles
Ay late night gotta gotta fake left gotta fix that Sprite
Ay Stefano we both live a life

I'll let it out tonight
Pour another shot of what ever you like
I'm on a roll, I'm hittin' every every green light
I'm on a roll, I couldn't lose a hand if I tried
I'm on a roll, my ex wants sex tonight
I'm on a roll  (I must be doing somethin' right)
I'm on a roll

I'm gonna live tonight like it's the best night of my life
Like it's the best night of my life
Like it's the best of my life
I'm on a roll
I'm on a roll

I'm gonna live tonight like it's the best night of my life
Like it's the best night of my life
Like it's the best night of my life
I'm on a roll
I'm on a roll",I'm On a Roll,2012
Rock Marcy,"[Warren G]
Regulators
We regulate any stealing of his property
And we damn good too
But you can't be any geek off the street,
Gotta be handy with the steel if you know what I mean, earn your keep!
Regulators! Mount up!

[Warren G]
It was a clear black night, a clear white moon
Warren G was on the streets, trying to consume
Some skirts for the eve, so I can get some funk
Just rollin' in my ride, chillin' all alone

[Nate Dogg]
Just hit the Eastside of the LBC
On a mission trying to find Mr. Warren G.
Seen a car full of girls ain't no need to tweak
All you skirts know what's up with 213

[Warren G]
So I hooks a left on the 21 and Lewis
Some brothers shootin' dice so I said ""Let's do this""
I jumped out the ride, and said ""What's up?""
Some brothers pulled some gats so I said ""I'm stuck.""

[Nate Dogg]
Since these girls peepin' me I'ma glide and swerve
These hookers lookin' so hard they straight hit the curb
Won't'cha think of better things than some horny tricks
I see my homey and some suckers all in his mix

[Warren G]
I'm gettin' jacked, I'm breakin' myself
I can't believe they taking Warren's wealth
They took my rings, they took my Rolex
I looked at the brother said ""Damn, what's next?""

[Nate Dogg]
They got my homey hemmed up and they all around
Ain't none of them seeing if they going straight pound for pound
I gotta come up real quick before they start to clown
I best pull out my strap and lay them busters down

[Warren G]
They got guns to my head
I think I'm going down
I can't believe this happenin' in my own town
If I had wings I could fly
Let me contemplate
I glanced in the cut and I see my homey Nate

[Nate Dogg]
Sixteen in the clip and one in the hole
Nate Dogg is about to make some bodies turn cold
Now they droppin' and yellin' 
It's a tad bit late
Nate Dogg and Warren G had to regulate

I laid all them busters down
I let my gat explode
Now I'm switching my mind back into freak mode
If you want skirts sit back and observe
I just left a gang of those over there on the curb

[Warren G]
Now Nate got the freaks
And that's a known fact
Before I got jacked I was on the same track
Back up back up cause it's on
N A T E and me
The Warren to the G

[Nate Dogg]
Just like I thought 
They were in the same spot
In need of some desperate help
The Nate Dogg and the G-child
Were in need of something else
One of them dames was sexy as hell
I said ""oh I like your size.""
She said ""my car's broke down and you seem real nice,
Would ya let me ride?""
I got a car full of girls and it's going real swell
The next stop is the Eastside Motel

[Warren G]
I'm tweaking
Into a whole new era
G-Funk
Step to this
I dare ya
Funk
On a whole new level

[Nate Dogg]
The rhythm is the bass and the bass is the treble

[Warren G]
Chords
Strings
We brings
Melody
G-Funk
Where rhythm is life
And life is rhythm

[Warren G]
If you know like I know
You don't want to step to this
It's the G-Funk era
Funked out with a gangster twist
If you smoke like I smoke
Then you high like everyday
And if your ass is a buster
213 will regulate",The Regulators,2004
Rock Master Scott & the Dynamic Three,"Hey girls, hey boys
Superstar DJs here we go!

Somebody say 'ho' (ho)
Say 'ho, ho' (ho, ho)
Now somebody, anybody, everybody scream 

Now throw your hands in the air
And wave 'em like you just don't care
And if you're not a square from Delaware
And you got on clean underwear
And your momma ain't on welfare
Somebody say 'oh, yeah' (oh, yeah)
Oh, yeah! (oh, yeah)

Well DJ's spinning on the wheels of steel
Like it ain't no thing, cause he is for real
He's cuttin' the jams with a wave of his hand
And it sounds so fresh it'll make you stand
You hear the highs in your eyes, the bass in your face
This super DJ can rock the place
You hear bass, highs, tremblin' tones
He can even cut the jams without the headphones

Well Stick Rick is rockin' to the break of day
Makin' all the fly girls that wanna give me a play
Now if your DJ rocks to the break of day
Let me hear you say 'DJ' (DJ)
DJ (DJ)

We're gonna rock to the break of day
Say 'Keep on rockin' it' (keep on rockin' it)
Keep on rockin' it (keep on rockin' it)
Come on y'all keep on rockin' it (keep on rockin' it, keep on rockin' it)

Heh

Now clap your hands and stomp your feet
While the DJ scratch to the funky beat
He's makin' you move until your body sweat
He's even givin' you more than you supposed to get
Now twist and turn and let your body burn
And show everybody what you just learned
Let's all get together and form a crowd
While the DJ play it, nice and loud
Now everybody in the place to be
Let's all get together, repeat after me
Say, 'rock the house' (rock the house)
Say, 'rock the house' (rock the house)
Everybody say, 'turn it out' (turn it out)
Come on turn it out (turn it out)
I like it (I like it)
Come on I love it (I love it)
Let me hear ya, I like it (I like it)
One more time, I love it (I love it)
Come on

Well I'm the master blaster, a man to see
Rockin' the bass for everybody
If ya DJ rocks to the break of day
Somebody say 'DJ' (DJ)
DJ (DJ)
We're gonna rock it to the break of day
Say 'keep on rockin' it' (keep on rockin' it)
Keep on rockin' it (keep on rockin' it)
Keep on rockin' it (keep on rockin' it)
Keep on rockin' it (keep on rockin' it)

DJs now, I'm coming strong
You better take my advice
Because it lasts this long
Is rocking the house
One job well done
For any DJ in this world to be someone
To make a fella say ""ho"" the girls get loose
And if the crowd respond to that, the jock got juiced
Enough pull to make some cash
'Cause it's all about duds
And they can jam-pack the place
No matter how much you spend
So if you wanna make some cash or be a DJ
You must rock the house right and know what to play

Now everybody in the place to be
Let's all get together, repeat after me
Say, 'oh' (oh)
Say, 'oh, ho' (oh, ho)
Once again I like it (I like it)
Come on I love it (I love it)
One more time I like it (I like it)
Come on I love it (I love it) ha!

All the fellas in the house if ya wanna break dance
Say, 'break dance' (break dance)
Say, 'break dance' (break  dance)
Come on
'Break break, break, break' (break break, break, break)
Cut it up DJ

This DJ cut different ways
So let me hear you cut it, DJ

Let's make some noise (ho)
Let's make some noise come on
The roof, the roof, the roof is on fire
(We don't need no water, let the motherfucker burn)
(Burn, motherfucker, burn)
The roof, the roof, the roof is on fire
(We don't need no water, let the motherfucker burn)
(Burn, motherfucker, burn)

The roof, the roof, the roof is on fire",The Roof Is on Fire [Club DJ],1992
Rock Master Scott & the Dynamic Three,"Hey girls, hey boys
Superstar DJs here we go!

Somebody say 'ho' (ho)
Say 'ho, ho' (ho, ho)
Now somebody, anybody, everybody scream 

Now throw your hands in the air
And wave 'em like you just don't care
And if you're not a square from Delaware
And you got on clean underwear
And your momma ain't on welfare
Somebody say 'oh, yeah' (oh, yeah)
Oh, yeah! (oh, yeah)

Well DJ's spinning on the wheels of steel
Like it ain't no thing, cause he is for real
He's cuttin' the jams with a wave of his hand
And it sounds so fresh it'll make you stand
You hear the highs in your eyes, the bass in your face
This super DJ can rock the place
You hear bass, highs, tremblin' tones
He can even cut the jams without the headphones

Well Stick Rick is rockin' to the break of day
Makin' all the fly girls that wanna give me a play
Now if your DJ rocks to the break of day
Let me hear you say 'DJ' (DJ)
DJ (DJ)

We're gonna rock to the break of day
Say 'Keep on rockin' it' (keep on rockin' it)
Keep on rockin' it (keep on rockin' it)
Come on y'all keep on rockin' it (keep on rockin' it, keep on rockin' it)

Heh

Now clap your hands and stomp your feet
While the DJ scratch to the funky beat
He's makin' you move until your body sweat
He's even givin' you more than you supposed to get
Now twist and turn and let your body burn
And show everybody what you just learned
Let's all get together and form a crowd
While the DJ play it, nice and loud
Now everybody in the place to be
Let's all get together, repeat after me
Say, 'rock the house' (rock the house)
Say, 'rock the house' (rock the house)
Everybody say, 'turn it out' (turn it out)
Come on turn it out (turn it out)
I like it (I like it)
Come on I love it (I love it)
Let me hear ya, I like it (I like it)
One more time, I love it (I love it)
Come on

Well I'm the master blaster, a man to see
Rockin' the bass for everybody
If ya DJ rocks to the break of day
Somebody say 'DJ' (DJ)
DJ (DJ)
We're gonna rock it to the break of day
Say 'keep on rockin' it' (keep on rockin' it)
Keep on rockin' it (keep on rockin' it)
Keep on rockin' it (keep on rockin' it)
Keep on rockin' it (keep on rockin' it)

DJs now, I'm coming strong
You better take my advice
Because it lasts this long
Is rocking the house
One job well done
For any DJ in this world to be someone
To make a fella say ""ho"" the girls get loose
And if the crowd respond to that, the jock got juiced
Enough pull to make some cash
'Cause it's all about duds
And they can jam-pack the place
No matter how much you spend
So if you wanna make some cash or be a DJ
You must rock the house right and know what to play

Now everybody in the place to be
Let's all get together, repeat after me
Say, 'oh' (oh)
Say, 'oh, ho' (oh, ho)
Once again I like it (I like it)
Come on I love it (I love it)
One more time I like it (I like it)
Come on I love it (I love it) ha!

All the fellas in the house if ya wanna break dance
Say, 'break dance' (break dance)
Say, 'break dance' (break  dance)
Come on
'Break break, break, break' (break break, break, break)
Cut it up DJ

This DJ cut different ways
So let me hear you cut it, DJ

Let's make some noise (ho)
Let's make some noise come on
The roof, the roof, the roof is on fire
(We don't need no water, let the motherfucker burn)
(Burn, motherfucker, burn)
The roof, the roof, the roof is on fire
(We don't need no water, let the motherfucker burn)
(Burn, motherfucker, burn)

The roof, the roof, the roof is on fire",The Roof Is on Fire,1997
Rock N Roll Soldiers,"I'm not doin; fine
I'm desecrating lives
I boned a phone booth of a lady shaky heinous crimes
Nailing hands down to floorboards
Angry side gone overboard
And
I'm bored
Still bored
I'm so bored

I've got a funny little feeling
My arms are shaking like a lightning rod, yeah
I'll cannonball right through the ceiling
And sink my teeth in till the feelings gone, yeah

Oh, I'm the slow move guy
No time for swattin' flies
Appeasing bees knees easing g string seizing wheezing 
Funny little feeling
Lick it dry
Wonders just who am I
Prison warden, teenage boy, transvestite with high heels on

Hey where has my life gone
Ain't done anything I want
According to my list
I've still got so many musicians to kill
Will kill, until I fill my landfill full of bodies standing still

I've got a funny little feeling
My arms are shaking like a lightning rod, yeah
I'll cannonball right through the ceiling
And sink my teeth in 'till the feelings gone, yeah

I've got a funny little feeling
My arms are shaking like a lightning rod, yeah
I'll cannonball right through the ceiling
And sink my teeth in 'till the feelings gone, yeah

I've got a funny little feeling
My arms are shaking like a lightning rod, yeah
I'll cannonball right through the ceiling
And sink my teeth in 'till the feelings gone, yeah

I've got a funny little
I've got a funny little
I've got a funny little
I've got a funny little feelin'
I've got a funny little
I've got a funny little
I've got a funny little feelin'
Feelin'
Feelin'",Funny Little Feeling,2005
