Band,Lyrics,Song,Year
Mike Robinson,"Va savoir c'est peut-être ça l'amour
Une lettre froissée, un disque rayé
Qui tournera encore pendant des années
Même s'il est usé
Va savoir c'est peut-être ça la vie
Battements de secondes, minutes de plaisir
Et des heures encore à s'appartenir
Même si le temps gronde
Et si le hasard un jour nous sépare
Faudra surtout pas lui en vouloir
Même quand tout va bien
Pourquoi toujours penser a demain
Allez viens
Va savoir c'est peut-être notre histoire
Si j'pleure c'est pour rire
Juste pour te dire
Que tu m'as laissé
Comme un goût de miel
Pour l'éternité, babe",Va Savoir,1999
Mike Robinson,"Qui ose dire qu'il peut m'apprendre les sentiments
Ou me montrer ce qu'il faut faire pour être grand
Qui peut changer ce que je porte dans mon sang

Qui a le droit de m'interdire d'être vivant
De quel côté se trouvent les bons ou les méchants
Leurs évangiles ont fait de moi un non-croyant

La vie ne m'apprend rien
Je voulais juste un peu parler, choisir un train
La vie ne m'apprend rien
J'aimerai tellement m'accrocher, prendre un chemin
Prendre un chemin

Mais je n'peux pas, je n'sais pas
Et je reste planté là
Les lois ne font plus les hommes
Mais quelques hommes font la loi
Et je n'peux pas, je n'sais pas
Et je reste planté là

À ceux qui croient que mon argent endort ma tête
Je dis qu'il ne suffit pas d'être pauvre pour être honnête
Ils croient peut-être que la liberté s'achète

Que reste-t-il des idéaux sous la mitraille
Quand les prêcheurs sont à l'abri de la bataille
La vie des morts n'est plus sauvée par des médailles

La vie ne m'apprend rien
Je voulais juste un peu parler, choisir un train
La vie ne m'apprend rien
J'aimerai tellement m'accrocher, prendre un chemin
Prendre un chemin

Mais je n'peux pas, je n'sais pas
Et je reste planté là
Les lois ne font plus les hommes
Mais quelques hommes font la loi
Et je n'peux pas, je n'sais pas
Et je reste planté là

Je n'peux pas, je n'sais pas
Et je reste planté là
Les lois ne font plus les hommes
Mais quelques hommes font la loi
Et je n'peux pas, je n'sais pas
Et je reste planté là

La vie ne m'apprend rien",La Vie Ne M'Apprend Rien,1999
Mike Rofé,"Maybe it's been too long for me
Maybe I'm too far gone
I'm not looking for sympathy
But I know something's gotta be wrong

Remind me now what it means to kneel
Get me out of the way
I'm learning still that your love is real
You've proven it's not a charade

I don't know how much I can take
Mighty fences are slipping away

You slowly break me down
You slowly turn me around
I'm learning how to live, I'm learning how to love
Now that you're here slowly showing me how

How do you say the things you say?
Do you really think I can change?
You love me with so much abandon
And you move in me with such grace

I am finally coming awake
Mighty fences are fading away

You slowly break me down
You slowly turn me around
I'm learning how to live, I'm learning how to love
Now that you're here slowly showing me

What I would be if I never let you in
What I would be if I am giving up my skin
What I would be if I let you in

You slowly break me down
You slowly turn me around

You slowly break me down
You slowly turn me around
I'm learning how to live, I'm learning how to love
Now that you're here slowly showing me how",Slowly,2006
Mike Rogers,"Every limbo boy and girl
All around the limbo world
Gonna do the limbo rock
All around the limbo clock
Jack be limbo, Jack be quick
Jack go unda limbo stick
All around the limbo clock
Hey, let's do the limbo rock

Limbo lower now
Limbo lower now
How low can you go

First you spread your limbo feet
Then you move to limbo beat
Limbo ankolimboneee, 
Bend back like a limbo tree
Jack be limbo, Jack be quick
Jack go unda limbo stick
All around the limbo clock
Hey, let's do the limbo rock

la la la etc (instead of instrumental break) 

Get yourself a limbo girl
Give that chic a limbo whirl
There's a limbo moon above
You will fall in limbo love
Jack be limbo, Jack be quick
Jack go unda limbo stick
All around the limbo clock
Hey, let's do the limbo rock

Don't move that limbo bar
You'll be a limbo star
How low can you go

Whistling closes song",Limbo Rock Remix,2008
Mike Rubin,"You went away
I let you
We broke the ties that bind
I wanted to forget you
And leave the past behind
Still, the magic of the night I met you
Seems to stay forever in my mind

The sky was blue
And high above
The moon was new
And so was love
This eager heart of mine was singing
Lover where can you be

You came at last
Love had its day
That day is past
You've gone away
This aching heart of mine is singing
Lover come back to me
When I remember every little thing

You used to do
I'm so lonely
Every road I walk along
I walk along with you
No wonder I am lonely

The sky is blue
The night is cold
The moon is new
But love is old
And while I'm waiting here
This heart of mine is singing
Lover come back to me
When I remember every little thing

You used to do
I grow lonely
Every road I walk along
I walk along with you
No wonder I am lonely

The sky is blue
The  night is cold
The moon is new
But love is old
And while I'm waiting here
This heart of mine is singing
Lover come back to me","Lover, Come Back to Me",2000
Mike Rud,"How much do I love you?
I'll tell you no lie
How deep is the ocean?
How high is the sky?

How many times a day do I think of you?
How many roses are sprinkled with dew?

How far would I travel
To be where you are?
How far is the journey
From here to a star?

And if I ever lost you, how much would I cry?
How deep is the ocean?
How high is the sky?

How far would I travel
To be where you are?
How far is the journey
From here to a star?

And if I ever lost you, how much would I cry?
How deep is the ocean?
How high is the sky?
How high is the sky?",How Deep Is the Ocean?,1997
Mike Rud,"Lately, I find myself out gazing at stars, 
Hearing guitars like someone in love.
Sometimes the things I do astound me, 
Mostly whenever you're around me.
Lately I seem to walk as though I had wings, 
Bump into things like someone in love.
Each time I look at you, 
I'm limp as a glove, 
And feeling like someone in love.",Like Someone in Love,1997
Mike Rud,"It's not the pale moon that excites me 
That thrills and delights me, oh no 
It's just the nearness of you 

It isn't your sweet conversation 
That brings this sensation, oh no 
It's just the nearness of you 

When you're in my arms and I feel you so close to me 
All my wildest dreams come true 

I need no soft lights to enchant me 
If you'll only grant me the right 
To hold you ever so tight 
And to feel in the night the nearness of you",The Nearness of You,1997
Mike Rud,"The shadow of your smile
When you have gone
Will color all my dreams
And light the dawn

Look into my eyes my love and see
All the lovely things you are to me

Our wistful little star
It was far, too high
A teardrop kissed your lips
And so did I

Now when I remember spring
All the joys that love can bring
I will be remembering
The shadow of your smile",The Shadow of Your Smile,1997
Mike Rud,"I'll be seeing you in all the old familiar places
That this heart of mine embraces all day through
In that small cafe, the park across the way
The children's carousel, 
The chestnut trees, the wishing well

I'll be seeing you in every lovely summer's day
In everything that's light and gay
I'll always think of you that way

I'll find you in the morning' sun
And when the night is new
I'll be looking at the moon
But I'll be seeing you
I'll find you in the morning sun
And when the night is new
I'll be looking at the moon
But I'll be seeing you",I'll Be Seeing You,2007
Mike Rupert,"There's a certain girl I've been in love with a long, long time.
(What's her name?) I can't tell you. (No!)
I can't reveal her name until I've got her.
(What's her name?) I can't tell you. (No!)
Well, I've tried to get her time and time again.
We just end up as nothing but friends.
And there's a certain girl I've been in love with a long, long time.
(What's her name?) I can't tell you. (No!)

Well, there's a certain chick I've been sweet on since I met her.
(What's her name?) I can't tell you. (No!)
I can't repeat her name until I get her.
(What's her name?) I can't tell you. (No!)
Well one day, I'm gonna wake up and say,
""I'll do anything just to be your slave.""
And there's a certain girl I've been in love with a long, long time.
(What's her name?) I can't tell you. (No!)

Well, I've tried to get her time and time again.
We just end up as nothing but friends.
And there's a certain girl I've been in love with a long, long time.
(What's her name?) I can't tell you. (No!)

There's a certain chick I've been sweet on since I found her.
(What's her name?) I can't tell you. (No!)
I can't reveal her name until I get her.
(What's her name?) I can't tell you. (No!)
Well now one day, get her time and time again.
We just end up as nothing but friends.
And there's a certain girl I've been in love with a long, long time.
(What's her name?) I can't tell you. (No!)

I can't tell you. (No!)
I can't tell you. (No!)
I can't tell you.",A  Certain Girl,1994
