Band,Lyrics,Song,Year
Josie & the Pussycats,"The best things in life are free
But you can keep them for the birds and bees
Now give me money
That's what I want
That's what I want, yeah
That's what I want

You're lovin' gives me a thrill
But you're lovin' don't pay my bills
Now give me money
That's what I want
That's what I want, yeah
That's what I want

Money don't get everything it's true
What it don't get, I can't use
Now give me money
That's what I want
That's what I want, yeah
That's what I want, wah

Money don't get everything it's true
What it don't get, I can't use
Now give me money
That's what I want
That's what I want, yeah
That's what I want

Well now give me money
A lot of money
Wow, yeah, I wanna be free
Oh I want money
That's what I want
That's what I want, well
Now give me money
A lot of money
Wow, yeah, you need money
Now, give me money
That's what I want, yeah
That's what I want",Money (That's What I Want),2001
Josie & the Pussycats,"Well he looks at me with those Innocent eyes,
And says it looks like we're wearing some kind of disguise,
Because your hair sticks up and your shoes are untied,
And I hope you got that shirt at half price,
And every word I say falls flat on the floor,
I try to tell a joke but he's heard it before,
And I don't think I can take it no more,
Cause he's driving me right out of my front door,

Why do you do what you do to me baby,
You're shaking my confidence you're driving me crazy,
You know if I could I'd do anything for you,
Please don't ignore me cause you know I adore you,

Can't you just pretend to be nice,
Can you at least pretend to be nice,
If you could just pretend to be nice,
Everything in my life would be alright,

Oooh wee....
Oooh wee....

And I try so hard just to figure him out,
But he won't tell me what he's thinking about,
And then he falls asleep on the living room couch,
With his sunglasses on and his tongue hanging out,
And then he disappears for a week at a time,
And then he just shows up just like everything's fine,
And I don't get what goes on in his mind,
But I'm tired of hearing the same stupid line,

Why do you do what you do to me baby,
You're shaking my confidence making me crazy,
You know if I could I'd do anything for you,
I don't mean to bore you cause you know I adore you,

But can't you just pretend to be nice,
Can you at least pretend to be nice,
If you could just pretend to be nice,
Everything in my life would be alright,

Oooh wee....
Oooh wee....",Pretend to Be Nice,2001
Josie & the Pussycats,"You could say
Everything's no good
'Cause you'd just say
What everyone else would
You could say
That the sky is blue
'Cause I wonder who
Would ever not believe you
I should have said
This for so long
So so long

Shapeshifter
Guest lister
Big faker
She'll turn around
You'll diss her
Gate crasher
Rehasher
If you think that's cool
Whatever dude
Whatever dude

You could say what
She wants to hear
'Cause it's her car and
She'll let the bum steer
You could say
That to fix is in
But I don't believe it
Not for a minute

'Cause you like
All the same songs
But you're all wrong
You're just all wrong

Shapeshifter
Guest lister
Big faker
She'll turn around
You'll diss her
Gate crasher
Rehasher
If you think that's cool
Whatever dude
Whatever dude

Boys like you
Don't cost a dime
You could say it's
Fine fine fine fine fine
But you know
Just as well as I
That's a lie lie lie lie

Gate crasher
Rehasher
Big faker
She'll turn around
You'll smash her
Shape shifter
Guest lister
If you think that's cool

Shapeshifter
Guest lister
Big faker
She'll turn around
You'll diss her
Gate crasher
Rehasher
If you think that's cool
Whatever dude
Whatever dude
Whatever dude
Whatever dude
Whatever dude
Whatever",Shapeshifter,2001
Josie & the Pussycats,"La la la
La la la la
La la la
La la la la 
La la la, la la la
Yeah
1,2
1, 2, 3, 4

Spin around
Come back home
You're running out on a line
Sometimes feel I'm
Going outta my mind
Stunned here waiting
For anyone to take the time
Spin around
We get further and further away
Smile and wave
Ain't got nothing to say
Frozen, waiting for anyone
To take the time
To change my mind, this time

Well I've been staring at
The sun for some time
It gets dark inside
But I don't mind
And if you're gone it's
Like I'm going blind
I can't get by this time

Spin around, jump back
Take another look at yourself
You've been hiding
All along on a shelf
Frozen, waiting for
Anyone to take the time
Spin around, come down now
'Cause it's all getting clear
Everything you ever wanted is here
You never needed anyone
To change your mind
Don't waste our time
We're fine

Well I've been staring at
The sun for some time
It gets dark inside
But I don't mind
And if you're gone it's
Like I'm going blind
I can't get by this time

La la la
La la la la
La la la
La la la la
La la la, la la la
Yeah

La la la
La la la la
La la la
La la la la
La la la, la la la
Yeah

Spin around and around
And around and around
Never want to come back down
'Cause everything
You've lost I've found
Yeah

Spin around and around
And around and around
Never want to come back down
'Cause everything
You've lost I've found
Yeah

Spin around and around and ah
Spin around and around and ah
Spin around and around and ah
Yeah yeah yeah yeah yeah yeah",Spin Around,2001
Josie & the Pussycats,"This is the place where I sit
This is the part where I love you too much
This is as hard as it gets
'Cause I'm getting tired of pretending I'm tough

I'm here if you want me
I'm yours, you can hold me
I'm empty and achin' 
And tumblin' and breakin'

'Cause you don't see me
And you don't need me
And you don't love me 
The way I wish you would
The way I know you could

I dream a world where you understand
That I dream a million sleepless nights
Well I dream a fire when you're touching my hand
But it twists into smoke when I turn on the lights

I'm speechless and faded
It's too complicated
Is this how the book ends,
Nothing but good friends?

'Cause you don't see me
And you don't need me
And you don't love me
The way I wish you would

The way I wish you would
This is the place in my heart
This is the place where I'm falling apart 
Isn't this just where we met
And is this the last chance that I'll ever get

I wish I was lonely
Instead of just only
Crystal and see-through
And not enough to you

'Cause you don't see me
And you don't need me
And you don't love me
The way I wish you would

'Cause you don't see me
And you don't need me
And you don't love me
The way I wish you would
The way I know you could",You Don't See Me,2001
Josie & the Pussycats,"I feel good yeah I feel fine,
I've stopped complainin' all the time,
You'll get yours and baby I'll get mine,

So don't be fooled by what you see,
In movies magazines and on TV,
What do they know about you and me,
We don't care what they say,
We'll be alright we'll be ok

Na na na na
Na na na na
Na na na na yeah yeah

So stand up straight and stand up tall,
Don't waste your time in shopping malls,
Slam the door and let's tear down the walls,
Crack it up let's mess around,
Be who you are cause you're a star,

Na na na na
Na na na na
Na na na na yeah yeah you're a star",You're a Star,2001
Josie & The Pussycats,"Listen to the beat of my heart, babe.
Listen to the song it's singin'.
Look what you've done,
You've started bells a ringin'.

So glad I've got to know you.
I've found a way to show you.
I love you just a little bit more
With every beat of my heart.

The very first time I tasted your lovin'.
You and me we started somethin'.
You make me feel like I've been dreamin'.
Baby look at the way I'm changin',
My whole life is rearrangin'.
Strange that I love you more
With every beat of my heart.

I hear my heart now.
Can't you hear it too.
The bells are ringin' baby,
Ringin' just for you.

(Oh)
So glad I've got to know you.
I've learned a way to show you.
I love you just a little bit more
With every beat of my heart.

Come a little bit closer.
Can't you feel my love darlin'.
So glad I've got to know you
I've found a way to show you.
I love you just a little bit more
With every beat of my heart

So glad I've got to know you
I've found a way to show you.
I love you just a little bit more
With every beat of my heart.

(oh yeah, yeah, yeah)
So glad I've got to know you
I've found a way to show you
I love you just a little bit more
With every beat of my heart.

(Yeah, yeah)
So glad I've got to know you (oh yeah)",Every Beat of My Heart,2000
Josie Aiello,"Only you have to power to move me 
And together we'll make the whole 
World move in sympathy 
But I could see before

Only you have the power to move me
Take me hold me mold me 
Change me and improve
It's not funny any more

There was I wondering why
Every days a peer into the distance
Now with you the light is shining through
You gave me life not just existence

Only you have the power to move me 
And together we'll make the whole 
World move in sympathy
Only you have the power to move me

There was I wondering why
Every days a peer into the distance
Now with you the light is shining through
You gave me life not just existence

Only you have the power to move me
And together we'll make the whole
World move in sympathy
Bright in up the darkest sky

If only you use the power to move me
Take me hold me mold me 
Change me and improve me
We can make it happen you and I",Only You,1987
Josie Aiello,"I have stumbled, how I fell
I've seen more hurtin'
On this road back from hell
Than I would wish on anyone

For everything I faced in this world
It seemed the darkest
With the devil at my door
But with time comes the truth

And I've had to go through the worst
To get to the best I've ever been

I thought no one could love the kind of fool I was
No one was brave enough to take that chance
Then you lifted me so unselfishly
You reached out your hands and caught me
It's your love that brought me where I am

I have recovered, I am home
Now I believe in heaven
My hurt's my own, the battle's won
Those demons gone

And I've had to go through the worst
To get to the best I've ever been

I thought no one could love the kind of fool I was
No one was brave enough to take that chance
Then you lifted me so unselfishly
You reached out your hands and caught me
It's your love that brought me where I am

No one could love the kind of fool I was
No one was brave enough to take that chance
Then you lifted me so unselfishly
You reached out your hands and caught me
It's your love that brought me where I am

And I've had to go through the worst
To get to the best I've ever been",Where I Am,2006
Josie Cotton,"Yesterday I met a guy,
The kind I dream about at night
He said come on lets take a ride,
And I said okay...yeah
Every movie major's really hip,
He's hip uh huh
He could be the one to come and steal my heart away
(chorus)
He could be the one...I like his style
He could be the one...his love I've tried
He could be the one to make it all worth while...yeah
He could be the one,he could be the one
He could be the one,he could be the one

I got to say he's super fine
I can't get him off my mind
I know he's not a waste of time,
He's got it all...yeah
Every movie major's really hip,
He's hip uh huh
Got my name and number and I'm waiting on his call...hey...ohhh
(chorus)
He could be the one...I like his style
He could be the one...his love I've tried
He could be the one to make it all worth while...yeah
He could be the one,he could be the one
He could be the one,he could be the one

In this modern day and age
There's just another blasting stage
Everybody's out to score,
But love to me is so much more! let's go!

Hey ohhh!he could be the one
He could be the one
He could be the one to make it all worth while...yeah!
He could be the one (8X)

I like his style
He could be the one (2X)

His love I've tried
He could be the one (2X)

I like his style
He could be the one (2X)

His love I've tried",He Could Be the One,1994
