Band,Lyrics,Song,Year
Eddy Duchin,"You are my lucky star
I saw you from afar 
Two lovely eyes at me they were gleaming
Beaming I was star struck 
You're all my lucky charms I'm lucky in your arms
You've opened heaven's portal here on earth for this poor mortal
You are my lucky star
 
You are my lucky star
I saw you from afar 
If Garbo is a glamorous creature 
You're a four star feature 
Though you are never seen 
Up on a movie screen
You are my Shearer, Crawford, Hepburn, Harlow and my Garbo
You are my lucky star
",You Are My Lucky Star,2002
Eddy Duchin,"Long ago and far away
I dreamed a dream one day
And now that dream is here beside me

Long the skies were overcast
But now the clouds have passed
You're here at last

Chills run up and down my spine
Aladdin's lamp is mine
The dream I dreamed was not denied me

Just one look and then I knew
That all I longed for long ago was you

Long ago and far away
I dreamed a dream one day
And now that dream is here beside me

Long the skies were overcast
But now the clouds have passed
You're here at last

Chills run up and down my spine
Aladdin's lamp is mine
The dream I dreamed was not denied me

Just one look and then I knew
That all I longed for long ago was you

Just one look and then I knew
That all I longed for long ago
Was you",Long Ago and Far Away,2003
Eddy Duchin,"Did you ever see a dream walking? 
Well, I did. 
Did you ever hear a dream talking? 
Well, I did.
 
Did you have a dream thrill you 
With ""Will you be mine?"" 
Oh, it's so grand, 
And it's too, too divine!
 
Did you ever see a dream dancing? 
Well, I did. 
Did a ever see a dream romancing? 
Well, I did!
 
Did you see heaven right in your arms, 
Saying, ""I love you, I do!"" 
Well, the dream that was walking, 
And the dream that was talking, 
The heaven in my arms was you.",Did You Ever See a Dream Walking?,2007
Eddy Duchin,"I'll sing you a thousand love songs
And still they'll seem so few.
I need a thousand voices
To tell you how I love you.
I've only one heart to give you,
One voice to listen to.
I'll bring you a thousand love songs,
And I'll sing everyone, dear, for you.",I'll Sing You a Thousand Love Songs,2007
Eddy Duchin,"And now the purple dusk of twilight time
Steals across the meadows of my heart
High up in the sky the little stars climb
Always reminding me that we're apart
You wander down the lane and far away
Leaving me a song that will not die
Love is now the stardust of yesterday
The music of the years gone by.
 
Sometimes I wonder, how I spend
The lonely nights
Dreaming of a song
The melody 
Haunts my reverie
And I am once again with you
When our love was new 
And each kiss an inspiration
But that was long ago
And now my consolation is in the stardust of a song

Besides the garden wall, when stars are bright
You are in my arms
The nightingale 
Tells his fairytale
Of paradise, where roses grew
Though I dream in vain
In my heart it will remain
My stardust melody
The memory of love's refrain.",Stardust,2007
Eddy Duchin,"Oh she may be weary
Them young girls they do get wearied
Wearing that same old miniskirt dress
But when she gets weary
You try a little tenderness

Oh man that
Un hunh
I know shes waiting
Just anticipating
The thing that you'll never never possess
No no no
But while she there waiting

Try just a little bit of tenderness
That's all you got to do
Now it might be a little bit sentimental no
But she has her greavs and care
But the soft words they are spoke so gentle
Yeah yeah yeah
And it makes it easier to bear
Oh she wont regret it

No no
Them young girls they don't forget it
Love is their whole happiness
Yeah yeah yeah
But its all so easy
All you got to do is try
Try a little tenderness
Yeah
Damn that hart (hard?)

All you got to do is know how to love her
You've got to
Hold her
Squeeze her
Never leave her
Now get to her
Got got got to try a little tenderness
Yeah yeah
Lord have mercy now

All you got to do is take my advice
You've got to hold her
Don't squeeze her
Never leave her
You've got to hold her
And never
So you got to try a little tenderness
A little tenderness
A little tenderness
A little tenderness

You've got to
Got to got to
You've gotta hold her
Don't squeeze her
Never leaver her
You got
Got got got to
Now now now
Got got got to
Try a little tenderness
Ye",Try a Little Tenderness,2007
Eddy Duchin,"The weather is frightening
The thunder and lightning
Seem to be having their way
But as far as I'm concerned
It's a lovely day

The turn in the weather
Will keep us together
So I can honestly say
That as far as I'm concerned
It's a lovely day and everything's OK

Isn't this a lovely day to be caught in the rain?
You were going on your way
Now you've got to remain

Just as you were going
Leaving me all at sea
The clouds broke, they broke
And oh what a break for me

I can see the sun up high
Though we're caught in a storm
I can see where you and I could be cozy and warm
Let the rain pitter patter
But it really doesn't matter
If the skies are grey

Long as I can be with you
It's a lovely day",Isn't This a Lovely Day?,2011
Eddy Duchin & His Orchestra,"When a girl meets boy
Life can be a joy
But the note they end on
Will depend on 
Little pleasures they will share
So let us compare

I like New York in June, how about you?
I like a Gershwin tune, how about you?
I love a fireside when a storm is due.
I like potato chips, moonlight and motor trips,
How about you?
I'm mad about good books, can't get my fill,
And Franklin Roosevelt's looks give me a thrill.
Holding hands at the movie show,
When all the lights are low
May not be new, but I like it,
How about you?

I like Jack Benny's jokes.
To a degree.
I love the common folks.
That includes me.
I like to window shop on 5th Avenue.
I like banana splits, late supper at the Ritz,
How about you?
I love to dream of fame, maybe I'll shine.
I'd love to see your name right beside mine.
I can see we're in harmony,
Looks like we both agree
On what to do,
And I like it, how about you?",How About You?,1956
Eddy Duchin & His Orchestra,"Oh, it's a long, long while from May to December
But the days grow short when you reach September
When the autumn weather turns the leaves to flame
One hasn't got time for the waiting game

Oh, the days dwindle down to a precious few
September, November
And these few precious days I'll spend with you
These precious days I'll spend with you",September Song,1956
Eddy Duchin & His Orchestra,"And now the purple dusk of twilight time
Steals across the meadows of my heart
High up in the sky the little stars climb
Always reminding me that we're apart
You wander down the lane and far away
Leaving me a song that will not die
Love is now the stardust of yesterday
The music of the years gone by.
 
Sometimes I wonder, how I spend
The lonely nights
Dreaming of a song
The melody 
Haunts my reverie
And I am once again with you
When our love was new 
And each kiss an inspiration
But that was long ago
And now my consolation is in the stardust of a song

Besides the garden wall, when stars are bright
You are in my arms
The nightingale 
Tells his fairytale
Of paradise, where roses grew
Though I dream in vain
In my heart it will remain
My stardust melody
The memory of love's refrain.",Stardust,1956
Eddy Duchin & His Orchestra,"When the day fades away into twilight
The moon is my light of love
In the night, I am quite a romancer
I find an answer above
To being me consolation, you're my inspiration
This is my imagination.

Time on my hands, you in my arms
Nothing but love in view, then you fall
Once and for all, I'll see my dreams come true
Moments to spare for someone you care for
Our love affair for two
With time on my hands and you in my arms
And love in my heart all for you.",Time on My Hands,1956
Eddy Duchin & His Orchestra,"My love must be a kind of blind love
I can't see anyone but you
Sha bop sha bop

Are the stars out tonight
I don't know if it's cloudy or bright
I only have eyes for you dear

The moon may be high
But I can't see a thing in the sky
I only have eyes for you

I don't know if we're in a garden
Or on a crowded avenue

You are here and so am I
Maybe millions of people go by
But they all disappear from view
And I only have eyes for you",I Only Have Eyes for You,1991
Eddy Duchin & His Orchestra,"I used to fall in love with all
Those boys who maul refined ladies
But now I tell each young gazelle
To go to hell, I mean, hades

For since I've come to care
For such a sweet millionaire

While tearing off a game of golf
I may make a play for the caddy
But when I do, I don't follow through
'Cause my heart belongs to daddy

If I invite a boy some night
To dine on my fine finnan haddie
I just adore his asking for more
But my heart belongs to daddy

Yes, my heart belongs to daddy
So I simply couldn't be bad
Yes, my heart belongs to daddy
Da da da, da da da, da da da

So I want to warn you, laddie
Though I think you're perfectly swell
That my heart belongs to Daddy
'Cause my Daddy he treats it so well

Yes my heart belongs to daddy
So I simply couldn't be bad
Yes, my heart belongs to daddy
Da da da, da da da, da da da

So I want to warn you, laddie
Though I think you're perfectly swell
That my heart belongs to daddy
'Cause my Daddy he treats it so well

He treats it and treats it and then he repeats it
Yes daddy, he treats it so well",My Heart Belongs to Daddy,1993
Eddy Duchin & His Orchestra,"Moon over Miami
Shine on my love and me
So we can stroll beside the roll
Of the rolling sea

Moon over Miami
Shine on as we begin
A dream or two that may come true
When the tide comes in

Hark to the song of the smiling troubadours
Hark to the throbbing guitars
Hear how the waves offer thunderous applause
After each song to the stars

Moon over Miami
You know we're waiting for
A little love, a little kiss
On Miami shore",Moon over Miami,1993
Eddy Duchin & His Orchestra,"Blow ill wind, blow away
Let me rest today
You're blowin' me no good, no good

Go ill wind, go away
Skies are oh, so grey
Around my neighborhood, and that's no good

You're only misleadin' the sunshine I'm needin'
Ain't that a shame
It's so hard to keep up with troubles that creep up
From out of nowhere, when love's to blame

So, ill wind, blow away
Let me rest today
You're blowin' me no good, no good

So, ill wind, blow away
Let me rest today
You're blowin' me no good, no good",Ill Wind,1995
Eddy Duchin & His Orchestra,"Lovely to look at, delightful to know
And heaven to kiss
A combination like this
Is quite my most impossible scheme come true
Imagine finding a dream like you
You're lovely to look at
It's thrilling to hold you terribly tight
For we're together, the moon is new
And, oh, it's lovely to look at you tonight",Lovely to Look At,1996
Eddy Duchin & His Orchestra,"The night is young, the skies are clear 
So if you want to go walking, dear, 
It's delightful, it's delicious, it's de-lovely. 
I understand the reason why 
You're sentimental, 'cause so am I, 
It's delightful, it's delicious, it's de-lovely. 
You can tell at a glance 
What a swell night this is for romance, 
You can hear dear Mother Nature 
Murmuring low, 
""Let yourself go!"" 

So please be sweet, my chickadee, 
And when I kiss you, just say to me, 
""It's delightful, it's delicious, 
It's delectable, it's delirious, 
It's dilemma, it's delimit, it's deluxe, 
It's de-lovely"". 

I feel a sudden urge to sing 
The kind of ditty that invokes the spring. 

I'll control my desire to curse 
While you crucify the verse. 

This verse I started seems to me 
The Tin-Pantithesis of a melody

So spare us all the pain, 
Just skip the darn thing and sing the refrain

Mi, mi, mi, mi, 
Re, re, re, re, 
Do, sol, mi, do, la, si. 

The night is young, the skies are clear 
So if you want to go walking, dear, 
It's delightful, it's delicious, it's de-lovely. 
I understand the reason why 
You're sentimental, 'cause so am I, 
It's delightful, it's delicious, it's de-lovely. 
You can tell at a glance 
What a swell night this is for romance, 
You can hear dear Mother Nature 
Murmuring low, 
""Let yourself go!"" 

So please be sweet, my chickadee, 
And when I kiss you, just say to me, 
""It's delightful, it's delicious, 
It's, it's de-lovely"".",It's De-Lovely,2000
