Band,Lyrics,Song,Year
Elkie Brooks,"All you fellows, gather 'round me 
And let me give you some good advice 
What I'm gonna, gonna ask you now 
You better think about it twice 
While you're out cheating on your woman 
There's something you never even thought of, and that is 

[Chorus]
Who's making love to your old lady 
While you were out making love [(hear me now] 
Who's making love to your old lady 
While you were out making love 

I've seen so, so many fellows 
Fall in that same old bag 

Thinking that a woman is made to, 
To be beat on and treated so bad 
Oh, fellows, let me ask you something 
I'm sure that you never even dreamed of, 

[Chorus] 

I know there are some women gives the other excuse 
I'm not tryin' to run your life, boy it's up to you 
Oh, you oh, you, 

Reason why I ask this question 
I used to be the same old way 
When I decided to straighten up 
I found it was a bit too late 
Oh, that's when it all happened 
Something I never, never dreamed of 

Somebody was-a lovin' my old lady 
While I was out making love 
Somebody was-a lovin' my old lady 
While I was out making love 
Now who's making love to your old lady 
While you were out making love 
(Who? Who? Your old lady) (While you were out making love)",Who's Making Love,1979
Elkie Brooks,"Baby cried the day the circus came to town
'Cause she didn't want parades just passing by her
So she painted on a smile and took up with some clown
And she danced without a net upon the wire
I know a lots about her 'cause you see
Baby is an awful lot like me

We don't cry out loud, we keep it inside
Learn how to hide your feelings, fly high and proud
And if you should fall remember you almost had it all

Baby saw the day they pulled the big top down
They left be-hind her dreams among the litter
And the different kind of love she thought she'd found 
Was nothing more than sawdust and some glitter
But baby can't be broken 'cause you see
She had the finest teacher, that's me

We don't cry out loud, we keep it inside
Learn how to hide your feelings, fly high and proud
And if you should fall remember we almost had it all

We don't cry out loud, we keep it inside
Learn how to hide your feelings, fly high and proud
And if you should fall remember you almost had it

Don't cry out loud, we keep it inside
Learn how to hide your feelings, fly high and proud
And if you should fall remember we almost had it all

Don't cry out loud, just keep it inside
Learn how to hide your feelings, fly high and proud",Don't Cry Out Loud,1981
Elkie Brooks,"A dying flame, you're free again
Who could love and do that to you
All dressed in black, he won't be coming back
Save your tears, you've got years and years
The pains of seventeen's
Unreal they're only dreams
Save your crying for the day

Fool if you think it's over
'Cos you said goodbye
Fool if you think it's over
I'll tell you why
New born eyes always cry with pain
At the first look at the morning sun
You're a fool if you think it's over
It's just begun

Miss teenage dream, such a tragic scene
He knocked your crown, and ran away
First wound of pride and how you cried and cried
But save your tears you've got years and years

Fool if you think it's over
'Cos you said goodbye
Fool if you think it's over
I'll tell you why
New born eyes always cry with pain
At the first look at the morning sun
You're a fool if you think it's over
It's just begun

I'll buy your first good wine
We'll have a real good time
Save your crying for the day
That may not come but anyone
Who had to pay would laugh at you and say

Fool if you think it's over
'Cos you said goodbye
Fool if you think it's over
I'll tell you why

I'll buy your first good wine
We'll have a real good time
Fool if you think it's over
I'll tell you why

New born eyes always cry with pain
At the first look at the morning sun
Fool if you think it's over
It's just begun
Fool if you think it's over",Fool If You Think It's Over,1981
Elkie Brooks,"If you leave me now, youll take away the biggest part of me
No baby please dont go
If you leave me now, youll take away the very heart of me
No baby please dont go

A love like ours is love thats hard to find
How could we let it slip away
Weve come too far to leave it all behind
How could we end it all this way
When tomorrow comes well both regret
Things we said today

A love like ours is love thats hard to find
How could we let it slip away
Weve come too far to leave it all behind
How could we end it all this way
When tomorrow comes well both regret
Things we said today

If you leave me now, youll take away the biggest part of me
No baby please dont go
Oh girl, just got to have you by my side

No baby, please dont go

Oh mama, I just got to have your lovin, yeah

Weve come too far to leave it all behind
",If You Leave Me Now,1981
Elkie Brooks,"I lost myself on a cool damp night
Gave myself in that misty light
Was hypnotized by a strange delight
Under a lilac tree
I made wine from the lilac tree
Lost my heart in its recipe
Made me see what I want to see
Be what I want to be

But I think more than I ought to think
Do things I never should do
I drink much more that I ought to drink
Because it brings me back you

Lilac wine, is sweet and heady, like my love
Lilac wine, I feel unsteady, like my love

Listen to me, I cannot see clearly
Isn't that she coming to me, nearly here?

Lilac wine, is sweet and heady where's my love?
Lilac wine, I feel unsteady, where's my love?

Listen to me, why is everything so hazy?
Isn't that he, or am I going crazy, dear?

Lilac Wine, I feel unready for my love
Feel unready for my love",Lilac Wine,1981
Elkie Brooks,"Pearl's a singer
She stands up when she plays the piano
In a nightclub

Pearl's a singer
She sings songs for the lost and the lonely
Her job is entertaining folks
Singing songs and telling jokes
In a nightclub

Pearl's a singer
And they say that she once was a winner
In a contest

Pearl's a singer
And they say that she once cut a record
They played it for a week or so
On the local radio, it never made it

She wanted to be Betty Grable
But now she sits there at that beer stained table
Dreaming of the things she never got to do
All those dreams that never came true

Pearl's a singer
She stands up when she plays the piano
In a nightclub

Pearl's a singer
She sings songs for the lost and the lonely
Her job is entertaining folks
Singing songs and telling jokes
In a nightclub

Pearl's a singer
She stands up when she plays the piano
In a nightclub

Pearl's a singer
She sings songs for the lost and the lonely
Her job is entertaining folks
Singing songs and telling jokes
In a nightclub",Pearl's a Singer,1981
Elkie Brooks,"Everywhere I go
I see a face we used to know
I pass a place we used to go
When you were mine
Since you went away
My heart's not free
It keeps raining down on me
Will there be a day
When the sun will shine

I want to see the sunshine after the rain
I want to see bluebirds flying over the mountains again
Sunshine after the rain
Oh where is the silver lining shining at the rainbow's end

When I hear your name
I start to cry, each day's the same since your goodbye
It's like a game, forgetting you

Every night I pray
Tomorrow brings a sunny day and happy things
Just like the way it used to be for you and me
I want to see the sunshine after the rain
I want to see bluebirds flying over the mountain again
Sunshine after the rain
Oh where is the silver lining shining at the rainbow's end

Everywhere I go
I see a face we used to know
I pass a place we used to go
When you were mine
Since you went away
Since you went away
My heart's not free
It keeps on raining down on me
Will there be a day when the sun will shine

I want to see the sunshine after the rain
I want to see bluebirds flying over the mountains again
Sunshine after the rain
Oh where is the silver lining shining at the rainbow's end
Sunshine after the rain
I want to see bluebirds flying over the mountains again
Sunshine after the rain
Oh where is the silver lining shining at the rainbow's end",Sunshine After the Rain,1981
Elkie Brooks,"Long ago, and so far away
I fell in love with you before the second show
Your guitar, it sounds so sweet and clear
But you're not really here
It's just the radio

Don't you remember you told me you loved me baby?
Said you'd be coming back this way again baby
And baby, baby, baby, baby, oh baby
I love you, I really do

Loneliness is such a sad affair
And I can hardly wait to sleep with you again
What to say, to make you come back again?
Come back and play your sad guitar

Don't you remember you told me you loved me baby?
Said you'd be coming back this way again baby
Oh baby, baby, baby, baby, oh baby
I love you, I really do

Oh don't you remember you told me you loved me baby?
Said you'd be coming back this way again baby
Baby, baby, baby, baby, oh baby
I love you, I really do",Superstar,1981
Elkie Brooks,"Let me wrap you in my warm and tender love
Let me wrap you in my warm and tender love
Oh, I loved you a long, long time
Darling, please say you'll be mine
And let me wrap you in my warm and tender love

I will give you all this love I have inside
I will hold me you in my arms so you can hide
Yes, I love you oh so much
Come on and please me with your touch
And let me wrap you in my warm and tender love

Well, I loved you a long, long time
Darling, please say you'll be mine
Let me wrap you in my warm and tender love

I can show you love you've never known before
And if you use my lovin' up, I'll give you more
When you need me, I'll be there
Oh, love me, tell me you care
And let me wrap you in my warm and tender love

(Let me wrap you in my warm and tender love)
I wanna wrap you, I wanna hold you, just a little bit longer
(Let me wrap you in my warm and tender love
Let me wrap you in my arms, just a little bit, baby

Let me wrap you in my warm and tender love
Let me wrap you in my warm and tender love",Warm and Tender Love,1981
Elkie Brooks,"I think I know now what's makin' me sad 
It's a yearnin' for my old back yard
I realize maybe I was wrong to leave
Better swallow up my silly country pride
 
Callin' home, runnin' home
Down the Gasoline Alley where I started from
Callin' home, runnin' home
Down the Gasoline Alley where I was born
 
Where the weather's better and the rails unfreeze
And the wind don't whistle 'round your knees
I'll put on my weather suit and catch him in the rain
I'll be home before the milk's upon the door
 
Callin' home, runnin' home
Down the Gasoline Alley where I started from
Callin' home, runnin' home
Down the Gasoline Alley where I was born

Callin' home, runnin' home
Down the Gasoline Alley where I started from
Callin' home, runnin' home
Down the Gasoline Alley where I was born

If anything should happen and my plans go wrong
Should I stray to the house on the hill
Let it be known that my intentions were good
I'd be singing in the alley if I could 
 
And if I go away and it's my turn to go
Should the blood run cold in my veins
Just one favor I'd be askin' you
Don't bury me here, it's too cold
 
Take me back, carry me back
To the Gasoline Alley where I started from
Take me back, carry me back
To the Gasoline Alley where I was born
Take me back, carry me back
To the Gasoline Alley where I started from
Take me back, won't cha carry me back
To the Gasoline Alley where I was born",Gasoline Alley,1982
