Band,Lyrics,Song,Year
Black Thought,"[Black Thought]
Move, if you got the nerve
Lash out for your just desserts
It's not just the worth
Some of y'all heads up in the clouds
I'ma bring y'all back to earth
It's black back to birth
Bullshit y'all talkin' 'bout
Out ya mouth, I'm not concerned
Cause y'all got the nerve
It's y'all turn like Detroit red
When he said he had an ultra perm
The long walk to burn your bare heels
So they worn your boots
The game camouflage like army suits
But I can see it more clear cause I came with the coup in here
Ring the alarm and form the troops
Send 'em out into the world, go to war in a fluke
Eye to eye with the enemy you sworn to shoot
Now comin' at ya neck sick ya hand, something wrong with me
Motherfucker somethin's wrong with you
When you cheat just way to smart to question
The enemy the brothers of a dark complexion
The governments of the world is shark infested
They heavy on weaponry like Charelton Heston
Man yeah it gets low here uh, real low
Know what I'm talkin' 'bout?

[Chorus]
I ain't rockin' with you, so what what you goin do? (it's my favorite mutiny)
I ain't rockin' with you, you're logic does not compute (it's my favorite mutiny)

[Boots]
Death to the pigs is my basic statement
I spit street stories 'til I taste the pavement
Tryin' to stay out the pen while we face enslavement
Had a foolproof hustle 'til they traced the payments
I was grippin' my palm around some shitty rum
Tryin' to find psalm number 151
To forget what I'm owed, as I clutch the commode
Alright, put down the bottle and come get the guns
I get off the chain like Kunta Kinte with a MAC-10
They want us gone like a dollar in a crack den
Said at least a track then, seeds & stems
Mind cloudy through the wheeze and phlegm
I'm get my brain off of that and the Jesus hymns
If we waiting for the time to fight, these is thems
Tellin' us to relax while they ease it in. We gettin greased again
The truth I write is so cold, It'd freeze my pen
I'm Boots Riley it's a pleasure to meet you
Never let they punk ass ever defeat you
They got us on the corner wearin pleather and see through
All y'all's gold mines they wanna deplete you
I ain't just fin to rap on the track, I fin to clap on the back
And it's been stackin' to that
Been a hundred years before iceberg ever lean back in the 'lac
Before they told Rosa black in the back
Before the CIA told Ricky Ross to put crack in the sack
And Gil-Scott tradin' rappin for smack
This beat alone should get platinum plaques
I'd rather see a million of us ecstatic to scrack
'Cause if we bappin' 'em back we automatically stack

[Chorus]

[Talib Kweli]
This the guy like Truman C[e1]
Riq, Boots and me
Activate in the community
Up in the bay like Huey P
It's like a free, it remind me of the be	 Kder's love for me
But beats got it twisted, I'll untangle it
Black mind is entwined like the ropes they used to hang us with
This is my favorite shit, I came in the game with any way to spit
Ya got a questionnaire, who you bangin' with?
Take it back to M hotel
Throw a step deeper like a poor righteous teacher with holy intellect
Killer flow form a real niggaz laughin'
And forni fairly at a jigabou at a penitent (???)
Once again you can feel hip-hop
Underground, still about McGruff
Gangsta like, fuck the cops
Talib Kweli revolutionary mc, and that ain't about stuff

[Chorus]",My Favorite Mutiny,2006
Black Thought,"Yeah, yeah, yeah, yeah
Yeah, yeah, yeah

Yes y'all, yes y'all, yes y'all
Yes y'all, yes y'all, yes y'all
Yes y'all, yes y'all, yes y'all
Freak y'all, freak y'all
Freak y'all, freak y'all

To the beats y'all, beats y'all
To the beats y'all, beats y'all
And you don't stop and you don't quit
And you don't stop and you don't quit

Yo, Black's the real, he the thoroughbred for feel
Park the whip, jump out dressed to kill
Hop the charter flight down to Brazil
Ran right into will, ""What up, Black?""
(What's the deal?)

A cape with a cain, you what's in a name
I got a little bit of change but I'm feelin' the same
Came here for a taste of the finer things
Because the girls look like different months in a magazine

Judging how fast the word go
The probably already know we hang with Sergio
So, let's get a few classy girls, yo
And sip a little wine, anything but merlot

Though, live and let learn, use protekchurn
And twist a little something that's Katherine Hepburn
Fresh to death, still makin'' them heads turn
Still got mine,but you got to get churn, yo

Know what I'm talkin' about?
There it is
(There it is)

Yes y'all, yes y'all, yes y'all
Yes y'all, yes y'all, yes y'all
Yes y'all, yes y'all, yes y'all
Freak y'all, freak y'all
Freak y'all, freak y'all

To the beats y'all, beats y'all
To the beats y'all, beats y'all
And you don't stop and you don't quit
And you don't stop and you don't quit

It's the Will.i.am, I'm killin' them
Got flows that float just like helium
These hoes know I'm drillin' 'em
So when feminine's thrown I'm throwin' them

The billin' 'em till I'm rollin' in millions
Gotta flip billions into trillions
Businessly, I'm brilliant
Turn pennies into twenties like the chameleons

But never put a chinchilla on a chick
Karma-style [unverified] too legit to quit
Hip-hop on and on and on and break mics constant
Till the break of dawn and

If you want to compete, come compete
Bring and mpc-16, make a big beat
We could take it back to the b-street
We could break, we could rap, do the graffiti, yo

Know what I'm talkin' about?
There it is
(There it is)

Yes y'all, yes y'all, yes y'all
Yes y'all, yes y'all, yes y'all
Yes y'all, yes y'all, yes y'all
Freak y'all, freak y'all
Freak y'all, freak y'all

To the beats y'all, beats y'all
To the beats y'all, beats y'all
And you don't stop and you don't quit
And you don't stop and you don't quit

Hey, 2na fish back to business
I hit the track like a sheer act of vengeance
Masked avengers get smacked and injured
Strapped'll get cho' back with some black suspenders

Autographs of the Jurassic crew
Flippin' flashes so fast like a fashion shoot
Classics, spittin' acid the fastest route
Bass'll hit yo face quicker than a passion fruit

Big cheese inflict sick disease
Make hits that'll make thick chicks strip tease
Clicks freeze when the trigger click squeeze
Makin' people in the disco duck like Riq Jeeves

But I ain't going to war wit' ch'all
And got no alcoholic beverages to pour for y'all
I'm gonna let these cats get there garbage off
While I crush y'all like Mikhail Gorbachev
Know what I'm talkin' 'bout, yeah

Know what I'm talkin' about?
There it is
(There it is)

Yes y'all, yes y'all, yes y'all
Yes y'all, yes y'all, yes y'all
Yes y'all, yes y'all, yes y'all
Freak y'all, freak y'all
Freak y'all, freak y'all

To the beats y'all, beats y'all
To the beats y'all, beats y'all
And you don't stop and you don't quit
And you don't stop and you don't quit

Know what I'm talkin' about?
There it is
(There it is)

Yes y'all, yes y'all, yes y'all
Yes y'all, yes y'all, yes y'all
Yes y'all, yes y'all, yes y'all
Freak y'all, freak y'all
Freak y'all, freak y'all

To the beats y'all, beats y'all
To the beats y'all, beats y'all
And you don't stop and you don't quit
And you don't stop and you don't quit

Don't you stop, don't you stop
Don't you ever quit
La la la

","Yes, Yes Y'All",2006
Black Thought,"Yeah, niggas don't know about Fatback
With the different color records they had back in the days
You know what I mean, the belt-driven turntables
With Technics joints (with the slipmats!)
Put nickels on the needles so the motherfucking record won't jump
The needle won't skip and shit
Getting juice from the fucking light poles
Shout out to the Bronx, nigga!

Aye yo, this shit go way back like a Uni marker, kid
Bombing the D train and hit the Bronx up
Krylon bandits attack; Planet Rock, Bambaataa
Peace to Pylon discovering rap
And the DJ that made the first scratch
Paved the way for Flex, Mister Cee, 'nuff of them cats
See, this rap shit came at a time that was accurate
Twenty-something years later, I mastered it
Seen light poles get used for power
I was a little nigga
Couldn't stay out late I was sour
So I sat by the window, heard the DJ cut
Impeach the Pres, Apache, and just begun
Otis Redding, ""Tramp"" the music stopped
Guess the system blew out one of his amps
It'd take a little while, then it come back on
Somebody stepped on the wire and shit, that's all
Now everybody's back in the groove, echo chamber
""Check one two, one two"" that's my favorite
Strobe lights is live, Pink Champale
Little pink joints being lit up on the side
Couple niggas had two fives
Other than that, cleared a circle in the park and shoot 5
Girls wore they Lees and jellies
Jordache and Lees, (TF Lords fit the fellys?)
(Sams ?) and Kangol buckets, B.V.D's
Go to Sergio's like, fuck it
Seen the stamp on that Crazy Eddie
Niggas coming back from the Funhouse dusted
Throwing bubbles on the wall

[Chorus]
We must remind you
Where this rap come from
Yes my brother, my sister
It's our duty, we must remind you
Hip hop was set out in the park
We used to do it out in the dark

Yo, it all started at the After Midnight Philly, but walk with me
Mad niggas coming down from New York City
Prolly hit the skating rink USA
Banging Schoolly, ""Gangster Boogie"" and ""P.S.K.""
I remember shells, Gazelles, top tens, and lottos
Mega design, reefer smoke, Coqui nine bottles
(Entire wore velours, call the boys with the Lucci wore?)
84's from Atlantic City Gucci store
Linoleum break dancing, Rust-Oleum cans
I put the writing on the wall signed, ""Truly yours""
Philly smashed '87 Music Seminar
Out on the battlefield like Pat Benatar
Hit the borough with Krown Rulers out of Camden
People Patty Duke-ing in the party, all cramped in
Around the time Flav started cold lamping
""Rebel Without a Pause"" was the street anthem
Old Memorex cassette, tape collections
Bright spotlights on all the fights at the Spectrum
When the Fresh Fest come, leather bombers and sheepskins
Brothers would bust they guns to get one
MC Breeze, Disco C, Jazzy Jeff
Cash Money and Miz and Lady B
Everybody banging ""Sucker MC's"" in '83
I was South Philly like St. Charles and Crazy D
Them wild North Side Puerto Ricans would snuff you
Twenty deep in a Ford Escort, pumping the Tuff Crew
I used to follow my cousin, he was a buck too
""Y'all don't like how I'm living, well, fuck you!""
I been a G since a little kid
Sticking my head up into somebody's dollar party, getting into shit
And late nights, shoulda been in bed
Instead, I was running 'round with them downtown lemonheads
A little man, hanging where them grown women is
Under thirteen, seeing real strong images
And that's the reason for my real rap penmanship
That's where I started it, and that's where I'mma finish it

[Chorus]",In Tha Park,2010
Black Thought,"Oh American citizen, come collect your freedom
No matter what your living in
No more giving in
Oh American citizen, come collect your freedom
No matter what you're living in
It's time to win

Keep us in the four walls of our childrens will be quiet
Most of us ain't even democratic or Republic
Can, and by coincidence we love 
The elected until the detected of being human
American falls, minorities lose war
But if we unite we would have won the war
On poverty
On drugs
On medicated
On love

Freedom isn't given it is taken
Freedom isn't free it's earned
Not, no, it's learned
Been hung and burned,
Yet rest in peace, resurrected plea
This ain't black or white, it's gray
This is not about my face
Most of us don't know what to say
Right from wrong, I'm free from slaves

Let freedom reign
Do you wanna be free or do you wanna be
I wanna be, I wanna be, I wanna be
Free,
Let freedom Reign

Let freedom reign
Do you wanna be free or do you wanna be
I wanna be, I wanna be, I wanna be
Free,
Let freedom Reign

America the beautiful
Suspect as usual
Liberty and death give me freedom on my funeral
I walk across the planet with the steps of a giant
My rhymes bridge the gap between religion and science
Cause my evidence is spiritual
I know my sheer presence is a miracle
I wasn't supposed to be here to share with you
But here I am, standing with my chest out
I take my place in history I never get left out
You stressed out and scared so it's causing you to act hard
Freedom ain't free, gotta put it on my black card
My passport claim I'm an American citizen
The constitution said I'm three fifths
I'm not a semi and guerrilla
Make my songs stronger than the horn of Gideon
Truth is the ? gave the native people syphilis
Consider this: Christopher Columbus ain't know where he was goin'
So lets stop calling our Native brothers Indians

[Chorus]

We were carried here in shackles from the homelands
? chop, chain locked, brain washed, programmed
Time's change, freedom reigns, I'm a grown man
Holding the future in the palms of my own hands
In this World, the coonery and tomfoolery
All I'm trying to do is stay true to my community
The daily news ain't the only thing that's schooling me
Watching these haters operating with impunity
Its journey dollar signs, black and white collar crimes
Running out of time, out of sight, out of mind
It gets realer and it's real in Palestine
Troubles of the World start to seem intertwined
War criminals, conflict minerals, pillagers are coming home
And five star generals telling lies in press conferences and interviews
I'm trying to take back the power cause it's been abused

[Chorus]

I'm just black in America
I'm not Afro American
Just a passive American
Making belief I'm better than
What we've been, what we've been
I said
I'm just black in America
I'm not Afro American
Just a passive American
Making belief I'm better than
What we've been, what we've been",Let Freedom Reign,2010
Black Thought,"Cold, cold eyes upon me they stare
People all around me and they're all in fear
They don't seem to want me but they won't admit
I must be some kind of creature up here having fits

From my party house, I'm afraid to come outside
Although I'm filled with love I'm afraid they'll hurt my pride
So I play the part I feel they want of me
And I pull the shades so I won't see them seein' me

Havin' hard times in this crazy town
Havin' hard times, there's no love to be found
Havin' hard times in this crazy town
Havin' hard times, there's no love to be found

From my party house I feel like meetin' others
Familiar faces, creed and race, a brother

But to my surprise I find a man corrupt
Although he be my brother, he wants to hold me up

Havin' hard times in this crazy town
Havin' hard times, there's no love to be found
Havin' hard times in this crazy town
Havin' hard times, there's no love to be found

In this crazy town
Havin' hard times, there's no love to be found
Havin' hard times, in this crazy town
Havin' hard times, there's no love to be found",Hard Times,2010
Black Thought,"My grandmother suits was tailor made, 
Sundays Mahalia played
Simple familiar ways, 
Like how she kneeled and prayed
Willin', master forgive us, 
Our trust pastors had us real afraid
I never listened yet I still obeyed
I got to see how Philly played at such an early age
What my father was into sent him to his early grave
Then moms started chasin' that base, like Willie Mays
My childhood was all of forty nights and forty days
Trouble was my ball and chain, shorties would call me names
Humble beginnings 
But a star is what it all became
My journey from a dirty hallway, 
To the Hall of Fame
Music my therapeutic way to cope with all this pain
Was headed for the drain, 
Soakin' before the rainwater came
And chaos, into the order came
I started doin' what I'm 'sposed to do in life
Tryin' to move out of the dark, 
And closer to the light
They say if you get a chance to do it over do it right
Tomorrow isn't promised every time, you say goodnight
Knahmtalkin'bout? Uh, yo
Story of a little ghetto boy, check it out

Yeah yeah
Little ghetto boy, oh
Playin' in the ghetto street, ay-ay!
What'chu gonna do when you grow up
And have to face responsibility?
Yeah yeah

Will you spend your days and nights in a pool room?
Will you sell caps of madness, to the neighborhood
Little ghetto boy
You already know, how rough life could be
Cause we see, so much pain and misery
Yeah, yeah

Little ghetto boy, yeah
Your daddy was blown away
Hey yeah
He robbed that grocery store yeah
Do you know that was a sad sad day?
Ey-yeah

All your young life you've seen such misery and pain
The world's a cruel place to live in, it ain't gonna change yeah
You're so young, and you've got so far to go
Don't think you'll reach your goal young man
Talkin 'bout the ghetto boy
Yeah yeah yeah

Yeah, yeah little ghetto boy-oy
When when you become a man, yeah
You can make things change
Oh if you just take a stand, yeah yeah

You've got to believe in yourself, in all that you do
You've got to fight to make it better, better
And you will see, that others will start believin' too
Then my son, things will start to get better
Hey yeah yeah

(Everything has got to get better)
Oh
(Everything has got to get better)
Everything is gonna get better
(Everything has got to get better)
Yeah yeah yeah
(Everything has got to get better)
Don't you know its gonna get better
(Everything has got to get better)
Hey yeah yeah
(Everything has got to get better)
I do believe that everything
(Everything has got to get better)
Yeah yeah yeah yeah
(Everything has got to get better)
Whoa
(Everything has got to get better)
Oh yeah yeah
(Everything has got to get better)
Whoa
(Everything has got to get better)
Yeah yeah yeah yeah
Little ghetto boy, hm yeah
Yeah yeah yeah
(Everything has got to get better)
Hey yeah yeah
Got to believe that everything
Yeah yeah yeah yeah
Whoa ho oh oh oh
Whoa yeah
Whoa ho oh oh oh

Oh yeah yeah 
Yeah, yeah, little ghetto boy
Mm yeah yeah",Little Ghetto Boy,2010
Black Thought,"The time has come, I've just begun, this is designer rum
My wallet got flowers on it, kill it cowards
From the land, the stolen land, where gold chains control a man
Three hundred holding hands, stolen grams
I play the phantom, waving,
Leave that nigga for dead, or should I save him
Spitting out phlegm, no, just grave them
I remember days, I used work for niggas, eat jerk with niggas
Buying whip, is laughing and joking, trying to flip
Clip is loyal, fly spoil on the block, display royal
Even though we go back to royals, black oils
Live as ever, can't tell me nothing, whatever
This thing of ours, is empowered by my niggas who pumping
Twenty four hours of slang motion, wave brush
Ya knew my hair was the ocean, running through the building
Just negation, some of the creeps
Knew me very well, knew he would sell, knew he was potent

OK, bridges I burn some, lessons I learn some
Money, I spent some, lent some, earn some
My eyes tell it, tell her the hell I return from
Spark up an L from the homeys I haven't heard from
Burn when the herbs come, I'm living large
Never chilling on the curb, just a villain on the verge, son
My tenth shot is as efficient as the third one
Second one, first one, worse come to worse run
When I was pushed out the womb, the Earth spun
The only way to describe this is inertia
Some rappers think they can try me, who the first up?
I don't guarantee no survivors, niggas, surf's up
Yeah, soul on ice, courage is sacrifice
Hold on tight, and save your laughter for the afterlife
These chumps thinking they good, ain't even half as nice
Your fate'll be a one way ticket to paradise, what?",Masters of Our Fate,2011
Black Thought,"I met him by Snake Pond, my hand on the flamer, my bomb
I park, Rae, Ghost, then lit up the bong
It's nightfall, nothing here, nothing to fear
Just got things to touch on, then he walked up weird
Walked in frail as stale, his eyes were soft
His face was pale, I looked at him kneel
Just wanna talk, you a deer, starting chasing him
He jumped in the tree, had grass in his ear
I'm a kill you nigga, you gonna have to come down
Little did he know I was a leader, a full bred eater
Jump in new V's, shopping, had the fever
Next stop Starbucks and Spiegels, Jags had diesel
Then she walked in, fly little diva
Niggas on the scheme for you gleam, they come from your school
A bunch of snake bites, they bitch smacked Shareen
She slid in the '09 Beemer, with that sex whore Sabrina
Fortune checks, live in Medina
Thanks for the info, my kinfolk, listen, Ms. Window
With the big pimple on her temple
Any more knowledge is college, you gave enough to be bounced now
She shot up in Chipotle, don't quote me
917, 646, you know it's war, bitch,
Can't dress for nothing, she fronting
Took a piss, roll up, let's twist, pulled down my pants
Good look, and shot through her tits
Now I gotta picture who I'm looking for, fake ass Brooklyn boy
I know his fucking family, fuck 'em all
I used to love brothers, now I hate 'em
Mostly them gator boys, who stunting and they never seen Nathan
Me and my real soldiers who started it, won't play part of it
But I'm a get to the bottom, I got 'em
Newspapers saying they shot 'em, but on the low
I heard he shot himself
A trip, yo, the poison me, I come from the poison peas
Where mothers run old nightclubs with tons of ki
Old lady holding them G's, dope fiends, holes in they jeans
Magicians that can make blow green
I know his whole team, no craze, dough so low
I hit 'em off mean, now he wanna hold me, no bro, B",Snake Pond,2011
Black Thought,"You say you are feeling me
Camuflage killing
Civilization to the extent of imprisoning me
Freedom is what you speak
Your god, is whom I seek
For all you have, you have because someone else grief
Impose your lies on me nothing is left of me
A living dead to function in your in your own reality
In my head, I picture paradise, Jehovah and the antichrist
These are the end of the days
Your footprints engraved in the pavement of a demonic ways
Pump me with your droug, so I cannot feel me
Take back all your love, for you have deceived me
You compite with god

God knows why Only god knows why
Oh god knows why God knows why

Black boy like Richard Wright
I am just a product of a different type of living life
I am just a public enemy, that don't believe the hype
I am from the jungle,where some people never see the light
I guess we nocturnel, black fire files
Might burn you a while I serve you with the diatrive
I got this message to to deliver to the riot squad
Just to let them know I answer to a higher god
Self style, man child in the promise land
Starring like a child soldier on a sonogram
He is in a feeble position
Bow and needle precision, it is destiny it was writen

God knows why Only god knows why
Oh god knows why God knows why

Turn the stone into bread,in the wilderness I hunger
Give me more of it for my lust goes far, eyonda (after life)
I stole the apple of wisdom, I now see I am naked
I have no shame, I have made love, I am no longer sacred
Burn the incense, prays to the sun, pay is intense,and so I lie I mourn
What is love, where is love, who is love, is it god whatever
Where is god, in this world of deceit, would we find
Would we ever defeat, the dark is in the heart of mankind
The black in it",God Knows Why,2011
Black Thought,"When you feel like your life is getting stagnated
And you know it's time for a change, say...

[Chorus]
I've been here for too long
I gotta find my way out now, Lord, tell me what's going on
I've been here for too long
Tired of reminding myself there's no right way to do wrong
I've been here for too long
I'm a make it out soon, I can do it, I just gotta be strong
I've been here for too long
'Cause I've been here for too long, come on!

It's now or never
Can't stay in the same situation forever
Pfft, gotta get it together

My cousin gone from the slum, father was a bum (a bum)
He had a mother but he never felt she loved-ed him (loved-ed him)
People used to speculate was it because of them
That he grew up chewing more than just bubble gum
He used to like to bite his nails, even fight the gal
I used to tell him they gon' send yo ass right to jail
Pitching it hard, I never thought he'd listen to the God
When I would tell him not to be an addition to the yard
To my surprise, this nigga went to get a job
Now I be hearing him bragging 'bout his benefits and all
And I applaud whoever can climb out the hood
I hope and pray to Allah y'all can climb out for good
The hood is where the hate is at, I make it back
Just to bring some paper back, turn around, (rrrt!) make tracks
I got a kid, I'm a need a crib with the lawn
You can say what you want, nigga, I've been here for too

[Chorus]

Uh, check it out
Yo, I'm too black and too strong and been here for too long
Never did it right 'cause all I knew was how to do wrong
My people telling me to cut it out like a coupon
And act like a new man instead of like a newborn
Sometimes what I grow on, is difficult to chew on
And everything your crew on, is different than what you on
I'm through with bullshitting with my trivial pursuit on
And sitting at a stop sign, time to get a move on, 'cause
Criminal minds with minimal time
On the meter, got to be on they continual grind
Trying to find hidden treasure like subliminal signs
And escape mental prison or a chemical bind
And I'm a stone, but a stone can't do it alone
'Cause the truth can set you down like two in the dome
And make it all fall apart like the ruins of Rome
Yo, I'm a changed man headed for home

[Chorus]

I know this crackhead who says she gotta smoke nice rock
And if it's good, she'll bring your customers a measuring pot
Her family members used to beg her to stop, couldn't explain
How to cook cocaine had her head in a lock
You hear the beat with this repetitive knock, that's the same way
They used to tell her she was at the edge of the dot
One night she woke up butt-naked in a crack house
Not knowing what happened, the bitch must've blacked out
Nobody to ask about what had taken place
Now she on the Internet with dog nut up on her face
And she caught another case trying to break in her mother place
Everything going wrong, she know it's 'cause of the base
Said it was just a pipe dream to get her life clean
Even thought it might seem like the right thing
Basically I just told her that red means stop
Yellow means slow, then you can go when the light's green
(I dropped jewels on her) That was her last night on the glass pipe
(Right) After thirteen years, that's right
She said, recommend a rehab and I'm gone
I wanna get strong, she said, I've been here for too long

I've been here for too long
I've been here for too long
I've been here for too long",Too Long [*],2011
