Band,Lyrics,Song,Year
Steve Howe,"Sister bluebird flying high above
Shine your wings forward to the sun
Hide the mysteries of life on your way
Though you've seen them, please don't say a word
What you don't know, I have never heard

Starship trooper, go sailing on by
Catch my soul, catch the very night
Hide the moment from my eager eyes
Though you've seen them, please don't tell a soul
What you can't see, can't be very whole

Speak to me of summer
Long winters longer than time can remember
Setting up of other roads
To travel on in old accustomed ways
I still remember the talks by the water
The proud sons and daughters 
That in the knowledge of the land 
Spoke to me in sweet accustomed ways

Mother life, hold firmly on to me
Catch my knowledge higher than the day
Lose as much as only you can show
Though you've seen them, please don't say a word
What I don't know, I have never shared

Loneliness is a power that we possess to give or take away forever
All I know can be shown by your acceptance of the fact there shown before you
Take what I say in a different way and it's easy to say that this is all confusion
As I see a new day in me, I can also show if you and you may follow

Speak to me of summer
Long winters longer than time can remember
Setting up of other roads
To travel on in old accustomed ways
I still remember the talks by the water
The proud sons and daughters 
That in the knowledge of the land 
Spoke to me in sweet accustomed ways",Starship Trooper: Life Seeker/Disillusion/Würm,1981
Steve Howe,"I awoke this morning
Love laid me down by a river.
Drifting I turned on upstream
Bound for my forgiver.
In the giving of my eyes to see your face.
Sound did silence me
Leaving no trace.
I beg to leave, to hear your wonderous stories.
Beg to hear your wonderous stories.

He spoke of lands not far
Or lands they were in his mind.
Of fusion captured high
Where reason captured his time.
In no time at all he took me to the gate.
In haste I quickly checked the time.
If I was late I had to leave to hear your wonderous stories.
Had to hear your wonderous stories.

Hearing
Hearing
Hearing your wonderous stories.
Hearing your wonderous stories.
It is no lie I can see deeply into the future.
Imagine everything
You're close
And were you there to stand
So cautiously at first and then so high.
As he spoke my spirit climbed into the sky.
I bid it to return
To hear your wonderous stories.
Return to hear your wonderous stories.

Hearing,
Hearing,
Hearing,
Hearing,
Hearing,",Wonderous Stories,1981
Steve Howe,"Yesterday a morning came, a smile upon your face
Caesar's palace, morning glory, silly human race,
On a sailing ship to nowhere, leaving any place,
If the summer change to winter, yours is no disgrace

Battleships confide in me and tell me where you are,
Shining, flying, purple wolfhound, show me where you are,
Lost in summer, morning, winter, travel very far,
Lost in musing circumstances, that's just where you are

Yesterday a morning came, a smile upon your face
Caesar's palace, morning glory, silly human, silly human race,
On a sailing ship to nowhere, leaving any place,
If the summer change to winter, yours is no, 
Yours is no disgrace
Yours is no disgrace
Yours is no disgrace

Death defying, mutilated armies scatter the earth,
Crawling out of dirty holes, their morals, 
Their morals disappear

Yesterday a morning came, a smile upon your face
Caesar's palace, morning glory, silly human, silly human, silly human race,
On a sailing ship to nowhere, leaving any place,
If the summer change to winter, yours is no,
Yours is no disgrace
Yours is no disgrace
Yours is no disgrace

Battleships confide in me and tell me where you are,
Shining, flying, purple wolfhound, show me where you are,
Lost in summer, morning, winter, travel very far,
Lost in musing circumstances, that's just where you are",Yours Is No Disgrace,1981
Steve Howe,"You better leave my kitten all alone, 
You better leave my kitten all alone. 
But I told you big fat bulldog, 
You better leave her alone. 

You better leave my kitten all alone, 
You better leave my kitten all alone. 
This dog is gonna get you 
If you don't leave her alone. 

Well Mr.Dog I'm gonna hit you 
On the top of your head. 
That child is gonna miss you, 
You gonna wish that you were dead. 
If you don't leave my kitten all alone. 
Well I told you big fat bulldog, 
You better leave her alone. 

Well Mr.Dog I'm gonna hit you 
On the top of your head. 
That girl is gonna miss you, 
You gonna wish that you were dead. 
If you don't leave my kitten all alone, oh yeah. 
Well I told you, big fat bulldog, 
You better leave her alone. 

Hey hey you better leave, you better leave, 
You better leave, yeah you better leave, 
You better leave, oh you got to leave",Leave My Kitten Alone,1994
Steve Howe,"My white bicycle, my white bicycle
                                                  
Riding all around the street
Four o'clock and they're all asleep
I'm not tired and it's so late
Moving fast everything looks great.

My white bicycle, my white bicycle

See that man, he's all alone
Looks so happy but he's far from home
Ring my bell, smile at him
Better kick over his garbage bin

My white bicycle, my white bicycle

The rain comes down but I don't care
The wind is blowing in my hair
Seagulls flying in the air

My white bicycle, my white bicycle

Policeman shouts but I don't see him
They're one thing I don't believe in
To find some charge but it's not leavin'

Lift both hands, his head in disgrace
Shines no light upon my face
Through the darkness, we still speed
My white bicycle and me

My white bicycle, my white bicycle
",My White Bicycle,1994
Steve Howe,"I'll be the round about
The words will make you out 'n' out
You change the day  your way
Call it morning driving through the sound and
In and out the valley

The music dance and sing
They make the children really ring
I spend the day your way
Call it morning driving through the sound and
In and out the valley

[Chorus]

In and around the lake
Mountains come out of the sky and they stand there
One mile over we'll be there and we'll see you
Ten true summers we'll be there and laughing too
Twenty four before my love you'll see 
I'll be there with you

I will remember you
Your silhouette will charge the view
Of distance atmosphere
Call it morning driving through the sound and
Even in the valley

[Chorus]

Along the drifting cloud the eagle searching
Down on the land
Catching the swirling wind the sailor sees
The rim of the land
The eagle's dancing wings create as weather
Spins out of hand

Go closer hold the land feel partly no more
Than grains of sand
We stand to lose all time a thousand answers
By in our hand
Nex to your deeper fears we stand
Surrounded by a million years
I'll be the roundabout
The words will make you out 'n' out
I'll be the roundabout
The words will make you out 'n' out

[Chorus]

I'll be the roundabout
The words will make you out 'n' out
I spend the day your way
Call it morning driving through the sound and
In and out the valley

[Chorus]",Roundabout,1994
Steve Howe,"Don't worry I'm not looking at you
Gorgeous and dressed in blue
Don't worry I'm not looking at you
Gorgeous and dressed in blue
I know it drives you crazy
When I pretend you don't exist
When I'd like to lean in close
And run my hands against your lips
Though we haven't even spoken
Still I sense there's a rapport
So whisper me your number
I'll call you up at home
Whisper me your number
I'll call you up at home
Don't worry I'm not looking at you 
Don't worry I'm not looking at you
Gorgeous and dressed in blue
Don't worry I'm not looking at you
I know you see me see you
As you see me walk on past
When there's nothing more I'd like to do
Then come in close and hear you laugh
Though we haven't even spoken
Still I sense there's a rapport
So whisper me your number
I'll call you up at home
Yea whisper me your number
I'll call you up at home
Whisper me your number
I'll call you up at home
Hmm whisper me your number
I'll call you up at home",Whispering,1994
Steve Howe,"Realizing a form out of stone
Set hands moving
Roan shaped his heart
Through his working hands

Work to mold his passion into clay
Like the sun
In his room, his lady
She would dance and sing so completely

So be still, he now cries
I have time, oh let clay transform thee so, love
In the deep cold of night
Winter calls, he cries, don't deny me

For his lady, deep her illness
Time has caught her
And will for all reasons take her
In the still light of dawn, she dies

Helpless hands soul revealing
Like leaves we touch, we learn
We once knew the story
As winter calls he will starve

All but to see the stone be life
Now Roan no more tears
Set to work his strength
So transformed him

Realizing a form out of stone, his work
So absorbed him
Could she hear him
Could she see him

All aglow was his room bathed in this light
He would touch her
He would hold her
Laughing as they danced

Highest colors touching others
Did her eyes at the turn of the century
Tell me plainly
How we meet, how we'll love

Or let life, so transform me
Like leaves we touched, we danced
We once knew the story
As autumn called and we both

Remembered all those many years ago
I'm sure we know
Was the sign with a touch
As I kiss your fingers

We walk hands in the sun
Memories when we're young
Love lingers so
Was it sun through the haze

That made all your looks
Warm as moonlight
As a pearl, deep your eyes
Tears have flown away

All the same light
Did her eyes at the turn of the century
Tell me plainly
When we meet how we'll look

As we smile time will leave me clearly
Like leaves we touch, we search
We will know the story
As autumn calls we will both remember

All those many years ago",Turn of the Century,1995
Steve Howe,"11:59 and it's all going well, the next second could be our last 
This is the moment we've all waited for, to see if the world's gonna' pass 
The seer and the psychic, the prophets of doom, are saying the world is at end 
It's all coming down to the next breath of life, the fear mongers fate is at hand 
Something we've never faced before 
Nothing we've ever seen before 
Will we all make it through the door 
That leads to the next century? 
Y2K was a heartbeat away, still everyone sounds the alarm 
Where did you hide when the digits all turned, did computers and power go down? 
The party's alive in California, in Times Square the clock's ticking on 
All over the world, spinning out of control, Celebration 2000 lives on 
Something we've never faced before 
Nothing we've ever seen before 
But we all made it through the door 
That leads to the next century 
Fear of the unknown causes doubt 
Millennium madness runs about 
The turn of the century rolls on 
The end of the world has come and gone 
Believe what you will but life goes on 
The turn of the century lives on 

Fear of the unknown causes doubt 
Millennium madness runs about 
The turn of the century rolls on 
The end of the world has come and gone 
Believe what you will but life goes on 
The turn of the century lives on 
Fear of the unknown causes doubt 
Millennium madness runs about 
The turn of the century rolls on 
The end of the world has come and gone 
Believe what you will but life goes on 
The turn of the century lives on",Excerpts from 'Turn of the Century',1999
Steve Howe,"Sister bluebird flying high above
Shine your wings forward to the sun
Hide the mysteries of life on your way
Though you've seen them, please don't say a word
What you don't know, I have never heard

Starship trooper, go sailing on by
Catch my soul, catch the very night
Hide the moment from my eager eyes
Though you've seen them, please don't tell a soul
What you can't see, can't be very whole

Speak to me of summer
Long winters longer than time can remember
Setting up of other roads
To travel on in old accustomed ways
I still remember the talks by the water
The proud sons and daughters 
That in the knowledge of the land 
Spoke to me in sweet accustomed ways

Mother life, hold firmly on to me
Catch my knowledge higher than the day
Lose as much as only you can show
Though you've seen them, please don't say a word
What I don't know, I have never shared

Loneliness is a power that we possess to give or take away forever
All I know can be shown by your acceptance of the fact there shown before you
Take what I say in a different way and it's easy to say that this is all confusion
As I see a new day in me, I can also show if you and you may follow

Speak to me of summer
Long winters longer than time can remember
Setting up of other roads
To travel on in old accustomed ways
I still remember the talks by the water
The proud sons and daughters 
That in the knowledge of the land 
Spoke to me in sweet accustomed ways",Disillusion,2001
