Band,Lyrics,Song,Year
The Wailers,"If you wanna live 
Treat me good 
If you wanna live, live 
I beg you treat me good 

I'm like a walking razor 
Don't you watch my size 
I'm dangerous 
Said I'm dangerous 

I'm like a walking razor 
Don't you watch my size 
I'm dangerous 
Dangerous 

If you are a bully 
Treat me good 
If you are a bully, a bully 
I beg you treat me good 

I'm like a stepping razor 
Don't you watch my size 
I'm dangerous, dangerous  

I'm like a stepping razor 
Don't you watch my size 
I'm dangerous, dangerous  

If you are a chucky 
Nobody chucky from me 
If you are a chucky, a chucky 
Nobody chuck from me, yeah 

I'm like a stepping razor 
Don't you watch my size 
I'm dangerous, I'm so dangerous 

I'm like a chopping razor 
Don't you watch my size 
I'm dangerous, dangerous 

If you eat asphalt 
I beg you treat me good 
If you drink lead soup 
You better treat me good 

I'm like a stepping razor 
Don't you watch my size 
I'm dangerous, dangerous 

I'm like a stepping razor 
Don't you watch my size 
I'm dangerous, dangerous 

If you are bull bukka 
Nobody buk from me, yeah 
If you are duppy 
You move away from me 

I'm like a stepping razor 
Don't you watch my size 
I'm dangerous, dangerous 

I'm like a stepping razor, walking by
I'm dangerous, dangerous 

If you wanna live 
Treat me good 
Warning you if you wanna live, you better treat me good 

I'm like a stepping, walking, cutting, flicking
Jumping, chopping, walking 
I'm dangerous, I'm dangerous
I'm like a stepping, jumping, flicking, bumping, boring 
I'm dangerous, I'm dangerous

If you drink mortal 
Treat me good 
And if you eat brick 
Treat me good 

I'm like a flashing laser and a rolling thunder 
I'm dangerous, dangerous
I'm like a stepping razor 
Don't you watch my size 
I'm dangerous, I'm dangerous 

Treat me good 
If you wanna live 
You better treat me good 

If you wanna live 
You better treat me good 
You could a drink lead soup 
I'm dangerous, dangerous
You could a eat asphalt 
I'm dangerous, dangerous
You could a eat brick crackers 
I'm dangerous, dangerous
And I don't know why 
I'm dangerous, dangerous
Look at this father, ooh
He's dangerous, dangerous
I saw the sun, ooh 
What a danger",Stepping Razor,2012
The Wailers,"All God's children we got to come together
And share the good feeling
'Cause nothing ever gonna make this world better
If we don't start believing
That love really really really is the answer
Just like the wise men say
Let the night come to see us, the music come free us
And let's start drifting away

Leave all our problems behind now, no worries
Everybody join hands 'cause it's time now, now
(It's time to)
Spread the love, spread the love
All over the world
All God's people
Spread the love, spread the love
All over the world
All over the world

All my brothers and sisters, ain't nobody can tell us
That this planet is falling apart (No no no)
If we just love each other (If we just love each other)
And lift up one another
Shout out loud from every heart

Leave all our troubles behind now (no worries, no worries)
Everybody join hands cause it's time now, now
(It's time to)
Spread the love, spread the love
All over the world
All God's people
Spread the love, spread the love
All over the world
Spread it all over the world
(Spread it all over the world)
We got to spread the love
(We got to spread the love, spread the love)

Love is the ticket, the train it will take us
No one can stop us, nobody will break us
Follow the rhythm that leads us to Heaven tonight

Leave all our troubles behind now, now
Everybody join hands cause it's time now, now, now
(We got to)
Spread the love, spread the love
All over the world
All God's people
Spread the love, spread the love
All over the world
All God's children
Spread the love, spread the love
All over the world
We've got to spread the love
(Yeah yeah yeah yeah yeah yeah)

Love is the ticket, the train it will take us
No one can stop us, nobody will break us
Follow the rhythm that leads us to Heaven tonight",Spread the Love,2013
The Wailers,"Until the philosophy 
Which hold one race superior and another
Inferior
Is finally
And permanently
Discredited
And abandoned
Everywhere is war
Me say war

That until there no longer
First class and second class citizens of any nation
Until the color of a man's skin
Is of no more significance than the color of his eyes
Me say war

That until the basic human rights
Are equally guaranteed to all
Without regard to race
Dis a war

That until that day
The dream of lasting peace,
World citizenship
Rule of international morality
Will remain in but a fleeting illusion to be pursued,
But never attained
Now everywhere is war
War

And until the ignoble and unhappy regimes
That hold our brothers in Angola
In Mozambique
South Africa
Sub-human bondage
Have been toppled
Utterly destroyed
Well, everywhere is war
Me say war

War in the east
War in the west
War up north
War down south
War war
Rumors of war
And until that day,
The African continent
Will not know peace,
We Africans will fight we find it necessary
And we know we shall win
As we are confident
In the victory

Of good over evil
Good over evil, yeah
Good over evil
Good over evil, yeah
Good over evil",War,2014
The Wailers Band,"Could you be loved and be loved?
Could you be loved and be loved?

Don't let them fool ya
Or even try to school ya
Oh, no
We've got a mind of our own
So go to hell if what you're thinking is not right
Love would never leave us alone
A-yin the darkness there must come out to light

Could you be loved and be loved?
Could you be loved, wo now! and be loved?

(The road of life is rocky and you may stumble too
So while you point your fingers someone else is judging you)
Love your brotherman
(Could you be, could you be, could you be loved?
Could you be, could you be loved?
Could you be, could you be, could you be loved?
Could you be, could you be loved?)

Don't let them change ya, oh
Or even rearrange ya
Oh, no
We've got a life to live
They say: only, only
Only the fittest of the fittest shall survive
Stay alive
Eh

Could you be loved and be loved?
Could you be loved, wo now! and be loved?

(You ain't gonna miss your water until your well runs dry
No matter how you treat him, the man will never be satisfied)
Say something! (Could you be, could you be, could you be loved?
Could you be, could you be loved?)
Say something
Say something
(Could you be, could you be, could you be loved?)

Say something (Could you be, could you be loved?)
Say something 
Say something (Say something)
Say something 
Say something (Could you be loved?)
Say something 
Say something
Reggae, reggae
Say something 
Rockers, rockers
Say something 
Reggae, reggae
Say something 
Rockers, rockers
Say something (Could you be loved?)
Say something
Uh
Say something
Come on
Say something (Could you be, could you be, could you be loved?)
Say something (Could you be, could you be loved?)
Say something (Could you be, could you be, could you be loved?)
Say something (Could you be, could you be loved?)",Could You Be Loved,1991
The Wailin' Jennys,"Where do you go little bird
When it snows, when it snows
When the world turns to sleep
Do you know, do you know
Is there something in the wind
Breathes a chill in your heart and life in your wings
Does it whisper 'start again'
Start again

Where is the sun in the night
Is it cold, is it cold
Does it feel left behind
All alone, all alone
Does it wander through the dark
Does it wait for the dawn, wish on a star
Does it stray very far
Very far

Where is your home restless wind
Is it there, is it here
Do you search for a place to belong
Search in vain, search in fear
Or is your spirit everywhere
Is your voice every tree
Your soul of the air
If there's no home is there no death
Is there no death",Arlington,2004
The Wailin' Jennys,"Oh all the money that e'er I spent
I spent it in good company
And all the harm that e'er I've done
Alas, it was to none but me 
And all I've done for want of wit
To memory now I can't recall
So fill to me the parting glass
Good night and joy be with you all

Oh all the comrades that e'er I've had
Are sorry for my going away
And all the sweethearts that e'er I've had
Would wish me one more day to stay
But since it falls unto my lot
That I should rise and you should not
I'll gently rise and I'll softly call
Good night and joy be with you all
Good night and joy be with you all",The Parting Glass,2004
The Wailin' Jennys,"Take everything that we've had
Take it and burn it to the ground
Some things were never meant to last
Take it down down down
Take it down

I'm still married to it all
That ain't no place to hand around
My love is fifty feet tall
Take it down down down
Take it down

And I've grown accustomed to the way
You hurled us into space
I'll never make that trip
Tears all rusted on my face
I'm just an empty place
Where your love used to fit

South Carolina, where are you?
You were once lost, now are found
The war is over, the battle's through
Take it down down down
Take it down

Take it down down down
Take it down",Take It Down,2004
The Wailin' Jennys,"Imagine you're a girl on ten mile stilts
You travel round the world, taking it all in
You'll never touch the ground
Is it a blessing or a curse
And if you're too high to be found
Are you lost or just rehearsed

Got a heart that opens clear in this cool September dark
It rests on treetop leaves
And bursts its little sparks
And sometimes it sings its songs
And it lets its secrets out
Except for one that sears inside
That it cannot live without

But if I tell you will you take it
Will you shine it up to me
Can you be strong to let me go on
And set this freedom free

The stars are out tonight
Up here they're ripe to hold
But I have learned what comes to those who get too close
I'm no Icarus in flight
And I'm old enough to know
That love is patient, but still unyielding
If you leave it long enough it lets you go

But if I tell you wil you take it
Will you shine it up to me
Can you be strong to let me go on
And set this freedom free",Ten Mile Stilts,2004
The Wailin' Jennys,"The wind howls 'cross the ice floes
Send the frozen snow skimming
A river on a river hardened over
It doesn't know the way it's going
Is it north or south or westward
It just glides across the shoreline 'til it's over

You came for me in fast forward
On a claim for something ordered
A way through and past the history that held you
I'd tell my own story through you
Tell it loud to never lose you
A moth caught be the flame it could cannot measure
And there we go again, wishing something bolder
Trying to push and pull inside this moment
Trying to mold this life within our hands

This is where the whole world keeps on turning
This is where we come undone...undone

Will they measure me by branches
Count the rings and take my ashes
Mark the ground where I fell and carry on
Or will we bite against the silence
Fill our days with noise and violence
Not recognize our hearts when we are done

There we'll go again wishing something bolder
Trying to push and pull inside this moment
Trying to mold this life within our hands

This is where the whole world keeps on turning
This is where we come undone

We don't know where it's going
Is it north or south or westward
It just glides across the shoreline 'til it's over",This Is Where,2004
The Wailin' Jennys,"Oh sweet peace, never have you fallen
Never have you fallen upon this town
Oh sweet peace, never have you fallen
Never have you fallen upon this town

The black crows are loaded
With the call of things discarded
The ribboned shard of battle
And everything burned
Have they forgotten we live here
Do they think that we gave up
Lay down and grew over
Weeds at every turn

Oh sweet peace, never have you fallen
Never have you fallen upon this town
Oh sweet peace, never have you fallen
Never have you fallen upon this town

I will not rest
Until this place is full of sunlight
Or at least until the darkness
Is quiet for a while
And we will not wait
For that murder to come calling
The night will simply fall
And the morning will rise

Oh sweet peace, never have you fallen
Never have you fallen upon this town
Oh sweet peace, when will you come calling
When will you come calling upon this town",Avila,2006
