Band,Lyrics,Song,Year
Mike Curb Congregation,"You know, there was a time when
If someone told you to do somethin'
You did it. Bam! Right on! 
No questions asked
It was ""Yes, sir"" and ""Yes, mam""
You never said no. You know? Huh?
But, you know
Things are changing nowadays
It's a new day babies
Folks want to take their own lives into their hands 
And make their own choices
No longer do they want to go along with the program 
'Cause everybody say it's right
You know what I mean?
Let me tell ya what I'm talkin' about, ya see, 'cause...

I don't want no gold watch for workin' fifty years from nine till five
Awhile the boss is guzzling champagne 
And I'm beltin' beer in some dive

'Cause I want to be happy and free
Livin' and loving for me
I want to be happy and free
Livin' and lovin' for me
Like a natural man (Like a natural man)
A natural man (Like a natural man)

Well now, I refuse to listen to people's thinkin' that I live too high
I'm gonna taste it now before my one life streaks on by

'Cause I want to be happy and free
Livin' and lovin' for me
I want to be happy and free
Livin' and lovin' for me",Natural Man,1988
Mike Curb Congregation,"The darkness of my world was all cleared away
The flowers are blooming it's a beautiful day
There's a girl with a heart as big as the sky she's sunshine and I know why
All for the love of sunshine all for the love of sunshine 
The Lord smiled down on this life of mine and sent me the love of sunshine

Though sunshine can always make my days seem bright
Sunshine can warm up a cold cold night
I know my sunshine was sent from above an angel that's filled with love
All for the love of sunshine

Through winter the springtime the summer and fall
The moonlight the starlight she outshines them all
In a world filled with fear with pain and such harm my sunshine can be so warm
All for the love of sunshine
All for the love of sunshine
All for the love of sunshine",All for the Love of Sunshine,1990
Mike Curb Congregation,"Sometimes the world is a valley of heartaches and tears
And in the hustle and bustle, no sunshine appears
But you and I have our love always there to remind us
There is a way we can leave all the shadows behind us
Volare, oh oh
Cantare, oh oh oh oh
Let's fly way up to the clouds
Away from the madd'ning crowds
We can sing in the glow of a star that I know of
Where lovers enjoy peace of mind
Let us leave the confusion and all disillusion behind
Just like birds of a feather a rainbow together we'll find
Volare, oh oh
Cantare oh oh oh oh
No wonder my happy heart sings
Your love has given me wings
(repeat)",Volare,1990
Mike Curb Congregation,"Now they say don't go on Wolverton Mountain if you're looking for a wife
Cause Clifton Clovers has got a pretty young daughter
And he's mighty handy with a gun and a knife
Her tender lips are sweeter than honey and Wolverton Mountain protects her there
The bears and the birds tell Clifton Clovers if a stranger should wander there
All of my dreams are on Wolverton Mountain I want his daughter for my wife
I'll take my chances and I'll climb his mountain
Though Clifton Clovers he may take my life
Her tender lips

I'm goin' up on Wolverton Mountain cause it's too lonesome down here below
It's just ain't right to hide his daughter from the one that loves her so
Her tender lips

I don't care about Clifton Clovers I'm gonna climb up on that mountain
I want to just the one I love I don't care about Clifron Clovers
I'm gonna climb up on that mountain",Wolverton Mountain,1991
Mike Curb Congregation,"Rainin' in my heart
Since we've been apart
I know I was wrong
Baby, please come home

You got me cryin'
'Bout to lose my mind
Don't let me cry in vain
Try my love just once, again

Honey, I need your love
Darlin', you know why
If you would come back home
There'll be no need for me to cry

Raining in my heart
Since we been apart
I know I was wrong
Baby, please come home",Rainin' in My Heart,1995
Mike Curb Congregation,"The news is out all over town that you've been seen out runnin' around
I know that I should leave but then I just can't go you win again
This heart of mine could never see what everybody knew but me
Just trusting you was my great sin what can I do you win again
I'm sorry for your victim now cause soon his head like mine will bow
He'll give his heart but all in vain and someday say you win again
You have no heart you got no shame you take true love and give the blame
I guess that I should not complain I love you still you won again
I love you still you won again",You Win Again,1995
Mike Curb Congregation,"Your cheatin' heart,
Will make you weep,
You'll cry and cry,
And try to sleep,
But sleep won't come,
The whole night through,
Your cheatin' heart,
Will tell on you

When tears come down,
Like falling rain,
You'll toss around,
And call my name,
You'll walk the floor,
The way I do,
Your cheatin' heart,
Will tell on you

Your cheatin' heart,
Will pine some day,
And crave the love,
You threw away,
The time will come,
When you'll be blue,
Your cheatin' heart,
Will tell on you

When tears come down,
Like falling rain,
You'll toss around,
And call my name,
You'll walk the floor,
The way I do,
Your cheatin' heart,
Will tell on you.",Your Cheatin' Heart,1995
Mike Curb Congregation,"When a star is born
They possess a gift or two
One of them is this
They have the power to make a wish come true

When you wish upon a star
Makes no difference who you are
Anything your heart desires will come to you

If your heart is in your dream
No request is too extreme
When you wish upon a star
As dreamers do
Fate is kind

She brings to those who love
The sweet fulfillment of their secret longing

Like a bolt out of the blue
Fate steps in and sees you through
When you wish upon a star
Your dreams come true

When you wish upon a star
Makes no difference who you are
Anything your heart desires will come to you

If your heart is in your dream
No request is too extreme
When you wish upon a star
As dreamers do
Fate is kind

She brings to those who love
The sweet fulfillment of their secret longing
Like a bolt out of the blue
Fate steps in and sees you through
When you wish upon a star
Your dreams come true",When You Wish upon a Star,1995
Mike Curb Congregation,"When I find myself in times of trouble, Mother Mary comes to me
Speaking words of wisdom, let it be
And in my hour of darkness she is standing right in front of me
Speaking words of wisdom, let it be
Let it be, let it be, let it be, let it be
Whisper words of wisdom, let it be

And when the broken hearted people living in the world agree
There will be an answer, let it be
For though they may be parted, there is still a chance that they will see
There will be an answer, let it be
Let it be, let it be, let it be, let it be
There will be an answer, let it be
Let it be, let it be, let it be, let it be
Whisper words of wisdom, let it be
Let it be, let it be, let it be, let it be
Whisper words of wisdom, let it be

And when the night is cloudy there is still a light that shines on me
Shine until tomorrow, let it be
I wake up to the sound of music, Mother Mary comes to me
Speaking words of wisdom, let it be
Let it be, let it be, let it be, yeah, let it be
There will be an answer, let it be
Let it be, let it be, let it be, yeah, let it be
Whisper words of wisdom, let it be",Let It Be,1999
Mike Curb Congregation,"Oh happy day (oh happy day)
Oh happy day (oh happy day)
When Jesus washed (when Jesus washed)
When Jesus washed (when Jesus washed)
When Jesus washed (when Jesus washed)
He washed my sins away (oh happy day)
Oh happy day (oh happy day)

He taught me how to watch, fight and pray, fight and pray
And live rejoicing every, everyday

Oh happy day

He taught me how

Oh happy day (oh happy day)
Oh happy day (oh happy day)
Oh happy day (oh happy day)",Oh Happy Day,1999
Mike Curb Congregation,"Put your hand in the hand of the man
Who stilled the water
Put your hand in the hand of the man
Who calmed the sea
Take a look at yourself
And you can look at others differently
Put your hand in the hand of the man
From Galilee

My momma taught me how to pray
Before I reached the age of seven
When I'm down on my knees
That's when I'm closest to heaven
Daddy lived his life, two kids and a wife
Well you do what you must do
But he showed me enough of what it takes
To get me through, oh yeh!

Put your hand in the hand of the man
Who stilled the water
Put your hand in the hand of the man
Who calmed the sea
Take a look at yourself
And you can look at others differently
Put your hand in the hand of the man
From Galilee
Oh yeh!

Put your hand in the hand of the man
Who stilled the water
Put your hand in the hand of the man
Who calmed the sea
Take a look at yourself
And you can look at others differently
Put your hand in the hand of the man
From Galilee
Oh yeh!

Put your hand in the hand of the man
Who stilled the water
Put your hand in the hand of the man
Who calmed the sea
Take a look at yourself
And you can look at others differently
Put your hand in the hand of the man
From Galilee
Oh yeh!
Put your hand in the hand of the man from Galilee
Put your hand in the hand of the man from Galilee, Oh yeh!",Put Your Hand in the Hand,1999
Mike Curb Congregation,"(Candy man)
(Hey, Candy man)
Alright everybody gather 'round
The Candy Man is here
What kind of candy do you want
Sweet choc'late
Choc'late malted candy
Gum drops
Anything you want
You've come to the right man
'Cause I'm the Candy Man

Who can take a sunrise (who can take a sunrise)
Sprinkle it with dew (sprinkle it with dew)
Cover it with choc'late and a miracle or two
The Candy Man (the Candy Man)
Oh, the Candy Man can (the Candy Man can)
The Candy Man can
'Cause he mixes it with love
And makes the world taste good (makes the world taste good)

Who can take a rainbow (who can take a rainbow)
Wrap it in a sigh (wrap it in a sigh)
Soak it in the sun and make a groovy lemon pie
The Candy Man (the Candy Man)
The Candy Man can (the Candy Man can)
The Candy Man can
'Cause he mixes it with love
And makes the world taste good (makes the world taste good)

(The Candy Man makes everything he bakes)
(Satisfying and delicious)
Now you talk about your childhood wishes
You can even eat the dishes

Oh, who can take tomorrow (who can take tomorrow)
Dip it in a dream (dip it in a dream)
Separate the sorrow and collect up all the cream
The Candy Man (the Candy Man)
Oh, the Candy Man can (the Candy Man can)
The Candy Man can
'Cause he mixes it with love
And makes the world taste good (makes the world taste good)

(The Candy Man makes everything he bakes)
(Satisfying and delicious)
Talk about your childhood wishes
You can even eat the dishes
Yeah, yeah, yeah

Who can take tomorrow (who can take tomorrow)
Dip it in a dream (dip it in a dream)
Separate the sorrow and collect up all the cream
The Candy Man (the Candy Man)
The Candy Man can (the Candy Man can)
The Candy Man can
'Cause he mixes it with love
And makes the world taste good (makes the world taste good)

Yes, the Candy Man can
'Cause he mixes it with love
And makes the world taste good (makes the world taste good)
A-candy Man, a-Candy Man, a-Candy Man
(Makes the world taste good)
A-candy Man, a-Candy Man, a-Candy Man
(Makes the world taste good)
A-candy Man, a-Candy Man",The Candy Man,2007
Mike D,"It takes two
Point of view
Got no clue
Maybe let's pretend

Where you going
What you showing
Cash you blowing
Face you showing
Ticking, tocking
Weekend rocking
Fish in stocking
Electric shocking

Don't you, don't you do
Don't you, don't you do
When you see, a man doing his thing
Then see, he's got you
When you see a woman doing her thing, baby
Then you see she's on a hue, on a hue
She's on a clue, on a clue
Don't you, don't you do
Don't you, don't you do
Don't you, don't you do
Don't you, don't you do

In my side, in my mind, baby might you speak was right
Right? On an assy, got my posse
In my boat, and my goat
Going back in the woods, you're making mad in the woods
Got the city in the woods, getting lost in the woods
Working fine in a place
Show that right track in a place
Give my flash give me trick
Like a face in a race

Don't you, don't you do
Don't you, don't you do
Don't you, don't you do
Don't you, don't you do

When you see a man doing his thing
Then see, he's got his own
When you see another woman doing her thing
Always see she's on a hue, on a hue

Don't think, I'm a 70's baby
Don't think it could all be wrong
Don't you feel from the 1970's baby
All of them could be wrong

When you see a man on a street
Catcalling up to every she alone
When you see a man in the business baby
He never get called a bitch on his own
He never get called a bitch on his own

Don't you, don't you do
Don't you, don't you do
Don't you, don't you do
Don't you, don't you do

Damn with you all these too,in this too
Don't you wanna see a woman baby doing
Don't you want her on her own
Don't you hear the sound of an animal calling
Don't you, don't you do
Don't you, don't you do
Don't you, don't you do

(Start all over again)
Don't you, don't you do
Don't you, don't you do
Don't you, don't you do
Don't you, don't you do
Don't you, don't you do
Don't you, don't you do
Don't you, don't you do
Don't you, don't you do
Don't you, don't you do

It takes two
Point of view
Got no chew
Maybe lets pretend

I point you
All got dew
And it's you
Start all over again

In my side, in my mind, baby might you speak was right
Right?",Action,2016
