Band,Lyrics,Song,Year
Teddy Zig Zag,"Got a wife and kids in Baltimore, Jack
I went out for a ride and I never went back
Like a river that don't know where it's flowing
I took a wrong turn and I just kept going

Everybody's got a hungry heart
Everybody's got a hungry heart
Lay down your money and you play your part
Everybody's got a hungry heart

I met her in a Kingstown bar
We fell in love I knew it had to end
We took what we had and we ripped it apart
Now here I am down in Kingstown again

Everybody's got a hungry heart
Everybody's got a hungry heart
Lay down your money and you play your part
Everybody's got a hungry heart

Everybody needs a place to rest
Everybody wants to have a home
Don't make no difference what nobody says
Ain't nobody like to be alone

Everybody's got a hungry heart
Everybody's got a hungry heart
Lay down your money and you play your part
Everybody's got a hungry heart",Hungry Heart,2003
Teddybears,"Yo you yoww
Wats goin' on
Your bout to witness something you've probly witnessed before
When you tried some really crazy stuff you know wat I'm sayin'
I'm talking bout that jimmy hendricks stuff
But this is the teddy bear stuff okay
So just sit back and enjoy your mother fuken self before I kick your fukin ass

That's when your ass be shaking all over the place

Who's the bum cuzzin' along in your hi fi 
Stckin' do hitting the bong its the swing fly
Teddy bear sound is the bomb and you know why
None of this ill can be wrong and the beats thight

Hey boy
Get your rocks off
Move boy
We put the clock on you boy you can't miss 
My friend you get knocked down get up again

Hey boy
Get your rocks off
Move boy
We put the clock on you boy you can't miss 
My friend you get knocked down get up again

You can smell some of the funk when we breeze by
We got enuf shit to go round, hit the peace pipe
We can do the dunkedy-dunk and its all night
Yea baby dunkedy-dunk and its all night

Hey boy 
Get your rocks on
Move boy
We put the clock on you boy
You can't miss
My friend you get knocked down get up again
Hey boy
Get your rocks off
Move boy
We put the clock on you boy you can't miss 
My friend you get knocked down get up again

This shit it fuked up right
Its fuked up but you love it

All we came to do was raise hell and just have fun
You can take the skinny girl cause I want the fat one 
You better raise the base leave the trebel on plus one
Can you put me on the guest list
Twenty girls plus one

Hey boy 
Get your rocks off
Move boy
We put the cock on you boy
You can't miss
My friend you get knocked down get up again
Hey boy
Get your rocks off
Move boy
We put the clock on you boy you can't miss 
My friend you get knocked down get up again

I have alotta problems but I'm here to discuss one
Well pass another bottle caus I won't settle for just one
Get ready for the chorus cause I'm just about dun
Get ready for the do, the do, come on

Hey boy
Get your rocks off
Move boy
We put the clock on you boy you can't miss 
My friend you get knocked down get up again
Hey boy
Get your rocks off
Move boy
We put the clock on you boy you can't miss 
My friend you get knocked down get up again
Hey boy
Get your rocks off
Move boy
We put the clock on you boy you can't miss 
My friend you get knocked down get up again",Hey Boy,2004
Teddybears,"Got my upsides and my downsides, you got your earthquake and your landslides
You just have to thirst my button, 'cause I can take it like no other

'Cause I'm your automatic lover
'Cause I'm your automatic lover

From the outside to the inside, from the outside undercover
I pull myself into your mother, 'cause I can take it like no other

'Cause I'm your automatic lover
'Cause I'm your automatic lover

I'm you automatic lover, I can take it like your mother

'Cause I'm your automatic lover
'Cause I'm your automatic lover

I got my good sides and my bad sides, is it to take all dynamic
I got no problem with my punk-shot, 'cause I can take it like no other
I'm your automatic lover, I'm your automatic lover

'Cause I'm your automatic lover
'Cause I'm your automatic lover
'Cause I'm your automatic lover (your automatic lover)
'Cause I'm your automatic lover (your automatic lover)",Automatic Lover,2006
Teddybears,"Mi press trigger mi nuh press people button
Nuh bodda chat come face mi wid somethin
Like how mi have twenty two inna mi somethin
Ten haffi use so mi get di next dozen, fool

Press trigger mi nuh press people button
Nuh bodda chat come face mi wid somethin
Like how mi have twenty two inna mi somethin
Ten haffi use so mi get di next dozen (fool)
Anytime they ready punahussy start war
See who now fi spread it out more pon di tar

My style is di bom digi bom di deng di deng digigi you you?
Carubuano peer with di bom digi bom di deng di deng digigi you you [Repeat: x2]

Punahussy siddung and a watch how man a live
Watch yah man a own a own roll big
Siddung and a plan fi come put man pon fridge
Memba when yuh dig hole a two yuh fi dig
Certain likkle bwoy we a stop deal wid
Claim seh them a friend and dem badmind deh friend

My style is di bom digi bom di deng di deng digigi you you?
Carubuano peer with di bom digi bom di deng di deng digigi you you [Repeat: x2]

Mi press trigger mi nuh press people button
Nuh bodda chat come face mi wid somethin
Like how mi have twenty two inna mi somethin
Claim seh dem a friend and dem badmind deh friend",Cobrastyle,2006
Teddybears,"Said, ""Hey man, what's goin' on?""
'S about time I'm movin' on
You keep on, on, on, on and on
So you'll stay, move and sing a song

[Chorus:]
'Cause you move to a different sound
'Cause you move to a different sound
'Cause you move to a different sound
'Cause you move to a different sound

I've seen you and your friends around
Your feet never touched the ground
You can't tell in this part of town
But you're jacked up, so keep it down

[Chorus:]

Get up movin', girls and boys
You know some people got no joys
So just go with your inner voice
You get down and I'll bring the noise

[Chorus: Repeat 3X]",Different Sound,2006
Teddybears,"teddybears
one, two, three, four",Intro,2006
Teddybears,"You see me drivin' down the street 
I'm just not looking good
I got both hands off the wheel
I got you runnin'
I'm listening to music you can't hear
I got pretty music in my ear

Cause I'm a punkrocker, yes I am
Well I'm a punkrocker, yes I am

I see you standing in the street
and you can't stay on your feet
And your walking in your sleep
right across the street
You can hear me laughing to myself
You can hear the music in my head

Cause I'm a punkrocker, yes I am
Well I'm a punkrocker, yes I am

You see me drivin' down the street
I'm just not looking good
You see me drivin' in my car 
I'm drivin' in my sleep
I'm listening to music you can't hear
I got pretty music in my ear

Cause I'm a punkrocker, yes I am
Well I'm a punkrocker, yes I am 
",Punkrocker,2006
Teddybears,"Won't you call my private number?
We can go away for the summer

We can drive around with the top down
Stereo turned up loud with a fat sound
'Cause I'm yours to keep if you want to

But I hear that you wanna ditch me
But you know I'm not such a bad seed

We can drive around with the top down
Stereo turned up loud with a fat sound
'Cause I'm yours to keep if you want to
'Cause I'm yours to keep if you want to

We can have some fun with an ear drum
We can bang away on the tom tom

We can drive around with the top down
Stereo turned up loud with a fat sound
'Cause I'm yours to keep if you want to

Won't you come on down to the freak show?
He can sit along as my hair grows

We can drive around with the top down
Stereo turned up loud with a fat sound
'Cause I'm yours to keep if you want to
'Cause I'm yours to keep if you want to
'Cause I'm yours to keep if you want to",Yours to Keep,2006
Teddybears,"I saw the devil in a hat and a cane
At the cross roads strumming like a runaway train
He arranged a little bargain saying hey mister Johnson
Would you accept the proposes sign on my black check

First I see premonition then I see flashback
Payback stymie track like a wolf pack
First I see premonition then I see flashback
Payback stymie track like a wolf pack

Devils music
Devils music",Devil's Music,2010
Teddybears,"I'm not a rocket scientist
I rock the house and sign the tits
And that's it

Don't take no astrophysicist
To make your ass throw fits
Now sista's kick it

I keep it cool like Eskimo chicks on Discovery Channel
I'm hot like Telemundo chicas on a solar panel

See me on daytime TV chillin' in my Bob Marley tee
I'll slap you silly, I'm from Philly
I'm not sorry, that's me

I am the robot Elvis rockin' my bionic pelvis
I'm technotronic sippin' vodka tonics (yeah, I'm selfish)
I am the killer shakin' up some old rock and roll fool
Them drum machines ain't got no soul

I'm not a rocket scientist
I rock the house and sign the tits
And that's it (that's it, y'all)

Don't take no astrophysicist
To make your ass throw fits
Now sista's kick it

This is mission control, what is your status? 
Super bitchin'
We read you loud and clear, permission's go to hit ignition
We gettin' static, please repeat your last confirmed position
I'm ten feet tall and solid gold and I demand submission

I am the robot Elvis rockin' my bionic pelvis
I'm technotronic sippin' vodka tonics (yeah, I'm selfish)
I am the killer shakin' up some old rock and roll fool
Them drum machines ain't got no soul

I am the robot Elvis rockin' my bionic pelvis
I'm technotronic sippin' vodka tonics (yeah, I'm selfish)
I am the killer shakin' up some old rock and roll fool
Them drum machines ain't got no soul

I am the robot Elvis rockin' my bionic pelvis
I'm technotronic sippin' vodka tonics (yeah, I'm selfish)
I am the killer shakin' up some old rock and roll fool
Them drum machines ain't got no soul",Rocket Scientist,2010
