Band,Lyrics,Song,Year
Marcy Marxer,"The hand is cold that once held mine 
I can't believe you've really left this world behind 
I can wait, I can hope 
I'll get over this in time 

It takes time to learn when someone's gone for good 
They're not coming back like you wish they would 
In the empty hours when you miss them so 
It takes time to learn to let them go 

Your last hours we never knew 
We never had the chance to say goodbye to you 
Words unsaid, things undone 
We'd just begun and now we'll never see them through 

It takes time to learn when someone's gone for good 
They're not coming back like you wish they would 
In the empty hours when you miss them so 
It takes time to learn to let them go 

",Time to Learn,1997
Marcy Marxer,"Fairy tales can come true
It can happen to you if you're young at heart
For it's hard, you will find
To be narrow of mind if you're young at heart

You can go to extremes with impossible schemes
You can laugh when your dreams fall apart at the seams
And life gets more exciting with each passing day
And love is either in your heart or on it's way

Don't you know that it's worth
Every treasure on earth to be young at heart
For as rich as you are
It's much better by far to be young at heart

And if you should survive to a hundred and five
Look at all you'll derive out of bein' alive
And here is the best part, you have a head start
If you are among the very young at heart

And if you should survive to a hundred and five
Look at all you'll derive out of bein' alive
And here is the best part, you have a head start
If you are among the very young at heart",Talk to Me,1998
Marcy Marxer,"Are you going away with no word of farewell
Will there be not a trace left behind
Well, I could have loved you better, didn't mean to be unkind
You know that was the last thing on my mind

It's a lesson too late for the learnin'
Made of sand, made of sand
In the wink of an eye my soul is turnin'
In your hand, in your hand

Are you going away with no word of farewell
Will there be not a trace left behind
Well, I could have loved you better, didn't mean to be unkind
You know that was the last thing on my mind

You've got reasons a-plenty for goin'
This I know, this I know
For the weeds have been steadily growin'
Please don't go, please don't go

Are you going away with no word of farewell
Will there be not a trace left behind
Well, I could have loved you better, didn't mean to be unkind
You know that was the last thing on my mind

As I lie in my bed in the mornin'
Without you, without you
Each song in my breast lies a burnin'
Without you, without you

Are you going away with no word of farewell
Will there be not a trace left behind
Well, I could have loved you better, didn't mean to be unkind
You know that was the last thing on my mind

Are you going away with no word of farewell
Will there be not a trace left behind
Well, I could have loved you better, didn't mean to be unkind
You know that was the last thing on my mind
That was the last thing on my mind

",(Don't Know What Was) the Last Thing on My Mind,2000
Marcy Marxer,"Ramblin' around this dirty old town
Singin' for nickels and dimes
Times getting rough I ain't got enough
To buy me a bottle of wine

Bottle of wine, fruit of the vine
When you gonna let me get sober
Leave me along, let me go home
I wann'a go back and start over

Little hotel, older than Hell
Cold and as dark as a mine
Blanket so thin, I lie there and grin
Buy me little bottle of wine

Bottle of wine, fruit of the vine
When you gonna let me get sober
Leave me along, let me go home
I wann'a go back and start over

Aches in my head, bugs in my bed
Pants so old that they shine
Out on the street, tell the people I meet
Won'ch buy me a bottle of wine

Bottle of wine, fruit of the vine
When you gonna let me get sober
Leave me along, let me go home
I wann'a go back and start over

Teacher must teach, and the preacher must preach
Miner must dig in the mine
I ride the rods, trusting in God
And hugging my bottle of wine

Bottle of wine, fruit of the vine
When you gonna let me get sober
Leave me along, let me go home
I wann'a go back and start over
",Bottle of Wine,2006
Marcy McGuire,"(I saw you first.) Now wait a minute. (Nobody else is gonna get you)
(I saw you first.) Yeah, I mean it. (Nobody else is gonna catch you.)
(You smiled at me, that was my lucky break,)
(Gave you that double take, except to myself)
Quote (Oh Frankie!) unquote (You gave advice) I did?
(I suddenly found myself in clover.)
(I tumbled flat) You sure did. (that was the time that you took over).
(If someone else wants to try this love scene,) with me?
What do I tell em, baby? (Just tell them I saw you first.)
I'll try to remember that I saw you first. (Lay?) Baby I should have seen you sooner.
I saw you first. (Oh gee) think you could ever stand the crooner? (Uh huh)
You smiled at me, that was my lucky break, gave you that double take
Except to myself (What did you say?) That does it!
You gave it this, I was like a clown in clover,
And that first kiss, that was the time that you took over.
So if my other love affair should go and burst, remember I saw you first",I Saw You First,1994
Marcy Murdock,"Un adiÃ³s escrito en un papel, 
una mirada triste si te vas,
no conseguimos entendernos no, 
nos hizo tanto daÃ±o este amor.
Si pudiera borrar lo que hice mal, 
echar atrÃ¡s el tiempo de una vez
why asÃ­ darte la mano 
why comprender que todo fue un mal sueÃ±o que ya estÃ¡.
Despertarme un dÃ­a mÃ¡s por ti, 
darle rienda al corazÃ³n por ti.
(estribillo 1)
MÃ¡s o menos como ayer 
gozaremos del amor como un Aleluya,
mar abierto, mar azul 
why en medio siempre tu, sÃ³lo tu.
Hagamos otro mundo entre los dos, 
corriendo por la vida siempre a mil,
desnudos frente a frente tu why yo, 
sin miedo, sin temor a sonreÃ­r.
Despertarme un dÃ­a mÃ¡s por ti, 
darle rienda al corazÃ³n por ti.
(estribillo 2)
MÃ¡s o menos como ayer 
gozaremos del amor como un Aleluya,
mar abierto, mar azul, 
why en medio sÃ³lo tu, como un Aleluya.
(estribillo 1)(estribillo 2)",Como un Aleluya,1998
Marcy Place,"(Yandel)
Si me porte mal contigo, mami lo siento
(Jayco)
Estoy siendo sincero contigo solo quiesiere que me des
Una oportunidad mami
(Yandel)
No puedo cargar conmigo mas este sufrimiento
(Jayco)
Es dificil asimilar la vida sinti

(Yandel)

Vuelve!!!
Que sinti la vida no es igual (No es igual)
Me la paso sufriendo
Vuelve!!! (Ehh)
Porti yo esperare
Vuelve!!!
Que sinti la vida no es igual (No es igual)
Me la paso sufriendo
Vuelve!!! (Ehh)
Porti yo esperare
Asi seguire esperando asta que me des la oportunidad de volver a sentirte chica
(Jayco)

Solo qiero ser sincero
Se muy bien que en tu vida yo fui el primero
Que sentia amor verdadero
Why q sabes q como tu no hay nadie
Como acarisias mi piel como me haces el amor
Como me besas al desnudarme
Amor me siento frio
Tan solo en el vacio
Que dejas en el hogar (Hey)
Sin ti me siento perdido
Solo entorpecido (Aha)
Vuelve mi amor por favor

Voy caminando en la noche perdido en la oscuridad (Ono)
No puedo dertenerme
Creo why tengo fe que algun dia yo te voy a encontrar
Alli en aquel lugar
Donde tantas veces nos vimos why hoy ya no estas
Perdido estoy en la oscuridad
Quisiera verte why poderte hablar
Why hacerte regresar

(Yandel)

Vuelve!!!
Que sinti la vida no es igual (No es igual)
Me la paso sufriendo
Vuelve!!! (Ehh)
Porti yo seperare
Te dire la verdad

Si me porte mal contigo mami lo siento
(Hay mami lo siento)
Te dire la verdad
No puedo cargar conmigo mas este sufrimiento
(y Yo no puedo why no puedo no puedo no)
Te dire la verdad

(Jayco)

Si alguna vez yo te hice llorar amor dimelo por que yo
(Te dire la verdad)
Siento mi cama vacia why aunque en mi no confias te juro que yo
(Te dire la verdad)
Quisiera poder encontrarme contigo
Quisiera poder decirte que mis noches no son lo mismo sin ti
(Te dire la verdad)
Why que ahora solo soy un tempano de hielo perdido en la oscuridad
Que me muero por algun dia verte regresar
(Te dire la verdad)

Voy caminando en la noche perdido en la oscuridad (Ono)
No puedo dertenerme
Creo why tengo fe que algun dia yo te voy a encontrar
Alli en aquel lugar
Donde tantas veces nos vimos why hoy ya no estas
Perdido estoy en la oscuridad
Quisiera verte why poderte hablar
Why hacerte regresar

(Wisin)

Nueva mente demostrando
Que estamos en otros niveles musicales
Entrando por la puerta ancha
Jayco

(Jayco)

Jayco
Victo el Nazi
Nesti
Nelly el amra secreta
Tiny
Asi estamos trabajando
Desarrollandonos de una manera que uds. en su vida
Lo van hacer esto es otra cosa
Uds.lo saben ya esta claro ya lo se
Los vaqueros
Dale que con nosotros
Viajando en la nave
First class
",Perdido,2008
Marcy Playground,"A cloaking robe of elven kind 
Hangs in my wardrobe behind 
All those things that mother 
Said were proper for a boy 
And I know I could not say why 
On this summer evening 
Sixteen books on magic spells 
Stacked below the cloak of elves 
And sixteen books on magic spells 
So elegantly bound 
And I know I could not say why 
On this summer evening 
And I know something, something about you 
And I know something, something about you 
A cloaking robe of elven kind 
Hangs in my wardrobe behind 
All those things that mother said 
Were proper for a boy",A Cloak of Elvenkind,1997
Marcy Playground,"Hey little boy 
See the Johnny and Janes 
Hey little boy 
You see them all go insane 
Look and see Spot run 
Cause he pissed in their hallway 
Run Spot run 
Run away from it all 
And I say you can be anyway that you want to be 
How I'll be  that's up to me 
Hey little girl 
See them all run around 
Hey little girl 
You see them all tumble down 
Johnny will boss 
Janey will buy 
Spot will beg 
But everyone dies 
As I said you can be 
Any way that you want to be 
How I'll be, that's up to me 
One little, two little, three little idiots 
Four little, five little, six little idiots 
Seven little, eight little, nine little idiots 
All in suit and tie 
One little, two little, three little idiots 
Four little, five little, six little idiots 
Seven little, eight little, nine little idiots 
All dressed up to die, and I say 
You can be any way that you want to be 
But how I'll be, that's up to me",Dog and His Master,1997
Marcy Playground,"Come back and be 
Come back for free 
Come back and stay child 
Have you gone crazy 

Molly  it must be fine 
It seems so dreamy to be sublime 
Molly has gone to Spain 

Has gone with Venus to watch the rain 
And it seems that's not the place where you belong 
And it seems that's not the place where you belong 
When there's no sun and there's no moon 
And there's no stars child have you gone crazy 

Come back and be 
Come back for free 
Come back and stay child 
Have you gone crazy 

Molly it must be fine 
It seems so dreamy to be sublime 
And Molly the whippoorwill 
Has gone to space boy, she is there still 
When there's no sun and there's no moon 
And there's no stars child have you gone crazy",Gone Crazy,1997
