Band,Lyrics,Song,Year
Rhonda Thomas,"Hush now don't explain
I know you raise Cain
I'm glad you're back
Don't explain

Quiet, don't explain
You mixed with some dame
Skip that lipstick
Don't explain

You know that I love you and what love endures
All my thoughts are of you
For I'm so completely yours
Cry to hear folks chatter, and I know you cheat
But right and wrong don't matter when you're with me sleep

Hush now, don't explain
You're my joy and pain
My life's yours love
Don't explain",Ill Wind,2003
Rhonda Thomas,"The man who only lives for making money
Lives a life that isn't necessarily sunny
Likewise the man who works for fame

There's no guarantee that time won't erase his name
The fact is, the only work that really brings enjoyment
Is the kind that is for girl and boy meant
Fall in love and you won't regret it
That's the best work of all, if you can get it
Holding hands at midnight

'Neath a starry sky
Nice work if you can get it
And you can get it if you try
Strolling with the one girl
Sighing sigh after sigh
Nice work if you can get it
And you can get it if you try

Just imagine someone
Waiting at the cottage door
Where two hearts become one
Who could ask for anything more?
Loving one who loves you
And then taking that vow
It's nice work if you can get it
And if you get it, won't you tell me how?""

Just imagine someone
Waiting at the cottage door
Where two hearts become one
Who could ask for anything more?
Loving one who loves you
And then taking that vow
Nice work if you can get it
And if you get it, won't you tell me how?""",Nice Work If You Can Get It,2003
Rhonda Thomas,"The buzzard took the monkey for a ride in the air
The monkey thought that ev'rything was on the square
The buzzard tried to throw the monkey off his back
The monkey grabbed his neck and said, ""Now, listen, Jack
Straighten up and fly right, straighten up and fly right
Straighten up and fly right, cool down papa, don't you blow your top
Ain't no use in divin'. What's the use of jivin'?
Straighten up and fly right, cool down papa, don't you blow your top""
The buzzard told the monkey, ""You're choking me
Release your hold and I'll set you free""
The monkey looked the buzzard right dead in the eye and said
""Your story's touching, but is sounds like a lie""
Straighten up and fly right, straighten up and stay right
Straighten up and fly right, cool down papa, don't you blow your top",Straighten Up and Fly Right,2003
Rhonda Vincent,"One fine day as I was a-walkin' down the street
Spied a beggar man with rags upon his feet
Took a penny from my pocket
In his tin cup I did drop it
I heard him say as I made my retreat

[Chorus:]
May the bird of paradise fly up your nose
May an elephant caress you with his toes
May your wife be plagued with runners in her hose
May the bird of paradise fly up your nose

The laundry man is really on his toes
Found a hundred-dollar bill among my clothes
When he called me I came a-runnin'
Gave him back his dime for phonin'
I heard him sayin' as I turned to go

[Chorus]

I was way behind one day to catch the train
Taxi driver said ""We'll make it just the same""
The speed cop made it with us
And as he wrote out the ticket
I stood by politely a-waitin' for my change

[Chorus x3]",May the Bird of Paradise Fly Up Your Nose,
Rhonda Vincent,"Way back in the hills, as a boy I once wandered
Buried deep in her grave lies the one that I love
She was called from this earth, a jewel for Heaven
More precious than diamonds, more precious than gold

A jewel here on earth, a jewel in Heaven
She'll brighten the kingdom around God's great throne
May the Angels have peace, God bless her in Heaven
They've broken my heart and they left me to roam

When a girl of sixteen, we courted each other
She promised some night to become my sweet wife
I bought her a ring to wear on her finger
But the Angels, they called her to Heaven one night

A jewel here on earth, a jewel in Heaven
She'll brighten the kingdom around God's great throne
May the Angels have peace, God bless her in Heaven
They've broken my heart and they left me to roam

This world has its wealth, its trials and troubles
Mother earth holds her treasures of diamonds and gold
But she can't hold the soul of one precious jewel
She's resting in peace in that Heavenly home

A jewel here on earth, a jewel in Heaven
She'll brighten the kingdom around God's great throne
May the Angels have peace, God bless her in Heaven
They've broken my heart and they left me to roam

Wow baby
",Precious Jewel,1991
Rhonda Vincent,"My heart can sing when I pause to remember
A heartache here is but a stepping stone
Along a path that's winding always upward
This troubled world is not my final home.

But until then my heart will go on singing
Until then with joy I'll carry on
Until the day my eyes behold my Saviour
Until the day God calls me home.

--- Instrumental ---

The things of earth will dim and lose their value
If we recall they're borrowed for a while
And things of earth that cause this heart to tremble
Remember there will only bring a smile.

But until then my heart will go on singing
Until then with joy I'll carry on
Until the day my eyes behold my Saviour
Until the day God calls me home...",Until Then,1991
Rhonda Vincent,"There'll be a homecoming some morning 
When Jesus calls us away 
I'll see mother and daddy 
Lord I am ready 
For Heaven's homecoming day 

Precious ones have gone on before 
our Lord waits for no man 
Salvation will gain us 
a ticket to see them 
and a place in God's final plan 

There'll be a homecoming some morning 
When Jesus calls us away 
I'll see mother and daddy 
Lord I am ready 
For Heaven's homecoming day 

He will come like a theif in the night 
To take us to Heaven on high 
There we'll gather once more 
With those we adore 
In a place where we never shall die 

There'll be a homecoming some morning 
When Jesus calls us away 
I'll see mother and daddy 
Lord I am ready 
For Heaven's homecoming day 
(key change) 
There'll be a homecoming some morning 
When Jesus calls us away 
I'll see mother and daddy 
Lord I am ready 
For Heaven's homecoming day",Homecoming,1991
Rhonda Vincent,"I don't mind to give you a slow dance or two
I'm sorry I'm not at my best
I know you can see I'm incredibly blue
But I'm not that lonely yet

I look in your eyes while you're dancing with me
And try to fulfill your request
But don't ask for favors when it's time to leave
Cause I'm not that lonely yet

Now don't say you want me
I've heard that before
The words weigh like stones in my head
There may come a time when I'll think of you more
But I'm not that lonely yet

It's nice to be dancing
To waltzes again
And maybe it helps to forget
You've opened the door but I'm not waltzing in
Cause I'm not that lonely yet
No I'm not that lonely yet",I'm Not That Lonely Yet,1991
Rhonda Vincent,"Let's put love back to work
To heal the pain and hurt
Let's build a fire inside
To keep our dreams alive.

Let's get back on the job and see
That life is all that it should be
Let's put love back to work
And make it work for you and me.

We might have to start all over
To ever make it right
We've come too far together
To quit without a fight.

We've both said things in anger
Painful unkind words
But we can save this union
If we put love back to work.

Let's put love back to work
To heal the pain and hurt
Let's build a fire inside
To keep our dreams alive.

Let's get back on the job and see
That life is all that it should be
Let's put love back to work
And make it work for you and me.

--- Instrumental ---

Let's don't put off untill tomorrow
Feeling's we could share today
Love left lyin idle
Will surely slip away.

Let's make a new commitment
To put each other first
Let's pull our hearts together
And put love back to work.

Let's put love back to work
To heal the pain and hurt
Let's build a fire inside
To keep our dreams alive.

Let's get back on the job and see
That life is all that it should be
Let's put love back to work
And make it work for you and me.

Let's get back on the job and see
That life is all that it should be
Let's put love back to work
And make it work for you and me... 

",Let's Put Love Back to Work,1991
Rhonda Vincent,"You're a midnight angel,
At twelve is when you start.
Searching for a victim,
To feed your hungry heart.
You say you don't love me,
Still, I wait all alone.
For my midnight angel to come home.

It seems I've spent a life time,
Between midnight and dawn.
Watching from my window,
For someone to bring you home.
Listening to the silence,
While waiting all alone.
For my midnight angel to come home.

I see you through my window,
As he is bringing you home.
You know that I'll be waiting,
And you know I'll be alone.
But come tomorrow morning,
You'll look and find me gone.
Goodbye my midnight angel from now on.

It seems I've spent a life time,
Between midnight and dawn.
Watching from my window,
For someone to bring you home.
Listening to the silence,
While waiting all alone.
For my midnight angel to come home.

For my midnight angel to come home.",Midnight Angel,1991
