Band,Lyrics,Song,Year
Christophe Beck,"Beth I hear you calling
But I can't come home right now
Me and the boys are playing
And we just can't find the sound

Just a few more hours
And I'll be right home to you
I think I hear them calling
Oh Beth what can I do
Beth what can I do

You say you feel so empty
That our house just ain't our home
I'm always somewhere else
And you're always there alone

Just a few more hours
And I'll be right home to you
I think I hear them calling
Oh Beth what can I do
Beth what can I do

Beth I know you're lonely
And I hope you'll be alright
'Cause me and the boys will be playing all night",Beth Cooper Suite,2009
Christophe Beck,"I would climb any mountain
Sail across the stormy sea
If that's what it takes me baby
To show how much you mean to me
And I guess that it's just the woman in you
That brings out the man in me
I know I can't help myself
You're all in the world to me

It feels like the first time
Feels like the very first time
It feels like the first time
It feels like the very first time

I have waited a lifetime
Spent my time so foolishly
But now that I found you
Together we'll make history
And I know that it must be the woman in you
That brings out the man in me
I know I can't help myself
You're all my eyes can see

And it feels like the first time
Like it never did before
Feels like the first time
Like we've opened up the door
Feels like the first time
Like it never will again, never again

It feels like the first time
Feels like the very first time
It feels like the first time
It feels like the very first time

Won't you open up the door

It feels like the first time
Feels like the very first time
It feels like the first time
It feels like the very first time",Feels Like the First Time,2009
Christophe Beck,"Well we got no choice
All the girls and boys
Makin' all that noise
'Cause they found new toys
Well we can't salute ya can't find a flag
If that don't suit ya that's a drag
School's out for summer
School's out forever
School's been blown to pieces

No more pencils no more books
No more teacher's dirty looks yeah
Well we got no class
And we got no principals
And we got no innocence
We can't even think of a word that rhymes
School's out for summer
School's out forever
My school's been blown to pieces

No more pencils no more books
No more teacher's dirty looks
Out for summer
Out till fall
We might not come back at all
School's out forever
School's out for summer
School's out with fever
School's out completely",School's Out,2009
Christophe Beck,"In the face
(No!)
In the face",In the Face,2010
Christophe Beck,"Verðug dróttning stór

Hjarta af gulli skína 

Kronum þik med vánum, ást ok trú

Fagra, grýttur land, heimr Árnadalr

Fylgið dróttningu ljóssins",Heimr Àrnadalr,2013
Christophe Beck,"The snow glows white on the mountain tonight 
Not a footprint to be seen 
A kingdom of isolation and it looks like I'm the queen 
The wind is howling like this swirling storm inside 
Couldn't keep it in, Heaven knows I've tried 

Don't let them in, don't let them see 
Be the good girl you always have to be 
Conceal, don't feel, don't let them know 
Well now they know 

Let it go, let it go 
Can't hold it back anymore 
Let it go, let it go, 
Turn away and slam the door 
I don't care what they'e going to say 
Let the storm rage on 
The cold never bothered me anyway 

It's funny how some distance 
Makes everything seem small 
And the fears that once controlled me 
Can't get to me at all 

Time to see what I can do 
To test the limits and break through 
No right or wrong, no rules for me 
I'm free 

Let it go, let it go 
I am one with the wind and sky 
Let it go, let it go 
You'll never see me cry 
Here I stand and here I stay 
Let the storm rage on 

My power flurries through the air into the ground 
My soul is spiraling in frozen fractals all around 
And one thought crystallizes like an icy blast 
I'm never going back, the past is in the past 

Let it go, Let it go 
And I'll rise like the break of dawn 
Let it go, let it go 
That perfect girl is gone 
Here I stand in the light of day 
Let the storm rage on 
The cold never bothered me anyway",Let's Do It,2014
Christophe Goze,"Night and stars above that shine so bright 
The myst'ry of their fading light 
That shines upon our caravan 
 
Sleep upon my shoulder as we creep 
Across the sand so I may keep 
The mem'ry of our caravan 
 
This is so exciting 
You are so inviting 
Resting in my arms 
As I thrill to the magic charms 
Of you beside me here beneath the blue 
My dream of love is coming true 
Within our desert caravan",Caravane,2002
Christophe Maé,"On a le vice des vertus
Ce qu'on mérite rien de plus,
Qui brille, scintille, qui se voit,
Etcetera
On en rajoute tant et plus,
Sans mesure au superflu,
De chic, de luxe, et d'éclat
Etcetera

Pour la galerie
Tout pour la galerie,
On ne trouve ici rien à sa taille
Oh, oh, oh
Pour la galerie
Que pour la galerie,
Puisque l'important
n'est qu'un détail
Et vice Versailles

Qui ne s'est jamais perdu
Dans l'excès de ""m'as-tu vu""
Et plaire, complaire à tout va
Etcetera

Pour la galerie,
Tout pour la galerie,
On ne trouve ici rien à sa taille
Puisqu'on vit
Pour la galerie,
Que pour la galerie,
Puisque l'important n'est qu'un détail

On ne fait rien sans rien,
A qui ça revient?
A l'image de soit-même,
Si c'est pour son bien,
On le fait quand même

On fait tout pour la galerie,
Tout pour la galerie,
On ne trouve ici rien à sa taille
Puisqu'on vit pour la galerie,
Que pour la galerie,
Puisque l'important
n'est qu'un détail
Et vice Versailles

On a le vice des vertus
On se rajoute toujours plus,
De chic de luxe et d'éclat,
Etctera

Pour la galerie,
Tout pour la galerie,
On ne trouve ici rien
à sa taille
Puisqu'on vit
Pour la galerie,
Que pour la galerie,
Puisque l'important
n'est qu'un détail

On fait tout pour la galerie,
Tout pour la galerie,
On ne trouve ici rien
à sa taille
Puisqu'on vit
Pour la galerie,
Pour la galerie,
Puisque l'important
n'est qu'un détail
Et vice Versailles",Et Vice Versailles,2005
Christophe Maé,"Tout est dans l'allure,
C'est une certitude,
Tout est dans le style
et la pause attitude,
Mets des crabes dans un panier,
C'est la société,
Des panurges
et des requins associés,

ca marche
Bras dessus et bras dessous
ca marche
L'un sur l'autre dans la boue
ca marche
Tant qu'on peut encore debout
Monter les marches

ca roule
Sans respect, ni foi, ni loi,
S'écroule
Sur ceux qui font pas le poids,
ca tourne
Et ca tournera comme ca
Tant qu'ca marche

Chacun ses blessures
Et ses habitudes,
Chacun dans la jungle
a sa soif d'altitude,
Des loups dans la bergerie
Bestiale comédie,
Depuis que l'immonde
et monde sont unis

ca marche
Bras dessus et bras dessous
ca marche
L'un sur l'autre dans la boue
ca marche
Tant qu'on peut encore debout
Monter les marches

ca roule
Sans respect, ni foi, ni loi,
S'écroule
Sur ceux qui font pas le poids,
ca tourne
Et ca tournera comme ca
Tant qu'ca marche

L'homme est un animal
Qu'on dit civilisé,
Pour qui tout est parade
et mondanités,
Entre mâles et femelles,
C'est une espèce
en voie de disparité,
La la la la la la la …

Bras dessus et bras dessous
L'un sur l'autre, dans la boue,
Tant qu'on peut encore debout
Monter les marches
Oh sans respect
Sur ceux qui font pas le poids
Et ca tournera comme ca
Tant qu'ca marche

ca marche
Bras dessus et bras dessous
ca marche
L'un sur l'autre dans la boue
ca marche
Tant qu'on peut encore debout
Monter les marches

ca roule
Sans respect, ni foi, ni loi,
S'écroule
Sur ceux qui font pas le poids,
ca tourne
Et ca tournera comme ca
Tant qu'ca marche",Ça Marche,2005
Christophe Maé,"Qui voudrait être à ma place
Qui saurait comment faire face
A ce rôle qui me fait peur ?

Je vous laisse juge et complice
Vous en laisse le bénéfice
Pour jouer en coulisse

A chacun sa place,
A chacun son impasse ...

Pas la peine 
De me chercher,
Non pas la peine
De me proposer,
A vos rêves m'attacher,
Je suis fait pour rien faire,
Mais surtout pour bien le faire

Pas envie
De me lever,
Non je n'ai pas envie
De m'encombrer
Ni d'avis à donner,
Je suis fait pour la fête,
Pas pour la prise de tête, non ...

Ha, ha, ha, à qui la faute ?
La vie est trop sérieuse pour m'y ennuyer
Ha, ha, ha, à qui la faute ?
Non, non,
C'est pas de ma faute, non

Pas de quoi
Se relever
Non, pas de quoi
En rajouter
Ni de quoi s'en vanter
Je suis fait pour la fête,
Pas pour la prise de tête, non ...

Ha, ha, ha, à qui la faute ?
La vie est trop sérieuse pour m'y ennuyer
Ha, ha, ha, à qui la faute ?
Ce n'est pas de ma faute
Ha, ha, ha, à qui la faute ?
Les envies trop nombreuses pour y résister
Ha, ha, ha, à qui la faute ?
Non, non,
C'est pas de ma faute, non

Je suis comme je suis
Je suis comme je vis
Je fais tout ce que je peux
Je vis comme je vis
Tout ce qu'on me dit
Ne me rend pas,
Ne me rend pas heureux ...

Ha, ha, ha, à qui la faute ?
Et la vie est trop sérieuse pour m'y ennuyer
Ha, ha, ha, à qui la faute ?
Non, ce n'est pas de ma faute
Ha, ha, ha, à qui la faute ?
Les envies trop nombreuses pour y résister
Ha, ha, ha, à qui la faute ?
Non, non, 
C'est pas de ma faute, non ...",A  Qui La Faute,2005
