Band,Lyrics,Song,Year
Texas Dixon,"Stop that train, I want to get on, my baby, she is leaving me now
Stop that train, I want to get on, my baby, she is leaving me now
She said, she was going on the morning train,
She won't be back for long
She said, my dear, I do love you
No matter, what they say or doStop that train, I want to get on, my baby, she is leaving me now
Stop that train, I want to get on, my baby, she is leaving me now
La-la-la-la-la, la-la-la-la-la, ooh yeah
La-la-la-la-la, la-la-la-la-la, ooh yeah
La-la-la-la-la, la-la-la-la-la, ooh yeah
La-la-la-la-la, la-la-la-la-la
[Instrumental Break]
She said, she was going on the morning train,
She won't be back for long
She said, my dear, I do love you
No matter what they say or do
Stop that train, I want to get on, my baby she is leaving me now
Stop that train, I want to get on, my baby she is leaving me now
Stop that train, I want to get on, my baby she is leaving me now
Stop that train I want to get on, la-la-la-la-la, la-la-la-la-la, la
Stop that train I want to get on, la-la-la-la-la, la-la-la-la-la, la
Stop that train I want to get on, la-la-la-la-la, la-la-la-la-la, la",Stop That Train,
Texas Dixon,"Why won't you come home, 
Tell me that you love me
Tonight, tonight, tonight
Why won't you please 
Tell me baby
Tonight, tonight, tonight
I tried my best, 
To show you that I love you
But you were untrue
I don't know why 
You lied, but
You lied to me
Why won't you come home, 
Squeeze me baby
Tonight, tonight, tonight
Why won't you squeeze me 
With all your might
Tonight, tonight, tonight
I tried my best, 
To show you that I love you
But you were untrue
I don't know why 
You lied, but
You lied to me",Tonight,2009
Texas Eastside Kings,"Far across the blue waters
Lives an old German's daughter
By the banks of the old river Rhine
Where I loved her and left her
But I can't forget her
'Cause I miss my pretty Fraulein
 
Fraulein, Fraulein
Look up toward the heavens each night
When the stars seem to shine
By the same stars above you
I swear that I love you
You are my pretty Fraulein
 
When my memories wander
Away over yonder
To the sweetheart that I left behind
In a moment of glory
A face comes before me
The face of my pretty Fraulein
 
Fraulein, Fraulein
Walk down by the river
Pretend that your hand's holding mine
By the same stars above you
I swear that I love you
",Fraulein,2003
Texas Hard Hitters,"We got that green stuff, Big Tite
Lil Flip the Leprechaun, Slim Thug the Boss Hogg
Fin to put it all in why'all face

I got too much money, too much cash
I bought a new Lac and put it on chrome, without touching my stash
Like Lil Flip I can do that, Excursion candy blue tha?
Twenty two that, pounds of dro I done blew that
You should of knew that, the Slim Thug gon' shine
My ear rings cost a dime, I read Rolex Times
I'm top of the line, you can tell when I open my mouth
I bet nobody got mo' princess cut teeth, than the Boss
Open your mouth up you lost, I'm blinding these boys
I'm joining rocks in your blocks, in candy blue toys
Talking noise, 'cause I ain't old enough to drank
But I got mo' cash to last, than your daddy in the bank
I'm top rank, Slim Thug gon' talk the talk
Walk the walk, we can bet ball for ball
We some paid young G's, with too much cash
Too much flow and do', talking too much trash ha

[Chorus: Repeat 2X]
Too much money, too much cash
All why'all haters, can kiss our ass
We got too much money, too much cash
All why'all haters, can kiss our ass

Too much money is what I got, like Scarface I rap a lot
S-Type Jag straight off the lot, believe me dog I'm really hot
I'm swanging four's and thinking thoed, banging hoes and changing clothes
Smoking dro and doing shows, paper stack can never fold
I bought the car and I bought the house, I represent the Dirty South
Got more syrup than Waffle House, run through hoes like Marshall Faulk
I talk the talk and walk the walk, 'cause nigga I'm a G
Lil Flip is who I be, I know your gal know me
'Cause I wear a Roley, that look like a snowman
And I push a Jag, you just gotta see it man
I'm sitting on Dubs, kinda like a blank tape
You see them rocks in my teeth, ain't none of em fake
Give me a break, you think I'm lying or something
I'm at the mall with your hoe, and she buying me something
I'm a young pimp, with a whole lot of cash
And why'all haters, why'all can kiss our ass

[Chorus: Repeat 2X]

I got too much M-O-N-E-why
Anything I S-E-E, I be	-you-why
Pull a Bentley off the lot, and ran that thang in the wall
We throw Crys in the air laugh, and watch it fall
Watch me ball, as the Dub spin like a top
I got crunk when I stopped, and made my pop trunk wop
Girls bop, automatic cause I'm top of the line
I cut my beep past six, and I raise the top of your spine
I'ma shine, Sucka Free, Boss Hogg in a row
You can catch me fresh and braided, or rugged and fro
You see the Spre's on the car, I bet you my people like the rock
When girls see Tite, Flip and Slim they say... pulling cameras out
Damn I'm hot, when I hit the club I'm bound to line to the bar
And for the first hundred people, I'm insuring they car
Attracting your star, cause nigga my piece attracting your car
We got too much green, and that's real by far

[Chorus: Repeat 2X]",Freestyle,
Texas Hard Hitters," 

DJ Screw
A mufucka wonder what I'll do
Kill you bitch, pop-pop a lot
Youth or ancient, what's the deal?
Southside it's a new era, knoimsayin?
Put you on your boy's mind, real shit
Know what I'm talkin about?

[DJ Screw - Verse 1]
Nobody seems to understand that my brain ain't stable
They got me out on a ledge, feel like I'm fallin off the edge
It ain't no fable, it's re-ali-ty
Feel like I'll move an your fizzin
they're tryin to tackle me, that's why I keep up the business
So relative or stranger, better keep yo' distance
I can't determine friend from foe so you in danger
Chemical inbalances of the weed and cocaine
But it really don't matter to society
A nigga that got no face an no name
Deservin more, but I'ma move until I ain't got nothin left
An the only thing that's promised to me is more povert and death
'cause there's some niggaz lookin for me an they might be near
And if they kill me don't shed a tear, Remember I'm a heavy here
Even still, gotta keep my eyes on the prize
Although my vision is blurry I'm losing life in a hurry
Even my girlfriend don't understand
Don't want her to witness the wicked
so please find yourself another man... haters feel me

[Chorus: repeat 2X]
This..is..my..liiiife
Forgotten in the struggllle
Livin to shine

[Verse 1 - screwed and chopped]

[DJ Screw - Verse 2]
Opposition and proposition is schemin for cash
And if you bitches is scandilous, I get mad at ya
So I alleviate the pressure, don't try to run
I guarantee the slugs'll catch ya (hahahaha)
Oh yea, I keep some problem solvers
I'll pistol-whip my automatic and revolver, check it
An I'm a, ""hello bab-ay"", it's in my nature
This a must it ain't a maybe p.k.
The feds takin pictures and tappin my phones
But if I catch you bitches snitchin best believe me it's on
I analyze an visualize to open fire on bitches
And if I catch you bastards asleep I'm leavin bodies in ditches (huh?)
I'll bet they ask a bastard: ""feel like spendin a long one in a casket?""
check it
Niggaz bustin your ass, all I'll give you's a ski mask
Bustin shots from my Rolles, tryin to make your car crash (feel me)
... This is MY LIFE

[Chorus]

[Verse 2 - screwed and chopped]

[DJ Screw - Verse 3]
Everybody think I love keepin impulsive pride tappin
But I know they wouldn't give a fuck about me if there wasn't no money in rappin
See I know they want to get rich off of me, understand
Even if I was to die I would still rep talk, they'd still put a mic in my hand
Quit tryin to cover my style of life, pretendin like they from my block
But I survive from willin to live while they depend on war and talk
Before you make your move, check yourself and give 'er in front of me
Even if lyrical strugglin, adjust your ticket 'cause you know how dead your gonna be
There's gon' be a dentist to see
When a nigga be screamin and hollarin ""I'm yo' Godfather""
But I guess it's just the menace in me
Plus, the only nigga that's keepin me from clickin is Herman Fisher
We don't care 'cause to kid us he'll get us a drink and infinite burnin swishers
Why they want to play with my life? they got families, nigga I don't
The only thing between me an them hoes is I'ma keep thuggin they timid ass home
But they mind they own goddamn business, and keep theyself outta mine
Because of a thin line between livin they business and boo-yah!
Caught with the nine baby

[Chorus] - 2X",My Life [Freestyle],
Texas in July,"You are a dreamer,
Placing the stars,
Between your fingers,
Never give in to those,
Who think dreaming should stop.

Barricade our minds from the enemy.

Don't ever tell me what to do again,
Understand that this is my choice,
And you need to just shut up.

I hope you fail and you watch your,
Dreams fall apart,
I would give anything to see you crumble, shut up.

Stay out of my way,
Before I make you,
Experience the things that have driven me to,
This breathing nightmare.

We will never find our way,
In this cold place,
Unless we cast away,
Our history and leave them all behind,
With the rest of all the people that,
Made you believe,
That you wouldn't succeed,
They're wrong, make it happen,
This song is for all the dreamers who believe,
That they control their destiny.

Listen to me,
As my voice compels you to see,
That this is how it's going to be.

I can see that we will always disagree,
You go your way and I'll go mine.",Dreamer,2011
Texas in July,"I remember that day,
When I tried to patch your pain with faith,
And you betrayed me and our family,
Was it easy for you to walk away?

Full speed ahead with no turn back,
I watched the days turn your soul to black.

I never knew what your love was,
I can't accept it to this day,
Your life is driving me insane,
And I can't even begin to explain,
This situation to anyone,
Because I've lost my mind.

Lost my mind.

Mad, walking like the dead,
You walked away and paid no respect,
To those who love you.

Now you did it,
And it's over now,
No longer to be controlled,
You made your choice,
Now I'm through,
And I hope and pray that sense will find you.

I'm sorry, sorry.

I'm sorry that this is how it has to be in the end,
I simply have nothing left to give,
You've drained me,
For the worst,
I'm the one that always put you first,
I am alone,
You let me drown.

I can't forgive you,
But my memory of you will always stay,
As a loving person, who threw it all away.

I'm sorry that this is how it has to be in the end,
I simply have nothing left to give,
You've drained me,
For the worst,
I'm the one that always put you first,
I am alone,
You let me drown,
Let me down.",Magnolia,2011
Texas in July,"Burn the midnight oil
I’ll be awake tonight
Connecting dots,
Finding the way out

Paranoia, it comes in circles
And is headed right for you
Headed right for you!
I’ll be up tonight
I’ll be up tonight

I was so close to you
But now I’m as far away as I can’t get
Paranoia!
It comes in circles
And is headed right for you

So close your eyes and get lost with me!
So close your eyes and get lost with me!
To another space in time
Where you can’t lose track
To another space in time
Where you won’t look back

There’s no gravity to hold me together
What we are
How we feel
Why we felt it
Things in the air won’t change
To another place, another date
As we watch time cut away

Looking back now I would have done this all the same
Would have done this all the same
All the same, same
No state of mind control is far from sight
It has us running blind
Paranoia!
Is headed right for you

So close your eyes and get lost with me!
So close your eyes and get lost with me!
To another space in time
Where you can’t lose track
To another space in time
Where you won’t look back

There’s no gravity to hold me together

This thorn thrown in my side
For the last time
I see the start and won’t fear the finish line
For me this isn’t it
I won’t quit, I’ll beat the sickness
You think I’m crazy but I’m doing just fine
Living inside of my own mind",Paranoia,2012
Texas in July,"Endless in his trek and through these waves of traveled times
He welcomes the mountains that he has climbed
Determined, pushing onward with knuckles hes callused
His mission becomes clear in a moment of balance

Years spent approaching darkness, consciously spiraling
Smothered with radiance, yet only the darkest was comforting

Ascending above the decay, a beacon will illuminate the way

Day and night, I see the dimming light
That once ignited the spark that was in your eyes
I hope it finds you well, I hope it finds you well
We can sit, or we can stand tall
When the chance of growth seems so small
I hope it finds you well, I hope it finds you well

Ambitiously sailing a sinking ship, struggling to catch a breath
Let it go or stay confined as it plummets to the depths
Keep your mind at ease, wherever it may roam
Because even with a tattered sail, a strong wind can take you home

Illuminate the way

Day and night, I see the dimming light
That once ignited the spark that was your eyes
I hope it finds you well, I hope it finds you well
We can sit, or we can stand tall
When a chance of growth seems so small
I hope it finds you well, I hope it finds you well",Illuminate,2014
Texas Lightning,"I feel so bad I've got a worried mind
I'm so lonesome all the time
Since I left my baby behind on blue bayou

Savin' nickels, savin' dimes
Workin' till the sun don't shine
Lookin' forward to happier times on blue bayou

I'm goin' back some day, come what may, to blue bayou
Where you sleep all day and the catfish play on blue bayou
All those fishin' boats with their sails afloat, if I could only see
That familiar sunrise through sleepy eyes how happy I'd be

Oh, to see my baby again
And to be with some of my friends
Maybe I'd be happy then on blue bayou

I'm goin' back some day, gonna stay on blue bayou
Where the folks are fine and the world is mine on blue bayou
Ah, that girl of mine by my side
The silver moon and the evening tide
Ah, some sweet day gonna take away this hurtin' inside

I'll never be blue, my dreams come true on blue bayou",Blue Bayou,
