Band,Lyrics,Song,Year
Infrared,"[Drag-On]
Yeah! Yeah! Yeah!
Fuck why y'all niggas talking 'bout huh? (it's time I see you)
Get it right, you fagot niggas heard Suge Knight
Double are's the only niggas he respect and, why y'all niggas shook right?
Why y'all get on Hot 97 and, talk wit a baritone
Wit two niggas downstairs with licensed guns to take why y'all home
Scared ass niggas, you think they going take a life so they can get life [nope]
Ask Puff they ain't trying to hear that nigga
For no cake, and why y'all can get at us on Labor Day
We make stones that say ? your moms labor day
I'm in the hood so we can link up, any place you think of
Hand held don't hold prints plus I burnt the tip of my fingers
I'm a Bronx gangsta nigga, double are's hoodrat
The nigga they come get quick bitch, on this hood shit

[Cross]
Why y'all bitches think the riders a joke, well I don't play (let's go)
I blow you whole fucking shit up like Tim McVeigh
Gimme the needle, not tomorrow, but today
Cross coming why y'all better get the fuck out the way
I ain't the shit that you see that's on the top of your church
I put a bomb in your baby carriage, brick through your hearse

[Infa-Red]
Tell your CEO, don't call my CEO apologizing (sorry)
I'm at your wake in the choir standing harmonizing
It's Infa-Red the shit that be on top of the heater
The best thing in New York since Steinbrenner signed Jeter
Hold Camby sister the hostage, then send 'em a reef
So stop fronting vegetarian just scared of beef

[Eve]
Yo, hey suck my dick bitch, the way this chick spit ridiculous
Here we go again, only we on Kiss shit
We coming and you keep running
You keep claiming you the best that done it
Pussy let me see something
Fake niggas screaming ""Ryde or Die""
Same niggas we run up on and make 'em cry
Outta all the camps in this game, nigga
We the champs in this game
Who kick the real shit before the fame
Fuck you fat ass, fake bad ass niggas
Still play the hood while you ride past niggas
Coward trust me, we keep it gutter
Hope you stay mad a hater 'cause you can't touch us, huh

""It's time I see you""

[Styles]
Hey yo, I ain't got a care in the world
Kidnapping your kid, maiming your mom, and airing your girl
And like, you ain't got a care in the world
I'm hopeless and numb, I can't see but I can focus my gun
And I'm down for smoking blunts to the head
My nerves is shot, my paces is short, I dump in your head
I'm the hardest nigga out you outta know it by now
I'm the nigga that they talk about going to Chao
And my name ring bells, my blade stay bloody
If you heard about me beefing dog I leave the most shells
The nigga to salute, the quickest to shoot
Holiday Styles, motherfucker, giving you pound

[Sheek]
What? Like I won't run up and break your jaw
Like they make a vest for your head to stop the 4
I'm tired of rapping, let's get the mack and send niggas on vacation
Right in front of the radio station
Motherfuckers ain't quiet til the tech go off
Arteries hitted, hawkin, they neck is shit
I'm the motherfucking hardest
I smack the shit out of any one of your artists
Whatever the label
Why y'all niggas don't want beef, why y'all want meat at the table
And I don't give a fuck, Sheek'll do life in the box
Before any of why y'all bitch niggas front on the LOX
What? Motherfuckers, see man

[Jadakiss]
Yo, If I miss your head and your neck, I'll hurt your chest
If you from the streets betrayal is worse than death
And I'm known for getting money, not known for wildin
But I'm real I could rock both phones in the island
This is how we even the bets
I kill everything you love dog, right now, even the pets
Everything got dubs on it, even the vets
50 close, then 50 wide, even the sets
Cause the bullets is like calisthenics when I'm squirting
When they start hurting, that means they working
Only way we coming is hard
Industry is like jail nigga, double are's running the yard, uh",It's Time I See You,2001
Infrared,"Fabolous, Funk Flex Vol. 4 niggas see'mon
It's gettin' hard to dodge the women
But I'm still pitching hard white balls
Faster than Roger Clemens,
Ya know the kid with the O's
That's as large as linens
When it comes to sellin' trees
I'm as large as Timberland
My lawyer got my charges slimmin'
He said the only way I am goin upstate
If it's in larger swimmin'
Pull out the garage like gremlins
Anarge with trimmins
System in it that have the projects tremblin'
Ya know nothin' about lettin' a few strays go off
Ya only reach for your hip when your two ways go off
Shots'll fly by your head
Your toup blow off
I ain't crip I'm just a blue gray show off
Ghetto fab I more than rap for my bucks
Keep two 9's on me like Warren Sapp from the Buccs
The word I'm ballin' be flowin' to the fed Jakes
And I keep chicks on my lap throwin' me head fakes
Nigga I walk around with the grams you stackin'
And me and Flex don't roll unless they Andrew Jackson
It's Brooklyn by me the crook the I-B ya even look
At ID you gettin' hooked to I-V
Motherfuckers huh",Freestyle,2002
Infrared,"Nothing can stop me, I'm all the way up
All the way up
I'm all the way up
I'm all the way up
Nothing can stop me, I'm all the way up

Shorty what you want? Shorty what you need?
My niggas run the game, we ain't ever leavin'
Countin' up this money, we ain't never sleepin'
You got V12, I got 12V
Got bottles, got weed, got molly
I'm all the way up
Shorty what you want? I got what you need
Shorty what you want? I got what you need
Shorty what you want? I got what you need

I'm all the way up
I'm all the way up
I'm all the way up
All the way up
Nothing can stop me, I'm all the way up

For my niggas with Bentley coupes and Rolexes
Kicked the bitch out the room and gave her no breakfast
Had to stash the jewels, these bitches so reckless
Keep my hoes on cruise, I'm talkin' naughty nothings
Shorty uptown showin' off her new things
Couldn't take it off so I gave her un chain
She call me top shotta, yeah I keep a few tings
Champion sound, yeah I got a few rings
And I'm all the way up
And you can stay up
And if you ask anybody where I live
They'll point to the hills and say
Go all the way up
Go all the way up

I'm all the way up
I'm all the way up
Nothing can stop me, I'm all the way up

Just left the big house to a bigger house
Ain't have a girlfriend but the bitch is out
Chanel croc bag, shit ain't even out
With the gold chains, Himalayan Birk' and cocaine
Lit it up, Pac shit, I hit 'em up
I'm talkin' color money, purple yen and blue dirham
I got brown lira, I ain't talkin' 'bout Ross bitch
I'm that nigga on Viagra dick
That means I'm all the way up
And you can stay up
P.O.s say I can't get high
Hopped in the helicopter Uber and said
Go all the way up
Go all the way up

I'm all the way up
I'm all the way up
Nothing can stop me, I'm all the way up

Shorty what you want? Shorty what you need?
My niggas run the game, we ain't ever leavin'
Countin' up this money, we ain't never sleepin'
You got V12, I got 12V
Got bottles, got weed, got molly
I'm all the way up
Shorty what you want? I got what you need
Shorty what you want? I got what you need
Shorty what you want? I got what you need

I'm all the way up
I'm all the way up
I'm all the way up
I'm all the way up
Nothing can stop me, I'm all the way up
All the way up
I'm all the way up
I'm all the way up
Nothing can stop me, I'm all the way up",All the Way Up,2017
Infusion,"Speak your mind and tell me something
Tell me something I can't remember
Speak your mind and tell me something
Are we meant to be together?
Speak your mind and speak it clearly
Speak it truthfully, or speak it never
Speak it honestly and gently
Are we meant to, be together?

You keep on asking me this question
Everyday now, for what seems forever
You keep on asking me this question
Are we meant to, be together?
I'll speak my mind when I am ready
When I'm willing, and when I'm able
When I've had the time to think of, what is causing all the trouble",Meant to Be,2001
Infusion,"Aquaman knows what to do
Days seem shorter than they are
Finished counting all the stars
Feel the gears wind down again
Another paycheck to cash in
May the lord of flesh and bone
Leave you some to call your own
As we slowly feel our way
Through another shapeless day

up the hill to sow some seed
Nostalgia's warmth is all we need
Past disappointments turn to steam
We're superheros, in our dreams
Throw the radio up high
Watch it drown out half the sky
Synaesthesia coloured blue
Aquaman knows what to do

The secrets that we keep
Send our children fast asleep
Keep your head lights nice and low
It's a subtle tempting show
Through the windsweep we can see
A cinematic legacy
Leaving cities paved with gold
To pilot frigates through our souls",Legacy,2002
Infusion,"Aquaman knows what to do
Days seem shorter than they are
Finished counting all the stars
Feel the gears wind down again
Another paycheck to cash in
May the lord of flesh and bone
Leave you some to call your own
As we slowly feel our way
Through another shapeless day

up the hill to sow some seed
Nostalgia's warmth is all we need
Past disappointments turn to steam
We're superheros, in our dreams
Throw the radio up high
Watch it drown out half the sky
Synaesthesia coloured blue
Aquaman knows what to do

The secrets that we keep
Send our children fast asleep
Keep your head lights nice and low
It's a subtle tempting show
Through the windsweep we can see
A cinematic legacy
Leaving cities paved with gold
To pilot frigates through our souls",Legacy (Junkie XL Mix),2003
Infusion,"Your honey smell makes me sick 
Your lies are spreading so thick 
Pins in your photo I stick 
Your lovers all gather round 
They laugh and cheer at your sound 
I'm all but lost in the crowd 
You don't need me to survive 
Too busy ruling your hide 
You barely know I'm alive 
Your a stranger when we kiss 
And if I cease to exist 
Just cross me off your list 
Just one sip of your behaviour and my senses tell me danger 

I'm getting sick of your shit",Girls Can Be Cruel,2004
Infusion,"Can you feel the stinging?
Cry bloody murder when the bugs bite you
Hit 'em with a hammer
But why hit 'em with a book when a word will do?

Hung up on the headlines
Rewriting how the west was won
The devil's in the details
The friendly fire and scapegoat sons

You pushed us down
On the way to make a better world
You pushed us 'round
On the way to make a better world

Can you taste the glory?
Let the worm crawl on your lips
Sugar filled my belly
Just touch the truth with your fingertips

There's nothing really out there
Just a world of people you don't know
When the fables fade away
Turn over to another show

You pushed us down
On the way to make a better world
You pushed us 'round
On the way to make a better world

You push us down
On the way to make a better world
You push us 'round
On the way to make a better world

We are the ones that you left behind
We are the ones that you left behind
We are the ones that you left behind
We are the ones that you left behind

We are the ones that you left behind
We are the ones that you left behind
We are the ones that you left behind
We are the ones that you left behind

We are the ones that you left behind
We are the ones that you left behind
We are the ones that you left behind
We are the ones that you left behind

Are you gonna stagger backwards?
Fall into an air-conditioned hell
Write about the spotlights
So bright you lose sight of yourself
Where were you when you heard the news
About the wolf that's out your door?
Get outside and I think you'll find that we have seen all this before

Before you push us down
On the way to make a better world
You push us 'round
On the way to make a better world

Before you push us down
On the way to make a better world
You push us 'round
On the way to make a better world",Better World (Josh Wink Mix),2005
Infusion,"I've been burning these same boards 
Getting bored and restless
I've got itchy feet
I'm gonna hit the dance floor
Gonna pave the way for a new and better me than I was today
Gonna laugh in face of death
Jump off a cliff like a fool 
Too busy staring at the sun but it's fun to be someone else for a change of heart
Of mind of body and soul in time to the pulse of your blood and breath in the neck of the world and all that mother nature can hold and give and love and feel
Don't you get my drift
Did you get the pack
Did you get the set 
Did you get the joke
Did you get the outcome
My stuff's bigger than your stuff 
Sit back down
Try get your head together
Optimist, did you read that eye towers seizing every second more so every second burning bright lighting the road ahead stepping down the path of many feared
A tread beam lead by the higher mind who will find
That sometimes its best to leave the past behind 
Why cry at the moon for what was lost
Too soon the things you didn't do all the forgotten tunes
You gotta remember that everything you own ain't everything you are
This is the third trip in the back of your car filled with memories flashing by like liquid sky
Like electric stars that define everything that we are
I'm getting hypnotized
I've come too far, I was trying too hard now everything keeps shifting in and out of time

Lets venture forth into the unknown
Heads bursting with light blazing through the uncharted streets write our names
Fifty feet high in the minds of all the people we meet
Draw a Halo around your head where god looks down and blesses the genetics of red roof tiles, golden gates, emerald isles and the lands where the sun is slowly rising

Let's dance tonight beneath the Milky Way
Some won't make it back but that's ok
This is a moment that can't be missed so it's worth the risk
Touching the bullets of a silicone century 
Nothing now can sully the sound of a drummers beating 
The humidity from the sky
For the love
For the beat of the rush of future is ours
Its coming
The future is bright.

(Seizing every second)",Daylight Hours,2005
Infusion,"I got a need, for something new 
I got a need, that says it's you 
I got a hunger, or has a hunger got me? 
I get crazy, when I like what I see 
I got your name, I like how it sounds 
I get restless, 'till you come around 
I get going, will I ever stop? 
I get down and you come and fire me up 

And I know what I feel should be natural 
And I know what I feel should be natural 

You're getting happy, from the look on your face 
You got honey, and I love the taste 
You got a secret, but you're not telling me 
You got everything, where it's meant to be 
You got my keys, for when the nights are long 
And you got me, and that's your plan all along 
You get me going, and I will never stop 
You get me down and I come and fire you up 

And I know what I feel should be natural 
And I know what I feel should be natural 
And I know what I feel should be natural 
And I know what I feel should be natural 

And I know what I feel should be natural 
And I know what I feel should be natural 
And I know what I feel should be natural 
And I know what I feel should be natural 

And I know what I feel should be natural 
And I know what I feel should be natural 
And I know what I feel should be natural 
And I know what I feel should be natural",Natural,2006
