Band,Lyrics,Song,Year
Rodolfo,"Hoy te he visto, con tus libros caminando 
Y tu carita de coqueta, colegiala de mi amor 
Tu sonríes sin pensar que al mirarte 
Solo por ti estoy sufriendo, colegiala de mi amor 

Colegiala, colegiala, colegiala linda colegiala 
Colegiala no seas tan coqueta 
Colegiala ven dime que sí

Colegiala, colegiala, colegiala linda colegiala 
Colegiala no seas tan coqueta 
Colegiala ven dime que sí

Hoy te he visto, con tus libros caminando 
Y tu carita de coqueta, colegiala de mi amor 
Tu sonríes sin pensar que al mirarte 
Solo por ti estoy sufriendo, colegiala de mi amor 

Colegiala, colegiala, colegiala linda colegiala 
Colegiala no seas tan coqueta 
Colegiala ven dime que sí

Colegiala, colegiala, colegiala linda colegiala 
Colegiala no seas tan coqueta 
Colegiala ven dime que sí",La Colegiala,1996
Rodolfo Con Los Hispanos,"Ay qué buena es noche buena (con felicidad)
Pasarla entre amigos (con felicidad)
Bebiendo y tomando (con felicidad)
Caballeros (con felicidad)

Ole lo lo lei lo lo lei
Lo lo lei lo lei lo lo lei lo la
Ole lo lei lo lo le lo la
Ole lo lei lo lo le lo la

Me gusta bailar
Me gusta tomar
Me gusta reír
Me gusta cantar

Pero ahora, les voy a decir lo que más me gusta
Es siempre pasar la noche buena (con felicidad)
Con puenza (con felicidad)
Pasarla entre amigos (con felicidad)
Comiendo lechón (con felicidad)
Riendo y cantando (con felicidad)
Caballeros (con felicidad)

Ay qué buena es noche buena (con felicidad)
Pasarla entre amigos (con felicidad)
Y en musicalia (con felicidad)
Caballeros (con felicidad)

Ole lo lo lei lo lo lei
Lo lo lei lo lei lo lo lei lo la
Ole lo lei lo lo le lo la
Ole lo lei lo lo le lo la

Me gusta bailar
Me gusta tomar
Me gusta reír
Me gusta cantar

Pero ahora, les voy a decir lo que más me gusta
Es siempre pasar la noche buena (con felicidad)
Con mi madre (con felicidad)
Y con Jenny (con felicidad)
Con los Hispanos (con felicidad)
Bailando y tomando (con felicidad)
Comiendo lechón (con felicidad)
Caballeros

Ay qué buena es noche buena (con felicidad)
Pasarla entre amigos (con felicidad)
Pasarla entre hermanos (con felicidad)
Y en la feria de Cali (con felicidad)

Ole lo lo lei lo lo lei
Lo lo lei lo lei lo lo lei lo la
Ole lo lei lo lo le lo la
Ole lo lei lo lo le lo la

Me gusta la cena que tenga lechón
Que tenga buen vino, que tenga buen ron

Pero ahora, les voy a decir lo que más me gusta
Es siempre pasar la noche buena (con felicidad)
Caballeros (con felicidad)
Pasarla entre hermanos (con felicidad)
Y en Bogotá (con felicidad)
En Bucaramanga (con felicidad)
En Cartagena (con felicidad)
En Medellín (con felicidad)
Con todos los amigos (con felicidad)
Ay me voy a gozar (con felicidad)
Bebiendo y tomando (con felicidad)
Con doña Gabriela (con felicidad)
Con los Hispanos (con felicidad)
Y en discos fuentes (con felicidad)
Ay me voy a gozar (con felicidad)
Y vamos tomando (con felicidad)",Feliz Nochebuena [Guajira],1996
Rodolfo Dita,"Oh
Yeah

Ooh, la, la, la
Let's go dancin'
Ooh, la, la, la
Reggae dancin'

Ooh, la, la, la (Yeah)
Let's go dancin'
Ooh, la, la, la (Come on)
Reggae dancin'

Went down to the park
Everything was dark, oh, yeah, yeah, all of a sudden
On came the lights
And everything was feeling right

The people started dancing
They call me over to join in
They said, “JT, don't ya feel good, man?”
Come on and join the reggae jam, I heard them singin'

Ooh, la, la, la (Hey, hey, day)
Let's go dancin'
Ooh, la, la, la
Reggae dancin'

Ooh, la, la, la
Let's go dancin'
Ooh, la, la, la
Reggae dancin' (It's a reggae get down)

Ooh, la, la, la (Ooh)
Let's go dancin' (Get your dancin' shoes, get your dancin' shoes)
Ooh, la, la, la
Reggae dancin'

Ooh, la, la, la (Woo)
Let's go dancin' (Get your dancin' shoes, get your dancin' shoes)
Ooh, la, la, la
Reggae dancin'

I wanna get to know you
Come on let's reggae down, oh, yeah, yeah
Get better acquainted
So that everything will be fine, hey, lady, listen

Hey, baby, what's your name?
Is it a Misses or is it miss, eh
If you're by yourself I'd like to take you for a ride
We could check the scene and reggae down, and we'll be singin'

Ooh, la, la, la (Woo)
Let's go dancin'
Ooh, la, la, la, (Come on let's go)
Reggae dancin'

Ooh, la, la, la
Let's go dancin'
Ooh, la, la, la
Reggae dancin'

Ooh, la, la, la (Ooh)
Let's go dancin' (Get your dancin' shoes, get your dancin' shoes)
Ooh, la, la, la
Reggae dancin'

Ooh, la, la, la (Ooh)
Let's go dancin' (Go get your dancin' shoes, get your dancin' shoes)
Ooh, la, la, la
Reggae dancin'

Oh, it's a special [Occasion]
Such a happy [Occasion]
It's a special [Occasion]
Such a happy [Occasion]

(You wanna come dancin') Ooh, la, la, la [Yeah, yeah, yeah, yeah]
Let's go dancin' (Reggae dancin')
Ooh, la, la, la [Yeah, yeah, yeah, yeah]
Reggae dancin' (Do you wanna come dancin')

Ooh, la, la, la [Yeah, yeah, yeah, yeah]
Let's go dancin' (Reggae dancin')
Ooh, la, la, la [Yeah, yeah, yeah, yeah]
Reggae dancin'

Now we on the floor
Gimme, gimme some more, oh, yeah, yeah
The world is yours for dancin', yeah
The music makes for a little romancin'

I heard her say, “Get, get your dancin' shoes”
“It's anyone's party”
Come on and get your dancin' shoe, yeah
If you wanna join, join the jam, yeah
Just let that music take you, can't you hear ‘em singing

Ooh, la, la, la
Let's go dancin'
Ooh, la, la, la (We are reggae)
Reggae dancin'

Ooh, la, la, la
Let's go dancin'
Ooh, la, la, la (La, la, la, la, la, la, la, la, la, la, la, la, la, la, yeah)
Reggae dancin'

Ooh, la, la, la (Ooh)
Let's go dancin' (Get your dancin' shoes, get your dancin' shoes)
Ooh, la, la, la
Reggae dancin'

Ooh, la, la, la (Woo)
Let's go dancin' (Go get your dancin' shoes, get your dancin' shoes)
Ooh, la, la, la
Reggae dancin'

It's a special [Occasion]
Such a happy [Occasion]
It's a special [Occasion]
Such a happy [Occasion]

I wanna go dancin' with you
I wanna go dancin' with you, baby
I wanna go dancin' with you
I wanna go dancin' with you, baby

Let's go dance, dancin'
Let's go dance, ooh, hoo
Let's go dance, dancin'
Let's go dance

It's a special [Occasion]
Such a happy [Occasion]
It's a special [Occasion]
Such a happy [Occasion]",Let's Go Dancin,
Rodolfo Mederos,"Acaricia mi sueño
El suave murmullo de tu suspirar
Como ríe la vida
Si tus ojos negros me quieren mirar
Y si es mío el amparo
De tu risa leve
Que es como un cantar
Ella quieta mi herida
Todo, todo se olvida

El día que me quieras
La rosa que engalana
Se vestirá de fiesta
Con su mejor color
Y al viento las campanas
Dirán que ya eres mía
Y locas las fontanas
Se contaran su amor

La noche que me quieras
Desde el azul del cielo
Las estrellas celosas
Nos miraran pasar
Y un rayo misterioso
Hará nido en tu pelo
Luciérnaga curiosa
Que vera que eres mi consuelo

El día que me quieras
No habrá mas que armonía
Será clara la aurora
Y alegre el manantial
Traerá quieta la brisa
Rumor de melodías
Y nos darán las fuentes
Su canto de cristal

El día que me quieras
Endulzara sus cuerdas
El pájaro cantor
Florecerá la vida
No existirá el dolor

La noche que me quieras",El Día Que Me Quieras,1995
Rodolfo Mederos,"Me acobardo la soledad
Y el miedo enorme de morir lejos de ti
Que ganas tuve de llorar
Sintiendo junto a mí
La burla de la realidad

Y el corazón me suplico que te buscara
Y que le diera su querer
Me lo pedía el corazón
Y entonces te busque
Creyéndote mi salvación

Y ahora que estoy frente a ti
Parecemos, ya ves dos extraños
Lección que por fin aprendí
Como cambian las cosas los años

Al escucharte fríamente conversar
Fue tan distinto nuestro amor
Y duele comprobar que todo
Todo termino

Qué gran error volverte a ver
Para llevarme destrozado el corazón
Son mil fantasmas al volver
Burlándose de mí
Las horas de ese muerto ayer

Y ahora que estoy frente a ti
Parecemos, ya ves dos extraños
Lección que por fin aprendí
Como cambian las cosas los años

Angustia de saber muerta ya
La ilusión y la fe
Perdón si me ves lagrimear
Los recuerdos me han hecho mal

",Como Dos Extraños,1995
Rodolfo Mederos,"Si arrastré por estemundo
la vergüenza de habersido
y el dolor de ya no ser...
Bajo el ala del sombrero,
cuántas veces embozada
una lágrima asomada
yo no pude contener...
Si crucé por los caminos
como un paria que el Destino
se empeño en deshacer...
Si fui flojo, si fui ciego,
sólo quiero que comprendan
el valor que representa
el coraje de querer.

Era para mí la vida entera,
como un sol de primavera,
mi esperanza y mí pasión.
Sabía
que en el mundo no cabía
toda la humilde alegría
de mi pobre corazón.
Ahora, 
cuesta abajo en mi rodada,
las ilusiones pasadas
yo no las puedo arrancar.
Sueño
con el pasado que añoro,
el tiempo viejo que lloro
y que nunca volverá.

Por seguir tras de su huella
yo bebí incansablemente
en mi copa de dolor,
pero nade comprendía
que si todo yo lo daba
en cada vuelta dejaba
pedazos de corazón.
Ahora, triste en la pendiente,
solitario y ya vencido,
yo me quiero confesar.

¡Si aquella boca mentía
el amor que me ofrecía,
por aquellos ojos brujos
yo habría dado siempre más!

PMS",Cuesta Abajo,1998
Rodolfo Y Su Tipita RA7,"Traigo la contra, la contra pura
Contra, para la amada mía
Tabaco y ron 

Tabaco, tabaco, tabaco
Tabaco y ron
Tabaco, tabaco, tabaco
Tabaco y ron

Porque mande, mande quien mande, en el mundo siempre habrá
Buena gente, mala gente
El que niega, el creyente
Sabio, necio, indiferente 
Tabaco y ron

Tabaco, tabaco, tabaco
Tabaco y ron
Tabaco, tabaco, pero tabaco
Tabaco y ron

Quita esa mala cara, compadre
Que te va a matar esa amargura
Esa amargura, esa amargura
Lleva compadre tu cruz y no se la des a nadie
Y no se la des a nadie, y no se la des a nadie
Que todos ya llevamos una cruz

Por quien mande, mande quien mande, en el mundo siempre habrá
Buena gente, mala gente
El que niega, el que miente
Sabio, necio, indiferente 
Tabaco y ron

Tabaco, tabaco, tabaco
Tabaco y ron
Tabaco, tabaco, pero tabaco
Tabaco y ron

Quita esa mala cara, compadre
Que te va a matar esa amargura
Esa amargura, esa amargura
Lleva compadre tu cruz y no se la des a nadie
Y no se la des a nadie, y no se la des a nadie
Que todos ya llevamos una cruz

Por quien mande, mande quien mande, en el mundo siempre habrá
Buena gente, mala gente
El que niega, el creyente
Sabio, necio, indiferente 
Tabaco y ron

Tabaco, tabaco, tabaco
Tabaco y ron
Tabaco, tabaco, pero tabaco
Tabaco y ron

Tabaco, tabaco, tabaco
Tabaco y ron
Tabaco, tabaco, pero tabaco",Tabaco y Ron [Cumbia],1993
Rodolfo Y Su Tipita RA7,"Hoy te he visto, con tus libros caminando 
Y tu carita de coqueta, colegiala de mi amor 
Tu sonríes sin pensar que al mirarte 
Solo por ti estoy sufriendo, colegiala de mi amor 

Colegiala, colegiala, colegiala linda colegiala 
Colegiala no seas tan coqueta 
Colegiala ven dime que sí

Colegiala, colegiala, colegiala linda colegiala 
Colegiala no seas tan coqueta 
Colegiala ven dime que sí

Hoy te he visto, con tus libros caminando 
Y tu carita de coqueta, colegiala de mi amor 
Tu sonríes sin pensar que al mirarte 
Solo por ti estoy sufriendo, colegiala de mi amor 

Colegiala, colegiala, colegiala linda colegiala 
Colegiala no seas tan coqueta 
Colegiala ven dime que sí

Colegiala, colegiala, colegiala linda colegiala 
Colegiala no seas tan coqueta 
Colegiala ven dime que sí",La Colegiala,1996
Rodolfo Y Su Tipita RA7,"Traigo la contra, la contra pura
Contra, para la amada mía
Tabaco y ron 

Tabaco, tabaco, tabaco
Tabaco y ron
Tabaco, tabaco, tabaco
Tabaco y ron

Porque mande, mande quien mande, en el mundo siempre habrá
Buena gente, mala gente
El que niega, el creyente
Sabio, necio, indiferente 
Tabaco y ron

Tabaco, tabaco, tabaco
Tabaco y ron
Tabaco, tabaco, pero tabaco
Tabaco y ron

Quita esa mala cara, compadre
Que te va a matar esa amargura
Esa amargura, esa amargura
Lleva compadre tu cruz y no se la des a nadie
Y no se la des a nadie, y no se la des a nadie
Que todos ya llevamos una cruz

Por quien mande, mande quien mande, en el mundo siempre habrá
Buena gente, mala gente
El que niega, el que miente
Sabio, necio, indiferente 
Tabaco y ron

Tabaco, tabaco, tabaco
Tabaco y ron
Tabaco, tabaco, pero tabaco
Tabaco y ron

Quita esa mala cara, compadre
Que te va a matar esa amargura
Esa amargura, esa amargura
Lleva compadre tu cruz y no se la des a nadie
Y no se la des a nadie, y no se la des a nadie
Que todos ya llevamos una cruz

Por quien mande, mande quien mande, en el mundo siempre habrá
Buena gente, mala gente
El que niega, el creyente
Sabio, necio, indiferente 
Tabaco y ron

Tabaco, tabaco, tabaco
Tabaco y ron
Tabaco, tabaco, pero tabaco
Tabaco y ron

Tabaco, tabaco, tabaco
Tabaco y ron
Tabaco, tabaco, pero tabaco",Tabaco y Ron,1998
Rodolfo Y Su Tipita RA7,"Traigo la contra, la contra pura
Contra, para la amada mía
Tabaco y ron 

Tabaco, tabaco, tabaco
Tabaco y ron
Tabaco, tabaco, tabaco
Tabaco y ron

Porque mande, mande quien mande, en el mundo siempre habrá
Buena gente, mala gente
El que niega, el creyente
Sabio, necio, indiferente 
Tabaco y ron

Tabaco, tabaco, tabaco
Tabaco y ron
Tabaco, tabaco, pero tabaco
Tabaco y ron

Quita esa mala cara, compadre
Que te va a matar esa amargura
Esa amargura, esa amargura
Lleva compadre tu cruz y no se la des a nadie
Y no se la des a nadie, y no se la des a nadie
Que todos ya llevamos una cruz

Por quien mande, mande quien mande, en el mundo siempre habrá
Buena gente, mala gente
El que niega, el que miente
Sabio, necio, indiferente 
Tabaco y ron

Tabaco, tabaco, tabaco
Tabaco y ron
Tabaco, tabaco, pero tabaco
Tabaco y ron

Quita esa mala cara, compadre
Que te va a matar esa amargura
Esa amargura, esa amargura
Lleva compadre tu cruz y no se la des a nadie
Y no se la des a nadie, y no se la des a nadie
Que todos ya llevamos una cruz

Por quien mande, mande quien mande, en el mundo siempre habrá
Buena gente, mala gente
El que niega, el creyente
Sabio, necio, indiferente 
Tabaco y ron

Tabaco, tabaco, tabaco
Tabaco y ron
Tabaco, tabaco, pero tabaco
Tabaco y ron

Tabaco, tabaco, tabaco
Tabaco y ron
Tabaco, tabaco, pero tabaco",Tabaco y Ron [DVD][*],2006
